WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,MeanSeaLevelPressure,Date,Time,WindDirection,Rainfall24Hr,RelativeHumidity,StationPressure,VaporPressure,AirTemperature,LandVisibility,WindSpeed,DewPoint,Rainfall
48331,NAN,น่าน,น่าน,18.77972,100.77778,1007.45,07-08-2019,10:00:00,000,0.00,62,984.99,28.59,31.4,10.00,0.0,23.3,0.00
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,1007.62,07-08-2019,10:00:00,000,3.10,67,978.04,27.88,29.6,10.00,0.0,22.9,0.00
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,1008.39,07-08-2019,10:00:00,000,0.60,79,973.02,29.44,27.7,6.00,0.0,23.8,0.60
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,1006.17,07-08-2019,10:00:00,150,0.00,62,977.05,30.12,32.3,15.00,5.6,24.2,0.00
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,1008.06,07-08-2019,10:00:00,000,0.00,70,1000.84,30.86,30.7,10.00,0.0,24.6,0.00
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,1006.78,07-08-2019,10:00:00,230,0.90,64,987.22,30.65,32.0,16.00,11.1,24.5,0.00
48353,LOEI,เลย,เลย,17.45000,101.73333,1006.36,07-08-2019,10:00:00,280,0.00,47,978.34,24.03,33.3,15.00,14.8,20.5,0.00
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,1007.08,07-08-2019,10:00:00,260,0.00,61,987.23,28.63,31.7,18.00,11.1,23.3,0.00
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,1008.05,07-08-2019,10:00:00,270,0.00,63,986.66,29.39,31.8,15.00,11.1,23.8,0.00
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,1006.95,07-08-2019,10:00:00,280,0.00,63,987.76,29.07,31.5,15.00,14.8,23.6,0.00
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,1007.64,07-08-2019,10:00:00,000,3.50,75,991.07,32.13,30.2,12.00,0.0,25.2,0.00
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,1007.74,07-08-2019,10:00:00,120,23.70,74,990.52,32.26,30.4,12.00,3.7,25.3,0.00
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,1006.91,07-08-2019,10:00:00,260,0.00,64,981.53,29.35,31.5,12.00,3.7,23.7,0.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,1007.82,07-08-2019,10:00:00,000,0.00,67,1002.12,32.23,32.2,10.00,0.0,25.3,0.00
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,1008.83,07-08-2019,10:00:00,190,0.00,69,1002.71,30.90,31.0,12.00,5.6,24.6,0.00
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,1009.07,07-08-2019,10:00:00,180,0.00,64,992.80,28.34,30.7,10.00,9.3,23.1,0.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,1008.03,07-08-2019,10:00:00,160,23.80,87,985.73,31.80,27.5,10.00,3.7,25.1,1.20
48376,TAK,ตาก,ตาก,16.87833,99.14333,1009.23,07-08-2019,10:00:00,270,1.40,66,994.97,28.48,30.2,8.00,11.1,23.2,0.00
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,1009.08,07-08-2019,10:00:00,240,0.00,65,992.86,28.89,30.7,7.00,11.1,23.5,0.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,1009.24,07-08-2019,10:00:00,190,0.00,75,1004.05,31.00,29.5,10.00,5.6,24.6,0.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,1007.77,07-08-2019,10:00:00,000,0.00,71,994.70,30.22,30.1,12.00,0.0,24.2,0.00
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,1008.81,07-08-2019,10:00:00,060,0.00,73,999.55,30.08,29.6,10.00,5.6,24.1,0.00
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,1007.63,07-08-2019,10:00:00,270,0.00,57,986.29,27.19,32.1,10.00,11.1,22.5,0.00
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,1008.08,07-08-2019,10:00:00,230,0.00,58,990.89,28.85,32.8,12.00,14.8,23.4,0.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,1007.26,07-08-2019,10:00:00,250,0.00,73,991.61,32.09,30.6,12.00,7.4,25.2,0.00
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,1006.57,07-08-2019,10:00:00,200,0.00,64,988.03,31.19,32.4,10.00,5.6,24.7,0.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,1009.34,07-08-2019,10:00:00,000,2.30,74,958.19,26.23,26.8,11.00,0.0,21.9,0.00
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,1008.69,07-08-2019,10:00:00,140,0.00,74,1004.77,31.56,30.2,8.00,11.1,24.9,0.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,1009.38,07-08-2019,10:00:00,220,6.70,93,914.46,25.76,22.8,5.00,11.1,21.6,0.01
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,1007.56,07-08-2019,10:00:00,230,0.00,63,991.79,28.48,31.2,10.00,9.3,23.2,0.00
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,1008.44,07-08-2019,10:00:00,200,0.00,72,1004.46,33.40,31.5,12.00,5.6,25.9,0.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,1009.90,07-08-2019,10:00:00,210,0.00,66,999.35,30.49,31.5,10.00,7.4,24.4,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,1009.75,07-08-2019,10:00:00,190,0.00,64,1007.85,30.36,32.0,14.00,18.5,24.3,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,1008.31,07-08-2019,10:00:00,220,0.00,64,987.68,28.06,30.7,10.00,9.3,23.0,0.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,1007.38,07-08-2019,10:00:00,290,0.00,59,990.00,27.82,32.0,10.00,16.7,22.8,0.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,1007.23,07-08-2019,10:00:00,230,0.00,58,991.36,28.25,32.5,10.00,7.4,23.1,0.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,1008.50,07-08-2019,10:00:00,300,0.00,60,994.67,28.07,31.7,10.00,5.6,23.0,0.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,1009.19,07-08-2019,10:00:00,190,0.00,63,994.56,29.47,31.7,9.00,3.7,23.8,0.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,1009.12,07-08-2019,10:00:00,290,0.00,65,994.64,30.41,31.6,10.00,13.0,24.3,0.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,1008.47,07-08-2019,10:00:00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",0.00,59,1005.50,28.69,32.3,10.00,0.0,23.4,0.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,1008.95,07-08-2019,10:00:00,110,0.00,63,1001.10,29.07,31.5,10.00,3.7,23.6,0.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,1010.21,07-08-2019,10:00:00,230,0.00,64,1009.12,29.24,31.3,8.00,11.1,23.7,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,1009.06,07-08-2019,10:00:00,190,0.00,61,994.61,29.66,32.5,10.00,7.4,23.9,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,{'@attributes': {'Unit': 'decimal degree'}},{'@attributes': {'Unit': 'decimal degree'}},1009.01,07-08-2019,10:00:00,310,0.00,97,874.89,26.01,22.2,7.00,5.6,21.7,0.00
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,1009.06,07-08-2019,10:00:00,220,0.00,67,1003.27,32.58,32.5,10.00,5.6,25.5,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,1010.18,07-08-2019,10:00:00,240,0.00,73,1009.39,35.60,32.5,10.00,18.5,27.0,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,1009.60,07-08-2019,10:00:00,230,0.00,69,1009.16,32.99,32.0,10.00,14.8,25.7,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,1011.93,07-08-2019,10:00:00,340,6.90,88,1000.53,29.50,26.0,3.00,7.4,23.8,6.50
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,1010.04,07-08-2019,10:00:00,150,0.00,65,1009.04,30.20,31.5,12.00,5.6,24.2,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,1009.83,07-08-2019,10:00:00,200,0.01,64,1008.03,30.36,32.0,9.00,5.6,24.3,0.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,1010.11,07-08-2019,10:00:00,000,0.00,66,1009.35,29.76,31.0,9.00,0.0,24.0,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,1010.14,07-08-2019,10:00:00,230,0.00,62,1009.44,28.59,31.4,10.00,14.8,23.3,0.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,1009.68,07-08-2019,10:00:00,270,0.00,71,1008.99,33.88,32.0,8.00,5.6,26.1,0.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,1008.54,07-08-2019,10:00:00,270,0.00,59,987.77,29.83,33.0,12.00,9.3,24.0,0.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,1008.65,07-08-2019,10:00:00,220,0.00,63,992.14,28.68,31.3,10.00,16.7,23.3,0.00
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,1009.13,07-08-2019,10:00:00,230,0.00,57,992.95,27.58,32.3,12.00,5.6,22.7,0.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,1008.51,07-08-2019,10:00:00,290,0.00,58,987.01,28.33,32.4,10.00,3.7,23.1,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,1009.15,07-08-2019,10:00:00,230,0.00,66,966.16,26.97,29.4,15.00,22.2,22.3,0.00
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,1008.54,07-08-2019,10:00:00,200,0.00,58,988.32,28.25,32.5,11.00,14.8,23.1,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,1010.12,07-08-2019,10:00:00,240,0.00,65,989.64,32.54,32.9,9.00,13.0,25.5,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,1009.81,07-08-2019,10:00:00,220,0.00,69,1009.38,31.10,31.1,10.00,13.0,24.7,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,1009.50,07-08-2019,10:00:00,000,0.00,73,1008.10,32.51,30.8,11.00,0.0,25.4,0.00
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,1009.54,07-08-2019,10:00:00,240,0.00,83,1004.64,34.59,29.7,9.00,3.7,26.5,0.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,1010.13,07-08-2019,10:00:00,210,0.01,71,1006.87,31.03,30.5,12.00,7.4,24.7,0.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,1010.26,07-08-2019,10:00:00,270,0.00,75,1009.16,32.75,30.5,10.00,1.9,25.6,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,1009.98,07-08-2019,10:00:00,220,0.00,60,1009.69,29.99,32.8,10.00,3.7,24.1,0.00
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,1009.68,07-08-2019,10:00:00,000,0.01,65,1009.00,30.32,31.7,10.00,0.0,24.3,0.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,1009.61,07-08-2019,10:00:00,270,0.01,63,1009.13,29.07,31.5,10.00,5.6,23.6,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,1010.18,07-08-2019,10:00:00,230,0.00,64,1008.79,30.44,31.9,10.00,13.0,24.3,0.00
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,1010.38,07-08-2019,10:00:00,230,0.00,77,1008.72,33.63,30.5,10.00,18.5,26.0,0.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,1012.01,07-08-2019,10:00:00,230,0.00,70,1004.07,31.89,31.2,10.00,5.6,25.1,0.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,1009.77,07-08-2019,10:00:00,250,0.00,69,1009.49,32.99,32.0,10.00,7.4,25.7,0.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,1009.35,07-08-2019,10:00:00,300,0.00,68,1006.25,29.89,30.5,10.00,5.6,24.0,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,1010.20,07-08-2019,10:00:00,240,0.00,70,1003.33,31.47,31.0,10.00,5.6,24.9,0.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,1009.38,07-08-2019,10:00:00,260,0.00,67,1003.87,32.36,32.4,7.00,14.8,25.4,0.00
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,1010.36,07-08-2019,10:00:00,270,0.00,67,1001.13,29.93,30.8,10.00,9.3,24.1,0.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,1010.51,07-08-2019,10:00:00,210,0.00,72,1009.26,32.34,31.0,12.00,3.7,25.4,0.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,1010.01,07-08-2019,10:00:00,270,0.00,78,1009.58,32.34,29.6,11.00,7.4,25.3,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,1010.17,07-08-2019,10:00:00,000,0.00,70,998.04,31.89,31.2,9.00,0.0,25.1,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,1010.03,07-08-2019,10:00:00,260,0.00,66,1009.32,31.52,32.0,10.00,3.7,24.9,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,1010.07,07-08-2019,10:00:00,230,0.01,63,1007.68,31.57,33.0,10.00,7.4,24.9,0.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,1010.06,07-08-2019,10:00:00,250,0.00,72,1009.54,31.72,30.7,10.00,11.1,25.0,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,1009.99,07-08-2019,10:00:00,180,0.00,67,1004.91,32.23,32.2,12.00,3.7,25.3,0.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,1010.06,07-08-2019,10:00:00,170,0.50,68,1009.65,32.82,32.2,8.00,9.3,25.6,0.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,1010.33,07-08-2019,10:00:00,000,0.20,78,1007.58,34.14,30.6,8.00,0.0,26.3,0.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,1011.05,07-08-2019,10:00:00,360,6.00,61,1010.27,28.23,31.5,10.00,11.1,23.1,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,1010.83,07-08-2019,10:00:00,240,0.00,74,1010.38,32.26,30.4,8.00,5.6,25.3,0.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,1010.80,07-08-2019,10:00:00,000,0.00,69,1010.12,31.72,31.4,8.00,0.0,25.0,0.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,1010.47,07-08-2019,10:00:00,240,0.00,70,1008.96,32.01,31.4,9.00,9.3,25.2,0.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,1011.86,07-08-2019,10:00:00,190,0.00,69,1010.95,30.58,30.7,10.00,7.4,24.4,0.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,1010.97,07-08-2019,10:00:00,300,0.00,67,1010.29,31.68,31.8,10.00,9.3,25.0,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1011.35,07-08-2019,10:00:00,270,3.20,77,1010.56,33.00,30.2,10.00,3.7,25.7,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,1011.07,07-08-2019,10:00:00,090,0.00,59,1010.44,28.50,32.2,10.00,9.3,23.2,0.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,1011.08,07-08-2019,10:00:00,250,0.00,67,1010.68,34.33,33.3,10.00,7.4,26.4,0.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,1012.92,07-08-2019,10:00:00,250,0.00,67,1008.74,29.45,30.7,8.00,7.4,23.8,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,1011.72,07-08-2019,10:00:00,000,0.00,64,1010.12,27.47,30.1,10.00,0.0,22.6,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,1011.15,07-08-2019,10:00:00,000,0.00,66,1007.72,32.15,32.3,10.00,0.0,25.2,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,1011.28,07-08-2019,10:00:00,000,0.00,75,1009.94,32.13,30.2,8.00,0.0,25.2,0.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,1011.35,07-08-2019,10:00:00,000,1.30,86,1010.46,34.92,29.3,10.00,0.0,26.6,1.30
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,1011.74,07-08-2019,10:00:00,000,0.00,64,1008.22,29.84,31.6,10.00,0.0,24.0,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,1011.54,07-08-2019,10:00:00,280,0.01,62,1011.11,29.63,32.2,10.00,3.7,23.9,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,1011.28,07-08-2019,10:00:00,230,0.00,67,1010.30,30.65,31.3,10.00,9.3,24.5,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,1011.63,07-08-2019,10:00:00,250,0.00,71,1010.83,32.18,31.2,10.00,13.0,25.3,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,1011.65,07-08-2019,10:00:00,000,0.00,70,1009.86,32.10,31.3,10.00,0.0,25.2,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,1011.88,07-08-2019,10:00:00,180,0.00,70,1011.14,31.80,31.3,11.00,3.7,25.1,0.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,1011.61,07-08-2019,10:00:00,240,0.00,67,1007.66,31.68,31.8,10.00,14.8,25.0,0.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,1013.34,07-08-2019,10:00:00,000,6.30,77,1012.66,31.56,29.5,6.00,0.0,24.9,6.30
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,1011.38,07-08-2019,10:00:00,180,0.00,66,1010.28,30.49,31.5,10.00,7.4,24.4,0.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,1011.74,07-08-2019,10:00:00,270,0.00,71,1008.85,32.18,31.2,11.00,9.3,25.3,0.00
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,1011.13,07-08-2019,10:00:00,210,0.00,72,1010.45,33.40,31.5,9.00,11.1,25.9,0.00
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,1011.74,07-08-2019,10:00:00,170,0.00,68,1007.64,29.42,30.4,7.00,16.7,23.8,0.00
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,1011.27,07-08-2019,10:00:00,000,0.00,65,1010.68,29.92,31.5,12.00,0.0,24.0,0.00
