WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindDirection,Date,Time,Rainfall,WindSpeed,AirTemperature,LandVisibility,StationPressure,VaporPressure,MeanSeaLevelPressure,Rainfall24Hr,DewPoint,RelativeHumidity
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,240,07-10-2019,10:00:00,0.00,11.1,30.7,10.00,986.31,27.52,1007.74,5.00,22.7,62
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,000,07-10-2019,10:00:00,0.00,0.0,32.5,12.00,990.71,29.66,1007.91,0.00,23.9,61
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,190,07-10-2019,10:00:00,0.00,9.3,30.5,12.00,991.97,29.89,1007.63,0.00,24.0,68
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,170,07-10-2019,10:00:00,0.00,9.3,31.3,10.00,988.28,27.57,1006.89,0.00,22.7,60
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,000,07-10-2019,10:00:00,0.20,0.0,26.0,10.00,957.84,27.66,1009.11,1.50,22.7,82
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,140,07-10-2019,10:00:00,0.00,3.7,29.8,8.00,1004.61,31.60,1008.54,7.70,25.0,75
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,280,07-10-2019,10:00:00,0.10,7.4,21.0,.80,914.02,23.69,1009.49,6.60,20.2,95
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,010,07-10-2019,10:00:00,0.00,9.3,30.7,8.00,992.12,29.73,1007.92,0.00,23.9,67
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,190,07-10-2019,10:00:00,0.00,7.4,31.0,10.00,1004.95,32.34,1008.94,0.01,25.4,72
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,210,07-10-2019,10:00:00,0.00,3.7,30.0,9.00,999.57,28.09,1010.17,0.30,23.0,66
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,210,07-10-2019,10:00:00,0.00,5.6,30.1,10.00,1007.62,28.83,1009.54,0.00,23.4,68
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,210,07-10-2019,10:00:00,0.00,11.1,30.3,12.00,987.75,28.12,1008.41,0.00,23.0,65
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,210,07-10-2019,10:00:00,0.00,14.8,32.5,10.00,990.55,27.69,1007.91,0.00,22.8,57
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,300,07-10-2019,10:00:00,0.00,5.6,32.5,10.00,991.47,28.25,1007.35,0.00,23.1,58
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,240,07-10-2019,10:00:00,0.00,11.1,29.9,10.00,995.19,29.27,1009.12,7.00,23.7,69
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,000,07-10-2019,10:00:00,0.00,0.0,29.4,10.00,995.07,30.24,1009.83,47.60,24.2,74
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,240,07-10-2019,10:00:00,0.00,7.4,30.4,10.00,994.50,30.82,1009.04,6.40,24.5,71
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",07-10-2019,10:00:00,0.00,0.0,31.6,10.00,1005.51,27.05,1008.49,0.00,22.4,58
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,000,07-10-2019,10:00:00,0.00,0.0,31.0,10.00,1001.27,28.37,1009.13,3.40,23.2,63
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,220,07-10-2019,10:00:00,0.00,20.4,30.6,8.00,1008.41,27.06,1009.51,0.00,22.4,62
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,000,07-10-2019,10:00:00,0.00,0.0,30.8,8.00,994.95,27.43,1009.49,1.30,22.6,62
48417,NAKORNNAYOK,นครนายก,นครนายก,{'@attributes': {'Unit': 'decimal degree'}},{'@attributes': {'Unit': 'decimal degree'}},270,07-10-2019,10:00:00,0.00,1.9,21.3,8.00,874.92,23.44,1009.48,0.20,20.0,93
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,170,07-10-2019,10:00:00,0.00,3.7,30.7,10.00,1003.48,30.01,1009.30,0.00,24.1,68
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,230,07-10-2019,10:00:00,0.00,5.6,31.7,11.00,1009.08,33.24,1009.87,11.10,25.8,71
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,230,07-10-2019,10:00:00,0.00,18.5,30.5,10.00,1009.33,29.61,1009.77,17.00,23.9,68
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,000,07-10-2019,10:00:00,0.00,0.0,29.0,5.00,999.33,31.98,1010.60,3.20,25.2,80
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,200,07-10-2019,10:00:00,0.00,3.7,32.0,12.00,1008.71,28.66,1009.71,0.00,23.3,60
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,250,07-10-2019,10:00:00,0.00,11.1,32.0,10.00,1008.03,28.66,1009.83,1.80,23.3,60
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,230,07-10-2019,10:00:00,0.00,3.7,32.8,9.00,1008.76,27.72,1009.51,0.00,22.8,56
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,230,07-10-2019,10:00:00,0.00,16.7,30.8,10.00,1009.33,28.81,1010.02,18.80,23.4,65
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,270,07-10-2019,10:00:00,0.00,3.7,31.3,8.00,1009.27,32.10,1009.97,0.00,25.2,70
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,290,07-10-2019,10:00:00,0.00,9.3,32.0,10.00,988.09,27.55,1008.93,0.00,22.7,58
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,240,07-10-2019,10:00:00,0.00,11.1,30.6,8.00,992.60,27.33,1009.16,6.70,22.5,62
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,240,07-10-2019,10:00:00,0.00,3.7,31.0,10.00,993.08,27.82,1009.33,10.60,22.8,62
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,000,07-10-2019,10:00:00,0.00,0.0,32.0,10.00,987.66,25.91,1009.21,0.00,21.7,54
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,260,07-10-2019,10:00:00,0.00,29.6,28.8,14.00,966.41,24.59,1009.50,0.00,20.8,62
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,210,07-10-2019,10:00:00,0.00,14.8,31.8,12.00,988.63,26.34,1008.90,0.00,21.9,56
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,260,07-10-2019,10:00:00,0.00,14.8,30.5,9.00,989.78,29.89,1010.43,1.60,24.0,68
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,190,07-10-2019,10:00:00,0.00,14.8,30.1,11.00,1009.44,28.83,1009.87,0.10,23.4,68
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,000,07-10-2019,10:00:00,0.00,0.0,29.0,10.00,1008.48,33.41,1009.90,3.50,25.9,83
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,000,07-10-2019,10:00:00,0.00,0.0,30.0,8.00,1004.49,34.05,1009.39,42.90,26.2,80
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,310,07-10-2019,10:00:00,0.00,3.7,31.9,10.00,1006.27,27.91,1009.52,0.00,22.9,59
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,270,07-10-2019,10:00:00,0.00,3.7,31.0,10.00,1008.72,28.92,1009.81,0.00,23.5,64
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,230,07-10-2019,10:00:00,0.00,11.1,31.0,10.00,1009.63,28.92,1009.93,20.10,23.5,64
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,230,07-10-2019,10:00:00,0.00,5.6,31.0,10.00,1009.09,29.48,1009.77,13.10,23.8,66
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,210,07-10-2019,10:00:00,0.00,3.7,29.9,10.00,1009.36,27.90,1009.84,16.40,22.9,66
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,210,07-10-2019,10:00:00,0.00,11.1,31.5,10.00,1008.61,27.68,1010.00,8.80,22.8,60
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,000,07-10-2019,10:00:00,0.00,0.0,29.7,10.00,1008.46,26.99,1010.13,0.90,22.3,65
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,230,07-10-2019,10:00:00,0.00,3.7,30.4,10.00,1004.17,28.59,1012.13,0.00,23.3,66
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,270,07-10-2019,10:00:00,0.00,9.3,32.0,10.00,1009.48,30.08,1009.76,2.00,24.1,63
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,200,07-10-2019,10:00:00,0.00,5.6,30.5,12.00,1006.91,29.89,1010.02,0.00,24.0,68
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,220,07-10-2019,10:00:00,0.00,9.3,30.4,12.00,1003.18,28.59,1010.07,0.00,23.3,66
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,220,07-10-2019,10:00:00,0.00,11.1,31.0,8.00,1003.83,32.34,1009.37,0.00,25.4,72
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,240,07-10-2019,10:00:00,0.00,16.7,30.8,10.00,1000.98,29.65,1010.20,0.00,23.9,67
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,190,07-10-2019,10:00:00,0.00,3.7,31.1,14.00,1008.85,29.40,1010.10,0.00,23.8,65
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,170,07-10-2019,10:00:00,0.00,5.6,30.6,11.00,1009.58,31.23,1010.01,0.00,24.8,71
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,130,07-10-2019,10:00:00,0.00,7.4,29.9,10.00,997.94,28.45,1010.12,0.00,23.2,67
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,000,07-10-2019,10:00:00,0.00,0.0,31.3,10.00,1009.36,30.94,1010.06,0.30,24.6,68
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,240,07-10-2019,10:00:00,0.00,7.4,32.0,10.00,1007.78,28.66,1010.19,0.00,23.3,60
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,240,07-10-2019,10:00:00,0.00,9.3,30.5,10.00,1010.04,29.89,1010.55,0.00,24.0,68
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,220,07-10-2019,10:00:00,0.00,5.6,31.3,12.00,1004.93,28.68,1010.03,0.00,23.3,63
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,000,07-10-2019,10:00:00,0.00,0.0,29.9,9.00,1010.02,33.25,1010.43,13.80,25.8,79
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,000,07-10-2019,10:00:00,0.00,0.0,29.5,8.00,1007.92,33.29,1010.68,27.50,25.8,81
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,330,07-10-2019,10:00:00,0.00,13.0,30.7,10.00,1009.96,28.89,1010.74,0.00,23.5,65
48501,TRAD,ตราด,ตราด,11.76667,102.88333,180,07-10-2019,10:00:00,0.00,5.6,29.1,8.00,1010.28,31.89,1010.73,4.10,25.1,79
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,330,07-10-2019,10:00:00,0.00,3.7,30.4,10.00,1010.06,29.98,1010.74,0.80,24.1,69
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,240,07-10-2019,10:00:00,0.00,3.7,31.8,10.00,1009.20,29.39,1010.71,0.00,23.8,63
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,190,07-10-2019,10:00:00,0.00,3.7,29.3,10.00,1010.63,31.16,1011.54,0.00,24.7,76
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,300,07-10-2019,10:00:00,0.00,5.6,32.0,10.00,1010.22,30.65,1010.90,0.00,24.5,64
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,000,07-10-2019,10:00:00,0.00,0.0,31.3,10.00,1010.93,30.65,1011.71,0.00,24.5,67
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,000,07-10-2019,10:00:00,0.00,0.0,32.2,10.00,1010.11,27.11,1010.74,0.00,22.4,56
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,000,07-10-2019,10:00:00,0.00,0.0,33.0,10.00,1010.55,30.69,1010.95,0.01,24.5,61
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,320,07-10-2019,10:00:00,0.00,3.7,30.7,8.00,1008.68,32.01,1012.86,0.00,25.2,72
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,000,07-10-2019,10:00:00,0.00,0.0,30.3,12.00,1009.72,31.19,1011.32,0.00,24.7,72
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,000,07-10-2019,10:00:00,0.00,0.0,31.0,12.00,1007.38,32.34,1010.82,0.00,25.4,72
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,120,07-10-2019,10:00:00,0.00,5.6,30.0,10.00,1009.90,31.15,1011.25,1.20,24.7,73
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,000,07-10-2019,10:00:00,0.00,0.0,30.0,10.00,1009.87,31.44,1010.75,0.00,24.9,74
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,170,07-10-2019,10:00:00,0.00,5.6,30.8,10.00,1007.71,32.51,1011.24,1.50,25.4,73
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,150,07-10-2019,10:00:00,0.00,5.6,31.2,10.00,1010.70,31.31,1011.13,0.00,24.8,69
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,250,07-10-2019,10:00:00,0.00,7.4,31.4,10.00,1009.49,33.48,1010.47,0.00,25.9,73
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,270,07-10-2019,10:00:00,0.00,5.6,32.0,10.00,1010.48,35.40,1011.29,0.00,26.9,74
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,190,07-10-2019,10:00:00,0.00,7.4,30.8,10.00,1009.48,27.43,1011.28,0.00,22.6,62
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,020,07-10-2019,10:00:00,0.00,5.6,31.0,12.00,1010.35,29.20,1011.09,1.30,23.6,65
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,240,07-10-2019,10:00:00,0.00,11.1,31.1,10.00,1007.45,29.40,1011.41,0.00,23.8,65
48570,SATUN,สตูล,สตูล,6.65000,100.08333,000,07-10-2019,10:00:00,0.00,0.0,31.2,10.00,1010.84,30.73,1011.52,0.00,24.5,68
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,000,07-10-2019,10:00:00,0.00,0.0,31.9,10.00,1010.04,30.16,1011.15,0.00,24.2,64
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,100,07-10-2019,10:00:00,0.00,5.6,31.9,11.00,1008.36,31.60,1011.25,0.00,25.0,67
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,000,07-10-2019,10:00:00,0.00,0.0,30.5,10.00,1010.47,31.31,1011.15,1.80,24.8,72
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,000,07-10-2019,10:00:00,0.00,0.0,30.2,10.00,1007.95,30.70,1012.05,0.00,24.5,72
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,240,07-10-2019,10:00:00,0.00,5.6,30.5,12.00,1011.02,28.50,1011.60,0.00,23.2,65
