WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Date,Time,DewPoint,VaporPressure,WindDirection,Rainfall24Hr,MeanSeaLevelPressure,AirTemperature,WindSpeed,Rainfall,StationPressure,LandVisibility,RelativeHumidity
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,10-02-2019,01:00:00,24.8,31.27,000,0.00,1010.63,26.8,0.0,0.00,996.54,5.00,89
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,10-02-2019,01:00:00,23.3,28.64,000,0.00,1011.14,24.8,0.0,0.00,996.14,6.00,92
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,10-02-2019,01:00:00,26.2,34.03,000,0.00,1010.98,26.5,0.0,0.00,996.23,6.00,98
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,10-02-2019,01:00:00,25.5,32.55,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",0.00,1010.01,28.3,0.0,0.00,1007.00,8.00,85
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,10-02-2019,01:00:00,25.9,33.33,000,0.00,1010.60,27.7,0.0,0.00,1002.64,7.00,90
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,10-02-2019,01:00:00,25.8,33.20,150,0.00,1010.81,28.2,5.6,0.00,1009.70,7.00,87
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,10-02-2019,01:00:00,25.8,33.26,000,0.00,1011.01,27.1,0.0,0.00,996.27,8.00,93
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,10-02-2019,01:00:00,19.7,22.91,190,0.01,1012.85,20.0,5.6,0.00,877.29,2.00,98
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,10-02-2019,01:00:00,25.5,32.69,000,0.00,1010.98,27.1,0.0,0.00,1005.08,7.00,91
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,10-02-2019,01:00:00,26.3,34.23,080,0.00,1010.97,28.0,3.7,0.00,1010.17,8.00,91
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,10-02-2019,01:00:00,26.0,33.53,210,60.20,1010.66,29.2,20.4,0.00,1010.22,8.00,83
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,10-02-2019,01:00:00,24.2,30.17,000,0.00,1012.11,25.5,0.0,0.00,1000.70,5.00,93
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,10-02-2019,01:00:00,26.4,34.36,000,0.00,1010.46,28.9,0.0,0.00,1009.45,6.00,86
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,10-02-2019,01:00:00,25.7,33.08,000,0.00,1010.85,28.0,0.0,0.00,1009.02,7.00,88
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,10-02-2019,01:00:00,25.1,31.79,000,0.00,1010.29,26.5,0.0,0.00,1009.52,4.00,92
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,10-02-2019,01:00:00,25.4,32.42,180,0.01,1010.69,28.8,14.8,0.00,1009.99,9.00,82
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,10-02-2019,01:00:00,25.1,31.87,000,0.00,1011.14,28.1,0.0,0.00,1010.43,7.00,84
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,10-02-2019,01:00:00,23.1,28.31,000,0.01,1011.06,26.8,0.0,0.00,989.81,6.00,80
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,10-02-2019,01:00:00,24.5,30.70,000,0.00,1010.84,26.5,0.0,0.00,994.03,6.00,89
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,10-02-2019,01:00:00,24.1,30.03,000,0.00,1011.58,26.0,0.0,0.00,995.03,7.00,89
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,10-02-2019,01:00:00,24.8,31.25,000,50.50,1011.01,25.5,0.0,0.00,988.96,6.00,96
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,10-02-2019,01:00:00,22.8,27.68,310,0.00,1011.70,24.1,3.7,0.00,967.85,3.00,92
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,10-02-2019,01:00:00,24.2,30.15,250,3.60,1010.95,25.2,3.7,0.00,990.19,5.00,94
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,10-02-2019,01:00:00,24.9,31.49,220,0.00,1012.59,25.2,9.3,0.00,991.54,5.00,98
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,10-02-2019,01:00:00,25.1,31.79,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",0.00,1010.87,28.2,0.0,0.00,1010.44,10.00,83
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,10-02-2019,01:00:00,24.9,31.58,000,0.00,1011.50,27.1,0.0,0.00,1010.08,6.00,88
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,10-02-2019,01:00:00,25.5,32.68,000,12.60,1011.31,26.1,0.0,0.00,1006.34,6.00,97
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,10-02-2019,01:00:00,24.4,30.48,220,6.50,1010.65,27.1,5.6,0.00,1007.35,10.00,85
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,10-02-2019,01:00:00,26.3,34.19,000,0.00,1010.60,27.7,0.0,0.00,1009.49,10.00,92
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,10-02-2019,01:00:00,26.4,34.33,170,1.00,1010.59,29.3,5.6,0.00,1010.29,10.00,84
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,10-02-2019,01:00:00,26.4,34.32,000,0.00,1010.41,28.6,0.0,0.00,1009.93,7.00,88
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,10-02-2019,01:00:00,26.3,34.15,000,57.20,1011.39,28.1,0.0,0.00,1009.98,8.00,90
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,10-02-2019,01:00:00,24.8,31.33,000,0.90,1012.69,25.4,0.0,0.00,1004.60,10.00,97
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,10-02-2019,01:00:00,25.7,32.96,000,0.00,1010.74,28.5,0.0,0.00,1010.45,10.00,85
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,10-02-2019,01:00:00,25.1,31.95,250,0.00,1010.75,28.0,5.6,0.00,1007.61,10.00,85
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,10-02-2019,01:00:00,25.3,32.20,000,0.00,1011.11,27.7,0.0,0.00,1004.16,10.00,87
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,10-02-2019,01:00:00,24.6,30.97,000,0.00,1011.22,27.5,0.0,0.00,1005.60,7.00,84
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,10-02-2019,01:00:00,25.0,31.63,000,0.00,1011.69,26.7,0.0,0.00,1010.42,5.00,90
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,10-02-2019,01:00:00,24.2,30.20,000,0.00,1010.82,27.1,0.0,0.00,1010.38,11.00,84
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,10-02-2019,01:00:00,23.5,28.89,000,6.60,1011.75,24.5,0.0,0.00,999.34,8.00,94
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,10-02-2019,01:00:00,24.2,30.26,000,0.00,1011.13,26.7,0.0,0.00,1010.41,7.00,86
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,10-02-2019,01:00:00,25.4,32.36,000,0.00,1011.37,27.5,0.0,0.00,1008.93,6.00,88
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,10-02-2019,01:00:00,25.5,32.71,230,0.00,1011.28,28.8,3.7,0.00,1010.76,8.00,83
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,10-02-2019,01:00:00,25.4,32.35,000,0.00,1011.05,28.2,0.0,0.00,1005.90,6.00,85
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,10-02-2019,01:00:00,25.5,32.61,000,0.00,1011.26,27.2,0.0,0.00,1010.85,7.00,90
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,10-02-2019,01:00:00,25.6,32.87,000,2.80,1011.47,26.2,0.0,2.80,1008.68,8.00,97
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,10-02-2019,01:00:00,27.0,35.63,000,0.00,1009.37,28.8,0.0,0.00,1008.58,10.00,90
48501,TRAD,ตราด,ตราด,11.76667,102.88333,10-02-2019,01:00:00,24.9,31.41,110,3.40,1011.61,25.3,5.6,0.00,1011.14,6.00,97
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,10-02-2019,01:00:00,23.9,29.72,000,0.00,1011.62,25.4,0.0,0.00,1010.93,8.00,92
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,10-02-2019,01:00:00,24.2,30.25,000,0.40,1011.48,25.4,0.0,0.00,1009.94,8.00,93
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,10-02-2019,01:00:00,24.0,29.82,050,0.00,1012.30,25.6,1.9,0.00,1011.38,10.00,91
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,10-02-2019,01:00:00,24.1,30.02,270,0.00,1011.79,27.0,5.6,0.00,1011.10,10.00,84
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,10-02-2019,01:00:00,23.0,28.17,000,4.50,1011.98,23.5,0.0,0.00,1011.17,8.00,97
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,10-02-2019,01:00:00,24.3,30.30,000,0.00,1011.13,26.0,0.0,0.00,1010.49,10.00,90
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,10-02-2019,01:00:00,24.4,30.50,000,0.00,1011.42,25.1,0.0,0.00,1011.01,10.00,96
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,10-02-2019,01:00:00,23.7,29.33,000,2.80,1013.50,24.6,0.0,0.00,1009.24,5.00,95
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,10-02-2019,01:00:00,23.4,28.77,000,9.00,1011.94,23.7,0.0,0.00,1010.31,10.00,98
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,10-02-2019,01:00:00,23.8,29.41,000,0.01,1011.39,24.5,0.0,0.00,1007.87,6.00,96
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,10-02-2019,01:00:00,24.7,31.12,270,0.00,1011.85,25.0,7.4,0.00,1010.48,8.00,98
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,10-02-2019,01:00:00,24.9,31.41,000,9.60,1012.06,25.3,0.0,0.00,1011.16,10.00,97
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,10-02-2019,01:00:00,24.2,30.12,000,1.40,1011.68,24.6,0.0,1.40,1008.07,10.00,97
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,10-02-2019,01:00:00,23.3,28.65,000,5.60,1011.67,26.7,0.0,0.00,1011.23,10.00,82
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,10-02-2019,01:00:00,23.8,29.50,000,0.20,1011.12,27.3,0.0,0.00,1010.13,10.00,81
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,10-02-2019,01:00:00,23.5,29.01,000,0.00,1011.31,25.3,0.0,0.00,1010.48,10.00,90
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,10-02-2019,01:00:00,24.3,30.32,000,0.00,1011.85,25.0,0.0,0.00,1010.02,10.00,96
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,10-02-2019,01:00:00,23.6,29.19,250,0.01,1011.42,25.4,3.7,0.01,1010.66,10.00,90
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,10-02-2019,01:00:00,23.0,28.02,160,5.80,1011.86,24.3,7.4,0.00,1007.81,10.00,92
48570,SATUN,สตูล,สตูล,6.65000,100.08333,10-02-2019,01:00:00,24.6,30.84,000,17.80,1012.16,26.0,0.0,0.00,1011.47,10.00,92
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,10-02-2019,01:00:00,23.4,28.69,000,44.20,1011.56,23.8,0.0,0.00,1010.43,10.00,97
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,10-02-2019,01:00:00,24.0,29.91,000,0.00,1012.06,25.5,0.0,0.00,1009.11,10.00,92
