WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,MeanSeaLevelPressure,Date,Time,WindSpeed,Rainfall,AirTemperature,RelativeHumidity,VaporPressure,DewPoint,MinimumTemperature,StationPressure,Rainfall24Hr,LandVisibility,WindDirection
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,1005.36,08-17-2019,07:00:00,0.0,0.00,25.8,97,32.37,25.4,24.5,985.43,9.60,13.00,000
48353,LOEI,เลย,เลย,17.45000,101.73333,1005.20,08-17-2019,07:00:00,3.7,7.40,24.5,97,29.67,23.9,23.6,976.41,10.00,1.00,140
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,1005.14,08-17-2019,07:00:00,0.0,2.70,25.5,96,31.25,24.8,25.2,984.92,14.20,7.00,000
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,1006.67,08-17-2019,07:00:00,0.0,3.30,25.2,95,30.42,24.3,24.4,984.84,32.50,10.00,000
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,1005.84,08-17-2019,07:00:00,0.0,4.50,25.4,97,31.33,24.8,24.3,986.28,29.20,10.00,000
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,1007.47,08-17-2019,07:00:00,0.0,33.10,24.7,96,29.77,24.0,24.1,990.60,50.20,5.00,000
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,1007.24,08-17-2019,07:00:00,0.0,1.30,25.2,97,30.96,24.6,22.8,989.74,14.50,9.00,000
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,1004.77,08-17-2019,07:00:00,3.7,1.80,25.0,100,31.66,25.0,24.7,978.89,10.40,10.00,110
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,1005.54,08-17-2019,07:00:00,0.0,0.00,27.2,98,35.47,26.9,25.2,999.76,0.00,10.00,000
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,1005.07,08-17-2019,07:00:00,0.0,0.00,27.2,93,33.46,25.9,26.6,998.89,0.00,10.00,000
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,1006.21,08-17-2019,07:00:00,0.0,0.00,26.0,89,30.03,24.1,25.2,989.74,4.20,10.00,000
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,1005.52,08-17-2019,07:00:00,0.0,14.00,23.5,96,27.66,22.8,22.8,982.98,35.60,6.00,000
48376,TAK,ตาก,ตาก,16.87833,99.14333,1006.05,08-17-2019,07:00:00,5.6,0.00,27.1,76,27.27,22.5,26.4,991.69,0.00,8.00,230
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,1004.82,08-17-2019,07:00:00,9.3,0.00,28.0,70,26.54,22.1,26.0,988.53,0.00,7.00,120
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,1005.75,08-17-2019,07:00:00,3.7,0.00,26.8,91,32.10,25.2,25.8,1000.53,0.01,10.00,180
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,1004.24,08-17-2019,07:00:00,0.0,0.00,26.2,90,30.67,24.5,25.3,991.05,0.00,12.00,000
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,1005.50,08-17-2019,07:00:00,0.0,0.00,26.7,96,33.59,26.0,25.9,996.18,1.40,10.00,000
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,1005.92,08-17-2019,07:00:00,5.6,0.00,26.5,83,28.55,23.3,26.2,984.23,0.40,8.00,190
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,1006.42,08-17-2019,07:00:00,0.0,0.00,27.5,84,30.97,24.6,26.5,988.96,0.00,10.00,000
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,1006.28,08-17-2019,07:00:00,5.6,0.00,26.0,93,31.11,24.7,25.4,990.40,11.60,10.00,220
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,1004.96,08-17-2019,07:00:00,1.9,0.00,27.0,81,28.94,23.5,26.4,986.12,0.00,8.00,190
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,1005.37,08-17-2019,07:00:00,0.0,0.00,23.5,96,27.66,22.8,22.8,953.87,0.00,7.00,000
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,1005.27,08-17-2019,07:00:00,7.4,0.00,26.5,95,32.91,25.6,25.8,1001.31,0.00,4.00,110
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,1006.82,08-17-2019,07:00:00,14.8,1.40,20.4,98,23.49,20.1,19.5,911.42,2.10,.40,250
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,1005.83,08-17-2019,07:00:00,5.6,0.00,26.4,92,31.60,25.0,25.8,989.84,0.00,9.00,210
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,1005.66,08-17-2019,07:00:00,9.3,0.00,27.2,78,28.24,23.1,26.5,1001.63,0.00,9.00,160
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,1007.02,08-17-2019,07:00:00,0.0,0.00,25.9,96,32.01,25.2,25.4,996.31,3.80,7.00,000
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,1004.89,08-17-2019,07:00:00,3.7,0.00,26.0,88,29.50,23.8,25.0,1002.96,0.80,9.00,180
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,1006.31,08-17-2019,07:00:00,3.7,0.00,26.7,83,29.19,23.6,25.0,985.45,0.00,10.00,260
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,1006.30,08-17-2019,07:00:00,13.0,0.00,26.0,93,31.11,24.7,25.5,988.59,0.00,10.00,180
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,1005.97,08-17-2019,07:00:00,9.3,0.00,26.4,92,31.60,25.0,26.2,989.80,0.01,10.00,170
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,1007.78,08-17-2019,07:00:00,3.7,0.00,26.5,89,30.97,24.6,25.7,993.72,10.20,10.00,180
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,1008.60,08-17-2019,07:00:00,7.4,0.00,26.5,89,30.97,24.6,25.5,993.73,0.60,9.00,140
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,1007.93,08-17-2019,07:00:00,3.7,0.00,26.3,93,31.68,25.0,25.8,993.22,0.00,9.00,200
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,1005.33,08-17-2019,07:00:00,0.0,0.00,26.3,89,30.59,24.4,24.9,1002.31,0.00,10.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}"
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,1006.14,08-17-2019,07:00:00,0.0,0.00,26.1,91,30.76,24.5,25.6,998.17,0.00,10.00,000
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,1006.45,08-17-2019,07:00:00,7.4,0.00,26.0,93,31.38,24.8,25.0,1005.34,5.00,8.00,160
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,1007.83,08-17-2019,07:00:00,0.0,0.00,25.8,93,31.00,24.6,25.1,993.08,0.20,8.00,000
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,1008.16,08-17-2019,07:00:00,13.0,1.00,19.8,99,22.85,19.6,18.7,873.14,25.00,.05,200
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,1006.85,08-17-2019,07:00:00,3.7,0.00,26.0,95,31.93,25.1,24.9,1000.95,0.00,4.00,220
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,1007.11,08-17-2019,07:00:00,3.7,0.00,26.7,92,32.18,25.3,26.3,1006.30,27.20,8.00,180
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,1006.86,08-17-2019,07:00:00,7.4,0.00,28.5,85,32.96,25.7,28.5,1006.41,0.00,10.00,230
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,1008.15,08-17-2019,07:00:00,0.0,0.30,25.5,96,31.25,24.8,24.8,996.78,18.50,4.00,000
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,1006.64,08-17-2019,07:00:00,3.7,0.00,27.5,85,31.25,24.8,27.0,1005.63,0.00,10.00,260
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,1006.72,08-17-2019,07:00:00,3.7,0.00,26.7,93,32.46,25.4,26.2,1004.90,0.00,6.00,140
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,1006.57,08-17-2019,07:00:00,0.0,0.00,27.0,84,30.02,24.1,26.2,1005.80,2.00,8.00,000
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,1007.19,08-17-2019,07:00:00,5.6,0.00,27.8,79,29.36,23.7,27.4,1006.49,0.01,10.00,220
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,1007.19,08-17-2019,07:00:00,0.0,0.00,26.1,94,31.85,25.1,25.1,1006.49,10.10,7.00,000
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,1007.10,08-17-2019,07:00:00,0.0,0.30,25.8,88,29.13,23.6,24.8,985.86,0.50,10.00,000
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,1007.24,08-17-2019,07:00:00,7.4,0.00,26.0,90,30.30,24.3,24.8,990.47,0.00,8.00,180
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,1008.01,08-17-2019,07:00:00,9.3,0.00,26.1,91,30.76,24.5,24.9,991.51,0.00,9.00,190
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,1006.97,08-17-2019,07:00:00,0.0,0.80,25.3,89,28.75,23.4,24.1,984.99,0.90,10.00,000
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,1007.34,08-17-2019,07:00:00,3.7,1.40,25.1,92,29.18,23.6,24.1,963.83,14.90,10.00,240
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,1006.93,08-17-2019,07:00:00,5.6,0.00,26.8,84,29.64,23.9,26.3,986.36,0.00,10.00,180
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,1008.79,08-17-2019,07:00:00,18.5,0.00,26.5,94,32.63,25.5,25.9,987.91,0.00,8.00,190
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,1007.00,08-17-2019,07:00:00,3.7,0.00,26.9,87,30.91,24.6,26.2,1006.57,0.01,10.00,230
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,1007.31,08-17-2019,07:00:00,0.0,0.00,25.5,93,30.44,24.3,25.0,1005.89,0.00,8.00,000
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,1007.83,08-17-2019,07:00:00,0.0,0.00,25.8,97,32.37,25.4,25.4,1002.87,15.70,7.00,000
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,1006.76,08-17-2019,07:00:00,0.0,0.00,27.1,84,30.20,24.2,24.9,1003.47,0.00,10.00,000
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,1007.68,08-17-2019,07:00:00,0.0,1.50,26.0,96,32.20,25.3,25.5,1006.57,1.50,10.00,000
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,1007.20,08-17-2019,07:00:00,3.7,0.00,28.1,77,29.38,23.7,27.7,1006.90,0.00,10.00,220
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,1006.62,08-17-2019,07:00:00,0.0,0.00,28.7,78,30.54,24.4,26.5,1005.94,0.00,10.00,000
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,1006.97,08-17-2019,07:00:00,0.0,0.00,27.2,87,31.22,24.8,27.2,1006.48,0.00,10.00,000
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,1007.89,08-17-2019,07:00:00,7.4,0.00,27.2,87,31.22,24.8,27.0,1006.48,12.60,10.00,190
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,1007.41,08-17-2019,07:00:00,13.0,0.00,28.5,85,33.24,25.8,28.3,1005.74,0.00,10.00,230
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,1009.47,08-17-2019,07:00:00,0.0,0.00,25.7,96,31.63,25.0,25.4,1001.41,0.60,10.00,000
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,1007.22,08-17-2019,07:00:00,0.0,0.00,28.6,83,32.30,25.3,27.7,1006.93,0.60,10.00,000
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,1007.21,08-17-2019,07:00:00,0.0,0.00,28.5,81,31.54,24.9,28.0,1004.10,0.00,10.00,000
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,1007.84,08-17-2019,07:00:00,11.1,0.00,28.5,78,30.15,24.2,27.5,1000.92,0.00,12.00,210
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,1007.99,08-17-2019,07:00:00,0.0,0.00,27.4,89,32.45,25.4,26.2,1002.39,0.10,8.00,000
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,1007.52,08-17-2019,07:00:00,7.4,0.00,28.5,80,30.98,24.6,28.0,998.25,0.00,10.00,230
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,1007.68,08-17-2019,07:00:00,0.0,0.00,25.5,96,31.25,24.8,24.9,1006.41,5.00,12.00,000
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,1007.09,08-17-2019,07:00:00,0.0,0.00,26.5,89,30.97,24.6,26.0,1006.66,12.60,11.00,000
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,1007.90,08-17-2019,07:00:00,0.0,0.00,25.1,94,29.97,24.1,24.3,995.56,0.00,8.00,000
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,1007.55,08-17-2019,07:00:00,3.7,0.00,27.0,80,28.67,23.3,26.5,1006.83,1.00,10.00,190
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,1007.92,08-17-2019,07:00:00,11.1,0.00,28.4,80,30.78,24.5,27.8,1005.49,0.01,10.00,210
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,1008.14,08-17-2019,07:00:00,14.8,0.00,28.7,83,32.79,25.6,28.5,1007.62,0.00,12.00,270
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,1008.01,08-17-2019,07:00:00,1.9,0.00,28.0,81,30.56,24.4,27.2,1002.87,0.00,10.00,140
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,1008.40,08-17-2019,07:00:00,0.0,0.00,27.0,94,33.62,26.0,26.4,1007.99,1.80,7.00,000
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,1008.93,08-17-2019,07:00:00,0.0,2.10,26.3,95,32.51,25.4,26.0,1006.15,2.50,8.00,000
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,1008.75,08-17-2019,07:00:00,0.0,0.00,26.9,80,28.49,23.2,23.0,1007.96,0.00,10.00,000
48501,TRAD,ตราด,ตราด,11.76667,102.88333,1010.21,08-17-2019,07:00:00,5.6,4.20,26.1,95,32.12,25.2,25.6,1009.74,27.00,3.00,300
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,1009.37,08-17-2019,07:00:00,0.0,0.00,25.2,96,30.69,24.5,24.5,1008.68,10.80,7.00,000
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,1009.50,08-17-2019,07:00:00,0.0,0.00,25.0,94,29.79,24.0,25.0,1007.96,5.40,7.00,000
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,1009.97,08-17-2019,07:00:00,0.0,18.90,24.0,91,27.25,22.5,23.9,1009.04,125.50,9.00,000
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,1009.64,08-17-2019,07:00:00,5.6,0.00,28.0,77,29.19,23.6,26.4,1008.96,0.00,12.00,270
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1009.90,08-17-2019,07:00:00,5.6,0.00,24.5,99,30.46,24.3,24.0,1009.10,0.40,10.00,180
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,1010.01,08-17-2019,07:00:00,0.0,0.00,24.9,94,29.61,23.9,23.8,1009.37,0.01,10.00,000
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,1010.52,08-17-2019,07:00:00,7.4,0.00,25.4,90,29.19,23.6,24.7,1010.11,0.00,10.00,210
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,1011.26,08-17-2019,07:00:00,9.3,0.00,26.7,83,28.92,23.5,25.0,1007.03,0.00,5.00,230
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,1009.48,08-17-2019,07:00:00,0.0,0.00,23.7,98,28.77,23.4,23.1,1007.85,9.70,10.00,000
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,1010.50,08-17-2019,07:00:00,0.0,8.00,24.0,96,28.53,23.3,23.3,1006.98,12.40,8.00,000
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,1010.35,08-17-2019,07:00:00,0.0,0.00,24.5,96,29.41,23.8,24.5,1008.98,2.00,8.00,000
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,1009.26,08-17-2019,07:00:00,5.6,0.00,27.5,83,30.42,24.3,25.6,1008.38,17.80,10.00,240
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,1010.01,08-17-2019,07:00:00,0.0,0.00,24.0,99,29.56,23.8,22.6,1006.41,68.80,10.00,000
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,1009.74,08-17-2019,07:00:00,0.0,0.80,25.5,88,28.59,23.3,24.5,1009.30,19.00,8.00,000
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,1009.42,08-17-2019,07:00:00,18.5,39.50,24.6,95,29.33,23.7,22.6,1008.41,44.30,7.00,230
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,1010.02,08-17-2019,07:00:00,20.4,0.00,28.0,88,33.08,25.7,25.0,1009.21,19.00,10.00,270
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,1010.30,08-17-2019,07:00:00,0.0,0.00,24.2,98,29.66,23.9,24.0,1008.47,59.60,9.00,000
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,1010.70,08-17-2019,07:00:00,3.7,0.00,26.0,84,28.18,23.1,25.3,1009.95,0.00,11.00,210
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,1010.81,08-17-2019,07:00:00,5.6,0.00,24.6,92,28.55,23.3,23.4,1006.77,2.20,10.00,220
48570,SATUN,สตูล,สตูล,6.65000,100.08333,1010.28,08-17-2019,07:00:00,0.0,0.00,24.8,93,29.16,23.6,23.9,1009.59,11.50,10.00,000
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,1009.99,08-17-2019,07:00:00,0.0,0.00,25.5,89,29.11,23.6,22.2,1008.86,10.80,10.00,000
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,1010.79,08-17-2019,07:00:00,0.0,0.00,24.2,98,29.66,23.9,22.3,1007.84,3.70,10.00,000
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,1009.93,08-17-2019,07:00:00,0.0,0.00,25.5,92,29.91,24.0,24.8,1009.23,0.00,8.00,000
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,1011.27,08-17-2019,07:00:00,0.0,0.00,25.0,91,28.74,23.4,24.6,1007.10,0.00,7.00,000
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,1010.45,08-17-2019,07:00:00,0.0,0.00,24.7,94,29.25,23.7,.0,1009.85,5.70,10.00,000
