WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,MeanSeaLevelPressure,Date,Time,WindSpeed,DewPoint,MaximumTemperature,StationPressure,Rainfall,VaporPressure,LandVisibility,AirTemperature,RelativeHumidity,Rainfall24Hr,WindDirection
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,1009.10,10-09-2019,19:00:00,0.0,24.2,34.5,981.68,0.00,30.20,10.00,28.1,79,0.60,000
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,1008.72,10-09-2019,19:00:00,0.0,23.7,33.5,975.45,0.00,29.22,10.00,29.3,72,0.00,000
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,1008.80,10-09-2019,19:00:00,1.9,25.2,34.2,990.42,0.00,31.98,8.00,29.0,80,0.00,180
48331,NAN,น่าน,น่าน,18.77972,100.77778,1009.34,10-09-2019,19:00:00,0.0,24.3,34.6,986.74,0.00,30.31,10.00,30.0,71,0.00,000
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,1009.40,10-09-2019,19:00:00,0.0,23.9,35.0,979.71,0.00,29.74,12.00,29.0,74,0.00,000
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,1009.49,10-09-2019,19:00:00,0.0,25.1,32.5,974.11,0.00,31.95,7.00,28.0,85,0.00,000
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,1009.50,10-09-2019,19:00:00,0.0,24.2,33.5,979.70,0.00,30.13,12.00,26.2,89,0.10,000
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,1009.12,10-09-2019,19:00:00,0.0,25.3,36.0,1001.86,0.00,32.26,8.00,29.7,77,7.70,000
48353,LOEI,เลย,เลย,17.45000,101.73333,1009.72,10-09-2019,19:00:00,9.3,25.2,32.5,981.11,0.00,32.03,15.00,27.9,85,0.00,130
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,1009.27,10-09-2019,19:00:00,0.0,23.2,33.6,989.22,0.00,28.40,12.00,29.3,70,0.00,000
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,1010.35,10-09-2019,19:00:00,0.0,23.9,34.1,988.65,0.00,29.57,10.00,28.2,77,0.00,000
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,1009.52,10-09-2019,19:00:00,3.7,22.8,33.4,990.11,0.00,27.81,12.00,28.7,71,0.00,130
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,1010.44,10-09-2019,19:00:00,5.6,21.8,34.3,993.74,0.00,26.14,12.00,28.8,66,0.00,120
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,1010.51,10-09-2019,19:00:00,0.0,22.3,33.4,993.08,0.00,26.95,12.00,27.5,73,0.00,000
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,1009.27,10-09-2019,19:00:00,0.0,25.2,34.1,983.62,0.00,32.06,11.00,28.9,81,0.00,000
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,1008.96,10-09-2019,19:00:00,0.0,25.7,35.0,1003.19,0.00,33.04,8.00,28.4,85,0.00,000
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,1008.96,10-09-2019,19:00:00,0.0,25.0,35.2,1002.79,0.00,31.70,8.00,28.3,82,0.00,000
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,1010.95,10-09-2019,19:00:00,0.0,23.2,33.0,994.37,3.50,28.51,10.00,25.6,87,3.50,000
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,1008.20,10-09-2019,19:00:00,0.0,23.4,35.2,985.79,0.20,28.70,10.00,26.0,85,0.20,000
48376,TAK,ตาก,ตาก,16.87833,99.14333,1009.79,10-09-2019,19:00:00,0.0,26.0,34.0,995.48,0.00,33.58,10.00,29.5,81,0.00,000
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,1009.47,10-09-2019,19:00:00,0.0,25.0,35.0,993.05,4.50,31.74,7.00,26.9,90,7.00,000
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,1008.74,10-09-2019,19:00:00,0.0,25.1,33.2,1003.52,0.00,31.95,10.00,28.0,85,1.90,000
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,1008.52,10-09-2019,19:00:00,0.0,23.7,34.3,995.27,0.40,29.33,10.00,26.2,86,0.40,000
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,1009.81,10-09-2019,19:00:00,3.7,25.6,33.4,1000.53,0.00,32.75,10.00,29.1,81,0.00,140
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,1009.27,10-09-2019,19:00:00,5.6,23.4,34.0,987.76,0.00,28.83,10.00,30.1,68,0.00,030
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,1008.82,10-09-2019,19:00:00,5.6,25.2,33.3,991.45,0.00,31.97,10.00,29.7,77,0.00,120
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,1009.02,10-09-2019,19:00:00,5.6,23.7,34.6,993.28,0.00,29.33,10.00,29.5,71,0.00,070
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,1008.44,10-09-2019,19:00:00,0.0,24.4,34.0,989.65,0.00,30.57,8.00,29.0,76,0.00,000
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,1011.32,10-09-2019,19:00:00,0.0,22.0,33.0,959.60,0.00,26.50,8.00,24.0,89,0.50,000
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,1009.27,10-09-2019,19:00:00,0.0,25.4,34.0,1005.31,0.00,32.53,7.00,27.3,90,2.40,000
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,1010.71,10-09-2019,19:00:00,0.0,20.9,27.5,915.60,0.00,24.72,6.00,22.6,90,0.00,000
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,1008.93,10-09-2019,19:00:00,0.0,25.9,33.5,993.03,0.00,33.33,8.00,29.1,83,0.00,000
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,1009.90,10-09-2019,19:00:00,0.0,23.3,34.2,1005.85,0.20,28.55,6.00,26.5,83,0.20,000
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,1010.42,10-09-2019,19:00:00,0.0,23.4,33.3,999.61,52.80,28.79,8.00,24.3,95,55.80,000
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,1009.58,10-09-2019,19:00:00,3.7,23.6,33.6,1007.64,0.00,29.08,9.00,26.5,84,0.01,060
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,1009.44,10-09-2019,19:00:00,0.0,21.9,33.3,988.59,0.00,26.26,10.00,27.7,71,0.00,000
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,1008.85,10-09-2019,19:00:00,0.0,26.1,32.9,991.29,0.00,33.74,10.00,29.3,83,0.00,000
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,1008.78,10-09-2019,19:00:00,0.0,25.1,33.8,992.77,0.00,31.88,10.00,30.5,73,0.00,000
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,1009.78,10-09-2019,19:00:00,9.3,23.8,34.2,995.82,0.00,29.49,10.00,29.3,72,0.00,120
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,1010.63,10-09-2019,19:00:00,3.7,23.8,34.7,995.70,2.80,29.50,8.00,26.0,88,2.80,150
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,1010.51,10-09-2019,19:00:00,0.0,27.2,33.0,995.87,0.00,36.09,7.00,28.6,92,0.00,000
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,1008.96,10-09-2019,19:00:00,0.0,24.4,33.3,1005.92,30.70,30.48,8.00,24.8,97,31.60,"{'0': '   ', '@attributes': {'Unit': 'degree'}}"
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,1009.70,10-09-2019,19:00:00,0.0,23.9,30.5,1001.66,5.10,29.59,7.00,24.6,96,16.30,000
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,1009.23,10-09-2019,19:00:00,0.0,24.4,34.6,1008.12,0.00,30.56,8.00,27.0,86,0.00,000
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,1010.32,10-09-2019,19:00:00,0.0,26.9,32.1,995.73,0.00,35.40,9.00,29.8,84,0.00,000
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,1012.72,10-09-2019,19:00:00,3.7,17.6,25.3,876.37,0.01,20.11,8.00,18.1,97,38.80,150
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,1009.49,10-09-2019,19:00:00,0.0,24.8,32.8,1003.56,0.20,31.25,10.00,25.5,96,20.20,000
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,1009.52,10-09-2019,19:00:00,0.0,25.7,35.0,1008.72,0.00,32.96,7.00,28.5,85,0.00,000
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,1010.11,10-09-2019,19:00:00,7.4,25.9,32.0,1009.67,0.00,33.33,10.00,29.1,83,6.40,120
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,1009.73,10-09-2019,19:00:00,0.0,25.9,34.5,998.40,0.00,33.34,5.00,27.0,94,2.70,000
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,1009.30,10-09-2019,19:00:00,0.0,24.0,34.4,1008.30,0.00,29.77,8.00,29.3,73,0.00,000
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,1009.42,10-09-2019,19:00:00,0.0,24.1,33.5,1007.58,0.40,29.99,7.00,25.4,92,20.60,000
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,1009.11,10-09-2019,19:00:00,0.0,23.7,34.4,1008.35,0.00,29.33,8.00,29.5,71,0.00,000
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,1009.77,10-09-2019,19:00:00,1.9,23.7,33.7,1009.06,0.00,29.22,10.00,28.3,76,0.60,090
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,1009.17,10-09-2019,19:00:00,0.0,25.4,34.2,1008.46,0.00,32.52,10.00,28.0,86,10.30,000
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,1010.12,10-09-2019,19:00:00,1.9,23.5,31.0,988.90,0.00,29.02,8.00,26.9,82,0.00,190
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,1009.50,10-09-2019,19:00:00,0.0,23.5,33.2,992.72,0.00,29.00,8.00,26.6,83,0.00,000
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,1010.33,10-09-2019,19:00:00,0.0,24.1,33.2,993.77,0.00,30.01,7.00,25.7,91,5.60,000
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,1010.14,10-09-2019,19:00:00,0.0,24.7,29.8,988.15,0.00,31.11,8.00,26.0,93,8.50,000
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,1009.91,10-09-2019,19:00:00,11.1,22.6,28.5,966.31,0.00,27.46,8.00,25.3,85,0.40,140
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,1009.79,10-09-2019,19:00:00,0.0,23.0,32.0,988.97,12.60,28.01,10.00,24.0,94,50.50,000
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,1011.35,10-09-2019,19:00:00,7.4,24.5,32.7,990.35,0.00,30.71,9.00,25.5,94,0.00,220
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,1009.28,10-09-2019,19:00:00,0.0,24.9,32.4,1008.85,0.00,31.43,10.00,30.7,71,0.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}"
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,1009.42,10-09-2019,19:00:00,0.0,24.8,33.7,1008.00,0.00,31.24,8.00,26.5,90,5.20,000
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,1009.02,10-09-2019,19:00:00,0.0,25.5,33.5,1004.10,0.00,32.67,8.00,28.5,84,0.00,000
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,1008.86,10-09-2019,19:00:00,0.0,25.0,34.8,1005.60,0.00,31.60,10.00,31.2,70,0.00,000
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,1009.49,10-09-2019,19:00:00,0.0,24.1,34.3,1008.39,0.00,30.01,10.00,29.0,75,0.00,000
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,1009.55,10-09-2019,19:00:00,0.0,25.0,33.7,1009.25,0.10,31.70,10.00,28.3,82,13.20,000
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,1009.22,10-09-2019,19:00:00,0.0,24.4,33.8,1008.53,0.00,30.56,10.00,28.0,81,4.80,000
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,1009.18,10-09-2019,19:00:00,0.0,24.0,34.9,1008.69,0.00,29.90,8.00,27.8,80,0.70,000
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,1009.65,10-09-2019,19:00:00,7.4,24.4,33.3,1008.25,0.01,30.48,10.00,28.1,80,0.01,060
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,1009.75,10-09-2019,19:00:00,20.4,24.4,32.4,1008.08,0.00,30.47,7.00,29.8,73,5.80,100
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,1011.31,10-09-2019,19:00:00,0.0,25.4,33.3,1003.26,0.00,32.35,10.00,26.5,93,2.50,000
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,1009.54,10-09-2019,19:00:00,0.0,25.1,33.5,1009.26,0.00,31.89,4.00,29.8,76,6.60,000
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,1009.29,10-09-2019,19:00:00,0.0,24.8,32.2,1006.15,0.00,31.38,10.00,27.0,88,7.50,000
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,1009.62,10-09-2019,19:00:00,0.0,24.2,31.2,1002.70,0.00,30.15,8.00,28.5,78,0.00,000
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,1009.94,10-09-2019,19:00:00,0.0,24.7,34.5,1004.36,0.00,31.05,10.00,29.1,77,0.00,000
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,1009.10,10-09-2019,19:00:00,5.6,23.8,32.8,999.79,0.00,29.52,8.00,27.6,80,15.50,040
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,1009.75,10-09-2019,19:00:00,3.7,26.1,33.6,1008.49,0.00,33.91,10.00,29.1,84,19.20,180
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,1009.21,10-09-2019,19:00:00,0.0,25.2,34.1,1008.78,0.00,31.97,11.00,30.4,74,14.00,000
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,1009.81,10-09-2019,19:00:00,0.0,24.3,32.3,997.51,0.00,30.45,8.00,26.8,86,0.00,000
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,1009.40,10-09-2019,19:00:00,0.0,25.5,31.3,1008.69,0.00,32.55,9.00,28.3,85,0.00,000
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,1009.44,10-09-2019,19:00:00,7.4,25.8,34.2,1007.02,0.00,33.12,6.00,29.0,83,0.00,330
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,1009.86,10-09-2019,19:00:00,0.0,22.3,32.5,1009.34,0.00,26.84,7.00,27.0,75,0.01,000
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,1008.95,10-09-2019,19:00:00,0.0,25.8,32.6,1003.80,0.50,33.25,10.00,27.8,89,0.70,000
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,1010.13,10-09-2019,19:00:00,0.0,25.0,34.6,1009.71,11.80,31.66,8.00,27.0,89,11.80,000
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,1010.05,10-09-2019,19:00:00,0.0,26.0,32.3,1007.29,0.00,33.57,8.00,28.8,85,0.00,000
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,1009.07,10-09-2019,19:00:00,3.7,25.2,33.0,1008.29,0.00,32.05,8.00,29.6,77,0.00,120
48501,TRAD,ตราด,ตราด,11.76667,102.88333,1010.04,10-09-2019,19:00:00,5.6,25.3,33.2,1009.58,0.00,32.16,8.00,27.4,88,1.90,080
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,1009.33,10-09-2019,19:00:00,0.0,24.6,32.2,1008.65,0.00,31.00,8.00,27.8,83,26.40,000
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,1009.45,10-09-2019,19:00:00,0.0,24.7,33.5,1007.93,0.00,31.13,7.00,29.0,78,2.00,000
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,1009.56,10-09-2019,19:00:00,0.0,24.8,33.0,1008.64,0.00,31.25,10.00,29.2,77,0.40,000
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,1009.78,10-09-2019,19:00:00,11.1,25.5,31.5,1009.10,0.00,32.71,10.00,29.5,79,0.00,070
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1009.76,10-09-2019,19:00:00,0.0,24.7,33.7,1008.97,0.00,31.08,10.00,26.7,89,0.00,000
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,1009.32,10-09-2019,19:00:00,0.0,25.9,32.5,1008.68,0.00,33.37,10.00,28.0,88,3.70,000
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,1009.78,10-09-2019,19:00:00,0.0,25.7,32.2,1009.37,0.00,33.01,10.00,27.4,90,1.50,000
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,1011.51,10-09-2019,19:00:00,0.0,25.0,32.6,1007.30,0.00,31.64,7.00,27.7,85,1.40,000
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,1007.63,10-09-2019,19:00:00,0.0,23.9,33.2,1006.02,0.00,29.60,10.00,27.5,81,0.00,000
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,1010.13,10-09-2019,19:00:00,0.0,24.8,34.5,1006.64,0.00,31.38,10.00,27.0,88,0.30,000
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,1009.45,10-09-2019,19:00:00,3.7,24.9,32.6,1008.10,0.00,31.54,8.00,28.5,81,0.60,100
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,1009.85,10-09-2019,19:00:00,0.0,24.4,31.5,1008.96,6.50,30.59,8.00,26.3,89,12.00,000
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,1009.69,10-09-2019,19:00:00,0.0,23.6,34.0,1006.09,25.00,29.13,10.00,24.2,97,25.00,000
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,1009.55,10-09-2019,19:00:00,0.0,26.0,33.6,1009.12,1.60,33.66,9.00,28.7,86,6.40,000
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,1009.63,10-09-2019,19:00:00,0.0,24.0,31.7,1008.64,2.60,29.85,7.00,27.2,83,15.60,000
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,1009.93,10-09-2019,19:00:00,11.1,23.1,33.3,1009.11,15.20,28.20,10.00,24.4,92,55.20,060
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,1010.15,10-09-2019,19:00:00,0.0,24.7,33.5,1008.32,4.20,31.08,8.00,25.7,94,7.00,000
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,1010.07,10-09-2019,19:00:00,5.6,24.1,30.1,1009.32,0.00,29.93,10.00,28.1,79,53.70,120
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,1010.14,10-09-2019,19:00:00,5.6,24.8,32.7,1006.11,0.80,31.22,10.00,25.2,97,11.80,160
48570,SATUN,สตูล,สตูล,6.65000,100.08333,1010.09,10-09-2019,19:00:00,0.0,23.7,33.3,1009.40,5.00,29.38,7.00,25.5,90,30.50,000
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,1009.69,10-09-2019,19:00:00,0.0,24.4,31.3,1008.57,12.00,30.63,10.00,25.6,93,31.00,000
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,1010.12,10-09-2019,19:00:00,0.0,24.8,32.1,1007.18,0.00,31.33,10.00,25.4,97,39.20,000
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,1010.28,10-09-2019,19:00:00,0.0,26.2,33.0,1009.59,3.40,34.07,6.00,26.8,97,11.60,000
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,1010.73,10-09-2019,19:00:00,7.4,23.7,31.8,1006.57,0.00,29.36,7.00,25.2,92,22.10,240
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,1009.89,10-09-2019,19:00:00,7.4,23.9,33.0,1009.31,0.00,29.60,9.00,27.5,81,84.10,250
