WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindDirection,Date,Time,WindSpeed,MeanSeaLevelPressure,RelativeHumidity,Rainfall24Hr,LandVisibility,DewPoint,StationPressure,AirTemperature,VaporPressure,Rainfall
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,000,08-18-2019,22:00:00,0.0,1009.68,78,0.00,8.00,23.2,993.28,27.4,28.35,0.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,000,08-18-2019,22:00:00,0.0,1009.60,90,0.80,10.00,25.0,1004.36,26.9,31.74,0.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,000,08-18-2019,22:00:00,0.0,1008.52,84,0.20,10.00,24.7,995.34,27.7,31.08,0.00
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,000,08-18-2019,22:00:00,0.0,1009.51,96,3.10,10.00,26.0,1000.15,26.7,33.59,0.10
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,000,08-18-2019,22:00:00,0.0,1010.02,84,0.01,8.00,25.0,988.34,28.0,31.67,0.01
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,000,08-18-2019,22:00:00,0.0,1009.61,90,0.10,10.00,25.8,992.10,27.5,33.21,0.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,000,08-18-2019,22:00:00,0.0,1007.98,85,0.00,10.00,25.7,992.21,28.5,32.96,0.00
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,000,08-18-2019,22:00:00,0.0,1007.95,86,0.00,8.00,25.8,989.13,28.3,33.12,0.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,000,08-18-2019,22:00:00,0.0,1011.46,91,5.30,7.00,22.7,959.76,24.2,27.60,0.00
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,160,08-18-2019,22:00:00,7.4,1009.31,91,0.10,6.00,25.9,1005.35,27.5,33.50,0.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,180,08-18-2019,22:00:00,5.6,1010.92,97,4.20,2.00,20.8,915.40,21.3,24.60,0.20
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,000,08-18-2019,22:00:00,0.0,1008.83,97,3.70,6.00,26.4,992.81,27.0,34.48,3.20
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,000,08-18-2019,22:00:00,0.0,1009.35,94,4.60,6.00,25.5,1005.30,26.5,32.63,2.50
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,000,08-18-2019,22:00:00,0.0,1010.76,84,0.00,7.00,24.1,1000.05,27.0,30.02,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,000,08-18-2019,22:00:00,0.0,1010.24,80,0.00,9.00,23.3,1008.31,27.0,28.67,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,000,08-18-2019,22:00:00,0.0,1009.60,65,0.00,10.00,22.6,988.88,29.8,27.44,0.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,000,08-18-2019,22:00:00,0.0,1008.47,90,0.00,10.00,26.2,990.84,28.0,33.94,0.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,000,08-18-2019,22:00:00,0.0,1008.10,80,0.00,10.00,25.7,992.05,29.5,33.00,0.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,000,08-18-2019,22:00:00,0.0,1008.67,81,0.00,10.00,25.0,994.69,28.6,31.74,0.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,000,08-18-2019,22:00:00,0.0,1009.52,88,0.00,9.00,25.9,994.71,28.0,33.37,0.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,000,08-18-2019,22:00:00,0.0,1009.79,90,1.50,7.00,25.8,995.10,27.5,33.21,0.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",08-18-2019,22:00:00,0.0,1010.08,88,0.01,10.00,24.5,1007.05,26.7,30.81,0.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,000,08-18-2019,22:00:00,0.0,1009.94,86,0.20,8.00,23.7,1001.94,26.3,29.25,0.01
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,210,08-18-2019,22:00:00,11.1,1010.29,84,0.00,6.00,26.6,1009.19,29.5,34.75,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,000,08-18-2019,22:00:00,0.0,1009.62,72,0.00,8.00,22.4,994.95,28.0,27.06,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,280,08-18-2019,22:00:00,5.6,1011.95,99,18.60,6.00,20.3,876.72,20.5,23.86,0.01
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,000,08-18-2019,22:00:00,0.0,1009.92,91,0.00,10.00,27.0,1004.05,28.7,35.71,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,000,08-18-2019,22:00:00,0.0,1010.38,81,0.00,8.00,25.6,1009.59,29.3,32.87,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,210,08-18-2019,22:00:00,14.8,1010.18,81,0.00,10.00,25.9,1009.73,29.4,33.37,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,000,08-18-2019,22:00:00,0.0,1011.68,93,3.40,4.00,24.1,1000.26,25.3,30.07,0.00
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,000,08-18-2019,22:00:00,0.0,1010.56,72,0.00,10.00,23.7,1009.56,29.2,29.30,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,170,08-18-2019,22:00:00,7.4,1010.36,77,0.00,8.00,25.1,1008.55,29.5,31.85,0.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,000,08-18-2019,22:00:00,0.0,1010.51,73,0.00,8.00,22.7,1009.75,28.0,27.59,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,200,08-18-2019,22:00:00,13.0,1010.46,82,0.01,10.00,25.5,1009.75,28.9,32.63,0.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,000,08-18-2019,22:00:00,0.0,1008.84,85,0.90,7.00,25.9,1008.14,28.7,33.37,0.90
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,280,08-18-2019,22:00:00,1.9,1009.79,70,0.00,10.00,22.9,988.72,29.0,27.83,0.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,000,08-18-2019,22:00:00,0.0,1009.28,91,3.00,7.00,25.3,992.53,26.9,32.30,0.10
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,230,08-18-2019,22:00:00,3.7,1009.70,93,4.30,7.00,25.1,993.20,26.4,31.88,1.30
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,000,08-18-2019,22:00:00,0.0,1009.69,73,0.01,10.00,23.1,987.88,28.4,28.33,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,160,08-18-2019,22:00:00,7.4,1010.40,82,0.01,12.00,23.0,966.90,26.2,28.01,0.01
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,210,08-18-2019,22:00:00,3.7,1009.62,79,0.40,10.00,23.7,989.07,27.8,29.36,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,220,08-18-2019,22:00:00,11.1,1010.84,89,0.00,8.00,25.4,989.97,27.4,32.45,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,230,08-18-2019,22:00:00,5.6,1011.15,80,0.00,10.00,25.0,1010.72,28.7,31.66,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,000,08-18-2019,22:00:00,0.0,1010.32,84,0.00,6.00,25.6,1008.91,28.6,32.88,0.00
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,000,08-18-2019,22:00:00,0.0,1010.69,87,0.00,8.00,25.3,1005.75,27.7,32.20,0.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,000,08-18-2019,22:00:00,0.0,1010.63,71,0.01,10.00,22.8,1007.34,28.5,27.71,0.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,000,08-18-2019,22:00:00,0.0,1010.60,81,0.00,10.00,24.9,1009.50,28.5,31.54,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,190,08-18-2019,22:00:00,5.6,1010.95,83,0.00,10.00,26.1,1010.65,29.3,33.74,0.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,000,08-18-2019,22:00:00,0.0,1010.54,85,0.00,10.00,26.2,1010.05,29.0,33.99,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,200,08-18-2019,22:00:00,11.1,1010.47,81,0.00,10.00,25.4,1009.06,28.9,32.34,0.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,000,08-18-2019,22:00:00,0.0,1012.62,84,0.00,10.00,24.1,1004.57,27.0,30.02,0.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,000,08-18-2019,22:00:00,0.0,1010.57,78,0.00,10.00,25.2,1010.28,29.5,32.13,0.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,000,08-18-2019,22:00:00,0.0,1010.57,76,0.00,10.00,23.9,1007.44,28.5,29.60,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,000,08-18-2019,22:00:00,0.0,1010.80,83,0.00,10.00,24.3,1003.85,27.5,30.42,0.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,000,08-18-2019,22:00:00,0.0,1010.61,82,0.00,8.00,25.0,1005.02,28.3,31.70,0.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,000,08-18-2019,22:00:00,0.0,1011.46,90,0.00,10.00,25.6,1010.19,27.3,32.81,0.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,240,08-18-2019,22:00:00,3.7,1010.58,78,1.10,11.00,24.0,1010.15,28.2,29.85,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,270,08-18-2019,22:00:00,3.7,1011.42,84,0.00,10.00,22.5,999.05,25.5,27.29,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,270,08-18-2019,22:00:00,3.7,1010.99,73,0.00,10.00,23.2,1010.28,28.5,28.51,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,220,08-18-2019,22:00:00,7.4,1011.57,81,0.00,10.00,25.5,1009.14,29.0,32.55,0.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,230,08-18-2019,22:00:00,9.3,1011.14,83,0.00,10.00,25.5,1010.62,28.8,32.71,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,000,08-18-2019,22:00:00,0.0,1010.90,80,0.00,9.00,24.3,1005.75,28.2,30.40,0.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,000,08-18-2019,22:00:00,0.0,1011.18,86,8.50,7.00,25.3,1010.77,27.9,32.32,0.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,000,08-18-2019,22:00:00,0.0,1011.86,90,0.00,8.00,25.5,1009.08,27.2,32.61,0.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,000,08-18-2019,22:00:00,0.0,1011.46,80,0.00,10.00,24.0,1010.68,27.8,29.90,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,120,08-18-2019,22:00:00,1.9,1011.63,93,0.50,7.00,24.2,1011.17,25.4,30.25,0.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,000,08-18-2019,22:00:00,0.0,1011.78,77,1.50,10.00,23.5,1011.10,27.9,29.01,0.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,170,08-18-2019,22:00:00,1.9,1011.54,89,0.00,8.00,24.0,1010.00,26.0,29.76,0.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,000,08-18-2019,22:00:00,0.0,1012.35,91,0.00,10.00,24.5,1011.42,26.1,30.76,0.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,000,08-18-2019,22:00:00,0.0,1012.33,81,0.00,10.00,24.4,1011.64,28.0,30.56,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,000,08-18-2019,22:00:00,0.0,1012.16,92,0.00,10.00,24.6,1011.35,26.0,30.84,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,210,08-18-2019,22:00:00,5.6,1012.11,83,0.00,10.00,25.3,1011.48,28.4,32.19,0.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,000,08-18-2019,22:00:00,0.0,1012.35,87,0.00,10.00,24.9,1011.94,27.2,31.49,0.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,000,08-18-2019,22:00:00,0.0,1013.71,83,0.00,6.00,24.6,1009.48,27.8,31.00,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,000,08-18-2019,22:00:00,0.0,1010.79,90,0.00,10.00,24.3,1009.16,26.0,30.30,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,000,08-18-2019,22:00:00,0.0,1012.15,84,0.00,10.00,24.1,1008.66,27.0,30.02,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,000,08-18-2019,22:00:00,0.0,1011.64,86,0.00,10.00,24.8,1010.29,27.4,31.33,0.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,000,08-18-2019,22:00:00,0.0,1012.02,88,0.00,15.00,23.3,1011.12,25.5,28.59,0.00
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,000,08-18-2019,22:00:00,0.0,1011.75,86,0.00,10.00,22.9,1008.16,25.4,27.89,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,000,08-18-2019,22:00:00,0.0,1010.33,74,0.00,10.00,23.9,1009.90,29.0,29.74,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,000,08-18-2019,22:00:00,0.0,1011.56,83,0.00,10.00,23.3,1010.56,26.4,28.64,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,090,08-18-2019,22:00:00,9.3,1012.05,82,0.00,10.00,22.4,1011.23,25.7,27.13,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,000,08-18-2019,22:00:00,0.0,1011.95,85,0.00,10.00,24.3,1010.13,27.0,30.29,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,000,08-18-2019,22:00:00,0.0,1012.06,90,2.80,10.00,22.3,1011.29,24.1,26.92,2.80
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,240,08-18-2019,22:00:00,5.6,1012.46,95,13.20,10.00,22.7,1008.40,23.6,27.58,0.01
48570,SATUN,สตูล,สตูล,6.65000,100.08333,000,08-18-2019,22:00:00,0.0,1012.70,88,0.00,10.00,24.8,1012.01,27.0,31.38,0.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,000,08-18-2019,22:00:00,0.0,1012.01,95,11.00,10.00,23.1,1010.88,24.0,28.27,6.60
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,000,08-18-2019,22:00:00,0.0,1012.29,96,27.10,10.00,24.3,1009.34,25.0,30.32,0.40
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,000,08-18-2019,22:00:00,0.0,1012.00,84,0.00,10.00,24.1,1011.31,27.0,30.02,0.00
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,270,08-18-2019,22:00:00,13.0,1012.71,78,0.00,8.00,21.4,1008.54,25.6,25.44,0.00
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,240,08-18-2019,22:00:00,9.3,1012.01,80,0.00,10.00,22.3,1011.42,26.0,26.88,0.00
