WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,VaporPressure,Date,Time,MeanSeaLevelPressure,StationPressure,WindDirection,MinimumTemperature,AirTemperature,DewPoint,Rainfall,Rainfall24Hr,RelativeHumidity,WindSpeed,LandVisibility
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,29.00,09-23-2019,07:00:00,1014.33,1006.93,000,24.8,25.0,23.5,0.00,0.00,92,0.0,8.00
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,24.37,09-23-2019,07:00:00,1015.60,995.39,100,23.8,24.5,20.7,0.00,0.00,79,3.7,6.00
48353,LOEI,เลย,เลย,17.45000,101.73333,26.58,09-23-2019,07:00:00,1015.60,986.36,000,22.6,23.0,22.1,0.00,0.00,95,0.0,4.00
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,24.37,09-23-2019,07:00:00,1015.64,995.14,070,23.0,24.5,20.7,0.00,0.00,79,3.7,12.00
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,25.21,09-23-2019,07:00:00,1015.86,993.62,000,21.8,22.3,21.2,0.00,0.00,94,0.0,7.00
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,24.87,09-23-2019,07:00:00,1015.18,995.29,000,22.2,23.0,21.0,0.00,0.00,89,0.0,10.00
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,24.30,09-23-2019,07:00:00,1016.02,998.96,000,21.9,24.0,20.6,0.00,0.00,81,0.0,7.00
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,25.60,09-23-2019,07:00:00,1016.34,998.55,000,19.5,23.0,21.5,0.00,0.00,91,0.0,7.00
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,23.67,09-23-2019,07:00:00,1015.14,988.88,070,22.4,23.6,20.2,0.00,0.00,81,3.7,8.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,31.12,09-23-2019,07:00:00,1013.74,1007.88,000,24.0,25.0,24.7,0.00,4.50,98,0.0,8.00
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,29.04,09-23-2019,07:00:00,1014.12,1007.83,000,23.9,24.0,23.6,0.00,0.00,97,0.0,10.00
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,26.18,09-23-2019,07:00:00,1015.54,998.84,000,24.0,24.7,21.8,0.00,0.00,84,0.0,12.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,28.01,09-23-2019,07:00:00,1011.91,989.26,000,23.3,24.0,23.0,0.00,0.00,94,0.0,8.00
48376,TAK,ตาก,ตาก,16.87833,99.14333,27.41,09-23-2019,07:00:00,1014.95,1000.29,000,22.9,23.5,22.6,0.00,5.00,95,0.0,7.00
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,26.91,09-23-2019,07:00:00,1014.85,998.15,000,23.0,23.5,22.3,0.00,5.80,93,0.0,7.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,30.32,09-23-2019,07:00:00,1014.24,1008.94,000,24.5,25.0,24.3,0.00,0.00,96,0.0,10.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,27.61,09-23-2019,07:00:00,1013.23,999.86,000,24.3,24.8,22.7,0.00,0.00,88,0.0,12.00
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,30.22,09-23-2019,07:00:00,1014.31,1004.85,000,24.0,24.8,24.2,0.00,10.00,97,0.0,8.00
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,26.18,09-23-2019,07:00:00,1015.18,993.18,000,24.0,25.0,21.8,0.00,0.00,83,0.0,6.00
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,28.11,09-23-2019,07:00:00,1014.84,997.06,000,24.0,24.5,23.0,0.00,0.00,91,0.0,12.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,24.69,09-23-2019,07:00:00,1014.73,998.68,080,24.2,25.0,20.9,0.00,0.00,78,3.7,10.00
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,27.42,09-23-2019,07:00:00,1014.31,995.11,000,23.6,24.1,22.6,0.00,0.00,91,0.0,8.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,24.43,09-23-2019,07:00:00,1014.61,962.34,000,21.0,21.8,20.7,0.00,0.80,94,0.0,.80
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,30.84,09-23-2019,07:00:00,1013.90,1009.90,320,25.2,26.0,24.6,0.00,25.50,92,7.4,4.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,22.81,09-23-2019,07:00:00,1014.38,918.26,060,19.3,20.4,19.6,0.00,0.50,95,11.1,.90
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,26.26,09-23-2019,07:00:00,1015.07,998.83,000,23.5,24.6,21.9,0.00,0.00,85,0.0,8.00
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,30.71,09-23-2019,07:00:00,1014.00,1009.91,000,25.0,25.5,24.5,0.00,0.20,94,0.0,6.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,29.52,09-23-2019,07:00:00,1014.60,1003.78,000,24.6,25.0,23.8,0.50,0.80,93,0.0,3.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,28.11,09-23-2019,07:00:00,1014.01,1012.05,000,24.3,24.5,23.0,0.80,0.80,91,0.0,8.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,24.61,09-23-2019,07:00:00,1014.43,993.31,020,23.8,25.4,20.8,0.00,0.00,76,7.4,8.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,24.45,09-23-2019,07:00:00,1014.73,996.82,090,24.0,25.0,20.7,0.00,0.00,77,7.4,10.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,25.43,09-23-2019,07:00:00,1014.54,998.15,000,24.6,25.0,21.4,0.00,0.00,80,0.0,10.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,27.92,09-23-2019,07:00:00,1014.95,1000.65,080,22.8,23.8,22.9,2.00,25.10,95,7.4,5.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,28.77,09-23-2019,07:00:00,1015.27,1000.16,000,22.0,23.7,23.4,0.60,12.80,98,0.0,6.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,28.17,09-23-2019,07:00:00,1015.33,1000.37,090,22.8,23.5,23.0,2.50,8.90,97,11.1,6.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,29.91,09-23-2019,07:00:00,1013.55,1010.50,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",24.0,25.5,24.0,0.30,0.90,92,0.0,6.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,25.20,09-23-2019,07:00:00,1013.99,1005.98,000,25.8,26.5,21.2,0.00,0.01,73,0.0,10.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,28.90,09-23-2019,07:00:00,1012.70,1011.57,020,24.0,24.8,23.5,0.90,1.70,92,5.6,4.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,27.70,09-23-2019,07:00:00,1014.13,999.24,000,24.5,25.0,22.8,0.00,4.40,88,0.0,8.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,20.80,09-23-2019,07:00:00,1014.31,877.83,050,17.6,18.3,18.1,0.80,3.80,99,11.1,.10
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,28.59,09-23-2019,07:00:00,1013.89,1007.94,110,24.5,25.5,23.3,0.00,0.00,88,3.7,8.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,30.48,09-23-2019,07:00:00,1012.71,1011.89,060,24.2,24.8,24.4,0.80,13.90,97,5.6,6.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,30.32,09-23-2019,07:00:00,1012.49,1012.04,120,24.3,25.0,24.3,5.70,63.80,96,11.1,9.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,29.49,09-23-2019,07:00:00,1013.22,1001.75,000,23.6,24.4,23.8,0.00,25.50,97,0.0,6.00
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,28.59,09-23-2019,07:00:00,1013.29,1012.27,090,24.9,25.5,23.3,0.00,4.10,88,3.7,10.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,23.96,09-23-2019,07:00:00,1013.50,1011.66,070,25.2,26.2,20.4,0.00,2.40,70,5.6,7.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,29.93,09-23-2019,07:00:00,1013.21,1012.43,000,24.1,24.5,24.1,4.70,13.50,97,0.0,8.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,29.42,09-23-2019,07:00:00,1012.95,1012.24,120,23.8,24.8,23.8,0.01,8.20,94,7.4,7.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,29.52,09-23-2019,07:00:00,1012.83,1012.12,150,24.1,25.0,23.8,0.00,18.70,93,3.7,7.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,25.93,09-23-2019,07:00:00,1014.52,992.90,100,22.2,22.6,21.7,3.90,33.50,95,11.1,7.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,29.22,09-23-2019,07:00:00,1014.41,997.41,000,22.2,24.1,23.7,3.50,24.40,97,0.0,6.00
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,28.53,09-23-2019,07:00:00,1014.97,998.25,090,22.2,24.0,23.3,5.20,22.60,96,3.7,5.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,26.41,09-23-2019,07:00:00,1014.35,992.01,060,22.0,22.6,22.0,4.50,30.70,96,13.0,8.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,24.35,09-23-2019,07:00:00,1014.35,970.07,070,21.7,21.9,20.7,5.50,6.10,93,16.7,4.00
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,26.74,09-23-2019,07:00:00,1014.21,993.22,070,22.4,22.8,22.2,19.50,48.30,96,11.1,2.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,29.64,09-23-2019,07:00:00,1015.96,994.75,050,23.6,23.9,23.9,0.60,4.00,100,5.6,5.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,29.41,09-23-2019,07:00:00,1012.19,1011.75,180,23.5,24.5,23.8,4.70,117.70,96,5.6,8.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,29.49,09-23-2019,07:00:00,1012.68,1011.25,000,24.1,24.4,23.8,0.00,18.70,97,0.0,6.00
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,29.56,09-23-2019,07:00:00,1013.71,1008.69,000,24.0,24.0,23.8,0.00,7.00,99,0.0,7.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,29.41,09-23-2019,07:00:00,1012.60,1009.26,000,22.4,24.5,23.8,15.40,34.30,96,0.0,5.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,30.48,09-23-2019,07:00:00,1014.06,1012.94,000,24.2,24.8,24.4,9.60,22.00,97,0.0,5.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,30.22,09-23-2019,07:00:00,1012.71,1012.41,110,24.3,24.8,24.2,0.60,14.20,97,5.6,8.00
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,30.75,09-23-2019,07:00:00,1012.56,1011.87,000,24.0,24.8,24.5,5.20,8.20,98,0.0,8.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,30.65,09-23-2019,07:00:00,1012.67,1012.18,000,24.5,24.6,24.4,5.70,10.00,99,0.0,10.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,30.91,09-23-2019,07:00:00,1012.99,1011.56,270,24.2,24.6,24.6,0.40,22.60,100,11.1,7.00
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,31.24,09-23-2019,07:00:00,1012.56,1010.87,230,24.4,26.5,24.8,20.20,75.20,90,16.7,6.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,29.38,09-23-2019,07:00:00,1014.92,1006.77,000,23.5,23.9,23.7,1.00,4.70,99,0.0,3.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,31.12,09-23-2019,07:00:00,1011.94,1011.66,070,24.0,25.0,24.7,2.50,56.60,98,7.4,8.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,29.00,09-23-2019,07:00:00,1012.93,1009.76,000,24.0,25.0,23.5,6.80,32.30,92,0.0,8.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,28.53,09-23-2019,07:00:00,1012.77,1005.72,150,24.0,24.0,23.3,16.20,21.40,96,5.6,10.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,30.56,09-23-2019,07:00:00,1014.26,1008.57,000,23.6,24.7,24.4,0.00,83.90,98,0.0,7.00
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,31.25,09-23-2019,07:00:00,1014.20,1004.78,000,25.0,25.5,24.8,16.80,33.80,96,0.0,8.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,29.56,09-23-2019,07:00:00,1012.41,1011.13,140,23.5,24.0,23.8,9.50,117.50,99,7.4,2.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,29.77,09-23-2019,07:00:00,1012.21,1011.77,000,23.8,24.7,24.0,1.20,7.50,96,0.0,8.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,28.77,09-23-2019,07:00:00,1012.73,1000.26,000,23.4,23.7,23.4,2.80,14.60,98,0.0,8.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,30.46,09-23-2019,07:00:00,1012.34,1011.62,000,24.0,24.5,24.3,4.50,41.70,99,0.0,7.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,31.25,09-23-2019,07:00:00,1012.91,1010.45,350,25.0,25.5,24.8,0.50,46.20,96,3.7,9.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,30.69,09-23-2019,07:00:00,1012.85,1012.32,080,25.0,25.2,24.5,0.01,17.20,96,3.7,9.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,29.85,09-23-2019,07:00:00,1012.70,1007.48,000,23.8,24.6,24.0,4.40,21.50,97,0.0,9.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,29.66,09-23-2019,07:00:00,1012.95,1012.53,020,23.9,24.2,23.9,0.01,16.40,98,3.7,7.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,28.53,09-23-2019,07:00:00,1013.44,1010.62,000,23.0,24.0,23.3,0.50,27.00,96,0.0,8.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,29.05,09-23-2019,07:00:00,1012.94,1012.14,000,23.8,24.3,23.6,0.70,31.60,96,0.0,10.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,28.78,09-23-2019,07:00:00,1012.94,1012.48,120,23.5,24.0,23.4,0.00,0.60,97,5.6,7.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,30.85,09-23-2019,07:00:00,1012.41,1011.72,000,24.5,25.0,24.6,0.00,19.80,97,0.0,3.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,29.49,09-23-2019,07:00:00,1012.44,1010.89,220,24.2,24.4,23.8,0.00,10.20,97,1.9,6.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,28.15,09-23-2019,07:00:00,1012.14,1011.21,000,25.0,25.4,23.0,0.00,0.00,87,0.0,9.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,30.13,09-23-2019,07:00:00,1013.28,1012.59,120,23.2,26.2,24.2,1.80,2.60,89,14.8,7.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,28.34,09-23-2019,07:00:00,1012.96,1012.15,000,23.5,23.6,23.2,0.00,22.40,97,0.0,.80
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,29.57,09-23-2019,07:00:00,1012.77,1012.13,000,24.0,24.3,23.9,3.00,58.00,97,0.0,6.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,30.38,09-23-2019,07:00:00,1013.11,1012.70,000,24.4,24.6,24.3,3.00,6.80,98,0.0,6.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,29.30,09-23-2019,07:00:00,1014.93,1010.65,000,23.5,24.0,23.7,2.00,16.00,98,0.0,3.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,28.69,09-23-2019,07:00:00,1011.05,1009.42,000,22.2,23.8,23.4,1.60,12.00,97,0.0,5.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,29.04,09-23-2019,07:00:00,1012.04,1008.52,000,23.5,24.0,23.6,1.50,4.00,97,0.0,5.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,29.56,09-23-2019,07:00:00,1012.52,1011.15,270,23.8,24.0,23.8,12.80,18.80,99,1.9,7.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,27.96,09-23-2019,07:00:00,1011.07,1010.18,000,24.7,25.0,22.9,0.00,0.00,88,0.0,2.00
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,28.43,09-23-2019,07:00:00,1012.04,1008.43,000,22.9,23.8,23.2,0.00,3.60,97,0.0,10.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,31.22,09-23-2019,07:00:00,1011.36,1010.92,000,25.6,26.2,24.8,0.00,2.60,92,0.0,7.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,28.85,09-23-2019,07:00:00,1011.57,1010.56,000,23.5,25.5,23.4,0.00,17.60,88,0.0,5.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,31.08,09-23-2019,07:00:00,1011.45,1010.62,000,24.8,25.7,24.7,0.00,5.40,94,0.0,8.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,28.45,09-23-2019,07:00:00,1011.19,1009.36,040,24.3,24.4,23.2,0.40,33.20,93,5.6,7.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,30.40,09-23-2019,07:00:00,1012.28,1011.52,000,24.6,26.2,24.3,0.00,9.30,89,0.0,5.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,28.98,09-23-2019,07:00:00,1012.89,1008.84,340,24.4,24.7,23.5,0.00,0.01,93,7.4,8.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,30.87,09-23-2019,07:00:00,1012.55,1011.86,000,24.5,25.3,24.6,0.00,3.10,96,0.0,3.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,30.23,09-23-2019,07:00:00,1012.18,1011.05,340,24.7,25.1,24.2,0.00,0.80,95,5.6,6.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,29.13,09-23-2019,07:00:00,1012.25,1009.29,000,23.3,24.2,23.6,0.00,5.00,97,0.0,10.00
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,31.41,09-23-2019,07:00:00,1012.12,1011.43,000,24.9,25.3,24.9,0.00,0.00,97,0.0,5.00
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,28.53,09-23-2019,07:00:00,1012.81,1008.62,000,23.2,24.0,23.3,0.00,20.20,96,0.0,5.00
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,29.91,09-23-2019,07:00:00,1012.30,1011.71,000,.0,25.5,24.0,0.00,0.00,92,0.0,7.00
