WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,LandVisibility,Date,Time,VaporPressure,AirTemperature,WindSpeed,WindDirection,StationPressure,DewPoint,Rainfall24Hr,MeanSeaLevelPressure,RelativeHumidity,Rainfall
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,10.00,07-14-2019,04:00:00,26.37,28.2,0.0,000,979.96,22.0,0.00,1007.32,69,0.00
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,10.00,07-14-2019,04:00:00,24.53,25.8,0.0,000,972.78,20.8,0.00,1006.36,74,0.00
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,12.00,07-14-2019,04:00:00,28.94,27.0,3.7,230,986.70,23.5,0.00,1005.13,81,0.00
48331,NAN,น่าน,น่าน,18.77972,100.77778,10.00,07-14-2019,04:00:00,27.87,28.3,0.0,000,982.06,22.9,0.00,1004.68,72,0.00
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,8.00,07-14-2019,04:00:00,30.30,26.0,0.0,000,975.19,24.3,0.00,1005.04,90,0.00
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,4.00,07-14-2019,04:00:00,27.16,26.6,0.0,000,970.57,22.5,0.00,1005.98,78,0.00
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,10.00,07-14-2019,04:00:00,27.62,27.0,0.0,000,974.68,22.7,0.00,1004.25,77,0.00
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,8.00,07-14-2019,04:00:00,30.10,26.9,0.0,000,998.45,24.1,4.40,1005.75,85,0.00
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,10.00,07-14-2019,04:00:00,32.22,28.7,0.0,000,984.30,25.3,1.50,1004.01,82,0.00
48353,LOEI,เลย,เลย,17.45000,101.73333,12.00,07-14-2019,04:00:00,24.75,28.6,7.4,290,976.13,20.9,0.00,1004.52,63,0.00
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,10.00,07-14-2019,04:00:00,29.22,28.3,1.9,280,984.08,23.7,0.00,1004.09,76,0.00
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,10.00,07-14-2019,04:00:00,30.02,27.0,0.0,000,982.52,24.1,0.00,1004.17,84,0.00
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,10.00,07-14-2019,04:00:00,29.46,28.0,3.7,250,984.49,23.8,0.00,1003.83,78,0.00
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,12.00,07-14-2019,04:00:00,31.54,28.5,0.0,000,988.08,24.9,0.00,1004.70,81,0.00
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,10.00,07-14-2019,04:00:00,32.04,26.2,0.0,000,987.73,25.2,0.30,1005.14,94,0.30
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,10.00,07-14-2019,04:00:00,28.88,27.4,3.7,160,977.48,23.5,0.00,1003.10,79,0.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,10.00,07-14-2019,04:00:00,28.22,28.2,0.0,000,1000.26,23.1,0.00,1006.01,74,0.00
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,10.00,07-14-2019,04:00:00,28.24,28.5,0.0,000,999.56,23.1,0.00,1005.71,73,0.00
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,8.00,07-14-2019,04:00:00,28.26,27.5,5.6,180,990.28,23.1,0.00,1006.68,77,0.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,10.00,07-14-2019,04:00:00,28.53,24.0,0.0,000,984.53,23.3,35.30,1007.07,96,0.00
48376,TAK,ตาก,ตาก,16.87833,99.14333,8.00,07-14-2019,04:00:00,27.13,27.6,16.7,250,992.91,22.4,0.00,1007.27,73,0.00
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,8.00,07-14-2019,04:00:00,26.54,28.0,0.0,000,989.44,22.1,0.00,1005.75,70,0.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,10.00,07-14-2019,04:00:00,28.49,28.2,9.3,210,1000.94,23.2,0.00,1006.14,75,0.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,10.00,07-14-2019,04:00:00,30.26,26.7,0.0,000,992.18,24.2,0.00,1005.36,86,0.00
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,10.00,07-14-2019,04:00:00,27.49,27.8,3.7,340,997.27,22.6,0.00,1006.56,74,0.00
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,9.00,07-14-2019,04:00:00,28.47,27.9,5.6,210,983.56,23.2,0.00,1005.14,76,0.00
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,10.00,07-14-2019,04:00:00,29.98,28.7,0.0,000,988.16,24.1,0.00,1005.54,76,0.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,10.00,07-14-2019,04:00:00,30.70,27.5,0.0,000,988.71,24.5,0.00,1004.47,84,0.00
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,8.00,07-14-2019,04:00:00,31.70,28.3,3.7,180,985.22,25.0,0.00,1003.97,82,0.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,5.00,07-14-2019,04:00:00,26.09,23.0,0.0,000,958.37,21.8,10.10,1010.20,93,0.20
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,6.00,07-14-2019,04:00:00,31.88,26.4,0.0,000,1002.79,25.1,0.60,1006.76,93,0.60
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,.40,07-14-2019,04:00:00,23.78,20.6,14.8,220,912.96,20.3,3.50,1008.46,98,0.00
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,5.00,07-14-2019,04:00:00,31.63,26.7,0.0,000,988.93,25.0,0.00,1004.89,90,0.00
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,10.00,07-14-2019,04:00:00,29.65,28.1,1.9,200,1003.06,23.9,0.00,1007.08,78,0.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,7.00,07-14-2019,04:00:00,26.18,27.8,0.0,000,997.31,21.8,0.00,1007.97,70,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,9.00,07-14-2019,04:00:00,26.95,27.5,3.7,210,1005.60,22.3,0.00,1007.53,73,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,10.00,07-14-2019,04:00:00,28.35,27.4,9.3,220,985.53,23.2,0.00,1006.35,78,0.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,10.00,07-14-2019,04:00:00,29.62,26.5,5.6,190,987.01,23.9,7.50,1004.66,86,0.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,10.00,07-14-2019,04:00:00,32.89,27.2,0.0,000,988.69,25.6,7.50,1004.80,91,0.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,10.00,07-14-2019,04:00:00,29.46,28.0,5.6,240,991.62,23.8,0.01,1005.58,78,0.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,8.00,07-14-2019,04:00:00,29.60,27.5,0.0,000,991.36,23.9,0.00,1006.15,81,0.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,7.00,07-14-2019,04:00:00,30.02,27.0,7.4,250,992.45,24.1,1.60,1007.13,84,0.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,10.00,07-14-2019,04:00:00,27.46,28.8,0.0,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1003.94,22.6,0.00,1006.94,69,0.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,7.00,07-14-2019,04:00:00,28.96,27.3,0.0,000,998.95,23.5,0.01,1006.89,80,0.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,6.00,07-14-2019,04:00:00,31.64,27.7,5.6,210,1006.31,25.0,0.00,1007.41,85,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,8.00,07-14-2019,04:00:00,28.70,26.0,0.0,000,991.51,23.4,0.00,1006.23,85,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,.05,07-14-2019,04:00:00,21.19,18.6,11.1,290,872.82,18.4,5.80,1008.37,99,0.00
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,10.00,07-14-2019,04:00:00,30.50,27.4,0.0,000,1001.34,24.4,1.60,1007.21,84,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,8.00,07-14-2019,04:00:00,30.95,28.2,5.6,240,1006.82,24.6,0.00,1007.62,81,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,10.00,07-14-2019,04:00:00,28.57,28.1,7.4,230,1007.00,23.3,0.00,1007.45,75,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,3.00,07-14-2019,04:00:00,27.66,23.5,0.0,000,998.28,22.8,8.60,1009.74,96,1.00
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,10.00,07-14-2019,04:00:00,26.70,27.8,0.0,000,1006.52,22.2,0.00,1007.53,71,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,8.00,07-14-2019,04:00:00,26.37,28.2,0.0,000,1005.50,22.0,0.00,1007.32,69,0.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,7.00,07-14-2019,04:00:00,24.30,27.6,0.0,000,1006.76,20.6,0.00,1007.52,66,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,10.00,07-14-2019,04:00:00,25.30,27.0,13.0,270,1007.17,21.3,0.40,1007.88,71,0.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,7.00,07-14-2019,04:00:00,29.19,28.0,5.6,290,1006.63,23.6,0.10,1007.33,77,0.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,10.00,07-14-2019,04:00:00,27.92,27.6,7.4,280,985.53,22.9,0.00,1006.63,76,0.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,6.00,07-14-2019,04:00:00,30.70,26.5,0.0,000,989.60,24.5,15.50,1006.33,89,0.00
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,5.00,07-14-2019,04:00:00,30.03,26.0,3.7,190,990.46,24.1,7.30,1006.94,89,0.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,10.00,07-14-2019,04:00:00,28.41,27.0,0.0,000,985.10,23.2,1.10,1006.96,80,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,10.00,07-14-2019,04:00:00,26.06,27.0,7.4,220,964.14,21.8,0.00,1007.39,73,0.00
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,10.00,07-14-2019,04:00:00,27.21,27.5,5.6,210,986.09,22.5,1.20,1006.60,74,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,7.00,07-14-2019,04:00:00,30.78,27.4,13.0,240,986.74,24.5,0.00,1007.53,84,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,10.00,07-14-2019,04:00:00,27.00,26.8,3.7,330,1007.64,22.4,0.00,1008.08,77,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,6.00,07-14-2019,04:00:00,31.11,26.0,0.0,000,1005.89,24.7,8.40,1007.31,93,1.80
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,7.00,07-14-2019,04:00:00,30.57,26.0,0.0,000,1002.79,24.4,0.00,1007.75,91,0.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,10.00,07-14-2019,04:00:00,25.34,28.2,5.6,250,1004.67,21.3,0.00,1007.95,66,0.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,10.00,07-14-2019,04:00:00,26.17,27.5,7.4,260,1006.69,21.8,0.00,1007.79,71,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,10.00,07-14-2019,04:00:00,26.52,27.7,7.4,310,1007.58,22.1,0.01,1007.88,71,0.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,10.00,07-14-2019,04:00:00,31.62,28.4,0.0,000,1007.83,25.0,0.00,1008.32,82,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,10.00,07-14-2019,04:00:00,27.93,26.3,20.4,260,1006.46,22.9,0.00,1007.88,82,0.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,10.00,07-14-2019,04:00:00,28.64,24.8,0.0,000,1001.24,23.3,0.00,1009.32,92,0.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,10.00,07-14-2019,04:00:00,29.16,28.7,7.4,280,1007.33,23.6,1.30,1007.61,74,0.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,10.00,07-14-2019,04:00:00,28.37,29.0,5.6,300,1004.70,23.2,0.00,1007.82,71,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,10.00,07-14-2019,04:00:00,27.44,28.5,7.4,270,1000.84,22.6,0.00,1007.75,71,0.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,8.00,07-14-2019,04:00:00,31.52,26.5,0.0,000,1001.41,24.9,0.00,1007.02,91,0.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,10.00,07-14-2019,04:00:00,27.96,25.0,0.0,000,1008.07,22.9,2.10,1009.34,88,0.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,11.00,07-14-2019,04:00:00,25.38,26.9,0.0,000,1007.58,21.3,0.00,1008.01,72,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,10.00,07-14-2019,04:00:00,25.28,22.8,0.0,000,995.95,21.3,0.00,1008.40,91,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,10.00,07-14-2019,04:00:00,25.70,25.9,0.0,000,1007.41,21.5,0.00,1008.13,77,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,10.00,07-14-2019,04:00:00,23.94,29.9,7.4,300,1006.17,20.4,0.00,1008.59,57,0.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,10.00,07-14-2019,04:00:00,26.54,28.0,0.0,000,1008.11,22.1,0.00,1008.63,70,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,7.00,07-14-2019,04:00:00,28.71,27.6,0.0,000,1002.69,23.4,0.00,1007.84,78,0.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,7.00,07-14-2019,04:00:00,31.55,26.8,0.0,000,1007.23,24.9,67.70,1007.64,90,0.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,8.00,07-14-2019,04:00:00,30.84,26.0,0.0,000,1005.25,24.6,76.60,1008.04,92,0.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,10.00,07-14-2019,04:00:00,24.79,26.7,0.0,000,1008.51,21.0,0.00,1009.29,71,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,6.00,07-14-2019,04:00:00,29.51,24.7,5.6,070,1007.90,23.8,10.90,1008.36,95,0.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,8.00,07-14-2019,04:00:00,29.78,26.3,0.0,000,1008.82,24.0,0.00,1009.51,87,0.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,6.00,07-14-2019,04:00:00,28.83,25.2,0.0,000,1007.93,23.4,0.00,1009.47,90,0.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,10.00,07-14-2019,04:00:00,31.00,25.8,0.0,000,1009.17,24.6,0.20,1010.09,93,0.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,10.00,07-14-2019,04:00:00,31.77,27.2,0.0,000,1008.77,25.1,0.00,1009.45,88,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,4.00,07-14-2019,04:00:00,28.61,23.9,0.0,000,1009.31,23.3,0.70,1010.12,97,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,10.00,07-14-2019,04:00:00,29.85,24.6,0.0,000,1008.99,24.0,8.60,1009.63,97,0.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,10.00,07-14-2019,04:00:00,28.43,23.8,0.0,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1008.80,23.2,0.01,1009.21,97,0.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,5.00,07-14-2019,04:00:00,28.34,23.6,0.0,000,1007.52,23.2,15.90,1011.80,97,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,5.00,07-14-2019,04:00:00,28.42,23.5,0.0,000,1008.18,23.2,14.60,1009.82,98,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,10.00,07-14-2019,04:00:00,26.83,23.0,0.0,000,1006.81,22.2,0.00,1010.34,96,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,7.00,07-14-2019,04:00:00,28.60,23.6,0.0,000,1008.02,23.3,2.90,1009.39,98,0.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,10.00,07-14-2019,04:00:00,31.65,26.0,0.0,000,1009.26,25.0,0.60,1010.15,94,0.60
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,10.00,07-14-2019,04:00:00,29.41,24.5,0.0,000,1006.45,23.8,4.80,1010.05,96,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,10.00,07-14-2019,04:00:00,30.43,26.5,0.0,000,1009.83,24.3,15.00,1010.27,88,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,9.00,07-14-2019,04:00:00,31.00,29.5,3.7,320,1008.46,24.6,15.60,1009.45,75,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,10.00,07-14-2019,04:00:00,32.20,26.0,0.0,000,1009.26,25.3,4.00,1010.08,96,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,8.00,07-14-2019,04:00:00,27.92,23.5,0.0,000,1008.31,22.9,0.40,1010.15,96,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,10.00,07-14-2019,04:00:00,26.76,24.6,5.6,240,1009.28,22.2,7.60,1010.04,87,0.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,8.00,07-14-2019,04:00:00,26.58,23.0,0.0,000,1006.43,22.1,1.60,1010.49,95,0.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,10.00,07-14-2019,04:00:00,27.59,23.9,0.0,000,1009.82,22.7,1.50,1010.51,93,0.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,9.00,07-14-2019,04:00:00,30.73,25.8,0.0,000,1009.17,24.5,0.00,1010.29,93,0.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,10.00,07-14-2019,04:00:00,29.33,24.6,0.0,000,1007.57,23.7,0.00,1010.52,95,0.00
