WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Date,Time,LandVisibility,WindDirection,MinimumTemperature,AirTemperature,DewPoint,RelativeHumidity,MeanSeaLevelPressure,Rainfall24Hr,WindSpeed,StationPressure,VaporPressure,Rainfall
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,10-09-2019,07:00:00,7.00,000,21.0,21.5,20.7,95,1014.80,0.00,0.0,962.47,24.44,0.00
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,10-09-2019,07:00:00,4.00,320,25.2,26.0,24.3,90,1012.20,0.01,3.7,1008.21,30.30,0.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,10-09-2019,07:00:00,7.00,000,18.9,19.3,18.7,96,1014.21,0.00,0.0,917.76,21.49,0.00
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,10-09-2019,07:00:00,8.00,000,23.6,25.2,23.4,90,1012.34,0.00,0.0,996.18,28.83,0.00
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,10-09-2019,07:00:00,4.00,000,23.5,24.7,24.4,98,1011.95,30.00,0.0,1007.86,30.56,0.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,10-09-2019,07:00:00,5.00,000,23.2,24.3,23.9,97,1013.70,30.00,0.0,1002.86,29.57,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,10-09-2019,07:00:00,9.00,000,24.2,25.0,23.5,92,1012.81,0.01,0.0,1010.86,29.00,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,10-09-2019,07:00:00,10.00,000,26.0,26.4,22.9,81,1012.33,0.00,0.0,991.32,27.85,0.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,10-09-2019,07:00:00,10.00,000,23.8,25.0,23.5,92,1012.84,0.00,0.0,994.96,29.00,0.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,10-09-2019,07:00:00,8.00,000,24.7,25.3,23.4,89,1012.14,0.00,0.0,995.80,28.75,0.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,10-09-2019,07:00:00,10.00,050,24.6,25.7,23.8,89,1011.91,0.00,3.7,997.75,29.48,0.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,10-09-2019,07:00:00,8.00,000,24.8,25.5,24.2,93,1012.31,0.00,0.0,997.33,30.17,0.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,10-09-2019,07:00:00,7.00,000,24.2,25.5,24.2,93,1012.82,0.00,0.0,997.99,30.17,0.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,10-09-2019,07:00:00,6.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",24.0,24.9,24.3,97,1012.00,28.10,0.0,1008.95,30.40,0.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,10-09-2019,07:00:00,8.00,000,24.5,25.5,24.0,92,1012.22,6.20,0.0,1004.19,29.91,0.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,10-09-2019,07:00:00,8.00,000,24.5,25.0,24.3,96,1012.50,2.60,0.0,1011.37,30.32,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,10-09-2019,07:00:00,8.00,080,25.4,26.1,23.0,83,1011.51,0.00,5.6,996.71,28.10,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,10-09-2019,07:00:00,8.00,070,17.8,20.2,18.6,91,1012.83,10.60,3.7,877.36,21.41,0.00
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,10-09-2019,07:00:00,2.00,000,23.5,24.6,24.3,98,1012.42,4.70,0.0,1006.46,30.38,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,10-09-2019,07:00:00,8.00,040,25.5,26.0,24.6,92,1012.03,0.00,7.4,1011.22,30.84,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,10-09-2019,07:00:00,8.00,000,24.9,26.6,25.0,91,1011.36,6.40,0.0,1010.92,31.71,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,10-09-2019,07:00:00,4.00,000,23.7,24.5,23.8,96,1012.79,5.30,0.0,1001.33,29.41,0.00
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,10-09-2019,07:00:00,5.00,000,25.2,26.0,23.7,87,1012.09,0.00,0.0,1011.07,29.23,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,10-09-2019,07:00:00,6.00,000,24.5,24.9,24.2,96,1012.38,24.50,0.0,1010.54,30.13,0.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,10-09-2019,07:00:00,8.00,000,24.5,25.6,24.3,93,1012.15,0.00,0.0,1011.38,30.36,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,10-09-2019,07:00:00,9.00,350,25.1,26.2,24.8,92,1011.87,0.60,11.1,1011.16,31.22,0.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,10-09-2019,07:00:00,8.00,000,25.7,26.5,24.5,89,1011.13,0.00,0.0,1010.42,30.70,0.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,10-09-2019,07:00:00,8.00,000,24.3,25.3,24.1,93,1012.30,0.00,0.0,990.92,30.07,0.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,10-09-2019,07:00:00,7.00,000,24.2,26.0,24.6,92,1012.15,0.00,0.0,995.29,30.84,0.00
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,10-09-2019,07:00:00,{'@attributes': {'Unit': 'km'}},040,23.8,25.2,24.6,97,1012.50,0.00,5.6,995.88,30.96,0.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,10-09-2019,07:00:00,8.00,000,23.8,24.5,23.8,96,1012.36,0.01,0.0,990.21,29.41,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,10-09-2019,07:00:00,2.00,350,22.2,24.1,23.2,95,1012.70,0.01,3.7,968.81,28.44,0.00
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,10-09-2019,07:00:00,6.00,020,24.2,25.2,24.6,97,1012.44,0.80,5.6,991.65,30.96,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,10-09-2019,07:00:00,7.00,360,23.7,24.7,24.7,100,1013.98,0.00,5.6,992.86,31.10,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,10-09-2019,07:00:00,10.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",24.7,25.7,24.1,91,1011.56,0.00,0.0,1011.13,30.01,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,10-09-2019,07:00:00,8.00,000,24.3,24.6,24.3,98,1011.42,23.70,0.0,1009.99,30.38,0.00
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,10-09-2019,07:00:00,8.00,000,24.4,24.8,24.4,97,1011.46,0.00,0.0,1006.47,30.48,0.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,10-09-2019,07:00:00,7.00,000,23.9,26.0,23.8,88,1011.87,0.00,0.0,1008.55,29.50,0.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,10-09-2019,07:00:00,10.00,000,23.3,24.8,24.2,97,1011.96,0.00,0.0,1010.84,30.22,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,10-09-2019,07:00:00,10.00,000,25.6,26.5,24.6,89,1011.71,0.01,0.0,1011.41,30.97,0.00
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,10-09-2019,07:00:00,10.00,000,26.0,26.5,24.3,88,1011.35,0.00,0.0,1010.66,30.43,0.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,10-09-2019,07:00:00,8.00,000,26.0,26.2,24.5,90,1011.52,0.00,0.0,1011.03,30.67,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,10-09-2019,07:00:00,10.00,020,25.7,26.3,25.1,93,1011.88,0.00,11.1,1010.46,31.96,0.00
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,10-09-2019,07:00:00,8.00,010,24.2,27.3,24.7,86,1011.62,5.80,13.0,1009.94,31.14,5.80
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,10-09-2019,07:00:00,8.00,000,23.3,23.8,23.5,98,1013.69,2.50,0.0,1005.55,28.95,0.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,10-09-2019,07:00:00,2.00,060,24.0,26.0,25.3,96,1011.79,23.30,9.3,1011.50,32.20,0.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,10-09-2019,07:00:00,10.00,000,24.0,26.2,25.2,94,1011.46,84.50,0.0,1008.31,32.04,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,10-09-2019,07:00:00,8.00,000,23.7,25.5,24.2,93,1011.02,10.90,0.0,1004.02,30.17,0.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,10-09-2019,07:00:00,10.00,000,24.5,25.5,24.2,93,1011.99,0.00,0.0,1006.34,30.17,0.00
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,10-09-2019,07:00:00,4.00,000,24.1,26.4,25.3,93,1012.14,22.10,0.0,1002.77,32.15,15.50
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,10-09-2019,07:00:00,3.00,320,24.2,24.7,24.0,96,1012.23,19.20,3.7,1010.95,29.77,0.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,10-09-2019,07:00:00,11.00,330,24.1,25.1,24.2,95,1011.20,14.00,5.6,1010.77,30.23,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,10-09-2019,07:00:00,6.00,000,22.8,23.8,23.2,97,1011.62,0.00,0.0,999.17,28.43,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,10-09-2019,07:00:00,10.00,000,25.4,26.2,23.7,86,1011.16,0.00,0.0,1010.44,29.33,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,10-09-2019,07:00:00,8.00,360,23.5,24.3,23.3,94,1011.98,35.00,5.6,1009.51,28.54,0.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,10-09-2019,07:00:00,8.00,050,24.4,25.3,24.1,93,1011.21,0.01,5.6,1010.68,30.07,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,10-09-2019,07:00:00,11.00,000,23.8,24.5,23.3,93,1011.54,4.60,0.0,1006.32,28.63,0.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,10-09-2019,07:00:00,7.00,000,24.8,25.3,23.7,91,1011.68,0.80,0.0,1011.26,29.28,0.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,10-09-2019,07:00:00,8.00,000,24.5,25.0,24.3,96,1011.96,6.30,0.0,1009.16,30.32,0.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,10-09-2019,07:00:00,10.00,330,24.5,25.5,23.3,88,1011.82,0.20,3.7,1011.03,28.59,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,10-09-2019,07:00:00,8.00,070,23.5,24.2,23.3,95,1011.45,6.20,9.3,1010.98,28.62,0.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,10-09-2019,07:00:00,7.00,000,24.7,24.7,24.3,97,1011.88,17.80,0.0,1011.19,30.30,1.40
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,10-09-2019,07:00:00,8.00,000,24.5,24.5,23.8,96,1011.26,2.00,0.0,1009.71,29.41,0.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,10-09-2019,07:00:00,10.00,000,23.9,24.1,23.2,95,1011.95,0.40,0.0,1011.02,28.44,0.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,10-09-2019,07:00:00,12.00,000,25.9,27.0,25.6,92,1011.27,1.40,0.0,1010.58,32.77,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,10-09-2019,07:00:00,9.00,000,23.5,23.7,23.3,97,1011.64,0.00,0.0,1010.83,28.52,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,10-09-2019,07:00:00,10.00,000,24.2,25.0,24.3,96,1011.08,5.00,0.0,1010.43,30.32,3.70
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,10-09-2019,07:00:00,10.00,000,24.1,24.6,23.7,95,1010.88,1.40,0.0,1010.48,29.33,1.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,10-09-2019,07:00:00,6.00,120,23.3,23.7,23.4,98,1012.98,12.00,5.6,1008.70,28.77,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,10-09-2019,07:00:00,.80,000,23.5,24.0,23.8,99,1011.27,0.80,0.0,1009.63,29.56,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,10-09-2019,07:00:00,.80,000,23.6,23.7,23.4,98,1010.98,11.30,0.0,1007.46,28.77,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,10-09-2019,07:00:00,9.00,000,24.2,24.2,23.9,98,1010.89,0.60,0.0,1009.52,29.66,0.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,10-09-2019,07:00:00,10.00,000,23.2,24.0,23.6,97,1010.55,5.50,0.0,1009.65,29.04,0.00
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,10-09-2019,07:00:00,10.00,000,23.0,23.7,23.4,98,1010.44,2.20,0.0,1006.83,28.77,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,10-09-2019,07:00:00,10.00,000,25.6,26.1,24.5,91,1011.09,4.80,0.0,1010.65,30.76,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,10-09-2019,07:00:00,10.00,000,22.1,25.1,24.5,97,1010.60,13.00,0.0,1009.60,30.77,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,10-09-2019,07:00:00,10.00,070,24.8,25.7,24.1,91,1011.25,0.00,7.4,1010.43,30.01,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,10-09-2019,07:00:00,.80,000,24.5,24.8,24.5,98,1010.91,0.00,0.0,1009.07,30.75,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,10-09-2019,07:00:00,10.00,170,23.7,25.3,23.8,92,1011.14,53.70,5.6,1010.38,29.54,0.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,10-09-2019,07:00:00,9.00,000,22.8,23.9,23.7,99,1011.40,11.00,0.0,1007.34,29.38,0.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,10-09-2019,07:00:00,10.00,000,24.8,25.0,24.0,94,1011.47,41.50,0.0,1010.78,29.79,0.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,10-09-2019,07:00:00,10.00,000,23.3,24.1,23.7,97,1010.86,19.00,0.0,1009.73,29.22,0.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,10-09-2019,07:00:00,10.00,000,22.9,24.2,23.9,98,1011.10,12.70,0.0,1008.14,29.66,0.00
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,10-09-2019,07:00:00,8.00,000,23.8,24.2,24.0,99,1010.72,36.50,0.0,1010.03,29.92,8.20
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,10-09-2019,07:00:00,4.00,000,23.0,25.0,24.0,94,1011.66,24.60,0.0,1007.49,29.79,10.50
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,10-09-2019,07:00:00,9.00,000,.0,24.6,23.6,94,1010.67,84.10,0.0,1010.08,29.07,7.50
