WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindDirection,Date,Time,DewPoint,MeanSeaLevelPressure,StationPressure,Rainfall24Hr,VaporPressure,LandVisibility,AirTemperature,Rainfall,RelativeHumidity,WindSpeed
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,000,07-29-2019,04:00:00,22.1,1006.24,989.93,0.00,26.54,8.00,28.0,0.00,70,0.0
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,000,07-29-2019,04:00:00,24.7,1006.17,1000.96,0.00,31.16,10.00,27.6,0.00,84,0.0
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,000,07-29-2019,04:00:00,24.6,1005.04,991.82,0.00,31.00,10.00,25.8,0.00,93,0.0
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,320,07-29-2019,04:00:00,22.5,1006.43,997.09,0.00,27.25,11.00,26.5,0.00,79,3.7
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,000,07-29-2019,04:00:00,24.1,1005.69,984.09,0.00,29.98,10.00,27.7,0.00,81,0.0
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,000,07-29-2019,04:00:00,24.1,1006.12,988.63,1.50,30.02,10.00,27.0,0.00,84,0.0
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,000,07-29-2019,04:00:00,24.3,1002.70,986.91,0.40,30.43,10.00,26.5,0.00,88,0.0
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,170,07-29-2019,04:00:00,24.8,1004.49,985.73,0.00,31.23,8.00,28.2,0.00,82,3.7
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,000,07-29-2019,04:00:00,21.1,1010.01,958.10,0.00,25.04,6.00,22.5,0.00,92,0.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,000,07-29-2019,04:00:00,25.4,1006.37,1002.41,0.00,32.43,7.00,26.4,0.00,94,0.0
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,210,07-29-2019,04:00:00,19.5,1008.47,913.03,0.00,22.71,4.00,20.8,0.00,93,11.1
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,000,07-29-2019,04:00:00,25.5,1005.79,989.79,0.00,32.59,5.00,26.2,0.00,96,0.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,000,07-29-2019,04:00:00,25.8,1006.31,1002.27,1.70,33.15,8.00,26.2,0.00,98,0.0
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,000,07-29-2019,04:00:00,24.2,1007.54,996.80,0.00,30.17,7.00,25.5,0.00,93,0.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,000,07-29-2019,04:00:00,23.4,1007.19,1005.25,0.20,28.75,8.00,25.3,0.00,89,0.0
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,210,07-29-2019,04:00:00,22.9,1005.98,985.23,0.00,27.95,10.00,28.2,0.00,73,3.7
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,180,07-29-2019,04:00:00,23.2,1005.92,988.20,0.00,28.34,10.00,25.8,0.00,85,14.8
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,210,07-29-2019,04:00:00,23.4,1005.54,989.35,0.00,28.70,10.00,26.0,0.00,85,9.3
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,160,07-29-2019,04:00:00,22.9,1006.84,992.70,1.20,27.95,10.00,24.7,1.20,90,5.6
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,000,07-29-2019,04:00:00,23.1,1008.00,993.04,2.00,28.29,8.00,24.6,0.00,92,0.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,230,07-29-2019,04:00:00,22.6,1008.04,993.27,0.00,27.46,7.00,25.3,0.00,85,11.1
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",07-29-2019,04:00:00,26.0,1006.23,1003.21,8.90,33.70,7.00,26.9,0.01,95,0.0
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,000,07-29-2019,04:00:00,24.5,1006.37,998.44,0.00,30.70,7.00,27.5,0.00,84,0.0
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,140,07-29-2019,04:00:00,23.9,1006.85,1005.74,0.00,29.69,8.00,27.4,0.00,81,7.4
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,240,07-29-2019,04:00:00,22.8,1006.39,991.62,0.00,27.70,8.00,25.0,0.00,88,7.4
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,190,07-29-2019,04:00:00,19.2,1007.50,872.41,33.60,22.28,.05,19.4,2.00,99,5.6
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,000,07-29-2019,04:00:00,23.8,1006.61,1000.74,0.00,29.52,10.00,27.6,0.00,80,0.0
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,230,07-29-2019,04:00:00,22.2,1007.20,1006.40,0.00,26.80,8.00,28.0,0.00,71,3.7
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,230,07-29-2019,04:00:00,23.2,1006.97,1006.52,0.00,28.45,10.00,28.9,0.00,71,7.4
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,000,07-29-2019,04:00:00,23.5,1008.84,997.44,0.20,29.00,5.00,25.0,0.00,92,0.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,000,07-29-2019,04:00:00,22.7,1007.22,1006.21,0.00,27.62,10.00,27.0,0.00,77,0.0
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,000,07-29-2019,04:00:00,23.8,1006.76,1004.93,0.01,29.48,7.00,27.0,0.00,83,0.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,000,07-29-2019,04:00:00,22.6,1006.48,1005.72,0.00,27.49,5.00,26.2,0.00,81,0.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,230,07-29-2019,04:00:00,21.6,1007.61,1006.91,0.01,25.83,10.00,27.6,0.00,70,9.3
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,000,07-29-2019,04:00:00,25.0,1007.21,1006.50,39.80,31.65,7.00,26.0,1.80,94,0.0
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,000,07-29-2019,04:00:00,22.9,1006.89,985.88,0.00,27.83,10.00,29.0,0.00,70,0.0
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,000,07-29-2019,04:00:00,24.0,1006.71,989.87,11.40,29.77,6.00,24.7,0.01,96,0.0
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,180,07-29-2019,04:00:00,23.6,1007.03,990.49,23.30,29.16,5.00,24.8,0.00,93,5.6
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,000,07-29-2019,04:00:00,22.6,1006.82,984.99,0.00,27.37,10.00,27.3,0.00,75,0.0
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,240,07-29-2019,04:00:00,22.1,1006.10,962.72,0.00,26.62,10.00,25.7,0.00,81,14.8
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,160,07-29-2019,04:00:00,22.9,1006.62,986.05,0.01,27.86,10.00,26.7,0.00,80,5.6
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,190,07-29-2019,04:00:00,24.8,1007.70,986.72,23.20,31.28,7.00,24.8,0.01,100,14.8
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,290,07-29-2019,04:00:00,23.3,1007.66,1007.23,0.01,28.55,10.00,27.8,0.00,76,3.7
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,000,07-29-2019,04:00:00,23.8,1007.23,1005.80,19.80,29.39,6.00,25.8,0.20,89,0.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,000,07-29-2019,04:00:00,24.6,1008.02,1003.06,0.10,30.84,7.00,26.0,0.00,92,0.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,180,07-29-2019,04:00:00,22.1,1007.67,1004.39,0.00,26.54,10.00,28.0,0.00,70,3.7
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,250,07-29-2019,04:00:00,22.6,1007.24,1006.13,0.00,27.41,10.00,26.3,0.00,80,3.7
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,310,07-29-2019,04:00:00,22.1,1007.50,1007.20,0.00,26.54,10.00,28.0,0.00,70,5.6
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,280,07-29-2019,04:00:00,21.8,1007.28,1006.79,0.00,26.10,10.00,27.9,0.00,69,3.7
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,240,07-29-2019,04:00:00,22.2,1007.40,1006.00,0.00,26.71,10.00,28.1,0.00,70,16.7
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,000,07-29-2019,04:00:00,24.9,1009.54,1001.50,0.01,31.52,10.00,26.5,0.00,91,0.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,270,07-29-2019,04:00:00,24.8,1007.54,1007.26,1.80,31.28,10.00,29.5,0.00,76,5.6
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,000,07-29-2019,04:00:00,23.9,1007.51,1004.39,0.00,29.74,10.00,29.0,0.00,74,0.0
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,270,07-29-2019,04:00:00,22.5,1007.80,1000.90,0.00,27.30,10.00,29.0,0.00,68,11.1
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,000,07-29-2019,04:00:00,23.9,1007.88,1002.29,0.00,29.60,7.00,27.5,0.00,81,0.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,000,07-29-2019,04:00:00,23.3,1008.50,1007.23,1.90,28.67,10.00,25.4,0.00,88,0.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,250,07-29-2019,04:00:00,21.8,1007.92,1007.49,0.00,26.17,11.00,27.5,0.00,71,18.5
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,000,07-29-2019,04:00:00,21.6,1008.57,996.22,0.00,25.77,8.00,25.2,0.00,80,0.0
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,000,07-29-2019,04:00:00,23.0,1008.31,1007.59,0.00,28.10,10.00,27.7,0.00,76,0.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,240,07-29-2019,04:00:00,22.9,1008.49,1006.06,0.00,27.83,10.00,29.0,0.00,70,3.7
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,040,07-29-2019,04:00:00,25.7,1007.90,1007.38,7.10,33.02,7.00,26.7,6.80,94,3.7
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,190,07-29-2019,04:00:00,22.4,1007.84,1002.70,0.00,27.16,9.00,28.2,0.00,71,1.9
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,120,07-29-2019,04:00:00,23.2,1008.67,1008.25,5.50,28.36,1.00,24.2,4.80,94,3.7
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,000,07-29-2019,04:00:00,25.1,1007.92,1005.14,1.50,31.79,8.00,26.5,0.00,92,0.0
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,320,07-29-2019,04:00:00,21.0,1008.75,1007.96,0.00,24.89,10.00,27.5,0.00,68,7.4
48501,TRAD,ตราด,ตราด,11.76667,102.88333,050,07-29-2019,04:00:00,23.7,1008.76,1008.30,35.20,29.33,6.00,24.6,2.20,95,5.6
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,000,07-29-2019,04:00:00,23.4,1009.52,1008.83,0.01,28.74,8.00,25.0,0.00,91,0.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,000,07-29-2019,04:00:00,24.1,1009.23,1007.69,0.60,30.05,8.00,25.0,0.00,95,0.0
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,000,07-29-2019,04:00:00,24.2,1009.29,1008.37,30.90,30.15,8.00,25.2,1.70,94,0.0
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,000,07-29-2019,04:00:00,24.7,1009.23,1008.54,1.20,31.14,8.00,27.3,0.00,86,0.0
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,000,07-29-2019,04:00:00,24.1,1009.94,1009.13,0.10,29.93,7.00,24.5,0.00,97,0.0
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,000,07-29-2019,04:00:00,24.4,1008.67,1008.03,0.00,30.63,10.00,25.6,0.00,93,0.0
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,000,07-29-2019,04:00:00,24.5,1009.46,1009.06,0.00,30.79,10.00,25.4,0.00,95,0.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,000,07-29-2019,04:00:00,23.9,1010.98,1006.73,0.00,29.70,6.00,25.1,0.00,93,0.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,000,07-29-2019,04:00:00,24.2,1007.15,1005.53,4.20,30.22,6.00,24.8,0.00,97,0.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,000,07-29-2019,04:00:00,23.8,1010.33,1006.81,12.00,29.41,7.00,24.5,0.00,96,0.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,000,07-29-2019,04:00:00,24.1,1009.10,1007.73,0.00,29.93,8.00,24.5,0.00,97,0.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,000,07-29-2019,04:00:00,24.7,1009.64,1008.75,1.60,31.08,10.00,25.7,0.00,94,0.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,000,07-29-2019,04:00:00,24.4,1009.65,1006.06,7.10,30.48,10.00,24.8,0.00,97,0.0
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,000,07-29-2019,04:00:00,24.1,1009.64,1009.21,0.00,30.02,10.00,27.0,0.00,84,0.0
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,280,07-29-2019,04:00:00,24.1,1009.81,1008.99,0.00,30.07,10.00,28.6,0.00,77,16.7
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,000,07-29-2019,04:00:00,23.7,1009.81,1007.98,0.00,29.34,8.00,24.9,0.00,93,0.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,000,07-29-2019,04:00:00,22.9,1009.64,1008.89,0.00,27.89,10.00,25.4,0.00,86,0.0
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,000,07-29-2019,04:00:00,22.9,1009.74,1005.69,0.00,27.92,10.00,23.8,0.00,95,0.0
48570,SATUN,สตูล,สตูล,6.65000,100.08333,000,07-29-2019,04:00:00,23.3,1009.72,1009.02,0.00,28.53,10.00,24.0,0.00,96,0.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,000,07-29-2019,04:00:00,23.5,1009.69,1008.57,0.00,29.00,10.00,25.0,0.00,92,0.0
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,000,07-29-2019,04:00:00,22.9,1010.05,1007.09,0.00,27.92,10.00,23.8,0.00,95,0.0
