WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall,Date,Time,WindSpeed,DewPoint,StationPressure,LandVisibility,VaporPressure,MeanSeaLevelPressure,WindDirection,AirTemperature,Rainfall24Hr,RelativeHumidity
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,0.00,08-17-2019,13:00:00,11.1,26.4,985.21,20.00,34.41,1004.79,270,31.0,9.60,77
48353,LOEI,เลย,เลย,17.45000,101.73333,0.10,08-17-2019,13:00:00,5.6,25.0,976.71,12.00,31.65,1005.05,180,29.4,11.90,77
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,0.00,08-17-2019,13:00:00,7.4,24.6,985.31,13.00,30.86,1005.14,200,31.4,14.60,67
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,0.00,08-17-2019,13:00:00,11.1,25.4,984.83,15.00,32.40,1006.17,190,32.0,32.50,68
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,0.00,08-17-2019,13:00:00,7.4,24.5,985.86,15.00,30.65,1005.03,200,31.3,29.20,67
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,0.00,08-17-2019,13:00:00,3.7,25.2,989.95,12.00,32.05,1006.54,200,29.6,51.60,77
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,0.00,08-17-2019,13:00:00,9.3,25.2,989.40,10.00,32.13,1006.65,180,29.5,13.90,78
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,0.00,08-17-2019,13:00:00,0.0,25.5,979.02,10.00,32.56,1004.31,000,31.8,10.60,69
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.00,08-17-2019,13:00:00,5.6,24.7,1000.52,10.00,31.10,1006.21,260,31.8,0.00,66
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,0.00,08-17-2019,13:00:00,0.0,24.7,1000.06,10.00,31.06,1006.15,000,31.5,0.00,67
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.00,08-17-2019,13:00:00,0.0,24.3,989.75,10.00,30.37,1005.82,000,33.4,4.20,59
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,0.30,08-17-2019,13:00:00,0.0,23.9,983.04,10.00,29.65,1005.16,000,29.1,39.10,74
48376,TAK,ตาก,ตาก,16.87833,99.14333,0.00,08-17-2019,13:00:00,11.1,23.4,992.61,8.00,28.75,1006.84,260,30.2,0.00,67
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.00,08-17-2019,13:00:00,7.4,23.3,989.33,7.00,28.66,1005.42,120,32.0,0.00,60
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.00,08-17-2019,13:00:00,5.6,25.4,1000.70,10.00,32.44,1005.83,150,32.3,0.01,67
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.00,08-17-2019,13:00:00,0.0,24.7,990.81,12.00,31.09,1003.65,000,34.3,0.00,57
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.00,08-17-2019,13:00:00,3.7,24.3,996.85,10.00,30.40,1005.98,340,33.0,1.40,60
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,0.00,08-17-2019,13:00:00,14.8,23.0,983.90,10.00,28.14,1005.05,240,34.0,0.40,53
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.00,08-17-2019,13:00:00,7.4,24.3,988.55,10.00,30.46,1005.63,190,34.0,0.00,57
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,0.20,08-17-2019,13:00:00,7.4,25.1,989.82,10.00,31.93,1005.40,230,31.5,11.80,69
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.00,08-17-2019,13:00:00,3.7,23.0,985.68,10.00,28.14,1004.09,200,34.0,0.00,53
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.00,08-17-2019,13:00:00,0.0,21.8,956.24,11.00,26.13,1007.00,000,28.5,0.00,67
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.00,08-17-2019,13:00:00,7.4,25.5,1001.64,8.00,32.65,1005.51,160,33.5,0.00,63
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,0.40,08-17-2019,13:00:00,9.3,21.1,912.35,6.00,25.04,1007.15,220,22.5,6.40,92
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.00,08-17-2019,13:00:00,9.3,26.1,989.90,9.00,33.85,1005.58,190,32.4,0.00,70
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.00,08-17-2019,13:00:00,5.6,24.3,1002.30,10.00,30.33,1006.24,180,33.8,0.00,58
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.00,08-17-2019,13:00:00,7.4,24.1,996.47,8.00,29.95,1006.95,200,32.5,3.80,61
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.00,08-17-2019,13:00:00,11.1,23.4,1004.83,10.00,28.84,1006.72,190,33.5,0.80,56
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.00,08-17-2019,13:00:00,9.3,24.0,984.78,10.00,29.82,1005.48,220,28.9,0.00,75
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,0.00,08-17-2019,13:00:00,18.5,25.9,988.17,10.00,33.40,1005.54,180,31.5,0.00,72
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,0.00,08-17-2019,13:00:00,13.0,26.1,989.64,10.00,33.91,1005.53,180,31.6,0.01,73
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,5.60,08-17-2019,13:00:00,7.4,25.9,993.38,10.00,33.50,1007.29,290,29.6,15.80,81
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.00,08-17-2019,13:00:00,7.4,24.8,993.38,10.00,31.31,1008.05,200,30.5,0.00,72
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,0.00,08-17-2019,13:00:00,18.5,26.1,992.87,10.00,33.83,1007.32,230,31.7,0.00,72
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.00,08-17-2019,13:00:00,0.0,25.7,1003.27,10.00,33.00,1006.22,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",33.8,0.00,63
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.00,08-17-2019,13:00:00,13.0,25.0,998.08,10.00,31.62,1005.86,100,33.3,0.00,62
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,0.00,08-17-2019,13:00:00,16.7,24.7,1005.82,9.00,31.19,1006.91,210,32.4,5.00,64
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.00,08-17-2019,13:00:00,0.0,25.6,993.55,8.00,32.74,1008.00,000,32.3,0.20,68
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,0.00,08-17-2019,13:00:00,1.9,20.4,874.02,.10,24.01,1008.79,290,20.6,25.20,99
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.00,08-17-2019,13:00:00,0.0,25.5,1000.76,10.00,32.65,1006.51,000,33.5,0.00,63
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.00,08-17-2019,13:00:00,3.7,24.7,1006.89,8.00,31.20,1007.67,230,33.1,27.20,62
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,0.00,08-17-2019,13:00:00,20.4,25.2,1007.55,10.00,32.05,1007.99,210,31.0,0.00,71
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.00,08-17-2019,13:00:00,0.0,24.7,996.98,7.00,31.15,1008.16,000,30.7,19.20,71
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.00,08-17-2019,13:00:00,13.0,24.4,1006.30,12.00,30.57,1007.29,210,32.8,0.00,61
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.00,08-17-2019,13:00:00,11.1,24.0,1005.10,9.00,29.91,1006.88,170,33.6,0.00,58
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.00,08-17-2019,13:00:00,18.5,22.4,1006.63,10.00,27.13,1007.38,230,32.5,2.00,55
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,0.00,08-17-2019,13:00:00,18.5,23.6,1007.23,10.00,29.07,1007.93,200,31.5,0.01,63
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.90,08-17-2019,13:00:00,3.7,26.6,1006.47,7.00,34.90,1007.16,200,31.5,11.00,76
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.00,08-17-2019,13:00:00,13.0,23.0,985.44,10.00,28.02,1006.06,250,34.5,0.50,51
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.00,08-17-2019,13:00:00,9.3,24.5,990.25,11.00,30.69,1006.71,200,31.6,0.00,66
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,0.00,08-17-2019,13:00:00,13.0,24.9,991.22,9.00,31.48,1007.37,230,32.4,0.00,65
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.00,08-17-2019,13:00:00,13.0,24.6,983.27,10.00,30.93,1004.54,270,34.5,0.90,57
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,0.00,08-17-2019,13:00:00,25.9,23.2,964.11,15.00,28.42,1006.83,250,30.6,14.90,65
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,0.00,08-17-2019,13:00:00,14.8,23.3,985.83,10.00,28.59,1005.92,180,33.8,0.00,54
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,3.80,08-17-2019,13:00:00,22.2,26.0,987.55,10.00,33.62,1008.07,200,31.6,3.80,72
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,0.00,08-17-2019,13:00:00,7.4,23.4,1007.62,11.00,28.79,1008.05,220,31.5,0.01,62
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.00,08-17-2019,13:00:00,0.0,26.7,1005.56,10.00,35.09,1006.95,000,32.0,0.00,74
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.20,08-17-2019,13:00:00,0.0,26.8,1003.28,9.00,35.31,1008.15,000,31.0,15.90,79
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.00,08-17-2019,13:00:00,9.3,23.6,1004.28,12.00,29.05,1007.51,320,32.9,0.00,58
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,08-17-2019,13:00:00,3.7,25.5,1006.35,10.00,32.56,1007.43,260,33.6,1.50,63
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,08-17-2019,13:00:00,5.6,24.4,1007.62,10.00,30.57,1007.92,190,32.1,0.00,64
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,0.00,08-17-2019,13:00:00,7.4,23.6,1007.26,10.00,29.14,1007.94,200,32.1,0.00,61
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,08-17-2019,13:00:00,7.4,24.4,1007.06,10.00,30.49,1007.54,210,31.5,0.00,66
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.00,08-17-2019,13:00:00,22.2,24.8,1006.16,10.00,31.31,1007.55,200,31.9,12.60,66
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,0.00,08-17-2019,13:00:00,25.9,25.5,1006.70,10.00,32.67,1008.37,210,29.2,0.00,81
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.00,08-17-2019,13:00:00,3.7,23.8,1001.40,10.00,29.48,1009.32,180,31.0,0.60,66
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,08-17-2019,13:00:00,0.0,25.1,1007.38,10.00,31.92,1007.65,000,33.3,0.60,62
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,08-17-2019,13:00:00,9.3,24.6,1005.13,12.00,30.90,1008.22,230,31.0,0.00,69
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,0.00,08-17-2019,13:00:00,7.4,24.5,1001.91,12.00,30.72,1008.80,240,29.5,0.00,75
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.00,08-17-2019,13:00:00,5.6,25.0,1001.90,8.00,31.62,1007.39,220,33.3,0.10,62
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,0.00,08-17-2019,13:00:00,14.8,25.0,998.71,12.00,31.68,1007.88,240,31.8,0.00,67
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.00,08-17-2019,13:00:00,11.1,24.4,1007.56,14.00,30.61,1008.80,140,31.0,5.00,68
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.00,08-17-2019,13:00:00,9.3,26.8,1007.27,11.00,35.33,1007.69,150,33.2,12.60,69
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.00,08-17-2019,13:00:00,11.1,24.2,996.15,10.00,30.18,1008.28,200,30.5,0.01,69
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,08-17-2019,13:00:00,5.6,24.4,1007.50,10.00,30.53,1008.20,240,32.5,0.90,62
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.00,08-17-2019,13:00:00,18.5,24.6,1006.72,10.00,30.90,1009.13,220,31.0,0.01,69
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.00,08-17-2019,13:00:00,18.5,25.5,1009.15,10.00,32.59,1009.66,250,30.0,0.00,77
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.00,08-17-2019,13:00:00,11.1,24.3,1003.63,12.00,30.41,1008.73,200,30.9,0.00,68
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.00,08-17-2019,13:00:00,13.0,26.2,1009.14,8.00,33.99,1009.56,190,29.0,5.30,85
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,1.70,08-17-2019,13:00:00,9.3,25.6,1007.14,8.00,32.79,1009.90,180,28.7,14.20,83
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,08-17-2019,13:00:00,18.5,23.4,1008.34,10.00,28.70,1009.12,280,30.6,0.00,65
48501,TRAD,ตราด,ตราด,11.76667,102.88333,23.80,08-17-2019,13:00:00,3.7,23.4,1010.99,5.00,28.78,1011.46,050,24.0,88.40,97
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,15.40,08-17-2019,13:00:00,3.7,24.4,1009.46,8.00,30.54,1010.15,290,25.7,26.00,93
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,13.20,08-17-2019,13:00:00,7.4,23.3,1009.02,8.00,28.59,1010.56,280,25.5,17.40,88
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,38.20,08-17-2019,13:00:00,7.4,23.7,1009.95,10.00,29.33,1010.87,190,26.2,171.20,86
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,08-17-2019,13:00:00,11.1,24.3,1009.27,12.00,30.40,1009.95,270,33.0,0.00,60
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.00,08-17-2019,13:00:00,9.3,25.0,1009.27,10.00,31.72,1010.06,260,30.7,0.40,72
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.00,08-17-2019,13:00:00,0.0,23.6,1008.19,10.00,29.09,1008.81,000,33.2,0.01,57
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,08-17-2019,13:00:00,25.9,23.6,1009.14,10.00,29.14,1009.54,230,32.1,0.00,61
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.00,08-17-2019,13:00:00,5.6,24.4,1007.70,7.00,30.49,1011.86,230,31.5,0.00,66
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,08-17-2019,13:00:00,0.0,24.0,1007.39,10.00,29.75,1008.99,000,30.0,11.90,70
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,08-17-2019,13:00:00,0.0,25.1,1006.90,12.00,31.93,1010.34,000,31.5,12.20,69
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,08-17-2019,13:00:00,0.0,23.6,1007.09,10.00,29.13,1008.42,000,32.8,0.00,59
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.40,08-17-2019,13:00:00,0.0,23.8,1009.51,10.00,29.41,1010.39,000,29.4,47.00,72
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,08-17-2019,13:00:00,0.0,23.9,1006.35,10.00,29.58,1009.88,000,30.2,72.40,69
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.00,08-17-2019,13:00:00,0.0,24.7,1008.65,10.00,31.11,1009.08,000,32.5,18.20,64
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,08-17-2019,13:00:00,0.0,23.8,1008.30,10.00,29.50,1009.28,000,30.3,45.90,68
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,08-17-2019,13:00:00,5.6,26.7,1009.46,10.00,35.08,1010.28,240,29.1,25.20,87
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,2.50,08-17-2019,13:00:00,5.6,25.0,1008.62,10.00,31.70,1010.43,290,28.3,4.10,82
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.00,08-17-2019,13:00:00,11.1,22.4,1008.70,10.00,27.15,1009.44,190,33.5,0.00,52
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.00,08-17-2019,13:00:00,13.0,23.0,1005.58,10.00,28.15,1009.50,230,33.3,2.20,55
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.00,08-17-2019,13:00:00,0.0,24.9,1009.66,10.00,31.50,1010.33,000,33.8,11.50,60
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.00,08-17-2019,13:00:00,0.0,23.8,1008.07,10.00,29.41,1009.16,000,33.5,10.80,57
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.00,08-17-2019,13:00:00,9.3,24.5,1006.66,12.00,30.66,1009.53,250,33.4,3.70,60
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.00,08-17-2019,13:00:00,13.0,26.4,1008.06,10.00,34.41,1008.73,010,33.2,0.00,68
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.00,08-17-2019,13:00:00,0.0,24.2,1005.38,8.00,30.16,1009.42,000,34.0,0.00,57
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,0.00,08-17-2019,13:00:00,13.0,24.7,1008.59,12.00,31.07,1009.17,060,32.9,5.70,62
