WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall,Date,Time,MinimumTemperature,Rainfall24Hr,DewPoint,WindDirection,MeanSeaLevelPressure,StationPressure,VaporPressure,RelativeHumidity,LandVisibility,AirTemperature,WindSpeed
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,13.70,08-26-2019,07:00:00,24.4,16.40,23.5,210,1005.93,984.06,28.89,94,6.00,24.5,3.7
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,12.50,08-26-2019,07:00:00,24.1,33.30,24.0,240,1005.72,986.12,29.85,97,7.00,24.6,5.6
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,36.10,08-26-2019,07:00:00,24.6,42.70,24.1,000,1006.47,989.62,29.95,96,6.00,24.8,0.0
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,24.60,08-26-2019,07:00:00,23.7,26.20,24.3,000,1006.63,989.13,30.32,96,9.00,25.0,0.0
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,9.80,08-26-2019,07:00:00,25.2,11.40,24.9,000,1005.64,979.77,31.41,97,7.00,25.3,0.0
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.00,08-26-2019,07:00:00,23.7,4.40,25.8,170,1005.57,999.76,33.20,100,10.00,25.8,3.7
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,0.00,08-26-2019,07:00:00,25.0,5.80,25.3,000,1006.21,1000.00,32.34,99,10.00,25.5,0.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.60,08-26-2019,07:00:00,24.5,1.30,23.8,000,1006.75,990.21,29.52,93,10.00,25.0,0.0
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,0.00,08-26-2019,07:00:00,23.4,16.60,23.3,000,1005.72,983.21,28.53,96,10.00,24.0,0.0
48376,TAK,ตาก,ตาก,16.87833,99.14333,0.00,08-26-2019,07:00:00,26.2,0.00,22.5,260,1006.52,992.14,27.18,77,6.00,26.9,9.3
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.00,08-26-2019,07:00:00,25.8,0.00,23.2,000,1006.10,989.70,28.37,82,8.00,26.4,0.0
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.00,08-26-2019,07:00:00,24.4,4.20,24.8,000,1006.38,1001.13,31.31,98,10.00,25.1,0.0
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.00,08-26-2019,07:00:00,24.6,5.80,24.4,000,1005.13,991.87,30.58,97,10.00,25.0,0.0
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.00,08-26-2019,07:00:00,24.9,1.20,24.8,120,1006.62,997.26,31.25,96,10.00,25.5,1.9
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,0.10,08-26-2019,07:00:00,23.1,6.50,24.3,210,1006.52,984.71,30.32,96,8.00,25.0,3.7
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,2.50,08-26-2019,07:00:00,25.0,18.50,24.0,300,1006.79,989.21,29.91,92,10.00,25.5,7.4
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,10.00,08-26-2019,07:00:00,23.8,72.00,23.8,000,1005.74,989.79,29.41,96,7.00,24.5,0.0
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.40,08-26-2019,07:00:00,24.8,2.70,24.0,200,1005.62,986.68,29.82,91,8.00,25.6,3.7
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,8.00,08-26-2019,07:00:00,22.0,8.70,21.9,000,1009.00,957.18,26.33,96,5.00,22.7,0.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.00,08-26-2019,07:00:00,25.5,0.70,25.0,100,1006.27,1002.30,31.74,95,6.00,25.9,7.4
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,1.10,08-26-2019,07:00:00,19.9,10.00,19.9,230,1007.44,911.91,23.20,98,.05,20.2,14.8
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,7.50,08-26-2019,07:00:00,23.5,66.30,24.1,000,1006.53,990.42,30.02,98,5.00,24.4,0.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.00,08-26-2019,07:00:00,25.5,6.10,25.4,210,1006.67,1002.63,32.40,96,7.00,26.1,5.6
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.50,08-26-2019,07:00:00,24.5,0.70,23.7,000,1008.09,997.32,29.25,94,8.00,24.7,0.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.00,08-26-2019,07:00:00,25.0,0.00,23.4,210,1007.40,1005.46,28.75,89,9.00,25.3,7.4
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.00,08-26-2019,07:00:00,22.4,4.40,23.5,260,1006.93,985.95,28.92,91,10.00,25.1,5.6
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,2.50,08-26-2019,07:00:00,23.6,111.50,23.7,200,1006.54,988.74,29.23,96,9.00,24.4,11.1
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,2.00,08-26-2019,07:00:00,23.8,106.60,24.2,200,1006.36,990.07,30.18,100,7.00,24.2,7.4
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.00,08-26-2019,07:00:00,24.4,10.90,24.0,210,1007.35,993.23,29.89,93,10.00,25.2,9.3
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.00,08-26-2019,07:00:00,24.6,9.20,24.2,160,1007.82,992.88,30.22,97,9.00,24.8,3.7
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,0.01,08-26-2019,07:00:00,24.4,10.20,24.3,220,1007.51,992.74,30.32,96,7.00,25.0,11.1
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.00,08-26-2019,07:00:00,25.5,14.90,23.8,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",1006.59,1003.57,29.41,87,10.00,26.1,0.0
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.00,08-26-2019,07:00:00,25.4,0.20,23.9,000,1006.83,998.84,29.66,89,8.00,25.8,0.0
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,0.00,08-26-2019,07:00:00,25.0,1.00,23.6,230,1007.45,1006.33,29.08,84,8.00,26.5,7.4
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.00,08-26-2019,07:00:00,25.7,10.80,24.6,100,1004.97,990.27,30.84,92,9.00,26.0,3.7
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,2.20,08-26-2019,07:00:00,18.0,73.40,18.6,270,1009.17,873.51,21.41,100,.05,18.6,11.1
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.10,08-26-2019,07:00:00,24.2,14.10,24.3,190,1007.31,1001.40,30.36,93,6.00,25.6,5.6
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.00,08-26-2019,07:00:00,25.2,12.30,24.6,230,1007.97,1007.17,31.00,93,8.00,25.8,7.4
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,0.00,08-26-2019,07:00:00,26.0,5.40,23.8,230,1007.70,1007.25,29.48,83,10.00,27.0,7.4
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,10.20,08-26-2019,07:00:00,24.2,23.00,23.8,000,1008.23,996.82,29.41,96,3.00,24.5,0.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.20,08-26-2019,07:00:00,24.8,2.60,24.4,220,1007.82,1006.80,30.63,93,10.00,25.6,3.7
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.01,08-26-2019,07:00:00,25.4,3.20,24.2,170,1007.52,1005.68,30.28,92,7.00,25.7,3.7
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.01,08-26-2019,07:00:00,24.4,1.20,24.0,000,1007.70,1006.93,29.85,97,8.00,24.6,0.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,0.01,08-26-2019,07:00:00,25.0,7.00,24.2,220,1008.38,1007.67,30.28,92,9.00,25.7,11.1
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.20,08-26-2019,07:00:00,24.8,28.30,24.6,000,1008.12,1007.42,30.84,92,7.00,26.0,0.0
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.00,08-26-2019,07:00:00,23.6,36.70,23.6,230,1007.13,985.85,29.18,92,10.00,25.1,3.7
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.10,08-26-2019,07:00:00,23.5,38.30,23.8,000,1007.41,990.56,29.51,95,6.00,24.7,0.0
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,2.40,08-26-2019,07:00:00,23.4,60.00,23.5,000,1007.84,991.26,28.89,94,6.00,24.5,0.0
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.00,08-26-2019,07:00:00,24.3,4.30,23.4,000,1007.10,985.09,28.82,92,10.00,24.9,0.0
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,0.00,08-26-2019,07:00:00,24.4,1.40,21.3,230,1007.63,964.06,25.35,81,15.00,24.8,11.1
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,0.00,08-26-2019,07:00:00,23.8,4.80,23.5,000,1007.23,986.50,28.89,94,9.00,24.5,0.0
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,0.20,08-26-2019,07:00:00,23.0,4.80,24.3,210,1008.32,987.30,30.36,100,7.00,24.3,7.4
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,1.60,08-26-2019,07:00:00,25.0,3.90,24.2,220,1008.72,1008.28,30.17,93,9.00,25.5,5.6
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.60,08-26-2019,07:00:00,24.3,48.50,24.9,000,1007.79,1006.36,31.41,97,8.00,25.3,0.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,1.00,08-26-2019,07:00:00,24.0,21.10,24.8,000,1007.71,1002.74,31.39,99,7.00,25.0,0.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.20,08-26-2019,07:00:00,23.0,9.10,24.1,210,1008.22,1004.90,30.05,95,12.00,25.0,7.4
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.20,08-26-2019,07:00:00,24.5,3.50,24.3,000,1008.20,1007.09,30.32,96,7.00,25.0,0.0
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.90,08-26-2019,07:00:00,25.4,5.90,24.5,000,1008.39,1008.09,30.76,91,8.00,26.1,0.0
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,5.60,08-26-2019,07:00:00,25.5,5.60,24.6,000,1008.25,1007.56,30.86,90,10.00,26.3,0.0
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,08-26-2019,07:00:00,25.8,4.90,25.5,000,1008.06,1007.57,32.63,94,10.00,26.5,0.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.20,08-26-2019,07:00:00,25.1,11.40,23.8,230,1008.51,1007.09,29.41,87,10.00,26.1,16.7
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,2.90,08-26-2019,07:00:00,26.1,2.90,25.8,250,1008.42,1006.75,33.21,90,8.00,27.5,18.5
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.30,08-26-2019,07:00:00,24.5,5.20,24.2,000,1010.09,1002.00,30.22,97,10.00,24.8,0.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,08-26-2019,07:00:00,25.6,2.40,23.5,000,1008.08,1007.79,28.94,81,10.00,27.0,0.0
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,08-26-2019,07:00:00,26.5,0.00,25.1,250,1008.23,1005.10,31.95,85,10.00,28.0,5.6
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,2.50,08-26-2019,07:00:00,24.6,4.30,24.3,270,1008.45,1001.46,30.42,95,10.00,25.2,7.4
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.70,08-26-2019,07:00:00,23.5,11.80,24.8,240,1008.10,1002.47,31.33,97,6.00,25.4,5.6
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,24.50,08-26-2019,07:00:00,25.0,24.50,22.9,300,1009.44,1000.08,28.00,84,10.00,25.9,16.7
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.90,08-26-2019,07:00:00,24.5,3.50,24.3,000,1009.06,1007.79,30.30,97,8.00,24.7,0.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.90,08-26-2019,07:00:00,24.9,3.40,23.5,230,1008.80,1008.37,29.00,92,11.00,25.0,14.8
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.90,08-26-2019,07:00:00,23.0,3.60,22.7,000,1009.21,996.79,27.58,95,8.00,23.6,0.0
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,1.20,08-26-2019,07:00:00,25.0,1.30,23.5,240,1008.88,1008.17,28.92,91,5.00,25.1,11.1
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,2.30,08-26-2019,07:00:00,25.5,2.70,24.6,000,1008.74,1006.29,30.84,92,10.00,26.0,0.0
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.90,08-26-2019,07:00:00,26.0,0.90,24.6,000,1008.62,1008.09,30.84,92,8.00,26.0,0.0
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,1.90,08-26-2019,07:00:00,25.3,2.70,24.3,000,1008.43,1003.25,30.44,93,11.00,25.5,0.0
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.10,08-26-2019,07:00:00,25.9,3.30,25.1,000,1008.86,1008.44,31.85,94,7.00,26.1,0.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.80,08-26-2019,07:00:00,25.0,3.50,25.1,040,1008.91,1006.12,31.79,97,8.00,25.5,7.4
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.80,08-26-2019,07:00:00,23.7,3.70,23.2,000,1009.40,1008.61,28.37,92,8.00,24.5,0.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,6.70,08-26-2019,07:00:00,25.6,21.70,24.9,000,1008.69,1008.23,31.57,93,6.00,26.1,0.0
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.00,08-26-2019,07:00:00,24.6,2.40,23.6,270,1009.90,1009.21,29.08,84,8.00,26.5,11.1
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.00,08-26-2019,07:00:00,25.2,5.20,22.7,270,1010.81,1009.28,27.63,76,8.00,27.3,11.1
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,08-26-2019,07:00:00,25.2,29.00,24.5,190,1010.30,1009.38,30.67,90,10.00,26.2,3.7
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,08-26-2019,07:00:00,24.7,4.00,23.4,000,1009.53,1008.84,28.82,83,12.00,26.5,0.0
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,2.60,08-26-2019,07:00:00,23.5,2.60,23.5,000,1010.30,1009.49,28.95,98,9.00,23.8,0.0
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.00,08-26-2019,07:00:00,25.1,0.00,23.2,000,1009.08,1008.44,28.42,86,10.00,25.7,0.0
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,08-26-2019,07:00:00,24.8,0.01,22.8,000,1009.80,1009.39,27.80,87,10.00,25.2,0.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.00,08-26-2019,07:00:00,24.0,0.00,21.7,000,1011.60,1007.35,26.02,80,5.00,25.5,0.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,08-26-2019,07:00:00,22.0,2.90,23.6,000,1010.27,1008.64,29.05,96,6.00,24.3,0.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,08-26-2019,07:00:00,23.7,1.30,23.5,000,1010.50,1006.98,28.88,96,7.00,24.2,0.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,08-26-2019,07:00:00,24.6,9.70,24.0,000,1009.05,1007.68,29.77,96,8.00,24.7,0.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,7.50,08-26-2019,07:00:00,23.9,11.90,23.3,000,1010.32,1009.42,28.53,96,10.00,24.0,0.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,08-26-2019,07:00:00,23.0,7.40,23.8,000,1010.11,1006.51,29.51,95,10.00,24.7,0.0
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.40,08-26-2019,07:00:00,26.5,1.80,25.2,000,1009.97,1009.54,31.97,88,10.00,27.3,0.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,08-26-2019,07:00:00,26.4,1.30,24.7,290,1009.28,1008.29,31.13,78,10.00,29.0,5.6
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,08-26-2019,07:00:00,25.0,10.80,24.4,270,1010.33,1009.52,30.51,79,10.00,28.4,18.5
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.00,08-26-2019,07:00:00,24.2,47.50,23.9,000,1010.07,1008.23,29.67,97,10.00,24.5,0.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.00,08-26-2019,07:00:00,25.4,2.20,23.2,060,1010.83,1010.08,28.42,86,10.00,25.7,1.9
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.00,08-26-2019,07:00:00,23.8,1.60,23.9,120,1010.73,1006.68,29.67,97,10.00,24.5,3.7
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.00,08-26-2019,07:00:00,23.5,68.80,23.1,000,1009.92,1009.23,28.20,92,10.00,24.4,0.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.00,08-26-2019,07:00:00,21.5,8.40,24.1,000,1010.11,1008.99,29.95,96,10.00,24.8,0.0
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.00,08-26-2019,07:00:00,22.6,10.30,23.9,000,1010.72,1007.76,29.66,98,8.00,24.2,0.0
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.00,08-26-2019,07:00:00,24.0,0.00,23.7,000,1010.41,1009.71,29.33,95,10.00,24.6,0.0
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.00,08-26-2019,07:00:00,23.7,1.20,22.8,000,1011.39,1007.21,27.76,93,6.00,24.0,0.0
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,0.00,08-26-2019,07:00:00,.0,0.90,22.6,000,1010.89,1010.29,27.44,88,9.00,24.7,0.0
