WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,RelativeHumidity,Date,Time,MeanSeaLevelPressure,AirTemperature,Rainfall24Hr,DewPoint,WindSpeed,StationPressure,LandVisibility,VaporPressure,Rainfall,WindDirection
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,55,08-08-2019,16:00:00,1000.74,33.7,0.00,23.3,0.0,974.04,10.00,28.68,0.00,000
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,56,08-08-2019,16:00:00,1000.97,33.0,0.01,23.2,0.0,968.35,12.00,28.40,0.00,000
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,59,08-08-2019,16:00:00,1000.29,33.5,0.00,24.2,5.6,982.33,15.00,30.28,0.00,270
48331,NAN,น่าน,น่าน,18.77972,100.77778,55,08-08-2019,16:00:00,999.70,34.8,0.00,24.5,0.0,977.65,10.00,30.68,0.00,000
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,53,08-08-2019,16:00:00,999.70,34.0,0.00,23.2,0.0,970.76,12.00,28.43,0.00,000
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,64,08-08-2019,16:00:00,1000.56,32.5,0.80,24.7,0.0,966.00,6.00,31.11,0.00,000
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,56,08-08-2019,16:00:00,998.23,34.0,0.00,24.0,5.6,969.50,17.00,29.87,0.00,260
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,61,08-08-2019,16:00:00,1001.44,33.0,0.00,24.5,7.4,994.32,8.00,30.69,0.00,210
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,58,08-08-2019,16:00:00,997.74,35.4,0.00,25.8,22.2,978.57,20.00,33.21,0.00,290
48353,LOEI,เลย,เลย,17.45000,101.73333,45,08-08-2019,16:00:00,998.93,34.8,0.00,21.1,9.3,971.26,15.00,24.97,0.00,270
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,51,08-08-2019,16:00:00,998.51,35.2,0.00,23.5,1.9,979.05,15.00,28.88,0.00,270
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,57,08-08-2019,16:00:00,998.16,35.0,0.00,25.2,7.4,977.19,18.00,32.01,0.00,240
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,52,08-08-2019,16:00:00,997.75,35.5,0.00,24.2,14.8,978.99,18.00,30.10,0.00,290
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,59,08-08-2019,16:00:00,998.46,34.0,0.00,25.0,1.9,982.24,12.00,31.64,0.00,270
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,60,08-08-2019,16:00:00,998.17,34.2,0.00,25.2,3.7,981.33,12.00,32.07,0.00,180
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,49,08-08-2019,16:00:00,997.62,34.5,0.00,22.1,11.1,972.72,13.00,26.60,0.00,300
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,67,08-08-2019,16:00:00,1001.21,32.6,1.30,25.7,3.7,995.56,10.00,33.09,0.00,240
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,65,08-08-2019,16:00:00,1001.74,32.3,1.50,24.8,3.7,995.69,12.00,31.27,0.00,250
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,49,08-08-2019,16:00:00,1001.27,34.8,0.00,22.5,0.0,985.34,10.00,27.20,0.00,000
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,79,08-08-2019,16:00:00,1001.79,28.5,10.30,24.5,0.0,979.70,10.00,30.70,0.10,000
48376,TAK,ตาก,ตาก,16.87833,99.14333,66,08-08-2019,16:00:00,1002.96,31.0,11.80,23.8,13.0,988.82,8.00,29.48,0.00,270
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,61,08-08-2019,16:00:00,1014.61,33.5,2.60,24.9,0.0,998.45,12.00,31.46,0.00,000
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,57,08-08-2019,16:00:00,1001.46,33.9,1.20,24.1,7.4,996.38,10.00,29.95,0.00,280
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,59,08-08-2019,16:00:00,999.76,33.6,0.00,24.4,0.0,986.94,12.00,30.49,0.00,000
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,63,08-08-2019,16:00:00,1001.93,33.5,5.60,25.4,3.7,992.85,11.00,32.35,0.00,270
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,46,08-08-2019,16:00:00,998.95,35.7,0.00,22.2,3.7,978.05,10.00,26.74,0.00,280
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,47,08-08-2019,16:00:00,1000.49,35.5,0.00,22.5,11.1,983.58,10.00,27.19,0.00,220
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,61,08-08-2019,16:00:00,998.43,33.5,0.00,25.0,3.7,983.06,12.00,31.75,0.00,240
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,50,08-08-2019,16:00:00,998.20,35.2,0.00,23.3,0.0,979.98,10.00,28.59,0.00,000
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,85,08-08-2019,16:00:00,1005.70,25.8,33.90,23.2,0.0,954.56,5.00,28.34,4.50,000
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,64,08-08-2019,16:00:00,1001.66,32.4,4.00,24.7,7.4,997.79,6.00,31.19,0.00,230
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,98,08-08-2019,16:00:00,1004.69,22.0,8.10,21.7,7.4,909.97,.20,25.93,0.90,210
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,64,08-08-2019,16:00:00,998.78,33.6,0.00,25.8,5.6,983.27,10.00,33.17,0.00,230
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,67,08-08-2019,16:00:00,1002.52,32.8,1.60,26.0,1.9,998.58,10.00,33.52,0.00,170
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,63,08-08-2019,16:00:00,1003.03,32.0,0.70,24.0,3.7,992.57,7.00,29.79,0.00,310
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,61,08-08-2019,16:00:00,1002.58,32.5,2.40,23.9,7.4,1000.69,10.00,29.66,0.01,190
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,48,08-08-2019,16:00:00,1000.08,34.0,0.00,21.5,14.8,979.83,12.00,25.63,0.00,270
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,51,08-08-2019,16:00:00,998.65,34.0,0.00,22.4,7.4,981.53,10.00,27.01,0.00,260
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,48,08-08-2019,16:00:00,998.26,34.8,0.00,22.1,7.4,982.65,10.00,26.64,0.00,300
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,56,08-08-2019,16:00:00,999.81,34.0,0.00,24.0,7.4,986.19,10.00,29.87,0.00,290
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,64,08-08-2019,16:00:00,1000.25,33.5,0.00,25.8,0.0,985.83,10.00,33.25,0.00,000
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,61,08-08-2019,16:00:00,1000.15,33.4,2.50,24.8,5.6,985.89,10.00,31.24,0.00,280
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,63,08-08-2019,16:00:00,1002.55,32.2,2.50,24.2,0.0,999.60,10.00,30.20,0.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}"
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,57,08-08-2019,16:00:00,1001.46,32.0,0.01,22.5,3.7,993.68,10.00,27.27,0.00,200
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,68,08-08-2019,16:00:00,1002.92,31.2,0.90,24.7,18.5,1001.83,8.00,31.02,0.00,240
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,61,08-08-2019,16:00:00,1000.00,33.5,0.00,25.0,7.4,985.73,8.00,31.75,0.00,200
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,99,08-08-2019,16:00:00,1003.72,20.8,3.60,20.6,7.4,869.72,.10,24.31,3.60,270
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,59,08-08-2019,16:00:00,1001.74,34.0,0.00,24.8,0.0,996.02,10.00,31.34,0.00,000
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,63,08-08-2019,16:00:00,1003.41,31.9,2.40,24.0,29.6,1002.63,9.00,29.87,0.00,230
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,68,08-08-2019,16:00:00,1003.52,30.5,0.90,23.9,22.2,1003.08,10.00,29.61,0.00,230
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,92,08-08-2019,16:00:00,1005.76,26.0,25.50,24.6,0.0,994.44,3.00,30.84,3.20,000
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,71,08-08-2019,16:00:00,1003.32,30.5,0.70,24.7,3.7,1002.32,12.00,31.03,0.01,270
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,66,08-08-2019,16:00:00,1002.63,32.0,2.40,24.8,5.6,1000.85,8.00,31.23,0.01,220
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,73,08-08-2019,16:00:00,1003.39,30.0,0.40,24.6,7.4,1002.64,9.00,30.87,0.01,230
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,65,08-08-2019,16:00:00,1003.54,30.5,1.00,23.2,25.9,1002.85,10.00,28.50,0.00,280
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,69,08-08-2019,16:00:00,1002.64,31.4,0.80,25.0,5.6,1001.95,6.00,31.72,0.30,270
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,49,08-08-2019,16:00:00,1001.02,33.7,0.00,21.7,11.1,980.45,12.00,25.87,0.00,290
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,52,08-08-2019,16:00:00,1000.06,33.9,0.00,22.6,9.3,983.84,12.00,27.38,0.00,270
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,53,08-08-2019,16:00:00,1000.58,33.2,0.00,22.4,9.3,984.58,10.00,27.11,0.00,270
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,65,08-08-2019,16:00:00,1001.35,31.5,0.01,24.0,0.0,979.94,10.00,29.92,0.01,000
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,80,08-08-2019,16:00:00,1002.88,27.0,4.00,23.3,14.8,959.82,6.00,28.67,4.00,210
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,46,08-08-2019,16:00:00,1000.12,35.0,0.01,21.5,22.2,980.23,10.00,25.63,0.00,260
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,60,08-08-2019,16:00:00,1001.51,32.8,0.00,24.1,14.8,981.20,10.00,29.99,0.00,250
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,75,08-08-2019,16:00:00,1004.44,28.6,0.50,23.8,9.3,1004.01,10.00,29.52,0.01,310
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,80,08-08-2019,16:00:00,1002.43,30.1,0.01,26.2,3.7,1001.03,11.00,33.96,0.00,240
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,71,08-08-2019,16:00:00,1002.42,30.7,0.00,24.7,7.4,997.57,8.00,31.15,0.00,300
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,78,08-08-2019,16:00:00,1003.77,30.0,4.50,25.6,7.4,1000.52,12.00,32.88,0.80,260
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,75,08-08-2019,16:00:00,1003.77,29.5,1.60,24.5,7.4,1002.68,10.00,30.72,0.01,260
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,65,08-08-2019,16:00:00,1003.68,30.7,2.90,23.5,11.1,1003.39,9.00,28.89,0.00,280
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,67,08-08-2019,16:00:00,1003.33,31.3,2.70,24.5,9.3,1002.65,10.00,30.65,0.00,270
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,71,08-08-2019,16:00:00,1003.48,30.1,2.70,24.2,3.7,1003.00,10.00,30.22,0.00,270
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,64,08-08-2019,16:00:00,1003.59,30.7,2.60,23.1,24.1,1002.20,10.00,28.34,0.00,270
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,79,08-08-2019,16:00:00,1004.25,29.8,1.60,25.9,18.5,1002.59,10.00,33.33,0.00,260
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,70,08-08-2019,16:00:00,1004.23,30.1,0.50,23.9,14.8,996.32,12.00,29.66,0.00,230
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,73,08-08-2019,16:00:00,1003.63,30.3,0.00,24.9,18.5,1003.35,10.00,31.48,0.00,270
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,71,08-08-2019,16:00:00,1003.71,30.0,0.00,24.3,7.4,1000.62,10.00,30.31,0.00,250
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,70,08-08-2019,16:00:00,1003.92,29.9,0.00,23.8,13.0,997.07,12.00,29.55,0.00,260
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,63,08-08-2019,16:00:00,1002.33,32.0,0.40,24.1,16.7,996.85,10.00,30.08,0.00,280
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,70,08-08-2019,16:00:00,1004.89,30.5,0.01,24.5,14.8,995.70,12.00,30.74,0.00,300
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,87,08-08-2019,16:00:00,1005.39,27.5,3.30,25.1,0.0,1004.13,8.00,31.80,0.90,000
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,80,08-08-2019,16:00:00,1004.28,29.3,1.60,25.5,0.0,1003.85,11.00,32.59,0.50,000
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,83,08-08-2019,16:00:00,1004.67,28.0,1.60,24.8,3.7,992.48,8.00,31.39,0.70,310
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,78,08-08-2019,16:00:00,1004.53,29.6,1.80,25.3,7.4,1003.83,10.00,32.34,0.00,290
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,62,08-08-2019,16:00:00,1004.84,31.0,0.10,22.8,7.4,1002.44,10.00,27.82,0.00,250
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,78,08-08-2019,16:00:00,1003.77,29.0,0.30,24.7,9.3,1003.26,10.00,31.13,0.30,270
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,67,08-08-2019,16:00:00,1003.78,29.7,0.30,22.8,7.4,998.69,14.00,27.80,0.00,260
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,88,08-08-2019,16:00:00,1003.71,28.0,1.00,25.7,0.0,1003.30,7.00,33.08,0.40,000
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,83,08-08-2019,16:00:00,1003.91,28.7,11.30,25.6,0.0,1001.16,8.00,32.79,0.00,000
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,84,08-08-2019,16:00:00,1004.51,26.8,6.50,23.9,0.0,1003.73,10.00,29.64,5.40,000
48501,TRAD,ตราด,ตราด,11.76667,102.88333,88,08-08-2019,16:00:00,1003.82,28.6,52.90,26.4,5.6,1003.36,7.00,34.32,1.70,250
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,89,08-08-2019,16:00:00,1005.31,27.4,6.50,25.4,7.4,1004.63,7.00,32.45,3.60,260
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,87,08-08-2019,16:00:00,1005.74,27.0,7.00,24.5,14.8,1004.21,8.00,30.83,1.80,270
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,88,08-08-2019,16:00:00,1006.87,28.0,1.00,25.9,5.6,1005.95,8.00,33.37,0.70,210
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,66,08-08-2019,16:00:00,1005.48,30.2,0.01,23.2,13.0,1004.80,10.00,28.48,0.00,280
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,67,08-08-2019,16:00:00,1006.31,31.0,0.00,24.1,7.4,1005.53,10.00,30.05,0.00,280
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,54,08-08-2019,16:00:00,1005.14,32.1,0.00,21.6,11.1,1004.52,10.00,25.82,0.00,290
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,61,08-08-2019,16:00:00,1005.29,33.2,0.01,24.5,7.4,1004.90,10.00,30.82,0.00,300
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,60,08-08-2019,16:00:00,1007.57,31.5,0.01,22.8,9.3,1003.42,6.00,27.68,0.00,280
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,60,08-08-2019,16:00:00,1005.21,32.0,0.00,23.3,0.0,1003.63,10.00,28.66,0.00,000
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,72,08-08-2019,16:00:00,1006.76,30.5,0.00,24.8,5.6,1003.33,8.00,31.31,0.00,270
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,55,08-08-2019,16:00:00,1006.64,33.0,0.00,22.9,11.1,1005.31,10.00,27.84,0.00,290
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,76,08-08-2019,16:00:00,1006.82,30.0,0.00,25.3,14.8,1005.94,10.00,32.30,0.00,250
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,65,08-08-2019,16:00:00,1006.42,30.6,0.00,23.2,5.6,1002.91,10.00,28.42,0.00,270
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,65,08-08-2019,16:00:00,1006.54,31.8,0.00,24.4,9.3,1006.12,10.00,30.53,0.00,290
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,69,08-08-2019,16:00:00,1006.51,31.6,0.00,25.1,13.0,1005.53,10.00,31.85,0.00,280
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,77,08-08-2019,16:00:00,1006.90,30.1,0.00,25.6,20.4,1006.09,10.00,32.79,0.00,270
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,61,08-08-2019,16:00:00,1006.37,32.0,0.00,23.7,11.1,1004.59,10.00,29.22,0.00,230
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,53,08-08-2019,16:00:00,1005.99,33.1,0.00,22.1,5.6,1005.25,11.00,26.64,0.00,280
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,53,08-08-2019,16:00:00,1006.27,32.6,0.00,21.9,22.2,1002.35,10.00,26.23,0.00,240
48570,SATUN,สตูล,สตูล,6.65000,100.08333,58,08-08-2019,16:00:00,1006.62,31.8,0.00,22.6,11.1,1005.95,10.00,27.43,0.00,250
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,51,08-08-2019,16:00:00,1006.54,32.7,0.00,21.3,11.1,1005.45,12.00,25.33,0.00,240
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,56,08-08-2019,16:00:00,1006.29,32.8,0.00,23.0,16.7,1003.43,12.00,28.00,0.00,270
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,67,08-08-2019,16:00:00,1005.17,31.5,0.00,24.5,5.6,1004.49,10.00,30.77,0.00,240
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,57,08-08-2019,16:00:00,1006.12,32.0,0.00,22.3,7.4,1002.07,8.00,27.00,0.00,270
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,54,08-08-2019,16:00:00,1005.96,32.8,0.00,22.1,5.6,1005.38,10.00,26.61,0.00,240
