WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindSpeed,Date,Time,DewPoint,AirTemperature,VaporPressure,Rainfall,WindDirection,RelativeHumidity,StationPressure,LandVisibility,MeanSeaLevelPressure,Rainfall24Hr
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,3.7,07-27-2019,22:00:00,24.3,27.0,30.29,0.00,270,85,984.73,12.00,1006.43,0.00
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,3.7,07-27-2019,22:00:00,24.8,28.1,31.31,0.00,280,82,986.64,12.00,1006.02,0.00
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,0.0,07-27-2019,22:00:00,25.6,27.7,32.76,0.00,000,88,990.16,11.00,1006.86,11.30
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,0.0,07-27-2019,22:00:00,25.5,26.5,32.63,0.00,000,94,989.80,10.00,1007.23,2.20
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,5.6,07-27-2019,22:00:00,22.9,27.3,27.90,0.00,300,77,981.05,11.00,1006.78,0.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.0,07-27-2019,22:00:00,24.3,24.9,30.40,0.00,000,97,1001.82,10.00,1007.66,0.30
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,0.0,07-27-2019,22:00:00,24.6,26.0,30.84,0.00,000,92,1001.26,10.00,1007.47,0.70
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.0,07-27-2019,22:00:00,22.8,26.5,27.77,0.00,000,80,991.74,8.00,1008.22,0.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,3.7,07-27-2019,22:00:00,22.9,25.1,27.88,0.00,240,88,984.67,10.00,1007.13,1.60
48376,TAK,ตาก,ตาก,16.87833,99.14333,5.6,07-27-2019,22:00:00,22.2,27.7,26.78,0.00,260,72,994.28,10.00,1008.66,0.00
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.0,07-27-2019,22:00:00,22.1,28.0,26.54,0.00,000,70,991.56,8.00,1007.90,0.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.0,07-27-2019,22:00:00,23.6,26.1,29.15,0.00,000,86,1002.56,10.00,1007.81,0.01
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.0,07-27-2019,22:00:00,23.0,26.2,28.01,0.00,000,82,993.51,10.00,1006.74,0.30
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.0,07-27-2019,22:00:00,24.6,26.6,30.89,0.00,000,89,998.43,11.00,1007.77,0.90
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,5.6,07-27-2019,22:00:00,23.1,29.1,28.29,0.00,280,70,985.29,10.00,1006.81,1.50
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.0,07-27-2019,22:00:00,24.9,26.8,31.55,0.00,000,90,990.42,10.00,1007.95,0.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,5.6,07-27-2019,22:00:00,24.4,28.0,30.56,0.00,210,81,990.30,12.00,1006.07,0.60
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.0,07-27-2019,22:00:00,23.4,29.6,28.69,0.00,000,69,987.12,9.00,1005.82,0.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.0,07-27-2019,22:00:00,21.9,25.3,26.19,0.00,000,81,957.84,6.00,1009.24,3.80
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.0,07-27-2019,22:00:00,25.1,26.5,31.79,0.00,000,92,1003.59,5.00,1007.56,5.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,14.8,07-27-2019,22:00:00,20.2,21.0,23.69,0.00,290,95,913.46,2.00,1008.88,2.80
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.0,07-27-2019,22:00:00,25.9,27.3,33.38,0.00,000,92,990.33,6.00,1006.29,3.80
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.0,07-27-2019,22:00:00,24.7,26.9,31.19,0.00,000,88,1003.90,9.00,1007.94,0.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.0,07-27-2019,22:00:00,22.1,26.9,26.66,0.00,000,75,998.23,8.00,1008.92,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.0,07-27-2019,22:00:00,23.1,28.4,28.33,0.00,000,73,1006.54,9.00,1008.46,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,7.4,07-27-2019,22:00:00,19.5,27.5,22.64,0.00,260,62,986.60,10.00,1007.43,0.01
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,0.0,07-27-2019,22:00:00,24.6,27.5,30.97,0.00,000,84,988.73,10.00,1006.35,0.10
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,7.4,07-27-2019,22:00:00,23.9,28.5,29.60,0.00,210,76,990.24,10.00,1006.30,0.10
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.0,07-27-2019,22:00:00,24.6,26.0,30.84,2.30,000,92,993.03,10.00,1007.11,2.30
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.0,07-27-2019,22:00:00,23.7,25.5,29.38,0.40,000,90,992.69,7.00,1007.60,0.40
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,3.7,07-27-2019,22:00:00,25.4,27.5,32.36,0.00,140,88,992.58,6.00,1007.23,0.50
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.0,07-27-2019,22:00:00,23.6,28.5,29.05,0.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",75,1004.60,10.00,1007.61,0.01
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.0,07-27-2019,22:00:00,23.6,26.5,29.08,0.00,000,84,999.78,7.00,1007.75,0.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,11.1,07-27-2019,22:00:00,22.3,29.5,26.89,0.00,220,65,1006.14,8.00,1007.24,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,3.7,07-27-2019,22:00:00,25.1,28.7,31.94,0.00,100,81,993.67,8.00,1008.30,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,5.6,07-27-2019,22:00:00,18.1,20.0,20.70,0.00,310,89,874.01,6.00,1009.06,17.60
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.0,07-27-2019,22:00:00,22.5,28.0,27.32,0.00,000,72,1002.28,10.00,1008.15,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.0,07-27-2019,22:00:00,24.2,30.4,30.26,0.00,000,70,1007.52,8.00,1008.31,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,5.6,07-27-2019,22:00:00,24.3,30.0,30.31,0.00,210,71,1006.94,10.00,1007.38,0.01
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.0,07-27-2019,22:00:00,23.3,25.5,28.59,0.00,000,88,998.11,5.00,1009.49,4.30
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.0,07-27-2019,22:00:00,21.7,30.0,25.94,0.00,000,61,1007.23,.00,1008.23,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,3.7,07-27-2019,22:00:00,22.0,29.8,26.37,0.00,340,63,1006.17,8.00,1007.98,0.10
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.0,07-27-2019,22:00:00,20.9,29.3,24.69,0.00,000,61,1007.50,5.00,1008.26,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,9.3,07-27-2019,22:00:00,24.5,29.5,30.72,0.00,220,75,1007.54,10.00,1008.24,0.01
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.0,07-27-2019,22:00:00,25.0,29.3,31.73,0.00,000,78,1007.30,7.00,1008.00,1.30
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.0,07-27-2019,22:00:00,22.0,29.7,26.46,0.00,000,63,986.92,10.00,1007.90,0.01
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.0,07-27-2019,22:00:00,23.7,27.8,29.36,0.00,000,79,990.77,8.00,1007.45,7.20
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,3.7,07-27-2019,22:00:00,23.1,26.0,28.18,0.00,250,84,991.59,6.00,1008.09,8.90
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.0,07-27-2019,22:00:00,20.9,29.0,24.68,0.00,000,62,986.18,10.00,1007.91,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,3.7,07-27-2019,22:00:00,20.7,25.0,24.45,0.00,090,77,965.60,10.00,1009.21,0.01
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,3.7,07-27-2019,22:00:00,20.1,28.5,23.56,0.00,240,61,987.21,10.00,1007.68,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,5.6,07-27-2019,22:00:00,25.1,27.5,31.80,0.00,220,87,988.33,9.00,1009.15,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,9.3,07-27-2019,22:00:00,24.7,30.1,31.07,0.00,240,73,1007.95,10.00,1008.38,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.0,07-27-2019,22:00:00,24.4,26.4,30.51,0.00,000,89,1006.79,8.00,1008.21,14.80
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.0,07-27-2019,22:00:00,24.4,26.3,30.59,0.00,000,89,1003.32,8.00,1008.27,3.50
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,5.6,07-27-2019,22:00:00,21.5,29.5,25.57,0.00,300,62,1005.29,10.00,1008.56,0.20
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,3.7,07-27-2019,22:00:00,24.2,29.5,30.16,0.00,250,73,1007.25,10.00,1008.35,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,7.4,07-27-2019,22:00:00,24.5,29.9,30.67,0.00,190,73,1008.16,10.00,1008.46,0.01
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.0,07-27-2019,22:00:00,24.0,29.8,29.91,0.00,000,71,1008.11,10.00,1008.59,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,16.7,07-27-2019,22:00:00,24.5,29.8,30.75,0.00,220,73,1006.99,10.00,1008.39,0.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,3.7,07-27-2019,22:00:00,24.1,27.0,30.02,0.00,180,84,1001.64,10.00,1009.66,0.20
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.0,07-27-2019,22:00:00,23.9,30.8,29.65,0.00,000,67,1007.81,10.00,1008.10,0.20
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.0,07-27-2019,22:00:00,24.7,29.0,31.13,0.00,000,78,1005.17,10.00,1008.28,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,5.6,07-27-2019,22:00:00,23.9,29.0,29.74,0.00,250,74,1001.58,10.00,1008.49,1.20
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.0,07-27-2019,22:00:00,23.0,28.0,28.12,0.00,000,74,1003.31,7.00,1008.90,0.01
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,3.7,07-27-2019,22:00:00,24.4,28.0,30.56,0.00,270,81,1007.75,10.00,1009.02,0.01
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.0,07-27-2019,22:00:00,26.0,30.1,33.67,0.00,000,79,1008.13,11.00,1008.56,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.0,07-27-2019,22:00:00,22.1,27.3,26.59,0.00,000,73,996.75,10.00,1009.02,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,11.1,07-27-2019,22:00:00,23.0,29.3,28.12,0.00,250,69,1007.86,10.00,1008.57,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,7.4,07-27-2019,22:00:00,24.7,29.1,31.05,0.00,180,77,1007.24,10.00,1009.66,1.40
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,9.3,07-27-2019,22:00:00,24.9,29.5,31.56,0.00,230,77,1008.77,10.00,1009.29,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.0,07-27-2019,22:00:00,23.9,28.7,29.71,0.00,000,75,1003.77,11.00,1008.90,0.20
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.0,07-27-2019,22:00:00,25.0,26.7,31.63,0.00,000,90,1008.97,7.00,1009.38,13.80
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.0,07-27-2019,22:00:00,25.2,26.2,32.04,0.00,000,94,1006.56,8.00,1009.34,10.40
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.0,07-27-2019,22:00:00,22.4,29.2,27.13,0.00,000,67,1008.28,10.00,1009.06,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,5.6,07-27-2019,22:00:00,24.6,26.2,30.94,0.00,060,91,1009.23,7.00,1009.70,0.20
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.0,07-27-2019,22:00:00,23.0,27.1,28.06,0.00,000,78,1009.59,10.00,1010.27,0.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.0,07-27-2019,22:00:00,24.6,26.0,30.84,0.00,000,92,1008.57,8.00,1010.11,0.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.0,07-27-2019,22:00:00,24.4,27.0,30.56,0.00,000,86,1009.72,10.00,1010.63,10.30
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.0,07-27-2019,22:00:00,23.5,25.7,28.95,0.00,000,88,1009.20,10.00,1009.89,26.80
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.0,07-27-2019,22:00:00,24.6,25.5,30.98,0.00,000,95,1009.51,8.00,1010.31,0.40
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,3.7,07-27-2019,22:00:00,25.3,26.4,32.15,0.00,200,93,1009.42,10.00,1010.06,18.50
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.0,07-27-2019,22:00:00,25.1,27.2,31.77,0.00,000,88,1009.94,10.00,1010.34,0.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.0,07-27-2019,22:00:00,23.7,25.5,29.38,0.00,000,90,1008.38,5.00,1012.64,2.30
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.0,07-27-2019,22:00:00,24.6,26.0,30.84,0.00,000,92,1008.65,10.00,1010.27,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.0,07-27-2019,22:00:00,25.0,26.3,31.68,0.00,000,93,1006.58,7.00,1010.08,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.0,07-27-2019,22:00:00,25.8,26.4,33.27,0.00,000,97,1007.41,10.00,1008.77,17.80
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.0,07-27-2019,22:00:00,23.8,26.0,29.50,0.00,000,88,1009.27,10.00,1010.16,0.80
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.0,07-27-2019,22:00:00,23.2,25.7,28.42,0.00,000,86,1006.97,10.00,1010.55,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.0,07-27-2019,22:00:00,24.5,28.4,30.78,0.00,000,80,1009.93,10.00,1010.37,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.0,07-27-2019,22:00:00,24.6,26.0,30.84,0.00,000,92,1008.74,10.00,1009.74,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,11.1,07-27-2019,22:00:00,23.5,28.9,29.00,0.00,240,73,1009.62,10.00,1010.43,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.0,07-27-2019,22:00:00,24.3,26.6,30.34,0.00,000,87,1008.57,10.00,1010.39,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.0,07-27-2019,22:00:00,23.9,27.4,29.69,0.00,000,81,1009.68,10.00,1010.43,0.50
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.0,07-27-2019,22:00:00,24.0,25.2,29.89,0.00,000,93,1006.89,10.00,1010.92,0.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.0,07-27-2019,22:00:00,25.1,26.4,31.88,0.00,000,93,1011.52,10.00,1012.21,1.50
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.0,07-27-2019,22:00:00,24.0,24.6,29.85,0.00,000,97,1009.24,10.00,1010.36,17.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.0,07-27-2019,22:00:00,24.0,25.5,29.91,0.00,000,92,1007.88,10.00,1010.82,0.00
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.0,07-27-2019,22:00:00,24.6,25.6,30.90,0.00,000,94,1010.27,8.00,1010.96,9.90
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.0,07-27-2019,22:00:00,22.7,24.5,27.60,0.00,000,90,1007.26,8.00,1011.43,0.00
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,3.7,07-27-2019,22:00:00,22.6,24.4,27.43,0.00,190,90,1010.26,8.00,1010.86,17.60
