WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,MinimumTemperature,Date,Time,MeanSeaLevelPressure,WindSpeed,WindDirection,VaporPressure,Rainfall,StationPressure,RelativeHumidity,LandVisibility,DewPoint,Rainfall24Hr,AirTemperature
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,21.9,09-28-2019,07:00:00,1014.52,0.0,000,23.91,0.00,998.22,84,7.00,20.4,0.00,23.3
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,24.7,09-28-2019,07:00:00,1014.59,0.0,000,30.15,0.00,1010.50,94,4.00,24.2,0.00,25.2
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,23.9,09-28-2019,07:00:00,1015.50,3.7,040,29.15,0.00,1004.65,95,5.00,23.6,0.00,24.5
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,25.0,09-28-2019,07:00:00,1014.93,3.7,350,29.91,0.00,1012.97,92,9.00,24.0,0.00,25.5
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,22.5,09-28-2019,07:00:00,1014.97,0.0,000,22.23,0.00,993.75,74,8.00,19.2,0.00,24.2
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,21.7,09-28-2019,07:00:00,1015.08,11.1,020,23.12,0.00,997.06,80,8.00,19.8,0.00,23.4
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,22.7,09-28-2019,07:00:00,1014.77,0.0,000,23.05,0.00,998.28,81,10.00,19.8,0.00,23.2
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,23.2,09-28-2019,07:00:00,1014.51,0.0,000,25.51,0.00,1000.25,84,10.00,21.4,0.00,24.3
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,23.0,09-28-2019,07:00:00,1014.94,0.0,000,25.27,0.00,999.85,85,9.00,21.3,0.00,24.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,23.5,09-28-2019,07:00:00,1014.39,5.6,040,27.36,0.00,999.51,87,10.00,22.6,0.00,24.8
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,24.0,09-28-2019,07:00:00,1013.97,0.0,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",30.23,0.00,1010.91,95,5.00,24.2,0.00,25.1
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,23.9,09-28-2019,07:00:00,1014.96,0.0,000,26.84,0.00,1006.88,87,10.00,22.3,0.00,24.5
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,23.5,09-28-2019,07:00:00,1014.01,0.0,000,28.64,0.00,1012.89,92,9.00,23.3,0.00,24.8
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,25.9,09-28-2019,07:00:00,1013.57,3.7,100,31.44,0.00,998.77,90,9.00,24.9,0.00,26.6
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,18.0,09-28-2019,07:00:00,1015.50,5.6,060,17.64,0.00,879.21,80,9.00,15.5,0.00,19.1
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,22.6,09-28-2019,07:00:00,1015.09,0.0,000,27.83,0.00,1009.10,96,7.00,22.9,0.00,23.6
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,25.7,09-28-2019,07:00:00,1013.97,9.3,360,26.74,0.00,1013.16,76,8.00,22.2,0.00,26.8
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,26.9,09-28-2019,07:00:00,1013.07,0.0,000,30.97,0.00,1012.62,84,8.00,24.6,0.00,27.5
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,22.7,09-28-2019,07:00:00,1014.61,0.0,000,26.83,0.00,1003.07,96,.50,22.2,0.00,23.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,24.8,09-28-2019,07:00:00,1014.34,3.7,350,28.85,0.00,1013.31,88,8.00,23.4,0.00,25.5
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,24.4,09-28-2019,07:00:00,1014.46,0.0,000,26.35,0.00,1012.61,83,7.00,22.0,0.00,25.1
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,25.3,09-28-2019,07:00:00,1014.03,0.0,000,28.33,0.00,1013.26,79,8.00,23.1,0.00,27.1
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,26.0,09-28-2019,07:00:00,1013.27,7.4,010,30.64,0.00,1012.56,86,8.00,24.4,0.00,26.9
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,25.5,09-28-2019,07:00:00,1013.79,0.0,000,27.54,0.00,1013.08,77,7.00,22.7,0.00,27.1
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,24.5,09-28-2019,07:00:00,1015.17,0.0,000,25.11,0.00,993.73,77,8.00,21.2,0.00,25.4
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,22.3,09-28-2019,07:00:00,1014.36,9.3,020,25.19,0.00,997.33,87,6.00,21.2,0.00,23.5
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,21.7,09-28-2019,07:00:00,1015.05,5.6,010,25.19,0.00,998.30,87,8.00,21.2,0.00,23.5
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,23.4,09-28-2019,07:00:00,1015.05,0.0,000,26.25,0.00,992.80,88,10.00,21.9,0.00,24.0
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,21.6,09-28-2019,07:00:00,1014.88,11.1,070,23.58,0.00,970.88,79,3.00,20.1,0.00,24.0
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,23.8,09-28-2019,07:00:00,1014.25,5.6,020,24.37,0.00,993.37,79,10.00,20.7,0.00,24.5
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,21.3,09-28-2019,07:00:00,1016.15,9.3,020,26.41,0.00,994.88,93,7.00,22.0,0.00,23.2
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,25.6,09-28-2019,07:00:00,1013.87,0.0,000,30.67,0.00,1013.43,90,8.00,24.5,0.00,26.2
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,25.0,09-28-2019,07:00:00,1013.46,0.0,000,28.83,0.00,1012.03,90,8.00,23.4,0.00,25.2
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,24.5,09-28-2019,07:00:00,1013.84,0.0,000,31.41,0.00,1008.85,97,7.00,24.9,15.00,25.3
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,23.2,09-28-2019,07:00:00,1014.24,0.0,000,28.33,0.00,1010.91,87,6.00,23.1,0.00,25.5
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,25.0,09-28-2019,07:00:00,1014.47,3.7,350,31.25,0.00,1013.36,96,8.00,24.8,0.00,25.5
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,26.8,09-28-2019,07:00:00,1013.62,0.0,000,30.15,0.00,1013.31,82,10.00,24.2,0.00,27.5
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,27.1,09-28-2019,07:00:00,1013.72,0.0,000,31.14,0.00,1013.03,86,10.00,24.7,0.01,27.3
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,27.0,09-28-2019,07:00:00,1013.63,0.0,000,31.05,0.00,1013.14,85,10.00,24.7,0.00,27.4
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,26.0,09-28-2019,07:00:00,1014.52,11.1,360,29.17,0.00,1013.10,85,7.00,23.6,0.01,26.4
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,28.5,09-28-2019,07:00:00,1013.33,11.1,030,31.13,0.00,1011.66,78,7.00,24.7,0.00,29.0
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,23.5,09-28-2019,07:00:00,1015.46,0.0,000,28.86,0.00,1007.31,97,10.00,23.5,0.00,23.9
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,25.8,09-28-2019,07:00:00,1013.09,5.6,080,31.94,0.00,1012.80,90,8.00,25.1,4.70,27.0
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,25.0,09-28-2019,07:00:00,1012.99,5.6,240,31.38,0.00,1009.84,88,10.00,24.8,14.30,27.0
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,25.0,09-28-2019,07:00:00,1013.17,0.0,000,31.00,0.00,1006.16,93,8.00,24.6,13.80,25.8
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,24.5,09-28-2019,07:00:00,1013.87,5.6,060,28.18,0.00,1008.21,84,10.00,23.1,18.00,26.0
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,26.0,09-28-2019,07:00:00,1014.10,13.0,030,28.67,0.00,1004.72,80,2.00,23.3,1.80,27.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,25.3,09-28-2019,07:00:00,1014.37,7.4,320,30.11,0.00,1013.09,90,5.00,24.2,4.50,25.9
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,25.5,09-28-2019,07:00:00,1013.04,11.1,020,31.65,3.20,1012.60,94,8.00,25.0,3.20,{'@attributes': {'Unit': 'celcius'}}
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,23.2,09-28-2019,07:00:00,1013.54,0.0,000,29.22,0.00,1001.09,97,8.00,23.7,13.20,24.1
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,25.6,09-28-2019,07:00:00,1013.02,0.0,000,31.11,0.00,1012.30,93,8.00,24.7,0.00,26.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,24.2,09-28-2019,07:00:00,1013.53,7.4,030,30.32,0.00,1011.06,96,6.00,24.3,3.10,25.0
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,24.9,09-28-2019,07:00:00,1012.84,5.6,040,30.25,0.00,1012.31,93,8.00,24.2,0.10,25.4
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,24.6,09-28-2019,07:00:00,1013.04,5.6,010,28.60,0.00,1007.84,86,10.00,23.3,1.40,25.8
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,25.0,09-28-2019,07:00:00,1012.81,0.0,000,29.58,0.00,1012.40,89,7.00,23.9,0.00,25.9
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,25.0,09-28-2019,07:00:00,1012.80,7.4,040,30.96,0.00,1009.99,97,8.00,24.6,0.00,25.2
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,22.9,09-28-2019,07:00:00,1013.30,0.0,000,29.42,0.00,1012.50,94,10.00,23.8,5.50,24.8
48501,TRAD,ตราด,ตราด,11.76667,102.88333,24.1,09-28-2019,07:00:00,1012.45,0.0,000,29.54,0.00,1011.99,92,7.00,23.8,0.00,25.3
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,23.0,09-28-2019,07:00:00,1012.92,3.7,300,27.66,0.00,1012.22,96,6.00,22.8,0.70,23.5
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.2,09-28-2019,07:00:00,1012.90,0.0,000,27.41,0.00,1011.35,96,8.00,22.6,4.60,23.2
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.0,09-28-2019,07:00:00,1012.94,7.4,040,28.03,0.00,1012.01,91,10.00,23.0,0.40,24.6
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,24.3,09-28-2019,07:00:00,1012.68,0.0,000,32.07,0.00,1011.98,98,9.00,25.2,1.00,25.5
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,23.9,09-28-2019,07:00:00,1012.56,0.0,000,28.61,0.00,1011.75,97,9.00,23.3,0.00,23.9
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,24.4,09-28-2019,07:00:00,1012.31,0.0,000,30.65,0.00,1011.67,99,10.00,24.4,2.40,24.6
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,24.0,09-28-2019,07:00:00,1012.22,0.0,000,29.49,0.00,1011.81,97,10.00,23.8,3.40,24.4
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,23.0,09-28-2019,07:00:00,1014.69,0.0,000,28.60,0.00,1010.40,98,5.00,23.3,0.01,23.6
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,22.6,09-28-2019,07:00:00,1012.05,0.0,000,28.53,0.00,1010.41,96,6.00,23.3,3.20,24.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,23.8,09-28-2019,07:00:00,1012.24,0.0,000,29.30,0.00,1008.71,98,.50,23.7,0.00,24.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,25.0,09-28-2019,07:00:00,1012.29,0.0,000,31.12,0.00,1010.92,98,9.00,24.7,0.00,25.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,23.7,09-28-2019,07:00:00,1011.65,0.0,000,30.75,0.00,1010.76,98,8.00,24.5,25.90,24.8
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,22.5,09-28-2019,07:00:00,1012.23,0.0,000,28.97,0.00,1008.62,95,10.00,23.5,0.00,24.4
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,25.5,09-28-2019,07:00:00,1011.68,0.0,000,32.20,0.00,1011.24,96,10.00,25.3,8.00,26.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,22.6,09-28-2019,07:00:00,1011.23,0.0,000,30.50,0.00,1010.23,96,10.00,24.4,0.01,25.1
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,25.3,09-28-2019,07:00:00,1012.01,9.3,060,30.38,0.00,1011.19,91,10.00,24.3,0.00,25.9
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,24.5,09-28-2019,07:00:00,1012.05,0.0,000,29.64,0.00,1010.22,91,9.00,23.9,0.00,25.5
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,24.7,09-28-2019,07:00:00,1012.29,3.7,240,29.91,6.20,1011.53,92,10.00,24.0,6.40,25.5
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,22.2,09-28-2019,07:00:00,1012.45,3.7,260,29.67,0.00,1008.40,97,9.00,23.9,0.60,24.5
48570,SATUN,สตูล,สตูล,6.65000,100.08333,24.0,09-28-2019,07:00:00,1012.82,0.0,000,29.79,0.00,1012.13,94,10.00,24.0,0.00,25.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,23.9,09-28-2019,07:00:00,1012.08,0.0,000,29.93,0.00,1010.95,97,10.00,24.1,0.60,24.5
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,22.1,09-28-2019,07:00:00,1012.15,0.0,000,29.12,0.00,1009.18,98,10.00,23.6,1.60,23.9
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,23.9,09-28-2019,07:00:00,1011.35,0.0,000,30.38,0.00,1010.66,98,8.00,24.3,35.40,24.6
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,23.3,09-28-2019,07:00:00,1012.89,5.6,230,28.43,0.00,1008.70,97,8.00,23.2,0.00,23.8
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,.0,09-28-2019,07:00:00,1011.85,3.7,210,28.55,1.00,1011.26,92,9.00,23.3,1.00,24.6
