WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48358,NAKHON PHANOM AGROMET.,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21,17.44306,104.77361,24.7,07-08-2019,01:00:00,24.0,0.0,989.70,0.00,1007.23,23.70,10.00,29.77,000,96
48360,NONG BUA LAM PHU,\u0e2b\u0e19\u0e2d\u0e07\u0e1a\u0e31\u0e27\u0e25\u0e33\u0e20\u0e39,\u0e2b\u0e19\u0e2d\u0e07\u0e1a\u0e31\u0e27\u0e25\u0e33\u0e20\u0e39,17.23250,102.42944,27.2,07-08-2019,01:00:00,24.0,0.0,979.84,0.00,1005.55,0.00,11.00,29.85,000,83
48372,SUKHOTHAI*,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,17.10611,99.80000,28.3,07-08-2019,01:00:00,23.8,0.0,1001.78,0.00,1007.55,1.70,10.00,29.49,000,77
48373,SI SAMRONG AGROMET.,\u0e28\u0e23\u0e35\u0e2a\u0e33\u0e42\u0e23\u0e07 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,17.16136,99.86167,28.8,07-08-2019,01:00:00,23.3,0.0,1000.26,0.00,1006.41,3.00,10.00,28.54,000,72
48374,LOM SAK,\u0e2b\u0e25\u0e48\u0e21\u0e2a\u0e31\u0e01,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,16.77361,101.24944,27.0,07-08-2019,01:00:00,23.8,0.0,991.87,0.00,1008.32,0.00,8.00,29.48,000,83
48375,MAE SOT,\u0e41\u0e21\u0e48\u0e2a\u0e2d\u0e14,\u0e15\u0e32\u0e01,16.65917,98.55083,25.0,07-08-2019,01:00:00,23.5,0.0,983.61,0.20,1006.05,5.30,8.00,29.00,000,92
48376,TAK,\u0e15\u0e32\u0e01,\u0e15\u0e32\u0e01,16.87833,99.14333,28.1,07-08-2019,01:00:00,23.1,7.4,994.09,0.00,1008.44,1.40,8.00,28.30,260,74
48377,BHUMIBOL DAM,\u0e40\u0e02\u0e37\u0e48\u0e2d\u0e19\u0e20\u0e39\u0e21\u0e34\u0e1e\u0e25,\u0e15\u0e32\u0e01,17.24389,99.00250,28.0,07-08-2019,01:00:00,22.1,0.0,991.74,0.00,1008.09,2.00,6.00,26.54,000,70
48378,PHITSANULOK,\u0e1e\u0e34\u0e29\u0e13\u0e38\u0e42\u0e25\u0e01,\u0e1e\u0e34\u0e29\u0e13\u0e38\u0e42\u0e25\u0e01,16.79481,100.27930,28.0,07-08-2019,01:00:00,25.4,0.0,1002.55,0.00,1007.77,0.00,10.00,32.52,000,86
48379,PHETCHABUN,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,16.43333,101.15000,27.2,07-08-2019,01:00:00,23.6,0.0,993.59,0.00,1006.77,0.00,10.00,29.04,000,81
48380,KAMPHAENG PHET,\u0e01\u0e33\u0e41\u0e1e\u0e07\u0e40\u0e1e\u0e0a\u0e23,\u0e01\u0e33\u0e41\u0e1e\u0e07\u0e40\u0e1e\u0e0a\u0e23,16.48681,99.52697,27.6,07-08-2019,01:00:00,24.4,0.0,998.31,0.00,1007.61,0.10,10.00,30.61,000,83
48381,KHON KAEN,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,16.46111,102.78972,27.7,07-08-2019,01:00:00,22.2,5.6,985.51,0.00,1007.14,0.00,10.00,26.78,210,72
48382,MAHASARAKHAM,\u0e21\u0e2b\u0e32\u0e2a\u0e32\u0e23\u0e04\u0e32\u0e21,\u0e21\u0e2b\u0e32\u0e2a\u0e32\u0e23\u0e04\u0e32\u0e21,16.24722,103.06805,29.0,07-08-2019,01:00:00,22.7,0.0,990.01,0.00,1007.40,0.00,10.00,27.56,000,69
48383,MUKDAHAN,\u0e21\u0e38\u0e01\u0e14\u0e32\u0e2b\u0e32\u0e23,\u0e21\u0e38\u0e01\u0e14\u0e32\u0e2b\u0e32\u0e23,16.54139,104.72889,27.0,07-08-2019,01:00:00,24.1,0.0,990.55,0.00,1006.37,0.00,10.00,30.02,000,84
48384,THA PHRA AGROMET.,\u0e17\u0e48\u0e32\u0e1e\u0e23\u0e30 \u0e2a\u0e01\u0e29.,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,16.33333,102.81667,28.0,07-08-2019,01:00:00,23.8,0.0,987.17,0.00,1005.97,0.00,8.00,29.46,000,78
48385,UMPHANG,\u0e2d\u0e38\u0e49\u0e21\u0e1c\u0e32\u0e07,\u0e15\u0e32\u0e01,16.02472,98.86444,23.5,07-08-2019,01:00:00,22.1,0.0,958.77,0.40,1010.53,11.40,6.00,26.66,000,92
48386,PICHIT AGROMET.,\u0e1e\u0e34\u0e08\u0e34\u0e15\u0e23 \u0e2a\u0e01\u0e29.,\u0e1e\u0e34\u0e08\u0e34\u0e15\u0e23,16.43806,100.29250,27.7,07-08-2019,01:00:00,25.3,5.6,1003.24,0.00,1007.19,0.00,7.00,32.20,170,87
48387,DOI MU SOE AGROMET.,\u0e14\u0e2d\u0e22\u0e21\u0e39\u0e40\u0e0b\u0e2d\u0e23\u0e4c \u0e2a\u0e01\u0e29.,\u0e15\u0e32\u0e01,16.75000,98.93333,21.6,07-08-2019,01:00:00,20.5,11.1,913.48,0.00,1008.70,4.00,2.50,24.12,190,94
48390,KALASIN,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,16.33250,103.58833,28.2,07-08-2019,01:00:00,22.8,3.7,990.94,0.00,1006.86,0.00,6.00,27.69,230,72
48400,NAKHON SAWAN,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c ,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.67183,100.13236,28.4,07-08-2019,01:00:00,24.5,3.7,1003.72,0.00,1007.74,0.00,10.00,30.78,110,80
48401,TAKFA AGROMET.,\u0e15\u0e32\u0e01\u0e1f\u0e49\u0e32 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.34944,100.53028,27.0,07-08-2019,01:00:00,24.3,0.0,998.11,0.00,1008.80,0.00,7.00,30.29,000,85
48402,CHAINAT AGROMET.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17 \u0e2a\u0e01\u0e29.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17,15.15000,100.18333,27.5,07-08-2019,01:00:00,23.1,5.6,1006.40,0.00,1008.33,0.40,9.00,28.26,190,77
48403,CHAIYAPHUM,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,15.80000,102.03333,27.5,07-08-2019,01:00:00,23.6,5.6,986.75,0.00,1007.58,0.00,10.00,29.06,270,79
48404,ROI ET AGROMET.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14 \u0e2a\u0e01\u0e29.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.07322,103.60844,28.6,07-08-2019,01:00:00,21.8,11.1,989.01,0.00,1006.57,0.00,10.00,26.04,220,67
48405,ROI ET,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.02000,103.74389,29.2,07-08-2019,01:00:00,22.4,7.4,990.37,0.00,1006.40,0.00,10.00,27.13,240,67
48407,UBON RATCHATHANI,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.25000,104.86667,27.9,07-08-2019,01:00:00,24.3,0.0,993.52,0.00,1007.51,0.00,10.00,30.37,000,81
48408,UBON RATCHATHANI AGROMET.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.23914,105.02350,27.0,07-08-2019,01:00:00,24.1,0.0,993.64,0.00,1008.49,0.00,7.00,30.02,000,84
48409,SI SAKET AGROMET.,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,15.00000,104.05000,28.0,07-08-2019,01:00:00,24.7,0.0,993.40,0.00,1008.04,0.00,6.00,31.11,000,82
48410,UTHAITHANI,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,15.37417,100.03889,28.0,07-08-2019,01:00:00,23.6,0.0,1004.62,0.00,1007.63,2.90,10.00,29.19,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",77
48413,WICHIAN BURI,\u0e27\u0e34\u0e40\u0e0a\u0e35\u0e22\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,15.65700,101.10800,27.5,07-08-2019,01:00:00,23.1,0.0,999.59,0.00,1007.54,0.00,7.00,28.26,000,77
48415,AYUTTHAYA,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,14.53472,100.72500,27.2,07-08-2019,01:00:00,25.2,5.6,1007.70,0.00,1008.81,0.00,8.00,32.05,210,89
48416,THA TUM,\u0e17\u0e48\u0e32\u0e15\u0e39\u0e21,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,15.31667,103.68333,27.2,07-08-2019,01:00:00,24.8,0.0,993.16,0.00,1007.85,0.00,8.00,31.22,000,87
48417,NAKORNNAYOK,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,{'@attributes': {'Unit': 'decimal degree'}},{'@attributes': {'Unit': 'decimal degree'}},19.5,07-08-2019,01:00:00,19.3,7.4,874.28,0.00,1009.62,0.00,.05,22.42,200,99
48418,BUA CHUM,\u0e1a\u0e31\u0e27\u0e0a\u0e38\u0e21  ,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,15.26667,101.18736,27.6,07-08-2019,01:00:00,24.3,3.7,1002.47,0.00,1008.34,0.00,10.00,30.34,160,82
48419,PATHUMTHANI,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35,14.10000,100.61667,28.0,07-08-2019,01:00:00,25.1,0.0,1007.90,0.00,1008.70,0.00,8.00,31.95,000,85
48420,Samut Prakarn,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23 \u0e2a\u0e01\u0e29.,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.51667,100.76167,29.4,07-08-2019,01:00:00,26.7,5.6,1008.39,0.00,1008.84,0.00,10.00,35.13,230,86
48421,THONG PHAPHUM,\u0e17\u0e2d\u0e07\u0e1c\u0e32\u0e20\u0e39\u0e21\u0e34,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.74222,98.63639,25.7,07-08-2019,01:00:00,24.7,0.0,998.35,0.00,1009.74,20.60,3.00,31.08,000,94
48425,SUPHAN BURI,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.47444,100.13889,27.5,07-08-2019,01:00:00,23.9,0.0,1007.39,0.00,1008.40,0.50,10.00,29.60,000,81
48426,LOP BURI,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,14.79972,100.64500,27.6,07-08-2019,01:00:00,23.1,0.0,1006.77,0.00,1008.59,0.01,7.00,28.18,000,76
48427,U THONG AGROMET.,\u0e2d\u0e39\u0e48\u0e17\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.30361,99.86472,26.4,07-08-2019,01:00:00,24.4,0.0,1007.93,0.00,1008.70,0.01,6.00,30.51,000,89
48429,SUVARNABHUMI AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e2a\u0e38\u0e27\u0e23\u0e23\u0e13\u0e20\u0e39\u0e21\u0e34,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.68639,100.76750,28.2,07-08-2019,01:00:00,26.1,7.4,1008.58,0.00,1009.28,0.00,10.00,33.78,210,88
48430,PRACHIN BURI,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,14.05842,101.36930,27.7,07-08-2019,01:00:00,25.7,0.0,1008.06,0.00,1008.76,0.00,7.00,33.05,000,89
48431,NAKHON RATCHASIMA,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.96830,102.08603,27.3,07-08-2019,01:00:00,23.2,3.7,987.28,0.00,1008.44,0.00,10.00,28.43,230,78
48432,SURIN,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.50000,27.5,07-08-2019,01:00:00,23.1,0.0,991.51,0.00,1008.22,0.00,7.00,28.26,000,77
48433,SURIN AGROMET.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.45000,27.2,07-08-2019,01:00:00,23.2,3.7,991.89,0.00,1008.33,0.00,6.00,28.51,220,79
48434,CHOK CHAI,\u0e42\u0e0a\u0e04\u0e0a\u0e31\u0e22,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.71889,102.16861,26.2,07-08-2019,01:00:00,23.0,0.0,986.61,0.00,1008.55,0.00,10.00,28.01,000,82
48435,PAKCHONG AGROMET.,\u0e1b\u0e32\u0e01\u0e0a\u0e48\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.64389,101.33194,26.4,07-08-2019,01:00:00,20.1,11.1,965.46,0.00,1008.86,0.00,10.00,23.55,240,68
48436,NANG RONG,\u0e19\u0e32\u0e07\u0e23\u0e2d\u0e07,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,14.58333,102.80000,27.0,07-08-2019,01:00:00,22.6,11.1,987.72,0.00,1008.31,0.00,10.00,27.36,210,77
48437,BURIRUM,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,15.22575,103.24808,27.3,07-08-2019,01:00:00,24.0,9.3,988.38,0.00,1009.22,0.00,8.00,29.77,220,82
48438,SAMUTSONGKRAM,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,13.40778,100.03222,28.5,07-08-2019,01:00:00,24.8,3.7,1008.65,0.00,1009.08,0.00,10.00,31.26,290,80
48439,KABIN BURI,\u0e01\u0e1a\u0e34\u0e19\u0e17\u0e23\u0e4c\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,13.98333,101.70722,26.5,07-08-2019,01:00:00,25.2,0.0,1007.66,0.00,1009.08,0.00,6.00,32.07,000,93
48440,SA KAEW,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.78889,102.03472,26.1,07-08-2019,01:00:00,25.5,0.0,1004.11,0.00,1009.07,0.00,7.00,32.68,000,97
48450,KANCHANA BURI,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.02250,99.53583,27.3,07-08-2019,01:00:00,24.6,3.7,1006.02,0.00,1009.31,5.70,10.00,30.86,210,85
48451,NAKHONPATHOM,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,14.01167,99.97000,27.0,07-08-2019,01:00:00,24.8,0.0,1008.02,0.00,1009.13,1.60,10.00,31.38,000,88
48453,BANG NA AGROMET.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e2f \u0e1a\u0e32\u0e07\u0e19\u0e32 \u0e2a\u0e01\u0e29.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.66639,100.60611,29.2,07-08-2019,01:00:00,26.8,0.0,1008.81,0.00,1009.11,0.00,10.00,35.30,000,87
48455,BANGKOK METROPOLIS,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.72639,100.56000,28.6,07-08-2019,01:00:00,24.1,0.0,1008.42,0.00,1008.91,0.10,10.00,30.07,000,77
48456,DON MUANG AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e14\u0e2d\u0e19\u0e40\u0e21\u0e37\u0e2d\u0e07,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.91917,100.60500,28.4,07-08-2019,01:00:00,25.9,0.0,1007.64,0.00,1009.05,0.01,10.00,33.33,000,86
48458,CHACHOENGSAO,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,13.51556,101.45833,26.0,07-08-2019,01:00:00,24.7,0.0,1003.03,0.00,1011.10,0.00,10.00,31.11,000,93
