WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,DewPoint,Date,Time,WindDirection,Rainfall24Hr,StationPressure,Rainfall,MeanSeaLevelPressure,RelativeHumidity,WindSpeed,MinimumTemperature,LandVisibility,AirTemperature,VaporPressure
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,23.0,10-03-2019,07:00:00,000,0.00,980.58,0.00,1010.66,96,0.0,23.0,1.00,23.7,28.01
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,24.6,10-03-2019,07:00:00,000,0.00,1003.13,0.00,1010.46,88,0.0,26.5,7.00,26.8,31.00
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,24.2,10-03-2019,07:00:00,120,0.00,990.85,0.00,1010.82,86,9.3,26.6,3.00,26.8,30.18
48353,LOEI,เลย,เลย,17.45000,101.73333,22.5,10-03-2019,07:00:00,000,0.00,982.19,0.00,1011.21,91,0.0,23.5,2.00,24.0,27.25
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,23.9,10-03-2019,07:00:00,000,0.00,990.76,0.00,1011.05,87,0.0,25.3,7.00,26.2,29.60
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,23.5,10-03-2019,07:00:00,000,0.00,990.11,0.00,1012.11,95,0.0,23.5,6.00,24.4,28.97
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,23.4,10-03-2019,07:00:00,180,0.00,991.57,0.00,1011.17,84,5.6,24.3,7.00,26.3,28.72
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,22.3,10-03-2019,07:00:00,060,0.00,995.09,0.00,1011.96,80,1.9,24.7,5.00,26.0,26.88
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,24.0,10-03-2019,07:00:00,000,0.00,994.54,0.00,1012.14,94,0.0,22.8,5.00,25.0,29.79
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,23.5,10-03-2019,07:00:00,000,0.00,983.99,0.00,1010.00,92,0.0,24.6,6.00,25.0,29.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,27.1,10-03-2019,07:00:00,000,0.00,1004.33,0.00,1010.13,99,0.0,26.3,2.00,27.2,35.76
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,25.9,10-03-2019,07:00:00,000,0.00,1004.30,0.00,1010.53,98,0.0,25.8,5.00,26.2,33.43
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,23.9,10-03-2019,07:00:00,000,0.00,994.69,0.00,1011.29,92,0.0,24.5,9.00,25.2,29.62
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,22.6,10-03-2019,07:00:00,000,0.00,987.13,0.00,1009.71,91,0.0,23.4,8.00,24.2,27.34
48376,TAK,ตาก,ตาก,16.87833,99.14333,23.5,10-03-2019,07:00:00,000,0.00,996.47,0.00,1010.98,88,0.0,25.0,10.00,25.6,29.03
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,22.8,10-03-2019,07:00:00,000,0.00,994.00,0.00,1010.55,88,0.0,24.5,8.00,25.0,27.70
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,24.5,10-03-2019,07:00:00,000,0.00,1005.87,0.00,1011.14,91,0.0,25.4,6.00,26.1,30.76
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,24.1,10-03-2019,07:00:00,000,0.00,996.38,0.00,1009.68,93,0.0,25.0,8.00,25.3,30.07
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,24.6,10-03-2019,07:00:00,000,0.00,1001.11,0.00,1010.51,93,0.0,25.3,8.00,25.8,31.00
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,23.7,10-03-2019,07:00:00,090,0.00,989.05,0.00,1010.96,92,7.4,24.6,3.00,25.0,29.26
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,25.1,10-03-2019,07:00:00,000,0.00,993.76,0.00,1011.37,93,0.0,25.1,4.00,26.3,31.96
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,23.2,10-03-2019,07:00:00,000,0.00,995.01,0.00,1010.98,86,0.0,24.0,10.00,25.7,28.42
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,24.4,10-03-2019,07:00:00,000,0.00,991.05,0.00,1010.11,97,0.0,24.4,5.00,25.0,30.58
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,20.6,10-03-2019,07:00:00,000,0.00,961.12,0.00,1013.33,94,0.0,21.0,6.00,21.7,24.28
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,24.6,10-03-2019,07:00:00,090,0.00,1006.25,0.00,1010.23,92,3.7,25.3,3.00,26.0,30.84
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,19.7,10-03-2019,07:00:00,000,0.00,915.99,0.00,1011.84,95,0.0,20.0,.80,20.5,22.95
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,25.6,10-03-2019,07:00:00,000,0.00,994.82,0.00,1010.93,98,0.0,24.8,7.00,25.9,32.84
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,24.7,10-03-2019,07:00:00,000,0.00,1005.86,0.00,1009.93,95,0.0,25.3,3.00,25.6,31.17
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,25.8,10-03-2019,07:00:00,000,21.70,1000.51,0.00,1011.24,97,0.0,25.3,4.00,26.4,33.27
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,26.0,10-03-2019,07:00:00,000,0.00,1008.68,0.00,1010.61,94,0.0,26.5,2.00,27.0,33.62
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,23.7,10-03-2019,07:00:00,000,0.00,989.83,0.00,1010.87,90,0.0,24.9,7.00,25.5,29.38
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,25.3,10-03-2019,07:00:00,000,0.00,993.33,0.00,1011.12,96,0.0,24.3,6.00,26.0,32.20
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,25.9,10-03-2019,07:00:00,000,0.00,994.45,0.00,1010.69,97,0.0,26.1,8.00,26.5,33.47
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,24.9,10-03-2019,07:00:00,000,0.00,996.92,0.00,1011.03,90,0.0,26.0,5.00,26.6,31.44
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,24.3,10-03-2019,07:00:00,000,0.00,996.83,0.00,1011.82,94,0.0,24.6,5.00,25.3,30.34
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,25.4,10-03-2019,07:00:00,000,0.00,997.39,0.00,1012.17,95,0.0,25.0,6.00,26.3,32.51
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,24.8,10-03-2019,07:00:00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",0.00,1007.15,0.00,1010.19,92,0.0,25.3,3.00,26.2,31.22
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,24.3,10-03-2019,07:00:00,000,0.00,1002.62,0.00,1010.61,87,0.0,26.0,10.00,26.6,30.34
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,25.6,10-03-2019,07:00:00,110,0.00,1009.29,0.00,1010.40,92,5.6,26.2,8.00,27.0,32.77
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,24.7,10-03-2019,07:00:00,110,0.00,993.95,0.00,1008.63,84,3.7,25.9,9.00,27.7,31.08
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,18.9,10-03-2019,07:00:00,000,23.00,876.67,0.00,1012.37,96,0.0,18.6,6.00,19.5,21.76
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,25.1,10-03-2019,07:00:00,000,0.00,1004.89,0.00,1010.82,97,0.0,24.5,4.00,25.7,31.90
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,25.7,10-03-2019,07:00:00,100,0.20,1009.47,0.00,1010.28,94,5.6,26.0,7.00,26.7,33.02
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,24.4,10-03-2019,07:00:00,230,0.00,1009.72,0.00,1010.17,79,7.4,28.0,10.00,28.4,30.51
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,23.8,10-03-2019,07:00:00,000,0.00,999.83,0.00,1011.27,96,0.0,24.2,4.00,24.5,29.41
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,26.2,10-03-2019,07:00:00,000,0.00,1009.23,0.00,1010.24,90,0.0,27.2,5.00,28.0,33.94
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,25.4,10-03-2019,07:00:00,000,0.00,1008.60,0.00,1010.43,88,0.0,27.0,7.00,27.5,32.36
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,25.6,10-03-2019,07:00:00,000,0.00,1009.18,0.00,1009.95,96,0.0,25.1,8.00,26.3,32.79
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,25.9,10-03-2019,07:00:00,110,0.00,1009.94,0.00,1010.64,91,9.3,27.2,5.00,27.5,33.50
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,25.7,10-03-2019,07:00:00,000,0.00,1009.87,0.00,1010.57,87,0.0,27.3,7.00,28.1,33.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,23.5,10-03-2019,07:00:00,000,0.00,989.72,0.00,1011.09,92,0.0,24.4,7.00,25.0,29.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,25.0,10-03-2019,07:00:00,000,0.01,994.34,0.00,1011.20,96,0.0,24.0,4.00,25.7,31.63
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,24.6,10-03-2019,07:00:00,000,0.00,995.44,0.00,1012.06,97,0.0,23.5,9.00,25.0,30.85
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,24.1,10-03-2019,07:00:00,000,0.00,988.83,0.00,1010.91,95,0.0,24.7,4.00,25.0,30.05
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,23.2,10-03-2019,07:00:00,070,0.60,967.77,0.00,1011.69,97,7.4,22.3,.50,23.6,28.34
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,24.3,10-03-2019,07:00:00,000,0.00,990.30,0.00,1011.06,95,0.0,24.3,6.00,25.2,30.42
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,25.7,10-03-2019,07:00:00,210,0.00,991.67,0.00,1012.69,100,7.4,24.1,4.00,25.7,33.01
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,25.1,10-03-2019,07:00:00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",0.01,1009.78,0.01,1010.21,82,0.0,27.0,10.00,28.5,31.82
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,25.8,10-03-2019,07:00:00,000,0.20,1009.38,0.00,1010.80,96,0.0,26.2,8.00,26.5,33.19
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,25.5,10-03-2019,07:00:00,000,4.70,1005.95,0.00,1010.92,98,0.0,25.2,7.00,25.8,32.65
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,23.9,10-03-2019,07:00:00,000,0.00,1007.13,0.00,1010.43,80,0.0,24.7,10.00,27.7,29.71
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,25.7,10-03-2019,07:00:00,000,0.00,1009.31,0.00,1010.42,98,0.0,25.4,10.00,26.0,33.04
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,24.4,10-03-2019,07:00:00,000,0.00,1010.11,0.00,1010.41,82,0.0,27.3,10.00,27.9,30.64
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,24.2,10-03-2019,07:00:00,000,0.00,1009.58,0.00,1010.27,81,0.0,27.0,8.00,27.7,30.26
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,23.9,10-03-2019,07:00:00,000,0.00,1009.73,0.00,1010.22,81,0.0,27.2,7.00,27.4,29.69
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,26.4,10-03-2019,07:00:00,160,0.01,1009.27,0.00,1010.68,97,7.4,26.8,5.00,27.0,34.48
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,25.5,10-03-2019,07:00:00,220,0.00,1008.89,0.00,1010.57,83,13.0,27.2,9.00,28.8,32.71
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,24.1,10-03-2019,07:00:00,000,0.00,1004.82,0.00,1012.94,97,0.0,24.5,10.00,24.5,29.93
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,26.3,10-03-2019,07:00:00,140,18.20,1010.50,0.00,1010.78,96,5.6,26.0,4.00,27.0,34.19
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,25.8,10-03-2019,07:00:00,000,0.00,1007.51,0.00,1010.65,90,0.0,26.0,10.00,27.5,33.21
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,25.8,10-03-2019,07:00:00,000,0.01,1003.57,0.00,1010.53,94,0.0,26.4,8.00,26.9,33.14
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,24.6,10-03-2019,07:00:00,000,1.30,1006.29,0.00,1011.94,93,0.0,25.6,7.00,25.8,31.00
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,25.7,10-03-2019,07:00:00,130,0.50,1002.39,0.00,1011.74,93,9.3,25.9,2.00,27.0,33.06
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,25.2,10-03-2019,07:00:00,000,0.00,1010.17,0.00,1011.44,95,0.0,25.7,8.00,26.1,32.12
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,23.7,10-03-2019,07:00:00,210,0.00,1009.96,0.00,1010.39,85,3.7,25.6,11.00,26.5,29.35
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,23.1,10-03-2019,07:00:00,190,0.00,998.57,0.00,1011.00,95,3.7,23.0,8.00,24.0,28.27
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,23.7,10-03-2019,07:00:00,240,0.00,1009.88,0.00,1010.60,86,7.4,25.8,10.00,26.3,29.25
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,25.2,10-03-2019,07:00:00,360,0.20,1008.64,0.20,1011.09,94,5.6,26.0,7.00,26.2,32.04
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,25.8,10-03-2019,07:00:00,000,0.00,1010.14,0.00,1010.65,85,0.0,27.6,9.00,28.5,33.24
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,25.5,10-03-2019,07:00:00,000,76.30,1005.54,0.00,1010.72,93,0.0,26.1,10.00,26.6,32.54
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,24.9,10-03-2019,07:00:00,000,0.00,1010.79,0.00,1011.20,92,0.0,25.6,8.00,26.3,31.41
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,24.7,10-03-2019,07:00:00,000,0.00,1008.42,0.00,1011.21,95,0.0,25.3,8.00,25.6,31.17
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,23.6,10-03-2019,07:00:00,310,0.00,1010.37,0.00,1011.17,92,3.7,24.5,10.00,25.1,29.18
48501,TRAD,ตราด,ตราด,11.76667,102.88333,24.3,10-03-2019,07:00:00,060,22.40,1010.52,0.00,1010.98,90,7.4,24.2,7.00,26.0,30.30
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,24.0,10-03-2019,07:00:00,000,0.01,1010.39,0.00,1011.08,95,0.0,24.3,7.00,24.9,29.87
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.0,10-03-2019,07:00:00,000,0.20,1009.62,0.00,1011.17,97,0.0,23.2,8.00,23.5,28.17
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,22.9,10-03-2019,07:00:00,000,0.10,1010.95,0.00,1011.87,90,0.0,24.6,10.00,24.7,27.95
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,24.2,10-03-2019,07:00:00,000,0.00,1010.08,0.00,1010.77,86,0.0,25.0,10.00,26.8,30.18
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,23.3,10-03-2019,07:00:00,000,0.00,1010.97,0.00,1011.78,97,0.0,23.5,7.00,23.7,28.52
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,23.3,10-03-2019,07:00:00,000,0.00,1010.07,0.00,1010.71,96,0.0,23.4,10.00,24.0,28.53
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,23.1,10-03-2019,07:00:00,000,0.00,1010.83,0.00,1011.24,96,0.0,23.2,10.00,23.7,28.26
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,22.5,10-03-2019,07:00:00,000,0.90,1008.70,0.00,1012.99,98,0.0,22.5,7.00,22.8,27.24
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,22.7,10-03-2019,07:00:00,000,0.80,1010.13,0.20,1011.77,98,0.0,22.8,3.00,23.0,27.57
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,22.3,10-03-2019,07:00:00,000,0.30,1008.24,0.00,1011.78,97,0.0,22.6,6.00,22.8,26.99
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,23.2,10-03-2019,07:00:00,000,0.00,1009.92,0.00,1011.29,93,0.0,23.2,10.00,24.4,28.45
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,23.9,10-03-2019,07:00:00,000,2.40,1010.06,0.00,1010.96,98,0.0,24.0,10.00,24.2,29.66
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,23.5,10-03-2019,07:00:00,000,5.90,1008.34,0.00,1011.96,100,0.0,22.6,.20,23.5,28.94
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,23.9,10-03-2019,07:00:00,000,3.20,1010.94,0.00,1011.38,91,0.0,24.9,10.00,25.5,29.64
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,24.0,10-03-2019,07:00:00,000,8.40,1009.90,0.40,1010.91,96,0.0,22.1,10.00,24.7,29.77
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,24.7,10-03-2019,07:00:00,090,0.40,1010.88,0.00,1011.70,92,5.6,24.0,10.00,26.1,31.03
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,23.2,10-03-2019,07:00:00,000,2.70,1010.09,0.00,1011.93,100,0.0,22.7,.30,23.2,28.42
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,22.9,10-03-2019,07:00:00,250,0.00,1010.71,0.00,1011.47,86,1.9,24.4,10.00,25.4,27.89
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,22.4,10-03-2019,07:00:00,000,5.60,1007.67,0.00,1011.74,97,0.0,21.0,10.00,22.9,27.16
48570,SATUN,สตูล,สตูล,6.65000,100.08333,22.9,10-03-2019,07:00:00,000,20.40,1010.71,0.00,1011.41,94,0.0,22.4,10.00,23.9,27.84
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,22.8,10-03-2019,07:00:00,000,73.20,1010.12,0.00,1011.25,98,0.0,22.7,8.00,23.1,27.74
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,23.4,10-03-2019,07:00:00,000,0.80,1008.82,0.00,1011.78,98,0.0,22.6,.60,23.7,28.77
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,23.4,10-03-2019,07:00:00,000,0.00,1010.49,0.00,1011.19,97,0.0,23.5,10.00,24.0,28.78
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,22.4,10-03-2019,07:00:00,000,38.70,1007.81,0.00,1012.01,96,0.0,22.3,.40,23.0,27.07
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,21.7,10-03-2019,07:00:00,000,0.00,1011.09,0.00,1011.68,87,0.0,.0,9.00,24.0,26.01
