WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48390,KALASIN,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,16.33250,103.58833,27.2,07-08-2019,04:00:00,23.2,0.0,990.71,0.00,1006.68,0.00,6.00,28.51,000,79
48400,NAKHON SAWAN,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c ,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.67183,100.13236,27.7,07-08-2019,04:00:00,24.2,9.3,1003.30,0.00,1007.33,0.00,10.00,30.26,180,81
48401,TAKFA AGROMET.,\u0e15\u0e32\u0e01\u0e1f\u0e49\u0e32 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.34944,100.53028,26.0,07-08-2019,04:00:00,23.4,0.0,998.08,0.00,1008.81,0.00,7.00,28.70,000,85
48402,CHAINAT AGROMET.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17 \u0e2a\u0e01\u0e29.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17,15.15000,100.18333,27.0,07-08-2019,04:00:00,21.8,5.6,1006.34,0.00,1008.28,0.40,9.00,26.06,180,73
48403,CHAIYAPHUM,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,15.80000,102.03333,26.7,07-08-2019,04:00:00,22.7,7.4,985.98,0.00,1006.85,0.00,10.00,27.60,200,79
48404,ROI ET AGROMET.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14 \u0e2a\u0e01\u0e29.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.07322,103.60844,27.5,07-08-2019,04:00:00,22.8,0.0,988.99,0.00,1006.61,0.00,10.00,27.73,000,76
48405,ROI ET,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.02000,103.74389,28.0,07-08-2019,04:00:00,23.6,7.4,990.24,0.00,1006.33,0.00,10.00,29.19,210,77
48407,UBON RATCHATHANI,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.25000,104.86667,27.3,07-08-2019,04:00:00,23.7,3.7,993.12,0.00,1007.14,0.00,10.00,29.23,190,81
48408,UBON RATCHATHANI AGROMET.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.23914,105.02350,26.0,07-08-2019,04:00:00,24.1,0.0,992.94,0.00,1007.82,0.00,7.00,30.03,000,89
48409,SI SAKET AGROMET.,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,15.00000,104.05000,27.0,07-08-2019,04:00:00,23.3,3.7,992.91,0.00,1007.59,0.00,6.00,28.67,240,80
48410,UTHAITHANI,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,15.37417,100.03889,27.3,07-08-2019,04:00:00,23.2,0.0,1004.27,0.00,1007.29,2.90,10.00,28.43,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",78
48413,WICHIAN BURI,\u0e27\u0e34\u0e40\u0e0a\u0e35\u0e22\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,15.65700,101.10800,27.0,07-08-2019,04:00:00,23.5,0.0,999.47,0.00,1007.42,0.00,7.00,28.94,000,81
48415,AYUTTHAYA,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,14.53472,100.72500,27.0,07-08-2019,04:00:00,24.1,7.4,1007.00,0.00,1008.11,0.00,8.00,30.02,210,84
48416,THA TUM,\u0e17\u0e48\u0e32\u0e15\u0e39\u0e21,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,15.31667,103.68333,26.3,07-08-2019,04:00:00,23.7,0.0,992.28,0.00,1006.99,0.00,8.00,29.25,000,86
48417,NAKORNNAYOK,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,{'@attributes': {'Unit': 'decimal degree'}},{'@attributes': {'Unit': 'decimal degree'}},19.9,07-08-2019,04:00:00,19.7,11.1,873.53,0.00,1008.55,0.00,.05,22.99,210,99
48418,BUA CHUM,\u0e1a\u0e31\u0e27\u0e0a\u0e38\u0e21  ,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,15.26667,101.18736,26.6,07-08-2019,04:00:00,23.7,3.7,1002.16,0.00,1008.05,0.00,10.00,29.27,220,84
48419,PATHUMTHANI,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35,14.10000,100.61667,27.0,07-08-2019,04:00:00,24.8,3.7,1007.58,0.00,1008.38,0.00,8.00,31.38,240,88
48420,Samut Prakarn,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23 \u0e2a\u0e01\u0e29.,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.51667,100.76167,29.1,07-08-2019,04:00:00,25.4,5.6,1007.60,0.00,1008.04,0.00,10.00,32.46,230,81
48421,THONG PHAPHUM,\u0e17\u0e2d\u0e07\u0e1c\u0e32\u0e20\u0e39\u0e21\u0e34,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.74222,98.63639,25.2,07-08-2019,04:00:00,24.5,0.0,997.35,0.00,1008.74,6.10,3.00,30.69,000,96
48425,SUPHAN BURI,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.47444,100.13889,27.1,07-08-2019,04:00:00,24.4,0.0,1007.42,0.00,1008.43,0.50,10.00,30.48,000,85
48426,LOP BURI,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,14.79972,100.64500,27.0,07-08-2019,04:00:00,24.1,0.0,1006.22,0.00,1008.04,0.01,7.00,30.02,000,84
48427,U THONG AGROMET.,\u0e2d\u0e39\u0e48\u0e17\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.30361,99.86472,25.6,07-08-2019,04:00:00,24.4,0.0,1007.37,0.00,1008.14,0.01,5.00,30.63,000,93
48429,SUVARNABHUMI AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e2a\u0e38\u0e27\u0e23\u0e23\u0e13\u0e20\u0e39\u0e21\u0e34,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.68639,100.76750,27.5,07-08-2019,04:00:00,25.5,9.3,1007.70,0.00,1008.41,0.00,10.00,32.64,250,89
48430,PRACHIN BURI,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,14.05842,101.36930,27.5,07-08-2019,04:00:00,25.9,0.0,1007.51,0.00,1008.22,0.00,7.00,33.50,000,91
48431,NAKHON RATCHASIMA,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.96830,102.08603,27.0,07-08-2019,04:00:00,22.4,0.0,986.36,0.00,1007.52,0.00,10.00,27.10,000,76
48432,SURIN,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.50000,26.5,07-08-2019,04:00:00,23.1,5.6,991.00,0.00,1007.76,0.00,6.00,28.29,200,82
48433,SURIN AGROMET.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.45000,26.0,07-08-2019,04:00:00,23.1,1.9,991.58,0.00,1008.08,0.00,6.00,28.18,200,84
48434,CHOK CHAI,\u0e42\u0e0a\u0e04\u0e0a\u0e31\u0e22,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.71889,102.16861,26.0,07-08-2019,04:00:00,23.2,0.0,985.67,0.00,1007.61,0.00,10.00,28.44,000,85
48435,PAKCHONG AGROMET.,\u0e1b\u0e32\u0e01\u0e0a\u0e48\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.64389,101.33194,26.0,07-08-2019,04:00:00,20.0,18.5,964.62,0.00,1008.04,0.00,10.00,23.38,210,70
48436,NANG RONG,\u0e19\u0e32\u0e07\u0e23\u0e2d\u0e07,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,14.58333,102.80000,25.3,07-08-2019,04:00:00,22.9,3.7,987.11,0.00,1007.80,0.00,10.00,27.97,210,87
48437,BURIRUM,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,15.22575,103.24808,26.5,07-08-2019,04:00:00,23.6,9.3,988.29,0.00,1009.19,0.00,8.00,29.08,230,84
48438,SAMUTSONGKRAM,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,13.40778,100.03222,28.4,07-08-2019,04:00:00,23.9,7.4,1008.13,0.00,1008.56,0.00,10.00,29.68,230,77
48439,KABIN BURI,\u0e01\u0e1a\u0e34\u0e19\u0e17\u0e23\u0e4c\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,13.98333,101.70722,26.6,07-08-2019,04:00:00,25.5,0.0,1006.76,0.00,1008.18,0.00,6.00,32.54,000,93
48440,SA KAEW,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.78889,102.03472,25.6,07-08-2019,04:00:00,25.4,0.0,1003.70,0.00,1008.66,0.00,7.00,32.53,000,99
48450,KANCHANA BURI,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.02250,99.53583,26.7,07-08-2019,04:00:00,23.6,0.0,1005.18,0.00,1008.48,5.70,10.00,29.19,000,83
48451,NAKHONPATHOM,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,14.01167,99.97000,26.1,07-08-2019,04:00:00,24.4,0.0,1007.08,0.00,1008.19,1.60,10.00,30.48,000,90
48453,BANG NA AGROMET.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e2f \u0e1a\u0e32\u0e07\u0e19\u0e32 \u0e2a\u0e01\u0e29.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.66639,100.60611,28.5,07-08-2019,04:00:00,26.0,3.7,1007.90,0.00,1008.19,0.00,10.00,33.53,210,86
48455,BANGKOK METROPOLIS,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.72639,100.56000,28.1,07-08-2019,04:00:00,23.9,3.7,1007.93,0.00,1008.41,0.10,10.00,29.65,200,78
48456,DON MUANG AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e14\u0e2d\u0e19\u0e40\u0e21\u0e37\u0e2d\u0e07,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.91917,100.60500,28.5,07-08-2019,04:00:00,25.1,9.3,1007.59,0.00,1008.99,0.01,10.00,31.82,240,82
48458,CHACHOENGSAO,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,13.51556,101.45833,25.9,07-08-2019,04:00:00,25.0,0.0,1002.44,0.00,1010.50,0.00,10.00,31.74,000,95
48459,CHON BURI,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.36667,100.98333,28.3,07-08-2019,04:00:00,25.8,0.0,1008.07,0.00,1008.35,0.00,10.00,33.12,000,86
