WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindSpeed,Date,Time,Rainfall24Hr,MeanSeaLevelPressure,Rainfall,StationPressure,LandVisibility,WindDirection,RelativeHumidity,VaporPressure,MinimumTemperature,AirTemperature,DewPoint
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.0,10-18-2019,07:00:00,0.00,1013.44,0.00,1008.15,10.00,000,92,28.82,23.7,24.9,23.4
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.0,10-18-2019,07:00:00,0.00,1012.21,0.00,998.84,10.00,000,85,26.09,23.5,24.5,21.8
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.0,10-18-2019,07:00:00,0.00,1013.11,0.00,1003.67,12.00,000,92,28.90,24.1,24.8,23.5
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,3.7,10-18-2019,07:00:00,0.00,1014.33,0.00,992.23,6.00,350,85,24.55,23.0,23.4,20.8
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.0,10-18-2019,07:00:00,0.00,1014.14,0.00,996.32,8.00,000,91,26.42,22.5,23.5,22.0
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,3.7,10-18-2019,07:00:00,0.00,1013.58,0.00,997.51,10.00,060,79,24.53,23.5,24.6,20.8
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.0,10-18-2019,07:00:00,0.00,1013.39,0.00,994.10,8.00,000,96,26.25,21.4,22.5,21.9
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.0,10-18-2019,07:00:00,0.00,1012.57,0.00,960.15,.10,000,95,22.66,19.0,20.3,19.5
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.0,10-18-2019,07:00:00,0.00,1012.78,0.00,1008.79,3.00,000,92,31.79,25.0,26.5,25.1
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,0.0,10-18-2019,07:00:00,0.20,1013.99,0.00,918.00,8.00,000,93,22.79,18.2,20.7,19.6
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,3.7,10-18-2019,07:00:00,0.00,1013.76,0.00,997.49,8.00,030,84,24.54,21.7,23.7,20.8
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.0,10-18-2019,07:00:00,0.00,1012.57,0.00,1008.49,8.00,000,96,31.25,24.8,25.5,24.8
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,9.3,10-18-2019,07:00:00,0.00,1013.83,0.00,1003.09,9.00,050,68,24.29,24.8,27.0,20.6
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.0,10-18-2019,07:00:00,0.00,1012.94,0.00,1010.98,12.00,000,93,30.17,25.0,25.5,24.2
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.0,10-18-2019,07:00:00,0.00,1013.71,0.00,992.53,10.00,000,76,23.09,23.9,24.3,19.8
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,14.8,10-18-2019,07:00:00,0.00,1013.48,0.00,995.53,10.00,090,78,23.34,22.0,24.0,20.0
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,14.8,10-18-2019,07:00:00,0.00,1013.02,0.00,996.58,10.00,050,83,24.14,22.8,23.6,20.5
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,5.6,10-18-2019,07:00:00,0.00,1013.02,0.00,998.75,10.00,040,85,24.94,22.6,23.8,21.1
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.0,10-18-2019,07:00:00,0.00,1013.57,0.00,998.50,8.00,000,83,24.78,22.3,24.0,20.9
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,3.7,10-18-2019,07:00:00,0.00,1014.02,0.00,999.11,9.00,050,86,25.92,22.0,24.1,21.7
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.0,10-18-2019,07:00:00,0.00,1012.84,0.00,1009.79,8.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",94,30.34,23.9,25.3,24.3
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.0,10-18-2019,07:00:00,0.00,1013.74,0.00,1005.70,10.00,000,85,27.90,24.7,25.7,22.9
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,14.8,10-18-2019,07:00:00,0.00,1011.60,0.00,1010.48,8.00,050,70,24.20,25.0,26.5,20.6
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,3.7,10-18-2019,07:00:00,0.00,1011.27,0.00,996.51,9.00,080,80,27.69,24.9,26.6,22.8
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,7.4,10-18-2019,07:00:00,0.00,1014.61,0.00,877.75,8.00,020,95,18.95,17.3,17.5,16.7
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.0,10-18-2019,07:00:00,0.00,1013.08,0.00,1007.12,10.00,000,80,25.19,23.8,25.0,21.2
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,9.3,10-18-2019,07:00:00,0.10,1011.36,0.00,1010.55,8.00,010,82,28.01,25.5,26.2,23.0
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,5.6,10-18-2019,07:00:00,0.00,1010.68,0.00,1010.23,8.00,140,68,26.21,27.8,28.4,21.9
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.0,10-18-2019,07:00:00,0.00,1012.28,0.00,1000.79,5.00,000,96,27.66,23.3,23.5,22.8
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,3.7,10-18-2019,07:00:00,0.00,1012.19,0.00,1011.17,6.00,040,79,27.25,25.8,26.5,22.5
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,7.4,10-18-2019,07:00:00,0.00,1012.17,0.00,1010.34,9.00,020,65,23.22,26.9,27.1,19.9
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,3.7,10-18-2019,07:00:00,1.80,1012.07,0.00,1011.30,8.00,040,78,27.88,25.8,27.0,22.9
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,11.1,10-18-2019,07:00:00,0.01,1011.22,0.00,1010.52,10.00,090,65,24.73,.0,28.0,20.9
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,5.6,10-18-2019,07:00:00,0.00,1011.13,0.00,1010.42,7.00,090,62,22.64,26.7,27.5,19.5
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.0,10-18-2019,07:00:00,0.00,1013.92,0.00,992.41,9.00,000,84,25.02,23.3,24.0,21.1
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,3.7,10-18-2019,07:00:00,0.00,1013.10,0.00,996.07,6.00,040,86,24.47,21.6,23.2,20.7
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,11.1,10-18-2019,07:00:00,0.00,1013.55,0.00,996.76,9.00,040,92,24.89,21.0,22.4,21.0
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.0,10-18-2019,07:00:00,0.00,1013.78,0.00,991.49,8.00,000,91,25.60,22.5,23.0,21.5
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,25.9,10-18-2019,07:00:00,0.00,1013.35,0.00,969.40,8.00,070,72,21.31,22.6,23.9,18.5
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,5.6,10-18-2019,07:00:00,0.00,1013.04,0.00,992.14,8.00,020,86,25.43,22.8,23.8,21.4
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,7.4,10-18-2019,07:00:00,0.00,1014.88,0.00,993.66,8.00,040,95,27.41,21.5,23.5,22.6
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,0.0,10-18-2019,07:00:00,0.00,1011.33,0.00,1010.90,10.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",92,31.79,25.5,26.5,25.1
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,5.6,10-18-2019,07:00:00,1.40,1011.14,0.00,1009.71,9.00,060,77,24.12,24.1,24.8,20.5
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.0,10-18-2019,07:00:00,7.30,1011.41,0.00,1006.42,7.00,000,96,29.41,24.0,24.5,23.8
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.0,10-18-2019,07:00:00,0.20,1011.92,0.00,1008.61,10.00,000,84,29.64,23.8,26.8,23.9
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.0,10-18-2019,07:00:00,5.20,1011.85,0.00,1010.73,10.00,000,89,29.66,25.0,25.8,23.9
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,9.3,10-18-2019,07:00:00,0.01,1011.01,0.00,1010.71,10.00,080,79,29.82,27.4,27.9,24.0
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,9.3,10-18-2019,07:00:00,0.00,1011.23,0.00,1010.55,10.00,100,75,29.71,28.1,28.7,23.9
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,1.9,10-18-2019,07:00:00,0.00,1010.84,0.00,1010.35,10.00,090,81,29.60,27.4,27.5,23.9
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,7.4,10-18-2019,07:00:00,0.00,1011.44,0.00,1010.03,10.00,010,82,29.58,26.3,27.2,23.9
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,29.6,10-18-2019,07:00:00,0.00,1011.30,0.00,1009.63,10.00,050,70,28.21,28.5,29.2,23.1
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.0,10-18-2019,07:00:00,0.00,1013.51,0.00,1005.41,10.00,000,97,30.77,24.3,25.1,24.5
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.0,10-18-2019,07:00:00,4.00,1010.78,0.00,1010.50,6.00,000,87,31.80,26.5,27.5,25.1
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,9.3,10-18-2019,07:00:00,0.00,1009.91,0.00,1006.78,10.00,200,82,30.72,27.0,27.8,24.5
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,13.0,10-18-2019,07:00:00,2.60,1010.66,0.00,1003.70,10.00,080,79,28.69,25.9,27.3,23.4
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,11.1,10-18-2019,07:00:00,0.00,1012.08,0.00,1006.43,8.00,030,78,25.78,24.6,25.8,21.6
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,5.6,10-18-2019,07:00:00,1.00,1011.83,1.00,1002.47,8.00,050,78,28.06,26.1,27.1,23.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,7.4,10-18-2019,07:00:00,37.90,1012.12,0.00,1010.85,12.00,320,89,30.13,25.1,26.2,24.2
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,5.6,10-18-2019,07:00:00,0.00,1011.10,0.00,1010.67,11.00,350,95,34.31,26.5,27.2,26.3
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.0,10-18-2019,07:00:00,0.00,1011.37,0.00,998.98,4.00,000,94,29.79,24.0,25.0,24.0
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.0,10-18-2019,07:00:00,4.90,1010.76,0.00,1010.05,9.00,000,82,30.72,27.2,27.8,24.5
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,7.4,10-18-2019,07:00:00,4.10,1011.15,0.00,1008.69,8.00,360,90,29.74,24.4,25.7,23.9
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,5.6,10-18-2019,07:00:00,0.00,1010.59,0.00,1010.06,10.00,030,85,29.35,25.8,26.5,23.7
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,7.4,10-18-2019,07:00:00,12.10,1010.59,0.00,1005.40,11.00,030,85,28.62,25.7,26.1,23.3
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,11.1,10-18-2019,07:00:00,0.00,1010.99,0.00,1010.58,8.00,050,78,28.06,26.0,27.1,23.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.0,10-18-2019,07:00:00,0.00,1010.81,0.00,1008.02,10.00,000,90,29.74,25.5,25.7,23.9
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,7.4,10-18-2019,07:00:00,0.80,1010.54,0.00,1009.75,10.00,350,87,30.34,24.0,26.6,24.3
48501,TRAD,ตราด,ตราด,11.76667,102.88333,5.6,10-18-2019,07:00:00,8.20,1009.50,0.00,1009.04,8.00,350,89,29.21,24.5,25.7,23.7
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.0,10-18-2019,07:00:00,33.40,1010.03,0.00,1009.34,4.00,000,97,29.85,23.7,24.6,24.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.0,10-18-2019,07:00:00,29.00,1010.07,0.00,1008.52,6.00,000,98,30.02,24.4,24.4,24.1
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.0,10-18-2019,07:00:00,4.60,1010.88,0.00,1009.95,10.00,000,94,28.36,24.0,24.2,23.2
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.0,10-18-2019,07:00:00,24.90,1010.72,6.80,1010.03,8.00,000,97,31.90,23.5,25.7,25.1
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.0,10-18-2019,07:00:00,24.30,1010.97,2.80,1010.16,8.00,000,97,29.49,23.6,24.4,23.8
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,5.6,10-18-2019,07:00:00,25.00,1010.99,17.50,1010.35,6.00,300,99,28.51,23.3,23.4,23.2
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.0,10-18-2019,07:00:00,39.20,1011.28,10.90,1010.87,10.00,000,98,28.77,23.5,23.7,23.4
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.0,10-18-2019,07:00:00,16.20,1012.56,0.00,1008.29,5.00,000,98,29.30,23.3,24.0,23.7
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.0,10-18-2019,07:00:00,6.80,1010.54,0.00,1008.90,8.00,000,98,29.12,23.6,23.9,23.6
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.0,10-18-2019,07:00:00,1.80,1010.62,0.00,1007.09,.60,000,97,29.04,23.8,24.0,23.6
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,18.5,10-18-2019,07:00:00,25.80,1011.03,0.30,1009.66,8.00,120,100,30.18,23.5,24.2,24.2
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.0,10-18-2019,07:00:00,0.00,1009.30,0.00,1008.41,10.00,000,94,29.25,24.0,24.7,23.7
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.0,10-18-2019,07:00:00,3.00,1011.49,0.00,1007.88,10.00,000,97,28.69,22.9,23.8,23.4
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.0,10-18-2019,07:00:00,6.00,1010.10,0.00,1009.66,10.00,000,90,31.24,25.5,26.5,24.8
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.0,10-18-2019,07:00:00,0.01,1009.33,0.00,1008.33,10.00,000,93,30.81,22.4,25.7,24.5
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.0,10-18-2019,07:00:00,2.60,1009.99,0.00,1009.16,10.00,000,92,29.08,24.5,24.9,23.6
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.0,10-18-2019,07:00:00,17.00,1010.46,0.00,1008.63,4.00,000,97,30.85,24.2,25.0,24.6
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,5.6,10-18-2019,07:00:00,14.80,1010.39,7.40,1009.64,10.00,070,89,29.58,24.5,25.9,23.9
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,3.7,10-18-2019,07:00:00,12.60,1010.52,0.01,1006.48,5.00,060,99,30.65,23.1,24.6,24.4
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.0,10-18-2019,07:00:00,3.10,1009.82,0.00,1009.14,10.00,000,92,29.99,24.9,25.4,24.1
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.0,10-18-2019,07:00:00,27.20,1009.92,3.20,1008.79,9.00,000,97,30.22,23.6,24.8,24.2
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,5.6,10-18-2019,07:00:00,11.90,1010.49,0.00,1007.53,.50,070,98,29.66,22.4,24.2,23.9
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.0,10-18-2019,07:00:00,3.50,1009.47,0.00,1008.77,10.00,000,97,31.04,24.6,25.1,24.7
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.0,10-18-2019,07:00:00,2.60,1010.29,0.00,1006.12,6.00,000,98,30.02,24.0,24.4,24.1
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,7.4,10-18-2019,07:00:00,0.40,1009.13,0.00,1008.53,10.00,250,91,29.64,.0,25.5,23.9
