WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall,Date,Time,DewPoint,WindDirection,Rainfall24Hr,MeanSeaLevelPressure,AirTemperature,WindSpeed,RelativeHumidity,VaporPressure,LandVisibility,StationPressure
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.00,09-26-2019,13:00:00,20.4,280,0.00,1013.85,34.3,7.4,44,24.02,12.00,997.70
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,0.00,09-26-2019,13:00:00,19.6,060,0.00,1011.51,32.5,18.5,47,22.84,10.00,989.50
48376,TAK,ตาก,ตาก,16.87833,99.14333,0.00,09-26-2019,13:00:00,23.0,080,0.00,1014.50,32.6,5.6,57,28.17,6.00,1000.27
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.00,09-26-2019,13:00:00,22.9,000,0.00,1014.01,31.5,0.0,60,27.96,7.00,997.76
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.00,09-26-2019,13:00:00,21.8,270,0.00,1013.94,33.4,5.6,51,26.12,10.00,1008.79
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.00,09-26-2019,13:00:00,21.6,040,0.00,1011.83,34.5,9.3,47,25.77,12.00,998.90
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.00,09-26-2019,13:00:00,23.0,010,0.00,1014.12,32.6,1.9,57,28.17,8.00,1004.90
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,0.00,09-26-2019,13:00:00,21.9,060,0.00,1012.26,33.6,5.6,50,26.23,10.00,990.93
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.00,09-26-2019,13:00:00,22.2,000,0.00,1014.17,32.7,0.0,54,26.69,10.00,996.88
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,0.00,09-26-2019,13:00:00,21.4,030,0.00,1013.43,32.5,13.0,52,25.49,12.00,997.78
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.00,09-26-2019,13:00:00,23.3,010,0.00,1012.88,33.4,7.4,56,28.64,10.00,994.28
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.00,09-26-2019,13:00:00,19.4,000,0.00,1010.74,30.4,0.0,52,22.51,11.00,960.10
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.00,09-26-2019,13:00:00,23.2,260,0.00,1013.32,33.0,5.6,56,28.40,4.00,1009.42
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,0.00,09-26-2019,13:00:00,19.6,040,0.00,1013.65,26.1,7.4,68,22.82,8.00,919.32
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.00,09-26-2019,13:00:00,20.8,080,0.00,1013.65,32.1,13.0,51,24.48,10.00,997.82
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.00,09-26-2019,13:00:00,22.3,120,0.00,1013.87,32.8,7.4,54,26.89,10.00,1009.88
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.00,09-26-2019,13:00:00,21.1,030,0.00,1014.06,33.0,3.7,50,25.08,10.00,1003.53
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.00,09-26-2019,13:00:00,22.0,090,0.00,1014.13,33.0,3.7,53,26.45,10.00,1012.23
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.00,09-26-2019,13:00:00,19.3,070,0.00,1013.37,32.2,9.3,46,22.31,10.00,992.73
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,0.00,09-26-2019,13:00:00,20.2,030,0.00,1013.35,31.5,25.9,51,23.66,10.00,995.84
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,0.00,09-26-2019,13:00:00,20.3,040,0.00,1012.98,33.0,11.1,47,23.74,10.00,997.04
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.00,09-26-2019,13:00:00,21.8,020,0.00,1012.88,33.0,9.3,52,26.17,10.00,999.05
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.00,09-26-2019,13:00:00,23.1,000,0.00,1013.36,32.5,0.0,58,28.25,10.00,998.70
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,0.00,09-26-2019,13:00:00,24.0,050,0.00,1013.35,32.2,9.3,62,29.91,10.00,998.84
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.00,09-26-2019,13:00:00,20.7,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",0.00,1013.19,33.5,0.0,47,24.40,10.00,1010.22
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.00,09-26-2019,13:00:00,23.1,080,0.00,1012.96,34.3,14.8,52,28.18,10.00,1005.15
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,0.00,09-26-2019,13:00:00,25.0,050,0.00,1012.88,33.7,13.0,60,31.59,10.00,1011.78
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.00,09-26-2019,13:00:00,20.8,000,0.00,1013.19,32.0,0.0,52,24.57,8.00,998.65
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,0.00,09-26-2019,13:00:00,17.8,090,0.00,1010.81,26.2,5.6,60,20.36,11.00,878.09
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.00,09-26-2019,13:00:00,22.6,040,0.00,1013.35,32.8,7.4,55,27.44,10.00,1007.54
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.00,09-26-2019,13:00:00,22.2,050,0.01,1012.82,35.1,5.6,47,26.67,12.00,1012.03
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,0.00,09-26-2019,13:00:00,23.1,120,0.00,1012.43,31.1,13.0,63,28.29,10.00,1011.99
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.00,09-26-2019,13:00:00,23.0,000,0.00,1013.28,32.7,0.0,57,28.08,8.00,1002.12
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.00,09-26-2019,13:00:00,21.8,020,0.00,1013.35,33.4,9.3,51,26.12,10.00,1012.35
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.00,09-26-2019,13:00:00,22.7,030,0.00,1013.25,33.6,9.3,53,27.62,13.00,1011.45
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.00,09-26-2019,13:00:00,22.6,000,0.00,1012.71,33.5,0.0,53,27.43,9.00,1011.95
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,0.00,09-26-2019,13:00:00,21.5,090,0.00,1012.68,33.0,7.4,51,25.63,10.00,1011.99
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.00,09-26-2019,13:00:00,22.9,120,0.00,1011.73,34.9,7.4,50,27.97,12.00,1011.04
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.00,09-26-2019,13:00:00,22.7,110,0.00,1013.50,32.2,9.3,58,27.66,10.00,992.57
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.00,09-26-2019,13:00:00,22.8,050,0.00,1013.21,31.5,7.4,60,27.68,11.00,996.64
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,0.00,09-26-2019,13:00:00,23.8,040,0.00,1013.56,31.8,14.8,63,29.39,10.00,997.28
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.00,09-26-2019,13:00:00,22.5,060,0.00,1013.43,32.0,5.6,57,27.27,10.00,991.80
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,0.00,09-26-2019,13:00:00,22.0,090,0.00,1012.84,30.4,22.2,61,26.41,14.00,969.83
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,0.00,09-26-2019,13:00:00,23.8,020,0.00,1012.99,31.7,13.0,63,29.47,12.00,992.63
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,0.00,09-26-2019,13:00:00,24.7,050,0.00,1015.45,30.8,20.4,70,31.06,8.00,994.72
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,0.00,09-26-2019,13:00:00,24.2,140,0.00,1012.67,31.9,5.6,64,30.16,9.00,1012.24
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.00,09-26-2019,13:00:00,24.5,060,0.00,1011.84,33.2,3.7,61,30.82,11.00,1010.44
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.00,09-26-2019,13:00:00,24.6,000,0.00,1013.54,32.7,0.0,63,30.94,12.00,1008.67
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.00,09-26-2019,13:00:00,21.6,050,0.00,1013.09,33.8,9.3,49,25.79,8.00,1009.85
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,09-26-2019,13:00:00,23.1,120,0.00,1013.14,32.5,1.9,58,28.25,10.00,1012.05
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,09-26-2019,13:00:00,23.0,090,0.00,1012.12,34.5,9.3,51,28.02,10.00,1011.82
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,0.00,09-26-2019,13:00:00,22.4,090,0.00,1012.34,35.2,3.7,48,27.16,12.00,1011.67
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,09-26-2019,13:00:00,23.1,330,0.00,1012.03,34.2,3.7,53,28.26,10.00,1011.55
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.00,09-26-2019,13:00:00,22.4,020,0.00,1012.43,32.9,11.1,54,27.08,10.00,1011.05
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,0.00,09-26-2019,13:00:00,24.8,060,0.00,1012.42,32.3,9.3,65,31.27,8.00,1010.76
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.00,09-26-2019,13:00:00,24.5,230,0.00,1013.88,34.7,3.7,56,30.76,10.00,1006.02
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,09-26-2019,13:00:00,23.6,050,0.00,1011.74,35.0,16.7,52,29.05,10.00,1011.46
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,09-26-2019,13:00:00,24.2,300,0.00,1010.97,33.7,5.6,58,30.12,12.00,1007.89
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,0.00,09-26-2019,13:00:00,25.2,280,0.00,1012.18,31.6,5.6,69,32.14,8.00,1005.31
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.00,09-26-2019,13:00:00,25.0,010,0.00,1012.77,33.5,7.4,61,31.75,10.00,1007.26
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,0.00,09-26-2019,13:00:00,25.4,000,0.00,1013.75,33.8,0.0,62,32.40,9.00,1004.58
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.00,09-26-2019,13:00:00,24.8,240,2.30,1013.24,32.2,7.4,65,31.35,10.00,1012.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.00,09-26-2019,13:00:00,24.3,110,0.00,1012.43,34.0,5.6,57,30.46,11.00,1012.01
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.00,09-26-2019,13:00:00,23.1,020,0.00,1012.47,32.5,11.1,58,28.25,8.00,1000.36
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,09-26-2019,13:00:00,25.2,060,0.00,1012.99,31.6,3.7,69,32.14,7.00,1012.29
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.00,09-26-2019,13:00:00,23.8,180,0.00,1012.48,34.5,7.4,54,29.46,6.00,1010.09
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.00,09-26-2019,13:00:00,24.2,170,0.00,1011.52,33.9,5.6,57,30.24,11.00,1006.46
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.00,09-26-2019,13:00:00,23.6,040,0.00,1011.61,34.9,9.3,52,29.13,11.00,1011.21
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.00,09-26-2019,13:00:00,24.3,140,0.00,1011.80,34.0,3.7,57,30.46,10.00,1009.08
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,09-26-2019,13:00:00,25.1,090,0.00,1012.32,32.7,11.1,64,31.82,6.00,1011.54
48501,TRAD,ตราด,ตราด,11.76667,102.88333,0.00,09-26-2019,13:00:00,25.4,300,0.00,1012.12,31.5,3.7,70,32.52,7.00,1011.66
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.00,09-26-2019,13:00:00,25.7,050,5.70,1012.52,32.7,9.3,67,33.01,8.00,1011.84
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.00,09-26-2019,13:00:00,25.9,060,1.40,1011.92,31.5,7.4,72,33.40,8.00,1010.41
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,09-26-2019,13:00:00,23.7,060,1.00,1012.25,32.5,7.4,60,29.38,10.00,1011.34
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,09-26-2019,13:00:00,25.5,080,8.50,1012.89,28.3,9.3,85,32.55,9.00,1012.20
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1.30,09-26-2019,13:00:00,26.0,030,1.30,1012.71,31.3,9.3,73,33.57,10.00,1011.92
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,2.10,09-26-2019,13:00:00,26.0,030,26.20,1012.39,29.5,7.4,81,33.58,10.00,1011.76
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,09-26-2019,13:00:00,26.4,050,13.00,1012.46,30.2,22.2,80,34.47,10.00,1012.05
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.60,09-26-2019,13:00:00,25.1,000,16.10,1014.45,26.8,0.0,90,31.82,5.00,1010.21
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,09-26-2019,13:00:00,23.2,000,0.00,1012.00,29.0,0.0,71,28.37,10.00,1010.40
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,09-26-2019,13:00:00,24.7,340,0.00,1011.79,31.5,5.6,67,31.06,10.00,1008.35
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,09-26-2019,13:00:00,24.4,130,0.01,1012.21,31.5,5.6,66,30.49,10.00,1010.87
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.00,09-26-2019,13:00:00,23.3,080,0.00,1011.54,33.0,11.1,57,28.68,10.00,1010.67
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,09-26-2019,13:00:00,24.5,070,2.80,1011.58,31.6,7.4,66,30.69,9.00,1008.06
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.00,09-26-2019,13:00:00,24.5,000,0.80,1011.28,33.0,0.0,61,30.69,10.00,1010.85
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,09-26-2019,13:00:00,24.5,050,0.01,1010.84,33.0,3.7,61,30.69,9.00,1009.87
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,09-26-2019,13:00:00,26.1,030,0.00,1011.50,32.1,9.3,71,33.80,10.00,1010.70
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.00,09-26-2019,13:00:00,24.6,050,2.40,1011.52,31.7,9.3,66,30.90,12.00,1009.73
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.00,09-26-2019,13:00:00,24.6,080,15.50,1012.37,30.2,9.3,72,30.99,12.00,1011.62
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.00,09-26-2019,13:00:00,22.9,050,0.20,1011.80,32.9,22.2,56,27.92,10.00,1007.87
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.00,09-26-2019,13:00:00,23.5,120,0.00,1010.93,32.7,11.1,58,28.93,7.00,1010.25
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.00,09-26-2019,13:00:00,24.4,100,6.60,1012.03,31.0,20.4,68,30.61,10.00,1010.92
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.00,09-26-2019,13:00:00,24.1,080,0.00,1011.69,32.0,11.1,63,30.08,10.00,1008.81
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.80,09-26-2019,13:00:00,25.7,350,0.80,1011.67,26.6,5.6,95,33.10,8.00,1010.98
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.00,09-26-2019,13:00:00,24.2,240,5.30,1013.16,28.5,7.4,78,30.15,10.00,1009.04
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,2.50,09-26-2019,13:00:00,23.4,250,14.80,1012.21,26.9,9.3,81,28.76,8.00,1011.62
