WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,StationPressure,RelativeHumidity,Rainfall24Hr,Rainfall,WindDirection,MeanSeaLevelPressure,VaporPressure,LandVisibility,DewPoint,WindSpeed
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,23.6,10-06-2019,04:00:00,991.52,94,0.01,0.00,000,1011.30,27.33,10.00,22.6,0.0
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,23.0,10-06-2019,04:00:00,994.84,93,1.40,0.00,000,1011.88,26.09,11.00,21.8,0.0
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,22.9,10-06-2019,04:00:00,994.03,94,4.50,0.00,000,1011.75,26.17,10.00,21.8,0.0
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,23.5,10-06-2019,04:00:00,984.64,93,2.20,2.20,030,1010.79,26.91,8.00,22.3,3.7
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,25.1,10-06-2019,04:00:00,1005.21,99,0.00,0.00,040,1011.06,31.58,8.00,24.9,3.7
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,24.8,10-06-2019,04:00:00,1004.05,97,0.00,0.00,000,1010.30,30.48,6.00,24.4,0.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,23.8,10-06-2019,04:00:00,994.91,93,0.00,0.00,000,1011.60,27.42,7.00,22.6,0.0
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,23.3,10-06-2019,04:00:00,986.62,91,3.50,0.00,000,1009.26,26.09,8.00,21.8,0.0
48376,TAK,ตาก,ตาก,16.87833,99.14333,24.5,10-06-2019,04:00:00,996.81,96,0.00,0.00,000,1011.37,29.41,6.00,23.8,0.0
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,23.8,10-06-2019,04:00:00,994.40,95,0.00,0.00,000,1011.02,27.92,8.00,22.9,0.0
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,25.3,10-06-2019,04:00:00,1005.76,92,0.00,0.00,000,1011.03,29.54,6.00,23.8,0.0
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,24.3,10-06-2019,04:00:00,996.32,93,0.40,0.00,000,1009.67,28.28,10.00,23.1,0.0
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,24.7,10-06-2019,04:00:00,1001.42,97,12.30,0.00,000,1010.85,30.03,10.00,24.1,0.0
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,22.6,10-06-2019,04:00:00,989.61,99,4.00,4.00,010,1011.71,27.15,7.00,22.4,5.6
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,24.5,10-06-2019,04:00:00,991.95,91,7.50,7.50,000,1009.64,28.11,4.00,23.0,0.0
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,22.9,10-06-2019,04:00:00,993.94,92,11.00,0.00,020,1010.03,25.68,10.00,21.5,3.7
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,21.8,10-06-2019,04:00:00,991.36,97,7.00,7.00,030,1010.64,25.38,7.00,21.3,3.7
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,21.5,10-06-2019,04:00:00,960.35,94,0.00,0.00,000,1012.57,23.97,5.00,20.4,0.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,24.9,10-06-2019,04:00:00,1006.30,96,0.10,0.00,000,1010.30,30.13,3.00,24.2,0.0
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,19.4,10-06-2019,04:00:00,915.44,95,0.00,0.00,000,1011.61,21.41,2.50,18.6,0.0
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,22.5,10-06-2019,04:00:00,994.97,95,19.40,3.90,000,1011.27,26.01,5.00,21.7,0.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,25.0,10-06-2019,04:00:00,1006.20,96,1.20,0.00,000,1010.28,30.32,6.00,24.3,0.0
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,23.3,10-06-2019,04:00:00,999.13,96,41.20,0.00,000,1009.97,27.33,4.00,22.5,0.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,24.5,10-06-2019,04:00:00,1008.78,94,1.60,0.00,000,1010.73,28.89,7.00,23.5,0.0
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,24.5,10-06-2019,04:00:00,989.85,87,0.30,0.00,030,1010.96,26.59,10.00,22.1,5.6
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,21.9,10-06-2019,04:00:00,992.78,92,8.00,2.80,000,1010.81,24.11,10.00,20.5,0.0
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,22.2,10-06-2019,04:00:00,994.24,96,6.60,2.50,000,1010.72,25.77,10.00,21.6,0.0
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,25.1,10-06-2019,04:00:00,996.14,88,0.00,0.00,000,1010.31,27.88,9.00,22.9,0.0
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,24.7,10-06-2019,04:00:00,996.18,96,0.00,0.00,000,1011.19,29.77,7.00,24.0,0.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,25.5,10-06-2019,04:00:00,995.76,97,0.00,0.00,030,1010.55,31.79,6.00,25.1,11.1
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,25.3,10-06-2019,04:00:00,1007.24,97,1.00,0.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1010.28,31.41,5.00,24.9,0.0
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,24.8,10-06-2019,04:00:00,1002.26,92,11.00,0.00,000,1010.29,28.90,7.00,23.5,0.0
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,25.0,10-06-2019,04:00:00,1008.89,92,3.30,0.00,000,1010.01,29.26,6.00,23.7,0.0
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,25.0,10-06-2019,04:00:00,995.88,83,8.10,0.00,000,1010.72,26.43,8.00,22.0,0.0
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,17.3,10-06-2019,04:00:00,875.99,99,27.20,0.00,120,1012.67,19.52,8.00,17.1,1.9
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,24.4,10-06-2019,04:00:00,1004.60,95,1.80,0.00,000,1010.55,28.97,10.00,23.5,0.0
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,25.3,10-06-2019,04:00:00,1009.51,97,10.00,0.00,320,1010.32,31.41,7.00,24.9,5.6
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,26.0,10-06-2019,04:00:00,1009.58,90,38.90,0.00,000,1010.03,30.30,10.00,24.3,0.0
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,23.7,10-06-2019,04:00:00,999.17,97,4.30,0.00,000,1010.64,28.52,4.00,23.3,0.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,25.5,10-06-2019,04:00:00,1009.38,92,7.10,0.00,000,1010.41,29.91,4.00,24.0,0.0
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,23.9,10-06-2019,04:00:00,1008.45,97,29.80,0.00,000,1010.29,28.61,7.00,23.3,0.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,24.8,10-06-2019,04:00:00,1009.15,93,0.00,0.00,000,1009.92,29.16,5.00,23.6,0.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,25.0,10-06-2019,04:00:00,1009.74,92,11.80,0.00,350,1010.45,29.00,8.00,23.5,5.6
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,26.3,10-06-2019,04:00:00,1009.35,89,0.20,0.00,000,1010.06,30.59,7.00,24.4,0.0
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,23.3,10-06-2019,04:00:00,989.04,97,28.00,0.00,000,1010.53,27.83,5.00,22.8,0.0
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,25.5,10-06-2019,04:00:00,993.43,94,1.40,0.00,000,1010.28,30.71,6.00,24.5,0.0
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,25.0,10-06-2019,04:00:00,994.33,96,1.20,0.00,000,1010.93,30.32,5.00,24.3,0.0
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,23.6,10-06-2019,04:00:00,988.43,95,0.00,0.00,000,1010.61,27.58,4.00,22.7,0.0
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,21.4,10-06-2019,04:00:00,966.76,96,2.00,0.00,000,1010.96,24.52,8.00,20.8,0.0
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,23.8,10-06-2019,04:00:00,989.48,96,0.00,0.00,000,1010.32,28.18,8.00,23.1,0.0
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,24.0,10-06-2019,04:00:00,990.86,100,3.90,0.00,000,1011.98,29.82,6.00,24.0,0.0
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,25.4,10-06-2019,04:00:00,1010.05,89,0.00,0.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1010.49,28.93,10.00,23.5,0.0
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,24.6,10-06-2019,04:00:00,1008.66,93,0.10,0.00,000,1010.09,28.81,6.00,23.4,0.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,24.0,10-06-2019,04:00:00,1005.08,99,11.40,5.20,000,1010.08,29.56,6.00,23.8,0.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,24.7,10-06-2019,04:00:00,1006.85,92,0.00,0.00,000,1010.18,28.47,10.00,23.2,0.0
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,24.5,10-06-2019,04:00:00,1009.12,97,0.00,0.00,000,1010.24,29.93,10.00,24.1,0.0
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,25.8,10-06-2019,04:00:00,1010.12,91,55.80,0.00,280,1010.42,30.19,10.00,24.2,3.7
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,25.5,10-06-2019,04:00:00,1009.70,93,12.50,0.00,000,1010.19,30.17,10.00,24.2,0.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,25.4,10-06-2019,04:00:00,1008.83,97,3.00,0.00,340,1010.25,31.33,6.00,24.8,9.3
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,23.2,10-06-2019,04:00:00,1004.72,98,7.70,6.50,000,1012.88,27.91,8.00,22.9,0.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,25.2,10-06-2019,04:00:00,1009.69,98,9.70,0.00,000,1009.98,31.49,4.00,24.9,0.0
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,25.8,10-06-2019,04:00:00,1006.94,89,10.80,0.00,000,1010.09,29.66,10.00,23.9,0.0
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,23.4,10-06-2019,04:00:00,1003.21,96,30.10,29.60,240,1010.26,27.75,10.00,22.8,9.3
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,25.0,10-06-2019,04:00:00,1004.92,92,0.40,0.00,000,1010.58,29.00,8.00,23.5,0.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,24.4,10-06-2019,04:00:00,1010.51,97,0.01,0.00,000,1011.79,29.49,5.00,23.8,0.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,24.5,10-06-2019,04:00:00,1009.97,96,6.70,2.50,000,1010.40,29.41,11.00,23.8,0.0
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,24.0,10-06-2019,04:00:00,998.34,96,1.00,1.00,180,1010.77,28.53,10.00,23.3,3.7
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,24.9,10-06-2019,04:00:00,1009.95,97,11.70,1.20,000,1010.67,30.40,10.00,24.3,0.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,23.2,10-06-2019,04:00:00,1008.17,94,138.00,137.60,000,1010.64,26.66,7.00,22.1,0.0
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,24.3,10-06-2019,04:00:00,1010.52,95,2.00,2.00,290,1011.05,28.79,6.00,23.4,16.7
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,23.4,10-06-2019,04:00:00,1005.43,96,77.50,14.40,000,1010.66,27.49,5.00,22.6,0.0
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,24.1,10-06-2019,04:00:00,1010.02,96,4.10,0.00,000,1010.44,28.70,7.00,23.4,0.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,24.5,10-06-2019,04:00:00,1007.73,96,3.00,0.00,000,1010.53,29.41,8.00,23.8,0.0
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,25.5,10-06-2019,04:00:00,1009.75,85,0.00,0.00,000,1010.54,27.81,10.00,22.8,0.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,25.5,10-06-2019,04:00:00,1010.05,91,0.20,0.20,260,1010.52,29.64,6.00,23.9,7.4
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,24.0,10-06-2019,04:00:00,1007.96,91,0.00,0.00,000,1008.65,27.25,7.00,22.5,0.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.6,10-06-2019,04:00:00,1008.14,95,0.00,0.00,000,1009.69,27.58,7.00,22.7,0.0
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.1,10-06-2019,04:00:00,1009.38,95,1.20,0.00,000,1010.31,28.44,10.00,23.2,0.0
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,26.8,10-06-2019,04:00:00,1009.00,87,0.00,0.00,240,1009.69,30.72,10.00,24.5,5.6
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,24.2,10-06-2019,04:00:00,1009.42,96,1.80,0.00,000,1010.22,28.88,6.00,23.5,0.0
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,23.5,10-06-2019,04:00:00,1009.08,98,10.90,0.00,000,1009.72,28.42,9.00,23.2,0.0
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,24.0,10-06-2019,04:00:00,1009.03,96,0.70,0.00,000,1009.43,28.53,8.00,23.3,0.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,23.5,10-06-2019,04:00:00,1007.40,97,56.60,0.00,000,1011.67,28.17,3.00,23.0,0.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,23.8,10-06-2019,04:00:00,1008.47,98,13.00,0.00,000,1010.10,28.95,5.00,23.5,0.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,23.5,10-06-2019,04:00:00,1006.98,96,0.90,0.00,000,1010.51,27.66,4.00,22.8,0.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,24.2,10-06-2019,04:00:00,1007.95,96,0.90,0.00,000,1009.32,28.88,7.00,23.5,0.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,24.5,10-06-2019,04:00:00,1009.37,96,1.60,0.01,000,1010.26,29.41,8.00,23.8,0.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,24.3,10-06-2019,04:00:00,1006.17,97,1.70,0.00,000,1009.77,29.57,10.00,23.9,0.0
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,26.4,10-06-2019,04:00:00,1009.09,88,0.20,0.00,000,1009.52,30.24,10.00,24.2,0.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,25.5,10-06-2019,04:00:00,1008.49,90,1.70,0.00,000,1009.49,29.38,9.00,23.7,0.0
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,25.1,10-06-2019,04:00:00,1008.94,95,31.80,0.00,100,1009.76,30.23,10.00,24.2,9.3
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,24.4,10-06-2019,04:00:00,1007.88,97,8.70,0.00,000,1009.72,29.49,7.00,23.8,0.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,24.9,10-06-2019,04:00:00,1008.85,87,0.00,0.00,240,1009.61,27.53,10.00,22.7,3.7
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,23.4,10-06-2019,04:00:00,1005.95,99,1.20,0.00,210,1010.01,28.51,2.00,23.2,3.7
48570,SATUN,สตูล,สตูล,6.65000,100.08333,24.0,10-06-2019,04:00:00,1008.91,91,27.80,0.00,000,1009.60,27.25,10.00,22.5,0.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,22.9,10-06-2019,04:00:00,1008.54,97,16.00,0.00,000,1009.67,27.16,10.00,22.4,0.0
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,24.3,10-06-2019,04:00:00,1007.11,97,0.00,0.00,000,1010.06,29.31,10.00,23.7,0.0
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,24.5,10-06-2019,04:00:00,1007.78,91,0.00,0.00,000,1008.37,28.11,8.00,23.0,0.0
