WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,RelativeHumidity,Date,Time,DewPoint,VaporPressure,MaximumTemperature,Rainfall,WindDirection,StationPressure,MeanSeaLevelPressure,WindSpeed,Rainfall24Hr,LandVisibility,AirTemperature
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,85,08-28-2019,19:00:00,25.1,31.95,30.5,0.00,000,969.35,1004.55,0.0,20.00,7.00,28.0
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,91,08-28-2019,19:00:00,24.4,30.57,33.0,0.00,160,975.37,1005.05,5.6,0.00,15.00,26.0
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,72,08-28-2019,19:00:00,24.8,31.31,33.4,0.00,000,996.56,1003.75,0.0,61.40,10.00,30.5
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,85,08-28-2019,19:00:00,26.9,35.48,33.3,0.00,000,984.96,1004.62,0.0,0.00,15.00,29.7
48353,LOEI,เลย,เลย,17.45000,101.73333,79,08-28-2019,19:00:00,23.9,29.74,33.0,0.00,160,976.71,1005.18,7.4,0.00,7.00,28.0
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,80,08-28-2019,19:00:00,26.0,33.54,33.0,0.00,010,984.63,1004.54,9.3,0.01,15.00,29.9
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,83,08-28-2019,19:00:00,26.1,33.74,32.5,0.00,000,983.02,1004.51,0.0,1.20,12.00,29.3
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,82,08-28-2019,19:00:00,26.1,33.87,32.5,0.00,110,984.62,1003.88,3.7,4.20,15.00,29.5
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,85,08-28-2019,19:00:00,25.7,33.04,31.3,0.00,000,988.83,1005.46,0.0,23.00,11.00,28.4
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,89,08-28-2019,19:00:00,26.1,33.86,32.1,0.00,000,988.33,1005.64,0.0,3.70,10.00,28.1
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,83,08-28-2019,19:00:00,25.5,32.59,32.7,0.00,290,978.93,1004.49,5.6,0.40,12.00,28.6
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,79,08-28-2019,19:00:00,26.1,33.88,33.8,0.00,000,998.45,1004.16,0.0,9.60,10.00,30.2
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,80,08-28-2019,19:00:00,26.2,34.05,33.2,0.00,000,998.10,1004.21,0.0,2.80,10.00,30.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,73,08-28-2019,19:00:00,24.4,30.55,33.3,0.00,000,988.77,1005.03,0.0,0.00,10.00,29.7
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,84,08-28-2019,19:00:00,23.6,29.08,30.9,0.00,270,981.98,1004.27,5.6,2.30,10.00,26.5
48376,TAK,ตาก,ตาก,16.87833,99.14333,66,08-28-2019,19:00:00,22.0,26.50,32.8,0.00,260,990.52,1004.78,11.1,0.00,8.00,29.0
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,66,08-28-2019,19:00:00,22.8,27.71,35.0,0.00,000,988.10,1004.28,0.0,0.00,7.00,29.8
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,81,08-28-2019,19:00:00,25.4,32.46,33.7,0.00,000,999.27,1004.45,0.0,0.00,10.00,29.1
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,83,08-28-2019,19:00:00,25.6,32.79,31.5,0.00,000,990.31,1003.38,0.0,0.00,12.00,28.7
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,78,08-28-2019,19:00:00,25.5,32.54,32.3,0.00,000,995.43,1004.64,0.0,0.00,12.00,29.7
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,80,08-28-2019,19:00:00,25.2,31.98,33.5,0.00,350,983.06,1004.55,5.6,0.01,9.00,29.0
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,78,08-28-2019,19:00:00,23.3,28.61,33.5,0.00,230,987.06,1004.49,13.0,1.90,8.00,27.4
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,85,08-28-2019,19:00:00,25.5,32.55,33.0,0.00,000,989.00,1004.73,0.0,1.60,10.00,28.3
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,86,08-28-2019,19:00:00,26.3,34.28,34.2,0.00,000,984.89,1003.59,0.0,0.30,8.00,29.0
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,80,08-28-2019,19:00:00,22.3,26.88,30.0,0.00,000,955.87,1007.04,0.0,0.00,8.00,26.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,75,08-28-2019,19:00:00,26.0,33.52,34.0,0.00,000,1000.15,1004.04,0.0,0.00,10.00,31.0
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,95,08-28-2019,19:00:00,20.7,24.44,24.0,0.00,250,911.12,1006.13,11.1,0.40,.90,21.5
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,92,08-28-2019,19:00:00,27.6,36.88,32.0,0.00,000,988.25,1004.08,0.0,0.00,8.00,29.1
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,70,08-28-2019,19:00:00,24.7,31.06,34.2,0.00,000,1000.36,1004.34,0.0,0.00,12.00,30.8
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,72,08-28-2019,19:00:00,25.4,32.34,34.3,0.00,000,994.43,1004.95,0.0,0.00,8.00,31.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,68,08-28-2019,19:00:00,25.2,31.97,34.8,0.00,000,1002.17,1004.06,0.0,0.00,10.00,31.8
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,64,08-28-2019,19:00:00,23.2,28.45,34.4,0.00,000,984.04,1004.58,0.0,0.00,12.00,30.9
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,79,08-28-2019,19:00:00,25.5,32.71,32.3,0.00,000,986.37,1003.83,0.0,0.00,10.00,29.5
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,75,08-28-2019,19:00:00,24.7,31.12,33.2,0.00,000,987.75,1003.71,0.0,0.10,10.00,29.7
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,81,08-28-2019,19:00:00,24.9,31.54,31.3,0.00,000,990.67,1004.60,0.0,3.20,10.00,28.5
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,85,08-28-2019,19:00:00,25.7,32.96,32.0,0.00,000,990.54,1005.26,0.0,0.60,8.00,28.5
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,88,08-28-2019,19:00:00,26.6,34.74,32.2,0.00,000,991.13,1005.69,0.0,0.60,8.00,28.8
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,67,08-28-2019,19:00:00,23.9,29.65,34.9,0.00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1001.20,1004.17,0.0,0.00,10.00,30.8
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,69,08-28-2019,19:00:00,24.7,31.19,34.1,0.00,000,996.29,1004.12,0.0,0.00,10.00,31.0
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,74,08-28-2019,19:00:00,26.2,34.00,35.0,0.00,000,1004.15,1005.24,0.0,0.00,8.00,31.5
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,83,08-28-2019,19:00:00,26.1,33.83,31.5,0.00,100,991.06,1005.61,3.7,5.50,9.00,29.2
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,96,08-28-2019,19:00:00,20.0,23.33,24.4,0.00,270,872.04,1006.49,5.6,0.50,5.00,20.6
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,76,08-28-2019,19:00:00,26.4,34.33,34.2,0.00,000,998.83,1004.61,0.0,0.00,10.00,31.1
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,79,08-28-2019,19:00:00,27.4,36.42,36.0,0.00,270,1003.91,1004.70,7.4,0.00,8.00,31.5
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,75,08-28-2019,19:00:00,24.8,31.32,32.0,0.00,210,1005.03,1005.48,11.1,0.00,10.00,29.8
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,93,08-28-2019,19:00:00,24.1,30.07,33.0,15.80,000,995.82,1007.19,0.0,19.70,6.00,25.3
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,68,08-28-2019,19:00:00,24.3,30.41,35.6,0.00,270,1004.17,1005.17,7.4,0.00,10.00,30.9
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,71,08-28-2019,19:00:00,25.0,31.76,35.0,0.00,000,1002.46,1004.25,0.0,0.00,8.00,31.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,57,08-28-2019,19:00:00,21.5,25.65,36.1,0.00,290,1004.08,1004.83,3.7,0.00,8.00,31.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,73,08-28-2019,19:00:00,22.3,26.95,33.3,0.00,210,1004.59,1005.29,11.1,0.00,10.00,27.5
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,69,08-28-2019,19:00:00,25.5,32.56,35.2,0.00,270,1003.90,1004.59,5.6,0.00,7.00,31.8
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,73,08-28-2019,19:00:00,24.4,30.47,34.3,0.00,210,983.21,1004.10,1.9,0.00,11.00,29.8
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,68,08-28-2019,19:00:00,24.0,29.89,33.4,0.00,000,987.99,1004.47,0.0,50.90,11.00,30.5
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,79,08-28-2019,19:00:00,25.8,33.12,34.0,0.00,000,988.86,1005.11,0.0,45.20,7.00,29.7
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,84,08-28-2019,19:00:00,24.6,30.97,33.8,1.50,000,982.31,1004.06,0.0,1.50,10.00,27.5
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,74,08-28-2019,19:00:00,22.9,27.85,31.0,0.00,160,961.96,1004.96,7.4,0.10,10.00,28.0
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,87,08-28-2019,19:00:00,24.1,29.97,35.1,0.20,040,984.17,1004.72,3.7,0.20,10.00,26.4
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,88,08-28-2019,19:00:00,26.5,34.53,34.0,0.00,070,985.09,1005.76,7.4,0.60,10.00,28.7
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,84,08-28-2019,19:00:00,25.6,32.88,33.5,8.60,270,1005.65,1006.08,5.6,8.90,10.00,28.6
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,80,08-28-2019,19:00:00,26.1,33.75,33.9,0.00,000,1003.07,1004.47,0.0,0.00,8.00,30.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,84,08-28-2019,19:00:00,26.4,34.46,33.5,0.00,000,999.65,1004.53,0.0,0.00,8.00,29.5
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,59,08-28-2019,19:00:00,22.0,26.35,37.5,0.01,280,1002.48,1005.73,9.3,0.01,12.00,30.8
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,82,08-28-2019,19:00:00,24.8,31.23,35.5,0.00,000,1004.15,1005.25,0.0,0.00,10.00,28.2
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,73,08-28-2019,19:00:00,23.2,28.51,34.4,0.00,200,1005.12,1005.41,7.4,0.00,10.00,28.5
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,81,08-28-2019,19:00:00,25.2,32.14,33.7,5.80,210,1004.94,1005.62,5.6,5.80,10.00,28.8
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,81,08-28-2019,19:00:00,25.5,32.55,33.5,6.00,120,1005.47,1005.96,7.4,6.00,10.00,29.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,77,08-28-2019,19:00:00,23.8,29.49,34.3,0.00,210,1003.60,1005.00,18.5,0.01,10.00,28.3
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,97,08-28-2019,19:00:00,25.6,32.87,30.7,5.20,180,1003.99,1005.68,20.4,5.20,8.00,26.2
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,67,08-28-2019,19:00:00,24.1,30.05,34.0,0.00,000,998.79,1006.69,0.0,0.10,10.00,31.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,73,08-28-2019,19:00:00,24.9,31.48,34.8,0.00,270,1005.05,1005.33,11.1,0.00,10.00,30.3
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,81,08-28-2019,19:00:00,24.9,31.54,33.0,0.20,120,1002.88,1005.99,5.6,0.20,10.00,28.5
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,78,08-28-2019,19:00:00,24.7,31.13,32.0,0.00,000,999.19,1006.07,0.0,0.00,10.00,29.0
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,72,08-28-2019,19:00:00,25.2,32.01,34.0,0.00,000,999.33,1004.85,0.0,0.00,8.00,30.7
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,80,08-28-2019,19:00:00,24.8,31.38,35.8,0.00,290,997.59,1006.85,16.7,0.00,10.00,28.7
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,85,08-28-2019,19:00:00,25.6,32.75,34.9,0.00,150,1005.11,1006.37,7.4,5.00,10.00,28.4
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,80,08-28-2019,19:00:00,26.6,34.90,33.4,0.00,160,1005.20,1005.62,13.0,0.70,11.00,30.4
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,74,08-28-2019,19:00:00,22.9,27.93,32.5,0.00,000,994.33,1006.55,0.0,0.00,8.00,27.9
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,72,08-28-2019,19:00:00,23.7,29.22,34.1,0.00,240,1005.35,1006.06,11.1,0.00,10.00,29.3
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,72,08-28-2019,19:00:00,24.4,30.59,34.8,0.00,180,1003.47,1005.87,7.4,0.00,10.00,30.0
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,80,08-28-2019,19:00:00,25.2,31.98,31.5,0.00,260,1005.73,1006.24,9.3,0.00,10.00,29.0
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,78,08-28-2019,19:00:00,24.4,30.54,33.4,0.00,240,1000.59,1005.71,1.9,0.00,13.00,28.7
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,77,08-28-2019,19:00:00,24.6,30.85,32.7,0.00,200,1005.91,1006.32,7.4,0.00,7.00,29.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,78,08-28-2019,19:00:00,25.5,32.54,31.7,0.00,200,1003.12,1005.86,3.7,0.00,8.00,29.7
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,73,08-28-2019,19:00:00,22.3,26.95,33.0,0.00,000,1006.86,1007.65,0.0,1.80,10.00,27.5
48501,TRAD,ตราด,ตราด,11.76667,102.88333,82,08-28-2019,19:00:00,25.0,31.62,32.2,0.00,230,1006.68,1007.14,5.6,0.00,7.00,28.4
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,91,08-28-2019,19:00:00,25.0,31.71,30.7,0.30,000,1007.19,1007.88,0.0,0.90,8.00,26.6
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,87,08-28-2019,19:00:00,24.2,30.16,30.0,0.60,270,1007.52,1009.05,11.1,3.20,8.00,26.5
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,78,08-28-2019,19:00:00,23.2,28.35,28.8,0.00,210,1008.41,1009.32,7.4,13.80,10.00,27.4
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,81,08-28-2019,19:00:00,25.1,31.94,32.3,0.00,000,1007.61,1008.29,0.0,1.90,10.00,28.7
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,92,08-28-2019,19:00:00,24.8,31.22,31.0,0.00,210,1008.42,1009.22,5.6,1.50,8.00,26.2
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,93,08-28-2019,19:00:00,23.8,29.52,34.2,2.20,120,1007.97,1008.61,5.6,7.60,9.00,25.0
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,97,08-28-2019,19:00:00,23.8,29.49,34.8,2.60,000,1008.31,1008.72,0.0,13.70,10.00,24.4
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,75,08-28-2019,19:00:00,22.5,27.19,32.3,0.00,230,1005.96,1010.18,3.7,3.50,6.00,27.2
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,98,08-28-2019,19:00:00,24.0,29.84,31.8,2.00,000,1007.92,1009.54,0.0,10.00,9.00,24.3
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,96,08-28-2019,19:00:00,23.8,29.41,31.8,6.50,090,1006.15,1009.66,5.6,16.40,6.00,24.5
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,89,08-28-2019,19:00:00,22.5,27.18,32.6,6.80,300,1008.19,1009.56,5.6,8.00,6.00,24.4
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,98,08-28-2019,19:00:00,24.2,30.20,30.7,3.50,000,1008.16,1009.06,0.0,29.60,10.00,24.5
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,95,08-28-2019,19:00:00,22.6,27.41,30.5,9.80,000,1006.06,1009.67,0.0,25.70,10.00,23.5
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,91,08-28-2019,19:00:00,24.4,30.57,32.4,5.20,000,1008.65,1009.09,0.0,14.20,10.00,26.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,96,08-28-2019,19:00:00,24.8,31.25,31.8,7.10,050,1008.53,1009.53,3.7,7.70,9.00,25.5
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,85,08-28-2019,19:00:00,23.1,28.26,29.8,0.60,340,1008.57,1009.39,18.5,3.80,10.00,25.9
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,88,08-28-2019,19:00:00,23.8,29.50,31.8,1.00,320,1007.96,1009.78,5.6,2.60,6.00,26.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,66,08-28-2019,19:00:00,23.3,28.67,34.6,0.00,290,1008.42,1009.17,7.4,0.00,10.00,30.3
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,68,08-28-2019,19:00:00,22.8,27.67,32.7,0.00,250,1005.46,1009.44,11.1,0.80,10.00,29.2
48570,SATUN,สตูล,สตูล,6.65000,100.08333,81,08-28-2019,19:00:00,25.5,32.55,31.8,0.00,000,1008.66,1009.34,0.0,22.00,10.00,29.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,66,08-28-2019,19:00:00,23.1,28.20,33.8,0.00,000,1007.93,1009.03,0.0,0.00,10.00,30.2
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,72,08-28-2019,19:00:00,23.8,29.49,32.8,0.00,000,1006.23,1009.13,0.0,0.01,10.00,29.3
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,72,08-28-2019,19:00:00,24.3,30.39,33.1,0.00,000,1007.31,1008.00,0.0,0.00,10.00,29.9
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,73,08-28-2019,19:00:00,23.7,29.38,32.4,0.00,000,1004.91,1009.01,0.0,0.10,8.00,29.1
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,62,08-28-2019,19:00:00,22.5,27.33,33.4,0.00,260,1007.68,1008.26,3.7,0.00,10.00,30.6
