WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,DewPoint,Date,Time,Rainfall,WindSpeed,VaporPressure,RelativeHumidity,Rainfall24Hr,MeanSeaLevelPressure,WindDirection,StationPressure,LandVisibility,AirTemperature
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,22.5,07-13-2019,22:00:00,0.00,0.0,27.20,69,0.00,1006.85,000,971.66,7.00,28.8
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,23.5,07-13-2019,22:00:00,0.00,0.0,28.95,75,0.00,1005.61,000,976.13,12.00,28.3
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,25.4,07-13-2019,22:00:00,4.40,0.0,32.36,88,4.40,1006.74,000,999.45,9.00,27.5
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,25.8,07-13-2019,22:00:00,0.00,0.0,33.17,78,1.50,1005.44,000,985.78,10.00,30.0
48353,LOEI,เลย,เลย,17.45000,101.73333,22.7,07-13-2019,22:00:00,0.00,0.0,27.63,66,0.00,1005.87,000,977.55,12.00,29.9
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,25.3,07-13-2019,22:00:00,0.00,1.9,32.30,76,0.00,1005.38,200,985.45,12.00,30.0
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,25.9,07-13-2019,22:00:00,0.00,0.0,33.37,88,0.00,1005.85,000,984.24,10.00,28.0
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,25.6,07-13-2019,22:00:00,0.00,0.0,32.91,83,0.00,1005.53,000,986.20,12.00,28.9
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,26.1,07-13-2019,22:00:00,0.00,0.0,33.83,83,0.00,1006.42,000,989.82,12.00,29.2
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,26.5,07-13-2019,22:00:00,0.00,0.0,34.57,90,0.00,1006.82,000,989.50,10.00,28.3
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,22.8,07-13-2019,22:00:00,0.00,0.0,27.71,66,0.00,1004.66,000,979.20,10.00,29.8
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,23.0,07-13-2019,22:00:00,0.00,5.6,28.15,68,0.00,1006.78,270,1001.05,10.00,29.6
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,22.3,07-13-2019,22:00:00,0.00,9.3,26.97,61,0.00,1007.38,210,1001.26,10.00,30.7
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,22.9,07-13-2019,22:00:00,0.00,0.0,27.98,67,0.00,1007.19,000,990.90,10.00,29.8
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,23.3,07-13-2019,22:00:00,30.00,3.7,28.53,96,35.70,1008.93,180,986.35,6.00,24.0
48376,TAK,ตาก,ตาก,16.87833,99.14333,22.2,07-13-2019,22:00:00,0.00,16.7,26.81,70,0.00,1008.47,260,994.13,8.00,28.3
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,23.0,07-13-2019,22:00:00,0.00,9.3,28.08,71,0.00,1007.01,250,990.72,10.00,28.7
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,22.3,07-13-2019,22:00:00,0.00,7.4,26.89,61,0.00,1006.89,290,1001.73,10.00,30.8
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,24.7,07-13-2019,22:00:00,0.00,0.0,31.20,75,0.00,1005.46,000,992.40,10.00,29.6
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,22.0,07-13-2019,22:00:00,0.00,7.4,26.48,62,0.00,1007.44,270,998.20,10.00,30.0
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,23.6,07-13-2019,22:00:00,0.00,5.6,29.06,67,0.70,1006.04,230,984.63,10.00,30.5
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,24.0,07-13-2019,22:00:00,0.00,0.0,29.75,61,0.00,1006.50,000,989.32,10.00,32.4
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,26.1,07-13-2019,22:00:00,0.00,3.7,33.75,80,0.00,1005.95,180,990.29,10.00,30.0
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,24.0,07-13-2019,22:00:00,0.00,1.9,29.85,67,0.00,1005.22,270,986.61,10.00,30.9
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,21.9,07-13-2019,22:00:00,6.30,0.0,26.25,88,6.30,1011.35,000,959.63,6.00,24.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,23.5,07-13-2019,22:00:00,0.00,14.8,29.00,73,0.00,1007.19,210,1003.26,6.00,28.9
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,20.5,07-13-2019,22:00:00,2.80,14.8,24.08,98,3.70,1009.92,230,914.34,.70,20.8
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,25.2,07-13-2019,22:00:00,0.00,0.0,31.98,80,0.00,1006.25,000,990.38,6.00,29.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,25.1,07-13-2019,22:00:00,0.00,1.9,31.81,79,8.50,1007.89,210,1003.88,10.00,29.2
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,22.7,07-13-2019,22:00:00,0.00,0.0,27.55,65,0.00,1009.05,000,998.46,8.00,30.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,22.1,07-13-2019,22:00:00,0.00,7.4,26.62,65,0.00,1008.81,210,1006.89,9.00,29.5
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,23.1,07-13-2019,22:00:00,0.00,5.6,28.17,67,0.00,1007.40,250,986.73,10.00,29.9
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,25.6,07-13-2019,22:00:00,7.50,5.6,32.77,92,7.50,1006.04,190,988.40,10.00,27.0
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,26.4,07-13-2019,22:00:00,7.50,5.6,34.36,94,7.70,1005.89,240,989.77,10.00,27.5
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,25.0,07-13-2019,22:00:00,0.00,5.6,31.76,74,0.01,1006.64,220,992.76,10.00,30.3
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,24.8,07-13-2019,22:00:00,0.00,0.0,31.28,76,0.00,1006.80,000,992.10,10.00,29.5
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,22.8,07-13-2019,22:00:00,0.00,0.0,27.73,76,0.00,1007.83,000,993.17,8.00,27.5
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,22.2,07-13-2019,22:00:00,0.00,0.0,26.83,59,0.00,1007.44,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1004.47,10.00,31.2
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,26.8,07-13-2019,22:00:00,0.00,0.0,35.18,84,58.00,1007.21,000,999.33,8.00,29.7
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,26.1,07-13-2019,22:00:00,0.00,9.3,33.85,77,2.90,1008.10,230,1007.00,6.00,30.6
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,21.5,07-13-2019,22:00:00,0.00,0.0,25.65,70,0.00,1007.75,000,993.08,8.00,27.5
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,20.4,07-13-2019,22:00:00,0.00,9.3,23.93,98,5.80,1008.95,210,874.21,.05,20.7
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,27.3,07-13-2019,22:00:00,0.00,0.0,36.25,94,77.40,1007.81,000,1001.96,10.00,28.4
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,26.1,07-13-2019,22:00:00,0.00,7.4,33.75,80,0.00,1008.90,240,1008.11,9.00,30.0
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,25.5,07-13-2019,22:00:00,0.00,11.1,32.63,76,9.30,1008.94,230,1008.49,10.00,30.3
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,23.5,07-13-2019,22:00:00,3.60,0.0,29.00,92,10.90,1011.75,000,1000.32,4.00,25.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,22.4,07-13-2019,22:00:00,0.00,3.7,27.14,62,0.00,1008.90,250,1007.90,10.00,30.5
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,23.0,07-13-2019,22:00:00,0.00,5.6,28.09,63,0.00,1008.56,230,1006.75,8.00,31.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,20.5,07-13-2019,22:00:00,0.00,7.4,24.10,58,0.00,1009.15,290,1008.39,8.00,29.7
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,24.6,07-13-2019,22:00:00,0.01,14.8,30.83,74,16.90,1009.08,240,1008.38,8.00,29.7
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,24.9,07-13-2019,22:00:00,0.00,5.6,31.39,72,0.00,1008.44,270,1007.75,7.00,30.4
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,23.6,07-13-2019,22:00:00,0.00,3.7,29.09,66,0.01,1007.64,250,986.73,10.00,30.8
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,22.8,07-13-2019,22:00:00,0.00,9.3,27.73,70,3.30,1007.41,220,990.79,7.00,28.8
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,22.8,07-13-2019,22:00:00,0.00,7.4,27.75,74,2.10,1007.75,240,991.35,7.00,27.8
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,24.0,07-13-2019,22:00:00,0.00,0.0,29.89,68,1.10,1007.67,000,986.06,10.00,30.5
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,21.9,07-13-2019,22:00:00,0.00,18.5,26.22,67,0.00,1007.64,240,964.62,10.00,28.7
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,23.3,07-13-2019,22:00:00,0.00,5.6,28.67,66,1.20,1007.32,230,986.97,10.00,30.3
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,25.0,07-13-2019,22:00:00,0.00,5.6,31.72,75,0.00,1008.81,170,988.16,8.00,30.0
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,23.8,07-13-2019,22:00:00,0.00,5.6,29.54,74,0.00,1009.46,310,1009.03,10.00,28.9
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,25.0,07-13-2019,22:00:00,0.00,0.0,31.62,82,0.00,1007.80,000,1006.38,6.00,28.4
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,24.4,07-13-2019,22:00:00,0.00,0.0,30.51,79,0.00,1008.73,000,1003.81,8.00,28.4
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,21.4,07-13-2019,22:00:00,0.00,7.4,25.42,60,0.00,1009.43,200,1006.16,10.00,30.0
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,22.3,07-13-2019,22:00:00,0.00,7.4,26.91,69,0.00,1009.50,270,1008.39,10.00,28.5
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,24.7,07-13-2019,22:00:00,0.01,0.0,31.15,73,57.70,1009.37,000,1009.07,8.00,30.0
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,24.4,07-13-2019,22:00:00,0.00,0.0,30.55,73,4.80,1009.39,000,1008.90,10.00,29.7
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,23.0,07-13-2019,22:00:00,0.00,18.5,28.12,65,12.40,1009.03,260,1007.63,10.00,30.3
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,22.2,07-13-2019,22:00:00,0.00,0.0,26.80,71,0.50,1010.24,000,1002.23,10.00,28.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,23.5,07-13-2019,22:00:00,0.00,11.1,29.03,68,12.80,1008.72,170,1008.44,10.00,30.2
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,24.7,07-13-2019,22:00:00,0.00,5.6,31.03,74,0.00,1008.92,270,1005.81,10.00,29.8
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,24.6,07-13-2019,22:00:00,0.00,0.0,30.85,77,0.00,1008.84,000,1001.93,10.00,29.0
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,23.8,07-13-2019,22:00:00,0.00,5.6,29.49,72,0.00,1007.98,250,1002.42,8.00,29.3
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,22.6,07-13-2019,22:00:00,0.00,7.4,27.49,81,8.00,1010.26,270,1008.99,10.00,26.2
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,21.3,07-13-2019,22:00:00,0.00,14.8,25.30,61,0.00,1009.41,300,1008.98,11.00,29.5
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,20.2,07-13-2019,22:00:00,0.00,3.7,23.71,71,0.00,1010.20,180,997.86,10.00,25.9
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,19.9,07-13-2019,22:00:00,0.00,0.0,23.24,57,0.00,1009.90,000,1009.19,10.00,29.2
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,24.3,07-13-2019,22:00:00,0.00,5.6,30.42,78,0.00,1008.91,200,1006.49,10.00,28.5
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,25.9,07-13-2019,22:00:00,0.00,13.0,33.33,79,0.00,1008.89,220,1008.38,10.00,29.8
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,23.4,07-13-2019,22:00:00,0.00,0.0,28.86,70,0.00,1008.83,000,1003.71,11.00,29.4
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,24.2,07-13-2019,22:00:00,0.00,0.0,30.20,79,67.90,1009.40,000,1008.99,7.00,28.1
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,24.1,07-13-2019,22:00:00,0.00,0.0,30.02,84,78.50,1008.16,000,1005.39,8.00,27.0
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,20.6,07-13-2019,22:00:00,0.00,3.7,24.32,63,0.00,1009.93,360,1009.15,10.00,28.5
48501,TRAD,ตราด,ตราด,11.76667,102.88333,24.8,07-13-2019,22:00:00,0.00,3.7,31.33,91,10.90,1009.98,100,1009.52,7.00,26.4
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,23.9,07-13-2019,22:00:00,0.00,0.0,29.58,82,0.00,1010.92,000,1010.24,8.00,27.2
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.9,07-13-2019,22:00:00,0.00,0.0,29.69,81,0.00,1010.46,000,1008.93,6.00,27.4
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.8,07-13-2019,22:00:00,0.20,0.0,31.24,90,0.20,1011.52,000,1010.60,10.00,26.5
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,24.2,07-13-2019,22:00:00,0.00,0.0,30.26,81,0.00,1010.55,000,1009.86,10.00,27.7
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,24.7,07-13-2019,22:00:00,0.00,0.0,31.17,95,0.70,1011.31,000,1010.50,8.00,25.6
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,24.6,07-13-2019,22:00:00,0.00,0.0,31.00,93,8.60,1010.99,000,1010.35,10.00,25.8
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,24.0,07-13-2019,22:00:00,0.00,0.0,29.79,94,0.01,1011.02,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",1010.61,10.00,25.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,24.5,07-13-2019,22:00:00,0.00,0.0,30.67,97,15.90,1012.68,000,1008.42,5.00,24.9
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,24.1,07-13-2019,22:00:00,0.00,0.0,29.97,94,14.60,1011.80,000,1010.17,7.00,25.1
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,22.8,07-13-2019,22:00:00,0.00,0.0,27.70,88,0.00,1011.74,000,1008.23,10.00,25.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,24.2,07-13-2019,22:00:00,0.00,0.0,30.20,98,2.90,1010.87,000,1009.50,8.00,24.5
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,24.2,07-13-2019,22:00:00,0.00,0.0,30.18,86,0.00,1011.33,000,1010.44,10.00,26.8
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,24.5,07-13-2019,22:00:00,0.00,0.0,30.67,90,4.80,1011.14,000,1007.56,10.00,26.2
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,25.2,07-13-2019,22:00:00,0.00,0.0,32.10,83,15.00,1011.07,000,1010.64,10.00,28.5
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,24.5,07-13-2019,22:00:00,0.00,5.6,30.75,73,15.60,1009.08,300,1008.10,9.00,29.8
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,24.2,07-13-2019,22:00:00,0.00,9.3,30.15,94,4.00,1011.14,090,1010.31,10.00,25.2
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,23.5,07-13-2019,22:00:00,0.00,0.0,28.90,92,0.40,1011.52,000,1009.69,10.00,24.8
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,23.8,07-13-2019,22:00:00,0.01,3.7,29.41,87,7.60,1011.10,230,1010.35,10.00,26.1
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,23.1,07-13-2019,22:00:00,0.00,0.0,28.33,87,1.60,1011.47,000,1007.43,10.00,25.5
48570,SATUN,สตูล,สตูล,6.65000,100.08333,23.3,07-13-2019,22:00:00,0.00,0.0,28.55,92,1.50,1011.73,000,1011.04,10.00,24.6
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,23.7,07-13-2019,22:00:00,0.00,0.0,29.28,78,0.00,1010.73,000,1009.61,10.00,27.9
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,23.5,07-13-2019,22:00:00,0.00,0.0,28.87,87,0.00,1011.49,000,1008.55,10.00,25.8
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,24.4,07-13-2019,22:00:00,0.00,0.0,30.60,95,4.20,1010.56,000,1009.86,8.00,25.3
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,23.7,07-13-2019,22:00:00,4.70,0.0,29.33,95,49.70,1011.54,000,1007.36,7.00,24.6
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,23.3,07-13-2019,22:00:00,0.00,0.0,28.60,86,0.00,1011.28,000,1010.68,10.00,25.8
