WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindSpeed,Date,Time,Rainfall,VaporPressure,LandVisibility,MeanSeaLevelPressure,StationPressure,DewPoint,RelativeHumidity,Rainfall24Hr,AirTemperature,WindDirection
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,0.0,08-16-2019,13:00:00,0.00,33.99,10.00,1004.12,996.97,26.2,69,0.01,32.6,000
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,3.7,08-16-2019,13:00:00,0.00,33.88,15.00,1003.09,983.60,26.1,71,1.20,32.0,330
48353,LOEI,เลย,เลย,17.45000,101.73333,3.7,08-16-2019,13:00:00,0.00,31.19,15.00,1003.51,975.37,24.7,69,6.70,31.0,140
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,5.6,08-16-2019,13:00:00,0.00,31.82,12.00,1003.20,983.49,25.1,64,0.40,32.7,240
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,3.7,08-16-2019,13:00:00,0.00,33.58,8.00,1004.37,982.89,26.0,81,4.70,29.5,240
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,5.6,08-16-2019,13:00:00,0.00,33.12,10.00,1003.91,984.67,25.8,79,7.30,29.7,180
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,0.0,08-16-2019,13:00:00,0.00,33.04,10.00,1005.13,988.50,25.7,85,12.40,28.4,000
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,3.7,08-16-2019,13:00:00,1.10,34.66,11.00,1005.18,987.92,26.5,87,63.60,28.9,280
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,3.7,08-16-2019,13:00:00,0.00,34.27,13.00,1001.85,976.72,26.3,68,0.20,33.0,260
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.0,08-16-2019,13:00:00,0.00,32.84,10.00,1005.22,999.58,25.6,62,0.00,34.0,000
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,7.4,08-16-2019,13:00:00,0.00,33.17,10.00,1004.20,998.14,25.8,68,0.00,32.5,280
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.0,08-16-2019,13:00:00,0.00,31.02,10.00,1004.39,988.29,24.7,63,0.00,32.6,000
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,5.6,08-16-2019,13:00:00,0.01,30.26,10.00,1005.13,982.91,24.2,81,0.01,27.7,240
48376,TAK,ตาก,ตาก,16.87833,99.14333,18.5,08-16-2019,13:00:00,0.00,28.37,7.00,1005.45,991.27,23.2,63,0.00,31.0,260
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,11.1,08-16-2019,13:00:00,0.00,29.21,7.00,1003.86,987.84,23.7,59,0.00,32.7,120
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,13.0,08-16-2019,13:00:00,0.00,30.82,10.00,1004.65,999.54,24.5,61,0.00,33.2,240
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.0,08-16-2019,13:00:00,0.00,31.41,12.00,1002.77,989.89,24.9,62,0.00,33.2,000
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,3.7,08-16-2019,13:00:00,0.00,30.61,10.00,1004.63,995.51,24.4,61,0.00,33.1,240
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,11.1,08-16-2019,13:00:00,0.00,29.29,10.00,1003.31,982.15,23.7,57,1.70,33.3,200
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,5.6,08-16-2019,13:00:00,0.00,33.00,10.00,1004.37,987.30,25.7,63,5.80,33.8,220
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,7.4,08-16-2019,13:00:00,0.00,32.34,12.00,1003.78,988.20,25.4,72,4.20,31.0,190
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,7.4,08-16-2019,13:00:00,0.00,30.65,10.00,1002.75,984.30,24.5,62,6.30,32.7,190
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.0,08-16-2019,13:00:00,0.00,26.04,11.00,1007.42,956.66,21.8,67,10.10,28.6,000
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,7.4,08-16-2019,13:00:00,0.00,32.89,8.00,1004.43,1000.56,25.6,65,0.00,33.2,180
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,7.4,08-16-2019,13:00:00,0.20,24.96,2.00,1006.54,911.83,21.1,91,0.20,22.6,230
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.0,08-16-2019,13:00:00,0.00,33.65,8.00,1004.38,988.66,26.0,74,4.20,31.2,000
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,1.9,08-16-2019,13:00:00,0.00,32.12,10.00,1005.04,1001.09,25.2,65,0.20,32.7,120
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,9.3,08-16-2019,13:00:00,0.00,30.78,10.00,1005.70,995.27,24.5,59,0.00,33.6,240
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.0,08-16-2019,13:00:00,0.00,30.96,10.00,1004.96,1003.08,24.6,58,0.00,34.1,000
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,22.2,08-16-2019,13:00:00,0.00,28.23,12.00,1003.90,983.57,23.1,53,0.00,33.9,210
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,11.1,08-16-2019,13:00:00,0.00,33.19,10.00,1003.97,986.62,25.8,72,14.70,31.4,210
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,13.0,08-16-2019,13:00:00,0.00,31.94,10.00,1003.87,988.03,25.1,66,0.30,32.2,210
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,11.1,08-16-2019,13:00:00,0.00,29.87,10.00,1004.91,991.19,24.0,58,0.00,33.3,200
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.0,08-16-2019,13:00:00,0.60,34.90,10.00,1005.75,991.16,26.6,76,0.60,31.5,000
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,16.7,08-16-2019,13:00:00,0.00,32.46,10.00,1005.66,991.29,25.4,65,0.00,33.0,220
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.0,08-16-2019,13:00:00,0.00,30.42,10.00,1005.10,1002.16,24.3,56,12.20,34.4,"{'0': '   ', '@attributes': {'Unit': 'degree'}}"
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.0,08-16-2019,13:00:00,0.00,30.86,10.00,1004.46,996.68,24.6,62,0.00,32.8,000
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,14.8,08-16-2019,13:00:00,0.00,31.87,8.00,1005.93,1004.84,25.1,63,0.00,33.0,230
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.0,08-16-2019,13:00:00,0.00,32.96,9.00,1004.70,990.18,25.7,78,0.00,29.9,000
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,7.4,08-16-2019,13:00:00,0.00,24.68,.10,1006.68,872.45,20.9,98,55.40,21.2,210
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,5.6,08-16-2019,13:00:00,0.00,33.47,10.00,1005.05,999.29,25.9,68,0.00,32.5,290
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,13.0,08-16-2019,13:00:00,0.00,31.19,9.00,1005.89,1005.11,24.7,52,0.00,36.0,240
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,14.8,08-16-2019,13:00:00,0.00,32.43,10.00,1006.22,1005.78,25.4,70,0.00,31.6,230
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.0,08-16-2019,13:00:00,0.00,30.96,8.00,1007.29,996.07,24.6,76,0.20,29.2,000
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,3.7,08-16-2019,13:00:00,0.00,29.22,12.00,1005.06,1004.07,23.7,51,0.30,35.5,300
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,3.7,08-16-2019,13:00:00,0.00,31.54,7.00,1005.41,1003.63,24.9,61,0.00,33.4,200
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,3.7,08-16-2019,13:00:00,0.00,28.06,9.00,1005.01,1004.26,23.0,52,0.00,34.1,290
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,24.1,08-16-2019,13:00:00,0.00,31.44,10.00,1005.87,1005.18,24.9,63,0.00,32.8,200
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,5.6,08-16-2019,13:00:00,0.00,33.03,7.00,1005.54,1004.85,25.7,60,0.60,34.5,210
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,11.1,08-16-2019,13:00:00,0.00,26.60,10.00,1004.09,983.51,22.1,49,0.00,34.5,280
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,9.3,08-16-2019,13:00:00,0.00,32.38,13.00,1004.83,988.49,25.4,64,0.00,33.1,200
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,11.1,08-16-2019,13:00:00,0.00,32.10,10.00,1005.64,989.59,25.2,61,0.00,33.8,180
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,3.7,08-16-2019,13:00:00,0.00,29.54,10.00,1004.38,983.10,23.8,54,0.01,34.4,300
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,11.1,08-16-2019,13:00:00,0.00,29.98,12.00,1005.39,962.70,24.1,69,0.00,30.4,250
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,11.1,08-16-2019,13:00:00,0.00,30.04,10.00,1005.17,985.14,24.1,55,11.00,34.5,220
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,22.2,08-16-2019,13:00:00,0.00,34.36,10.00,1006.12,985.79,26.4,65,0.80,34.0,210
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,18.5,08-16-2019,13:00:00,0.00,33.39,10.00,1005.90,1005.47,25.9,68,3.50,32.6,200
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.0,08-16-2019,13:00:00,0.00,34.47,10.00,1005.39,1004.00,26.4,67,0.00,33.5,000
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.0,08-16-2019,13:00:00,0.00,32.84,10.00,1005.37,1000.56,25.6,62,0.00,34.0,000
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,11.1,08-16-2019,13:00:00,0.00,29.04,12.00,1005.80,1002.58,23.6,56,0.00,33.6,270
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,11.1,08-16-2019,13:00:00,0.00,30.93,10.00,1005.54,1004.46,24.6,57,0.00,34.5,260
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,14.8,08-16-2019,13:00:00,0.00,32.51,10.00,1005.93,1005.63,25.4,60,0.00,34.4,210
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,9.3,08-16-2019,13:00:00,0.00,32.67,10.00,1005.51,1004.84,25.5,61,0.00,34.2,230
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,3.7,08-16-2019,13:00:00,0.00,36.19,10.00,1005.24,1004.76,27.3,89,0.00,29.2,140
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,20.4,08-16-2019,13:00:00,0.00,29.67,10.00,1005.96,1004.58,23.9,54,0.00,34.6,250
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,16.7,08-16-2019,13:00:00,0.00,33.50,10.00,1006.44,1004.78,25.9,78,0.00,30.3,200
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,7.4,08-16-2019,13:00:00,0.00,31.03,10.00,1006.92,999.09,24.7,61,0.00,33.3,230
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,13.0,08-16-2019,13:00:00,0.00,34.07,10.00,1006.99,1006.71,26.2,70,0.00,32.5,240
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,7.4,08-16-2019,13:00:00,0.00,31.06,12.00,1006.57,1003.49,24.7,67,0.00,31.5,200
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,13.0,08-16-2019,13:00:00,0.00,31.15,12.00,1007.00,1000.15,24.7,71,0.00,30.7,240
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,7.4,08-16-2019,13:00:00,0.00,30.10,8.00,1005.42,999.98,24.2,52,0.00,35.5,260
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,11.1,08-16-2019,13:00:00,0.00,31.93,12.00,1006.81,997.64,25.1,69,0.00,31.5,240
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,11.1,08-16-2019,13:00:00,0.00,30.75,14.00,1006.87,1005.64,24.5,58,5.60,34.0,180
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,14.8,08-16-2019,13:00:00,0.00,35.70,11.00,1006.18,1005.76,27.0,69,16.80,33.5,170
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,3.7,08-16-2019,13:00:00,0.00,28.12,9.00,1006.37,994.36,23.0,56,0.00,33.0,300
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,9.3,08-16-2019,13:00:00,0.10,33.75,8.00,1006.88,1006.18,26.1,80,0.10,30.0,100
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,14.8,08-16-2019,13:00:00,0.00,31.67,10.00,1007.04,1004.66,25.0,61,0.00,33.6,180
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,18.5,08-16-2019,13:00:00,0.00,34.41,10.00,1007.15,1006.63,26.4,77,0.00,31.0,240
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,5.6,08-16-2019,13:00:00,0.00,29.99,12.00,1006.61,1001.54,24.1,63,0.00,32.1,280
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,7.4,08-16-2019,13:00:00,0.00,33.58,9.00,1007.18,1006.77,26.0,71,0.40,32.0,230
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.0,08-16-2019,13:00:00,0.00,32.34,8.00,1007.78,1005.05,25.4,72,0.00,31.0,000
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,9.3,08-16-2019,13:00:00,0.00,27.82,10.00,1007.16,1006.39,22.8,59,0.00,32.0,270
48501,TRAD,ตราด,ตราด,11.76667,102.88333,7.4,08-16-2019,13:00:00,3.30,36.38,8.00,1007.82,1007.36,27.3,87,10.20,29.7,230
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,11.1,08-16-2019,13:00:00,0.00,29.32,8.00,1007.78,1007.11,23.7,65,5.20,31.2,280
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.0,08-16-2019,13:00:00,0.00,30.90,9.00,1007.78,1006.27,24.6,69,1.60,31.0,000
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,3.7,08-16-2019,13:00:00,10.50,32.36,10.00,1009.32,1008.40,25.4,88,76.00,27.5,200
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,20.4,08-16-2019,13:00:00,0.00,32.17,12.00,1008.47,1007.79,25.3,74,5.50,30.5,150
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,9.3,08-16-2019,13:00:00,0.01,33.07,10.00,1008.59,1007.81,25.7,70,4.60,31.9,240
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,18.5,08-16-2019,13:00:00,0.00,28.66,10.00,1007.97,1007.34,23.3,60,2.60,32.0,180
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,37.0,08-16-2019,13:00:00,0.00,31.85,10.00,1008.88,1008.48,25.1,69,0.00,31.6,230
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,16.7,08-16-2019,13:00:00,0.00,29.42,7.00,1010.14,1005.98,23.8,62,3.10,32.1,210
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.0,08-16-2019,13:00:00,1.40,30.65,12.00,1009.60,1007.98,24.4,92,11.00,25.9,000
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,7.4,08-16-2019,13:00:00,0.20,32.92,12.00,1009.62,1006.18,25.6,76,2.60,30.3,190
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,3.7,08-16-2019,13:00:00,0.01,30.16,10.00,1009.07,1007.73,24.2,73,2.70,29.5,300
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.0,08-16-2019,13:00:00,6.20,31.38,8.00,1009.86,1008.97,24.8,93,19.60,26.0,000
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,7.4,08-16-2019,13:00:00,0.00,31.89,10.00,1009.57,1006.01,25.1,87,13.70,27.4,220
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.0,08-16-2019,13:00:00,0.80,30.72,10.00,1009.51,1009.08,24.5,75,16.00,29.5,000
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,13.0,08-16-2019,13:00:00,0.00,28.89,9.00,1009.00,1008.02,23.5,69,16.00,29.7,290
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,38.9,08-16-2019,13:00:00,10.60,30.43,7.00,1009.96,1009.14,24.3,88,73.20,26.5,210
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,11.1,08-16-2019,13:00:00,10.40,32.20,7.00,1010.62,1008.79,25.3,96,103.00,26.0,230
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,13.0,08-16-2019,13:00:00,0.00,26.81,11.00,1009.36,1008.62,22.2,54,0.01,32.9,260
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,13.0,08-16-2019,13:00:00,0.00,29.47,10.00,1009.55,1005.61,23.8,63,0.40,31.7,990
48570,SATUN,สตูล,สตูล,6.65000,100.08333,11.1,08-16-2019,13:00:00,0.00,28.00,10.00,1010.47,1009.78,22.9,71,3.40,28.8,270
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,9.3,08-16-2019,13:00:00,0.00,29.95,10.00,1009.24,1008.14,24.1,61,0.00,32.5,200
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,13.0,08-16-2019,13:00:00,0.00,31.19,12.00,1009.93,1007.05,24.7,67,0.00,31.7,180
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,9.3,08-16-2019,13:00:00,0.00,31.93,14.00,1008.89,1008.21,25.1,69,0.00,31.5,230
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,3.7,08-16-2019,13:00:00,0.00,30.40,10.00,1009.70,1005.65,24.3,60,0.00,33.0,220
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,9.3,08-16-2019,13:00:00,0.00,29.66,12.00,1009.41,1008.83,23.9,61,0.00,32.5,030
