WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,StationPressure,Date,Time,Rainfall24Hr,RelativeHumidity,VaporPressure,WindSpeed,DewPoint,WindDirection,LandVisibility,MeanSeaLevelPressure,AirTemperature,Rainfall
48331,NAN,น่าน,น่าน,18.77972,100.77778,980.10,07-18-2019,04:00:00,0.00,84,30.97,0.0,24.6,000,10.00,1002.75,27.5,0.00
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,973.00,07-18-2019,04:00:00,0.00,89,29.76,0.0,24.0,000,7.00,1002.79,26.0,0.00
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,967.83,07-18-2019,04:00:00,0.00,86,29.33,0.0,23.7,000,7.00,1003.19,26.2,0.00
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,972.60,07-18-2019,04:00:00,0.00,98,31.31,0.0,24.8,000,10.00,1002.29,25.1,0.00
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,994.91,07-18-2019,04:00:00,0.00,72,27.79,0.0,22.8,000,9.00,1002.14,28.4,0.00
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,982.18,07-18-2019,04:00:00,0.00,85,33.04,0.0,25.7,000,10.00,1001.87,28.4,0.00
48353,LOEI,เลย,เลย,17.45000,101.73333,974.19,07-18-2019,04:00:00,0.01,89,30.97,0.0,24.6,000,12.00,1002.73,26.5,0.00
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,982.39,07-18-2019,04:00:00,0.00,88,32.36,0.0,25.4,000,10.00,1002.42,27.5,0.00
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,981.03,07-18-2019,04:00:00,37.20,92,31.22,0.0,24.8,000,12.00,1002.70,26.2,0.00
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,983.10,07-18-2019,04:00:00,46.00,89,32.05,7.4,25.2,150,11.00,1002.47,27.2,0.00
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,986.66,07-18-2019,04:00:00,0.00,81,31.94,1.9,25.1,100,10.00,1003.24,28.7,0.00
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,986.20,07-18-2019,04:00:00,0.00,90,33.01,0.0,25.7,000,10.00,1003.51,27.4,0.00
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,976.58,07-18-2019,04:00:00,0.00,94,34.44,0.0,26.4,000,10.00,1002.18,27.4,0.00
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,997.15,07-18-2019,04:00:00,0.00,74,28.04,5.6,23.0,270,10.00,1002.89,28.1,0.00
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,994.36,07-18-2019,04:00:00,0.00,82,31.23,0.0,24.8,000,10.00,1000.48,28.2,0.00
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,987.10,07-18-2019,04:00:00,0.00,86,31.14,0.0,24.7,000,8.00,1003.46,27.3,0.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,980.36,07-18-2019,04:00:00,0.00,92,29.62,0.0,23.9,000,10.00,1002.71,25.2,0.00
48376,TAK,ตาก,ตาก,16.87833,99.14333,988.76,07-18-2019,04:00:00,0.00,70,26.54,11.1,22.1,260,7.00,1003.04,28.0,0.00
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,985.88,07-18-2019,04:00:00,0.00,72,26.78,0.0,22.2,000,8.00,1002.14,27.7,0.00
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,997.48,07-18-2019,04:00:00,0.00,87,32.80,0.0,25.6,000,10.00,1002.67,28.0,0.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,988.69,07-18-2019,04:00:00,0.00,81,30.56,0.0,24.4,000,10.00,1001.77,28.0,0.00
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,992.57,07-18-2019,04:00:00,0.00,79,30.01,5.6,24.1,330,10.00,1001.82,28.0,0.00
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,981.18,07-18-2019,04:00:00,0.00,79,30.31,3.7,24.3,210,10.00,1002.67,28.3,0.00
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,985.34,07-18-2019,04:00:00,0.00,83,29.00,0.0,23.5,000,10.00,1002.78,26.6,0.00
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,986.72,07-18-2019,04:00:00,0.00,82,30.15,0.0,24.2,000,10.00,1002.45,27.5,0.00
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,983.12,07-18-2019,04:00:00,0.00,82,31.03,5.6,24.7,180,8.00,1001.83,28.1,0.00
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,953.88,07-18-2019,04:00:00,0.00,89,26.17,0.0,21.8,000,6.00,1005.33,23.8,0.00
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,998.64,07-18-2019,04:00:00,0.00,88,32.88,0.0,25.6,000,8.00,1002.57,27.9,0.00
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,909.53,07-18-2019,04:00:00,2.50,96,23.92,11.1,20.4,230,.80,1004.54,21.0,0.00
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,986.99,07-18-2019,04:00:00,0.00,86,33.53,0.0,26.0,000,5.00,1002.83,28.5,0.00
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,998.28,07-18-2019,04:00:00,0.00,88,32.36,0.0,25.4,000,10.00,1002.29,27.5,0.00
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,993.31,07-18-2019,04:00:00,0.00,84,29.08,0.0,23.6,000,7.00,1003.97,26.5,0.00
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,1000.97,07-18-2019,04:00:00,0.00,86,29.25,0.0,23.7,000,8.00,1002.90,26.3,0.00
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,982.50,07-18-2019,04:00:00,0.00,76,28.37,0.0,23.2,000,10.00,1003.23,27.7,0.00
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,984.81,07-18-2019,04:00:00,0.00,86,30.18,0.0,24.2,000,10.00,1002.40,26.8,0.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,986.63,07-18-2019,04:00:00,0.00,85,31.05,0.0,24.7,000,10.00,1002.70,27.4,0.00
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,989.67,07-18-2019,04:00:00,1.90,87,29.41,3.7,23.8,190,10.00,1003.70,26.1,0.00
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,989.78,07-18-2019,04:00:00,2.20,92,29.91,0.0,24.0,000,10.00,1004.65,25.5,0.00
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,989.70,07-18-2019,04:00:00,0.50,90,29.93,0.0,24.1,000,7.00,1004.39,25.8,0.00
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,999.34,07-18-2019,04:00:00,0.00,84,30.12,0.0,24.2,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",10.00,1002.34,27.2,0.00
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,994.79,07-18-2019,04:00:00,0.00,84,31.36,0.0,24.8,000,7.00,1002.69,27.7,0.00
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,1001.76,07-18-2019,04:00:00,0.00,84,30.97,7.4,24.6,190,8.00,1002.87,27.5,0.00
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,989.53,07-18-2019,04:00:00,0.00,84,29.93,0.0,24.1,000,8.00,1004.17,27.1,0.00
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,869.27,07-18-2019,04:00:00,0.20,98,22.62,9.3,19.5,200,.10,1003.68,19.8,0.00
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,997.17,07-18-2019,04:00:00,0.00,91,33.41,7.4,25.9,200,10.00,1003.02,27.6,0.00
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,1004.25,07-18-2019,04:00:00,0.00,84,34.46,3.7,26.4,240,8.00,1005.05,29.5,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,1002.40,07-18-2019,04:00:00,0.00,88,33.78,9.3,26.1,230,10.00,1002.85,28.2,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,993.44,07-18-2019,04:00:00,0.00,96,30.32,0.0,24.3,000,5.00,1004.79,25.0,0.00
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,1002.06,07-18-2019,04:00:00,0.00,83,29.75,0.0,24.0,000,10.00,1003.07,27.0,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,1001.34,07-18-2019,04:00:00,0.00,81,29.69,0.0,23.9,000,9.00,1003.15,27.4,0.00
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,1001.81,07-18-2019,04:00:00,0.00,77,26.73,3.7,22.2,210,8.00,1002.57,26.5,0.00
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,1002.59,07-18-2019,04:00:00,0.00,75,27.19,5.6,22.5,260,10.00,1003.29,27.2,0.00
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,1002.48,07-18-2019,04:00:00,0.00,88,33.08,0.0,25.7,000,7.00,1003.18,28.0,0.00
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,981.92,07-18-2019,04:00:00,0.00,84,30.97,3.7,24.6,240,10.00,1002.95,27.5,0.00
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,986.72,07-18-2019,04:00:00,0.00,82,28.01,0.0,23.0,000,7.00,1003.42,26.2,0.00
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,987.42,07-18-2019,04:00:00,0.00,88,29.50,3.7,23.8,180,7.00,1003.85,26.0,0.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,981.30,07-18-2019,04:00:00,0.00,77,27.44,0.0,22.6,000,10.00,1003.07,26.9,0.00
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,960.09,07-18-2019,04:00:00,0.00,87,27.45,0.0,22.6,000,11.00,1003.45,25.0,0.00
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,982.60,07-18-2019,04:00:00,0.00,87,29.78,5.6,24.0,140,8.00,1003.13,26.3,0.00
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,983.99,07-18-2019,04:00:00,0.00,98,32.26,13.0,25.3,190,8.00,1004.85,25.6,0.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,1002.74,07-18-2019,04:00:00,0.80,75,28.49,3.7,23.2,250,10.00,1003.17,28.2,0.00
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,1002.29,07-18-2019,04:00:00,0.00,90,31.35,0.0,24.8,000,6.00,1003.70,26.7,0.00
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,998.86,07-18-2019,04:00:00,0.00,96,32.01,0.0,25.2,000,7.00,1003.79,25.9,0.00
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,999.61,07-18-2019,04:00:00,0.00,70,27.08,3.7,22.4,270,12.00,1002.87,28.3,0.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,1001.94,07-18-2019,04:00:00,0.00,90,30.30,0.0,24.3,000,10.00,1003.05,26.0,0.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,1002.97,07-18-2019,04:00:00,0.00,77,29.19,3.7,23.6,310,10.00,1003.27,28.0,0.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,1003.85,07-18-2019,04:00:00,0.00,92,32.77,0.0,25.6,000,10.00,1004.34,27.0,0.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,1002.24,07-18-2019,04:00:00,0.00,72,27.69,11.1,22.8,240,10.00,1003.64,28.2,0.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,996.90,07-18-2019,04:00:00,0.00,94,30.71,0.0,24.5,000,10.00,1004.93,25.5,0.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,1002.66,07-18-2019,04:00:00,0.00,76,30.29,0.0,24.3,000,10.00,1002.94,29.0,0.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,1000.00,07-18-2019,04:00:00,0.00,74,29.74,0.0,23.9,000,10.00,1003.10,29.0,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,996.83,07-18-2019,04:00:00,0.00,74,28.78,7.4,23.4,270,10.00,1003.71,28.5,0.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,998.58,07-18-2019,04:00:00,2.10,88,29.13,0.0,23.6,000,8.00,1004.18,25.8,0.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,1003.04,07-18-2019,04:00:00,0.10,90,29.56,3.7,23.8,180,10.00,1004.31,25.6,0.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,1002.85,07-18-2019,04:00:00,0.01,72,27.97,5.6,22.9,250,11.00,1003.28,28.5,0.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,991.85,07-18-2019,04:00:00,0.00,86,26.85,0.0,22.3,000,8.00,1004.16,24.8,0.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,1003.24,07-18-2019,04:00:00,1.70,87,29.78,5.6,24.0,210,10.00,1003.95,26.3,0.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,1001.78,07-18-2019,04:00:00,0.00,78,30.15,11.1,24.2,230,10.00,1004.20,28.5,0.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,1002.96,07-18-2019,04:00:00,0.00,76,30.96,14.8,24.6,260,10.00,1003.47,29.2,0.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,998.38,07-18-2019,04:00:00,0.00,79,30.01,3.7,24.1,260,10.00,1003.50,28.0,0.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,1006.13,07-18-2019,04:00:00,5.50,94,33.34,0.0,25.9,000,7.00,1006.54,27.0,0.20
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,1003.88,07-18-2019,04:00:00,20.80,97,32.48,0.0,25.4,000,8.00,1006.66,26.0,0.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,1004.78,07-18-2019,04:00:00,0.90,75,25.45,9.3,21.4,270,10.00,1005.56,26.2,0.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,1004.59,07-18-2019,04:00:00,133.00,95,29.69,7.4,23.9,060,6.00,1005.05,24.8,56.50
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,1004.19,07-18-2019,04:00:00,5.10,94,29.79,0.0,24.0,000,7.00,1004.88,25.0,0.10
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,1004.65,07-18-2019,04:00:00,3.80,83,26.43,0.0,22.0,000,7.00,1006.19,25.0,0.40
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,1005.06,07-18-2019,04:00:00,69.00,92,29.91,0.0,24.0,000,8.00,1005.98,25.5,0.10
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,1005.15,07-18-2019,04:00:00,22.00,89,29.11,9.3,23.6,230,9.00,1005.84,25.5,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1005.52,07-18-2019,04:00:00,1.80,98,27.74,3.7,22.8,170,7.00,1006.33,23.1,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,1004.84,07-18-2019,04:00:00,7.00,93,28.63,0.0,23.3,000,10.00,1005.48,24.5,0.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,1004.92,07-18-2019,04:00:00,2.20,97,28.34,0.0,23.2,000,10.00,1005.33,23.6,0.20
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,1003.79,07-18-2019,04:00:00,9.20,97,28.17,0.0,23.0,000,5.00,1008.05,23.5,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,1004.80,07-18-2019,04:00:00,24.80,98,26.42,0.0,22.0,000,10.00,1006.44,22.3,0.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,1003.42,07-18-2019,04:00:00,4.50,96,27.07,0.0,22.4,000,6.00,1006.94,23.0,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,1004.50,07-18-2019,04:00:00,1.10,90,26.75,0.0,22.2,000,8.00,1005.86,24.0,0.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,1004.75,07-18-2019,04:00:00,25.50,97,28.17,0.0,23.0,000,10.00,1005.64,23.5,0.00
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,1002.48,07-18-2019,04:00:00,20.30,98,27.91,0.0,22.9,000,10.00,1006.08,23.2,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,1004.98,07-18-2019,04:00:00,43.00,97,28.78,0.0,23.4,000,10.00,1005.41,24.0,0.40
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,1004.40,07-18-2019,04:00:00,34.40,97,28.17,0.0,23.0,000,10.00,1005.40,23.5,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,1005.15,07-18-2019,04:00:00,15.40,96,30.13,0.0,24.2,000,10.00,1005.97,24.9,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,1004.13,07-18-2019,04:00:00,39.70,96,27.92,0.0,22.9,000,10.00,1005.96,23.5,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,1006.05,07-18-2019,04:00:00,0.30,85,27.63,0.0,22.7,000,11.00,1006.80,25.4,0.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,1002.13,07-18-2019,04:00:00,1.60,96,28.35,0.0,23.2,000,10.00,1006.16,23.9,0.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,1007.34,07-18-2019,04:00:00,1.00,96,28.53,0.0,23.3,000,10.00,1008.03,24.0,0.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,1005.61,07-18-2019,04:00:00,0.00,84,26.18,0.0,21.8,000,10.00,1006.74,24.7,0.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,1003.30,07-18-2019,04:00:00,0.00,95,29.51,0.0,23.8,000,10.00,1006.24,24.7,0.00
