WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48328,LAMPANG,\u0e25\u0e33\u0e1b\u0e32\u0e07,\u0e25\u0e33\u0e1b\u0e32\u0e07,18.28333,99.51667,29.0,07-07-2019,22:00:00,22.4,5.6,979.96,0.00,1007.25,0.00,10.00,27.03,200,68
48329,LAMPHUN,\u0e25\u0e33\u0e1e\u0e39\u0e19,\u0e25\u0e33\u0e1e\u0e39\u0e19,18.56722,99.03389,27.3,07-07-2019,22:00:00,23.2,7.4,973.59,0.00,1007.02,0.00,10.00,28.43,240,78
48330,PHRAE,\u0e41\u0e1e\u0e23\u0e48,\u0e41\u0e1e\u0e23\u0e48,18.16667,100.16667,28.9,07-07-2019,22:00:00,22.3,3.7,988.12,0.01,1006.47,0.01,15.00,26.85,250,67
48331,NAN,\u0e19\u0e48\u0e32\u0e19,\u0e19\u0e48\u0e32\u0e19,18.77972,100.77778,29.0,07-07-2019,22:00:00,23.6,0.0,983.56,0.00,1006.17,0.00,10.00,29.19,000,73
48333,NAN AGROMET.,\u0e19\u0e48\u0e32\u0e19 \u0e2a\u0e01\u0e29.,\u0e19\u0e48\u0e32\u0e19,18.86667,100.75000,27.0,07-07-2019,22:00:00,24.8,0.0,976.78,3.10,1006.58,3.10,8.00,31.38,000,88
48334,LAMPANG AGROMET.,\u0e25\u0e33\u0e1b\u0e32\u0e07 \u0e2a\u0e01\u0e29.,\u0e25\u0e33\u0e1b\u0e32\u0e07,18.31667,99.28333,28.4,07-07-2019,22:00:00,21.9,0.0,971.76,0.00,1007.00,0.00,6.00,26.21,000,68
48350,LOEI AGROMET.,\u0e40\u0e25\u0e22 \u0e2a\u0e01\u0e29.,\u0e40\u0e25\u0e22,17.40000,101.73333,27.1,07-07-2019,22:00:00,22.7,0.0,976.67,0.00,1006.28,0.00,12.00,27.54,000,77
48351,UTTARADIT,\u0e2d\u0e38\u0e15\u0e23\u0e14\u0e34\u0e15\u0e16\u0e4c,\u0e2d\u0e38\u0e15\u0e23\u0e14\u0e34\u0e15\u0e16\u0e4c,17.61667,100.10000,29.2,07-07-2019,22:00:00,23.1,7.4,999.87,0.00,1007.12,2.40,10.00,28.21,230,70
48352,NONG KHAI,\u0e2b\u0e19\u0e2d\u0e07\u0e04\u0e32\u0e22,\u0e2b\u0e19\u0e2d\u0e07\u0e04\u0e32\u0e22,17.86717,102.73303,27.9,07-07-2019,22:00:00,25.9,3.7,986.19,0.00,1005.99,0.90,11.00,33.45,200,89
48353,LOEI,\u0e40\u0e25\u0e22,\u0e40\u0e25\u0e22,17.45000,101.73333,29.2,07-07-2019,22:00:00,21.8,0.0,978.04,0.00,1006.43,0.00,14.00,26.07,000,64
48354,UDON THANI,\u0e2d\u0e38\u0e14\u0e23\u0e18\u0e32\u0e19\u0e35,\u0e2d\u0e38\u0e14\u0e23\u0e18\u0e32\u0e19\u0e35,17.38333,102.80000,29.2,07-07-2019,22:00:00,22.6,7.4,986.26,0.00,1006.26,0.00,14.00,27.40,230,68
48355,SAKON NAKHON AGROMET.,\u0e2a\u0e01\u0e25\u0e19\u0e04\u0e23 \u0e2a\u0e01\u0e29.,\u0e2a\u0e01\u0e25\u0e19\u0e04\u0e23,17.12503,104.06100,27.4,07-07-2019,22:00:00,25.3,0.0,984.83,0.00,1006.50,0.00,12.00,32.16,000,88
48356,SAKON NAKHON,\u0e2a\u0e01\u0e25\u0e19\u0e04\u0e23,\u0e2a\u0e01\u0e25\u0e19\u0e04\u0e23,17.15000,104.13333,29.1,07-07-2019,22:00:00,23.7,3.7,986.77,0.00,1006.09,0.00,12.00,29.38,200,73
48357,NAKHON PHANOM,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21,17.41083,104.78250,27.0,07-07-2019,22:00:00,24.8,0.0,990.56,0.00,1007.31,3.50,12.00,31.38,000,88
48358,NAKHON PHANOM AGROMET.,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e1e\u0e19\u0e21,17.44306,104.77361,25.0,07-07-2019,22:00:00,24.3,0.0,990.01,0.00,1007.54,23.70,10.00,30.32,000,96
48360,NONG BUA LAM PHU,\u0e2b\u0e19\u0e2d\u0e07\u0e1a\u0e31\u0e27\u0e25\u0e33\u0e20\u0e39,\u0e2b\u0e19\u0e2d\u0e07\u0e1a\u0e31\u0e27\u0e25\u0e33\u0e20\u0e39,17.23250,102.42944,27.5,07-07-2019,22:00:00,23.9,0.0,979.79,0.00,1005.47,0.00,11.00,29.60,000,81
48372,SUKHOTHAI*,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,17.10611,99.80000,29.0,07-07-2019,22:00:00,23.9,0.0,1001.50,0.00,1007.25,1.70,10.00,29.74,000,74
48373,SI SAMRONG AGROMET.,\u0e28\u0e23\u0e35\u0e2a\u0e33\u0e42\u0e23\u0e07 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,17.16136,99.86167,29.2,07-07-2019,22:00:00,23.9,0.0,1001.05,0.00,1007.20,3.00,10.00,29.57,000,73
48374,LOM SAK,\u0e2b\u0e25\u0e48\u0e21\u0e2a\u0e31\u0e01,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,16.77361,101.24944,28.8,07-07-2019,22:00:00,23.6,0.0,991.57,0.00,1007.92,0.00,10.00,29.08,000,73
48375,MAE SOT,\u0e41\u0e21\u0e48\u0e2a\u0e2d\u0e14,\u0e15\u0e32\u0e01,16.65917,98.55083,25.5,07-07-2019,22:00:00,24.0,0.0,984.76,0.50,1007.19,7.90,10.00,29.91,000,92
48376,TAK,\u0e15\u0e32\u0e01,\u0e15\u0e32\u0e01,16.87833,99.14333,28.1,07-07-2019,22:00:00,23.3,5.6,994.22,0.00,1008.58,1.40,8.00,28.57,280,75
48377,BHUMIBOL DAM,\u0e40\u0e02\u0e37\u0e48\u0e2d\u0e19\u0e20\u0e39\u0e21\u0e34\u0e1e\u0e25,\u0e15\u0e32\u0e01,17.24389,99.00250,28.6,07-07-2019,22:00:00,20.1,0.0,988.66,0.00,1004.92,2.00,6.00,23.48,000,60
48378,PHITSANULOK,\u0e1e\u0e34\u0e29\u0e13\u0e38\u0e42\u0e25\u0e01,\u0e1e\u0e34\u0e29\u0e13\u0e38\u0e42\u0e25\u0e01,16.79481,100.27930,29.3,07-07-2019,22:00:00,26.1,0.0,1002.48,0.00,1007.67,0.00,10.00,33.74,000,83
48379,PHETCHABUN,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,16.43333,101.15000,28.6,07-07-2019,22:00:00,23.7,0.0,993.19,0.00,1006.31,0.00,10.00,29.24,000,75
48380,KAMPHAENG PHET,\u0e01\u0e33\u0e41\u0e1e\u0e07\u0e40\u0e1e\u0e0a\u0e23,\u0e01\u0e33\u0e41\u0e1e\u0e07\u0e40\u0e1e\u0e0a\u0e23,16.48681,99.52697,28.9,07-07-2019,22:00:00,24.8,0.0,998.14,0.00,1007.40,0.10,10.00,31.21,000,78
48381,KHON KAEN,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,16.46111,102.78972,28.6,07-07-2019,22:00:00,22.6,5.6,985.01,0.00,1006.57,0.00,10.00,27.36,240,70
48382,MAHASARAKHAM,\u0e21\u0e2b\u0e32\u0e2a\u0e32\u0e23\u0e04\u0e32\u0e21,\u0e21\u0e2b\u0e32\u0e2a\u0e32\u0e23\u0e04\u0e32\u0e21,16.24722,103.06805,29.6,07-07-2019,22:00:00,22.7,0.0,990.05,0.00,1007.41,0.00,10.00,27.61,000,67
48383,MUKDAHAN,\u0e21\u0e38\u0e01\u0e14\u0e32\u0e2b\u0e32\u0e23,\u0e21\u0e38\u0e01\u0e14\u0e32\u0e2b\u0e32\u0e23,16.54139,104.72889,28.0,07-07-2019,22:00:00,23.6,7.4,990.80,0.00,1006.57,0.00,10.00,29.19,180,77
48384,THA PHRA AGROMET.,\u0e17\u0e48\u0e32\u0e1e\u0e23\u0e30 \u0e2a\u0e01\u0e29.,\u0e02\u0e2d\u0e19\u0e41\u0e01\u0e48\u0e19,16.33333,102.81667,28.6,07-07-2019,22:00:00,23.5,5.6,986.94,0.00,1005.70,0.00,8.00,28.97,210,74
48385,UMPHANG,\u0e2d\u0e38\u0e49\u0e21\u0e1c\u0e32\u0e07,\u0e15\u0e32\u0e01,16.02472,98.86444,23.8,07-07-2019,22:00:00,22.3,0.0,958.73,0.00,1010.44,13.00,7.00,26.92,000,91
48386,PICHIT AGROMET.,\u0e1e\u0e34\u0e08\u0e34\u0e15\u0e23 \u0e2a\u0e01\u0e29.,\u0e1e\u0e34\u0e08\u0e34\u0e15\u0e23,16.43806,100.29250,28.9,07-07-2019,22:00:00,24.6,5.6,1003.54,0.00,1007.47,0.00,7.00,30.93,190,78
48387,DOI MU SOE AGROMET.,\u0e14\u0e2d\u0e22\u0e21\u0e39\u0e40\u0e0b\u0e2d\u0e23\u0e4c \u0e2a\u0e01\u0e29.,\u0e15\u0e32\u0e01,16.75000,98.93333,21.4,07-07-2019,22:00:00,20.8,9.3,913.63,0.00,1008.93,5.80,.60,24.52,230,96
48390,KALASIN,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,\u0e01\u0e32\u0e2c\u0e2a\u0e34\u0e19\u0e18\u0e38\u0e4c,16.33250,103.58833,29.0,07-07-2019,22:00:00,23.6,0.0,990.86,0.00,1006.73,0.00,6.00,29.19,000,73
48400,NAKHON SAWAN,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c ,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.67183,100.13236,29.2,07-07-2019,22:00:00,25.7,1.9,1003.97,0.00,1007.98,0.00,10.00,32.96,210,81
48401,TAKFA AGROMET.,\u0e15\u0e32\u0e01\u0e1f\u0e49\u0e32 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e2a\u0e27\u0e23\u0e23\u0e04\u0e4c,15.34944,100.53028,27.7,07-07-2019,22:00:00,24.5,0.0,998.47,0.00,1009.14,0.00,7.00,30.81,000,83
48402,CHAINAT AGROMET.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17 \u0e2a\u0e01\u0e29.,\u0e0a\u0e31\u0e22\u0e19\u0e32\u0e17,15.15000,100.18333,28.2,07-07-2019,22:00:00,25.1,0.0,1006.71,0.00,1008.63,0.40,9.00,31.79,000,83
48403,CHAIYAPHUM,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,\u0e0a\u0e31\u0e22\u0e20\u0e39\u0e21\u0e34,15.80000,102.03333,28.4,07-07-2019,22:00:00,22.8,7.4,986.42,0.00,1007.19,0.00,10.00,27.79,250,72
48404,ROI ET AGROMET.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14 \u0e2a\u0e01\u0e29.,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.07322,103.60844,29.4,07-07-2019,22:00:00,22.3,0.0,989.32,0.00,1006.84,0.00,10.00,26.97,000,66
48405,ROI ET,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,\u0e23\u0e49\u0e2d\u0e22\u0e40\u0e2d\u0e47\u0e14,16.02000,103.74389,30.5,07-07-2019,22:00:00,22.8,5.6,990.46,0.00,1006.43,0.00,10.00,27.68,220,63
48407,UBON RATCHATHANI,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.25000,104.86667,28.4,07-07-2019,22:00:00,24.2,3.7,994.21,0.00,1008.19,0.00,10.00,30.23,140,78
48408,UBON RATCHATHANI AGROMET.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2d\u0e38\u0e1a\u0e25\u0e23\u0e32\u0e0a\u0e18\u0e32\u0e19\u0e35,15.23914,105.02350,27.9,07-07-2019,22:00:00,24.4,0.0,992.68,0.00,1007.47,0.00,8.00,30.64,000,82
48409,SI SAKET AGROMET.,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,\u0e28\u0e23\u0e35\u0e2a\u0e30\u0e40\u0e01\u0e29,15.00000,104.05000,29.4,07-07-2019,22:00:00,24.2,0.0,993.32,0.00,1007.88,0.00,6.00,30.24,000,74
48410,UTHAITHANI,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,\u0e2d\u0e38\u0e17\u0e31\u0e22\u0e18\u0e32\u0e19\u0e35,15.37417,100.03889,28.7,07-07-2019,22:00:00,26.0,0.0,1004.41,0.00,1007.41,2.90,10.00,33.66,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",86
48413,WICHIAN BURI,\u0e27\u0e34\u0e40\u0e0a\u0e35\u0e22\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e39\u0e23\u0e13\u0e4c,15.65700,101.10800,28.5,07-07-2019,22:00:00,23.1,0.0,999.78,0.00,1007.69,0.00,7.00,28.24,000,73
48415,AYUTTHAYA,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,14.53472,100.72500,28.8,07-07-2019,22:00:00,23.3,7.4,1007.25,0.00,1008.35,0.00,8.00,28.54,210,72
48416,THA TUM,\u0e17\u0e48\u0e32\u0e15\u0e39\u0e21,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,15.31667,103.68333,28.0,07-07-2019,22:00:00,23.6,0.0,993.39,0.00,1008.04,0.00,8.00,29.19,000,77
48417,NAKORNNAYOK,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,\u0e19\u0e04\u0e23\u0e19\u0e32\u0e22\u0e01,{'@attributes': {'Unit': 'decimal degree'}},{'@attributes': {'Unit': 'decimal degree'}},19.3,07-07-2019,22:00:00,19.0,9.3,874.41,0.00,1009.86,0.00,3.00,21.93,210,98
48418,BUA CHUM,\u0e1a\u0e31\u0e27\u0e0a\u0e38\u0e21  ,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,15.26667,101.18736,28.6,07-07-2019,22:00:00,24.9,9.3,1002.34,0.00,1008.20,0.00,10.00,31.46,210,80
48419,PATHUMTHANI,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e1b\u0e17\u0e38\u0e21\u0e18\u0e32\u0e19\u0e35,14.10000,100.61667,29.0,07-07-2019,22:00:00,25.5,5.6,1008.22,0.00,1009.02,0.00,8.00,32.55,240,81
48420,Samut Prakarn,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23 \u0e2a\u0e01\u0e29.,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.51667,100.76167,29.4,07-07-2019,22:00:00,26.0,7.4,1008.29,0.00,1008.74,0.00,10.00,33.66,230,82
48421,THONG PHAPHUM,\u0e17\u0e2d\u0e07\u0e1c\u0e32\u0e20\u0e39\u0e21\u0e34,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.74222,98.63639,26.2,07-07-2019,22:00:00,24.2,0.0,998.18,0.00,1009.53,20.60,4.00,30.13,000,89
48425,SUPHAN BURI,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.47444,100.13889,28.9,07-07-2019,22:00:00,23.2,3.7,1008.65,0.00,1009.66,0.50,10.00,28.45,220,71
48426,LOP BURI,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,\u0e25\u0e1e\u0e1a\u0e38\u0e23\u0e35,14.79972,100.64500,28.6,07-07-2019,22:00:00,24.0,3.7,1006.84,0.00,1008.66,0.01,7.00,29.79,180,76
48427,U THONG AGROMET.,\u0e2d\u0e39\u0e48\u0e17\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e1e\u0e23\u0e23\u0e13\u0e1a\u0e38\u0e23\u0e35,14.30361,99.86472,27.6,07-07-2019,22:00:00,24.0,0.0,1008.00,0.00,1008.76,0.01,6.00,29.79,000,81
48429,SUVARNABHUMI AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e2a\u0e38\u0e27\u0e23\u0e23\u0e13\u0e20\u0e39\u0e21\u0e34,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e1b\u0e23\u0e32\u0e01\u0e32\u0e23,13.68639,100.76750,28.1,07-07-2019,22:00:00,25.0,9.3,1008.48,0.00,1009.19,0.00,10.00,31.59,210,83
48430,PRACHIN BURI,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,14.05842,101.36930,28.3,07-07-2019,22:00:00,25.8,0.0,1008.01,0.00,1008.71,0.00,7.00,33.12,000,86
48431,NAKHON RATCHASIMA,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.96830,102.08603,28.6,07-07-2019,22:00:00,23.5,7.4,987.36,0.00,1008.43,0.00,10.00,28.97,240,74
48432,SURIN,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.50000,29.4,07-07-2019,22:00:00,23.0,5.6,991.30,0.00,1007.90,0.00,8.00,28.04,230,68
48433,SURIN AGROMET.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e34\u0e19\u0e17\u0e23\u0e4c,14.88333,103.45000,29.0,07-07-2019,22:00:00,23.2,7.4,991.82,0.00,1008.16,0.00,7.00,28.37,230,71
48434,CHOK CHAI,\u0e42\u0e0a\u0e04\u0e0a\u0e31\u0e22,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.71889,102.16861,27.6,07-07-2019,22:00:00,22.9,0.0,986.87,0.00,1008.72,0.00,10.00,27.92,000,76
48435,PAKCHONG AGROMET.,\u0e1b\u0e32\u0e01\u0e0a\u0e48\u0e2d\u0e07 \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e23\u0e32\u0e0a\u0e2a\u0e35\u0e21\u0e32,14.64389,101.33194,26.9,07-07-2019,22:00:00,20.2,11.1,965.51,0.00,1008.84,0.00,10.00,23.63,240,67
48436,NANG RONG,\u0e19\u0e32\u0e07\u0e23\u0e2d\u0e07,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,14.58333,102.80000,28.0,07-07-2019,22:00:00,23.3,3.7,987.91,0.00,1008.43,0.00,10.00,28.65,180,76
48437,BURIRUM,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,\u0e1a\u0e38\u0e23\u0e35\u0e23\u0e31\u0e21\u0e22\u0e4c,15.22575,103.24808,29.0,07-07-2019,22:00:00,23.2,13.0,988.71,0.00,1009.44,0.00,9.00,28.37,220,71
48438,SAMUTSONGKRAM,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,\u0e2a\u0e21\u0e38\u0e17\u0e23\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21,13.40778,100.03222,29.2,07-07-2019,22:00:00,26.0,1.9,1008.78,0.00,1009.21,0.00,10.00,33.53,300,83
48439,KABIN BURI,\u0e01\u0e1a\u0e34\u0e19\u0e17\u0e23\u0e4c\u0e1a\u0e38\u0e23\u0e35,\u0e1b\u0e23\u0e32\u0e08\u0e35\u0e19\u0e1a\u0e38\u0e23\u0e35,13.98333,101.70722,28.2,07-07-2019,22:00:00,25.1,0.0,1007.13,0.00,1008.54,0.00,6.00,31.79,000,83
48440,SA KAEW,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.78889,102.03472,26.5,07-07-2019,22:00:00,25.2,0.0,1003.91,0.00,1008.86,0.00,7.00,32.07,000,93
48450,KANCHANA BURI,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,\u0e01\u0e32\u0e0d\u0e08\u0e19\u0e1a\u0e38\u0e23\u0e35,14.02250,99.53583,28.1,07-07-2019,22:00:00,24.5,0.0,1005.88,0.00,1009.17,5.70,10.00,30.75,000,81
48451,NAKHONPATHOM,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,\u0e19\u0e04\u0e23\u0e1b\u0e10\u0e21,14.01167,99.97000,27.5,07-07-2019,22:00:00,24.9,3.7,1008.10,0.00,1009.21,1.60,10.00,31.52,170,86
48453,BANG NA AGROMET.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e2f \u0e1a\u0e32\u0e07\u0e19\u0e32 \u0e2a\u0e01\u0e29.,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.66639,100.60611,29.2,07-07-2019,22:00:00,25.7,3.7,1008.86,0.00,1009.16,0.00,10.00,32.96,210,81
48455,BANGKOK METROPOLIS,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.72639,100.56000,29.0,07-07-2019,22:00:00,24.9,3.7,1008.29,0.00,1008.78,0.10,10.00,31.41,240,78
48456,DON MUANG AIRPORT,\u0e2a\u0e19\u0e32\u0e21\u0e1a\u0e34\u0e19\u0e14\u0e2d\u0e19\u0e40\u0e21\u0e37\u0e2d\u0e07,\u0e01\u0e23\u0e38\u0e07\u0e40\u0e17\u0e1e\u0e21\u0e2b\u0e32\u0e19\u0e04\u0e23,13.91917,100.60500,29.5,07-07-2019,22:00:00,23.7,11.1,1007.54,0.00,1008.94,0.01,10.00,29.33,230,71
48458,CHACHOENGSAO,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,\u0e09\u0e30\u0e40\u0e0a\u0e34\u0e07\u0e40\u0e17\u0e23\u0e32,13.51556,101.45833,25.8,07-07-2019,22:00:00,24.2,0.0,1003.73,0.00,1011.80,0.00,10.00,30.19,000,91
