WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall24Hr,Date,Time,Rainfall,DewPoint,WindSpeed,RelativeHumidity,MeanSeaLevelPressure,LandVisibility,StationPressure,AirTemperature,WindDirection,VaporPressure
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.00,10-02-2019,16:00:00,0.00,25.3,5.6,57,1007.01,8.00,1001.92,35.0,200,32.31
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.00,10-02-2019,16:00:00,0.00,25.1,9.3,53,1005.35,10.00,992.57,36.3,090,31.85
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.00,10-02-2019,16:00:00,0.00,25.0,3.7,56,1006.93,8.00,997.85,35.1,050,31.63
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,0.00,10-02-2019,16:00:00,0.00,22.0,9.3,47,1006.70,10.00,985.58,35.0,120,26.47
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.00,10-02-2019,16:00:00,0.00,22.0,0.0,47,1007.54,10.00,990.48,34.8,000,26.36
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,0.00,10-02-2019,16:00:00,0.00,21.7,3.7,50,1006.76,12.00,991.27,33.6,200,25.95
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.00,10-02-2019,16:00:00,0.00,25.3,11.1,57,1005.89,8.00,987.51,35.0,040,32.31
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.00,10-02-2019,16:00:00,0.00,21.8,0.0,67,1006.91,10.00,956.15,28.5,000,26.13
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.00,10-02-2019,16:00:00,0.00,26.0,0.0,64,1007.04,4.00,1003.17,33.7,000,33.69
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,0.00,10-02-2019,16:00:00,0.00,19.4,7.4,59,1007.14,8.00,914.02,28.2,250,22.56
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.00,10-02-2019,16:00:00,0.00,25.2,3.7,61,1007.28,10.00,991.65,33.8,130,32.10
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.00,10-02-2019,16:00:00,0.00,26.5,0.0,62,1006.81,7.00,1002.88,34.8,000,34.63
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,21.90,10-02-2019,16:00:00,21.60,24.6,0.0,92,1008.79,5.00,998.07,26.0,000,30.84
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.40,10-02-2019,16:00:00,0.00,24.6,0.0,57,1007.49,14.00,1005.60,34.5,000,30.93
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.00,10-02-2019,16:00:00,0.00,22.6,5.6,49,1006.66,8.00,986.34,34.9,100,27.40
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,0.00,10-02-2019,16:00:00,0.00,22.7,0.0,53,1007.38,10.00,990.07,33.4,000,27.51
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,0.00,10-02-2019,16:00:00,0.00,22.4,5.6,51,1006.99,10.00,991.19,34.0,140,27.01
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.00,10-02-2019,16:00:00,0.00,21.4,0.0,52,1007.44,9.00,993.65,32.5,000,25.49
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.00,10-02-2019,16:00:00,0.00,23.9,0.0,55,1008.30,10.00,993.80,34.2,000,29.71
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,0.00,10-02-2019,16:00:00,0.00,25.4,0.0,60,1007.58,10.00,993.25,34.4,000,32.51
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.00,10-02-2019,16:00:00,0.00,24.8,0.0,53,1007.21,7.00,1004.28,35.9,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",31.27
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.00,10-02-2019,16:00:00,0.00,25.6,0.0,57,1006.65,10.00,998.92,35.4,000,32.90
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,0.00,10-02-2019,16:00:00,0.00,25.5,11.1,67,1007.51,8.00,1006.42,32.4,210,32.66
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.00,10-02-2019,16:00:00,0.00,20.3,0.0,50,1007.55,8.00,993.09,32.0,000,23.77
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,23.00,10-02-2019,16:00:00,4.60,20.1,3.7,87,1008.54,8.00,874.56,22.4,220,23.47
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.00,10-02-2019,16:00:00,0.00,25.0,0.0,55,1007.05,8.00,1001.33,35.5,000,31.60
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.20,10-02-2019,16:00:00,0.20,25.5,0.0,77,1007.65,8.00,1006.86,30.0,000,32.59
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,0.00,10-02-2019,16:00:00,0.00,25.8,11.1,78,1007.56,10.00,1007.12,30.0,210,33.17
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.00,10-02-2019,16:00:00,0.00,23.6,0.0,52,1007.31,10.00,996.29,35.0,000,29.05
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.00,10-02-2019,16:00:00,0.00,23.4,0.0,49,1007.27,8.00,1006.29,35.7,000,28.76
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.00,10-02-2019,16:00:00,0.00,23.6,0.0,52,1007.49,10.00,1005.71,35.0,000,29.05
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.00,10-02-2019,16:00:00,0.00,23.8,0.0,59,1006.99,9.00,1006.24,32.8,000,29.42
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,0.00,10-02-2019,16:00:00,0.00,24.9,9.3,72,1008.00,9.00,1007.30,30.6,190,31.51
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.00,10-02-2019,16:00:00,0.00,24.8,5.6,57,1007.35,7.00,1006.66,34.7,300,31.36
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,0.00,10-02-2019,16:00:00,0.00,22.7,3.7,51,1007.06,7.00,986.41,34.4,140,27.53
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.01,10-02-2019,16:00:00,0.01,24.2,3.7,57,1007.40,9.00,991.06,34.0,140,30.16
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,0.00,10-02-2019,16:00:00,0.00,24.3,0.0,57,1007.96,10.00,991.89,34.0,000,30.46
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,50.50,10-02-2019,16:00:00,0.00,24.8,0.0,56,1006.91,8.00,985.60,34.8,000,31.28
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,0.60,10-02-2019,16:00:00,0.60,22.3,14.8,81,1008.52,4.00,965.07,25.9,140,26.97
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,3.60,10-02-2019,16:00:00,0.00,23.1,3.7,52,1007.11,12.00,987.04,34.3,240,28.18
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,0.00,10-02-2019,16:00:00,0.00,25.4,9.3,73,1009.28,7.00,988.68,30.8,070,32.51
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,0.00,10-02-2019,16:00:00,0.00,25.0,0.0,68,1007.39,10.00,1006.96,31.7,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",31.77
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.00,10-02-2019,16:00:00,0.00,26.6,0.0,73,1007.40,11.00,1006.00,32.2,000,34.93
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,12.60,10-02-2019,16:00:00,0.00,26.3,0.0,68,1008.72,9.00,1003.88,33.0,000,34.27
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,6.50,10-02-2019,16:00:00,0.00,23.1,3.7,48,1006.96,10.00,1003.76,36.0,170,28.22
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,10-02-2019,16:00:00,0.00,24.6,0.0,57,1007.98,10.00,1006.90,34.5,000,30.93
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,10-02-2019,16:00:00,0.00,24.3,7.4,65,1007.73,10.00,1007.43,31.7,200,30.32
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,0.00,10-02-2019,16:00:00,0.00,24.6,5.6,65,1007.53,10.00,1006.86,32.0,210,30.94
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,10-02-2019,16:00:00,0.00,24.0,1.9,63,1007.47,8.00,1006.99,32.0,140,29.79
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.01,10-02-2019,16:00:00,0.01,24.3,9.3,69,1007.70,10.00,1006.31,30.7,210,30.29
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,1.20,10-02-2019,16:00:00,0.00,27.0,20.4,85,1008.24,7.00,1006.57,29.8,190,35.70
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.90,10-02-2019,16:00:00,0.00,24.4,3.7,79,1009.28,10.00,1001.29,28.4,230,30.51
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,18.20,10-02-2019,16:00:00,11.60,25.9,3.7,88,1008.13,8.00,1007.85,28.0,160,33.37
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,10-02-2019,16:00:00,0.00,26.3,0.0,86,1007.97,10.00,1004.85,28.8,000,34.15
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,0.01,10-02-2019,16:00:00,0.01,26.0,0.0,83,1008.18,10.00,1001.28,29.1,000,33.62
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,1.40,10-02-2019,16:00:00,0.00,25.3,3.7,59,1007.51,7.00,1002.04,34.6,280,32.34
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,0.50,10-02-2019,16:00:00,0.50,25.8,13.0,86,1009.01,2.00,999.72,28.3,230,33.12
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.00,10-02-2019,16:00:00,0.00,23.8,3.7,53,1008.53,12.00,1007.30,34.8,140,29.50
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.00,10-02-2019,16:00:00,0.00,26.1,22.2,69,1007.66,11.00,1007.24,32.5,180,33.77
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,6.60,10-02-2019,16:00:00,0.00,23.0,7.4,57,1007.83,10.00,995.79,32.6,090,28.17
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,10-02-2019,16:00:00,0.00,25.0,9.3,68,1008.16,10.00,1007.46,31.7,120,31.77
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.00,10-02-2019,16:00:00,0.00,25.6,7.4,75,1009.19,10.00,1006.78,30.5,180,32.75
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.00,10-02-2019,16:00:00,0.00,26.7,9.3,74,1008.68,8.00,1008.17,32.0,270,35.09
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,78.40,10-02-2019,16:00:00,0.00,25.1,5.6,72,1008.17,10.00,1003.08,30.6,190,31.80
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.00,10-02-2019,16:00:00,0.00,25.0,5.6,66,1008.42,8.00,1008.02,32.1,150,31.73
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,3.10,10-02-2019,16:00:00,0.00,25.7,0.0,73,1009.59,8.00,1006.85,31.0,000,32.93
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,10-02-2019,16:00:00,0.00,25.1,7.4,63,1008.83,10.00,1008.06,33.0,120,31.87
48501,TRAD,ตราด,ตราด,11.76667,102.88333,3.40,10-02-2019,16:00:00,0.00,25.9,0.0,79,1008.71,8.00,1008.25,30.0,000,33.46
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.01,10-02-2019,16:00:00,0.01,24.1,13.0,77,1009.19,4.00,1008.51,28.6,300,30.07
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.00,10-02-2019,16:00:00,0.00,23.9,3.7,67,1009.51,9.00,1008.00,30.8,060,29.65
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,10-02-2019,16:00:00,0.00,24.1,9.3,64,1009.74,10.00,1008.83,31.7,280,30.04
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,10-02-2019,16:00:00,0.00,25.7,7.4,77,1008.96,12.00,1008.28,30.2,090,33.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,4.50,10-02-2019,16:00:00,0.00,26.9,0.0,80,1008.73,10.00,1007.95,30.8,000,35.48
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.00,10-02-2019,16:00:00,0.00,22.6,9.3,57,1008.60,10.00,1007.97,32.4,200,27.49
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,10-02-2019,16:00:00,0.00,24.6,29.6,73,1009.60,10.00,1009.20,30.0,230,30.87
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.90,10-02-2019,16:00:00,0.90,24.3,0.0,87,1010.93,7.00,1006.70,26.6,000,30.34
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,9.20,10-02-2019,16:00:00,0.00,22.1,11.1,79,1009.30,12.00,1007.68,26.0,180,26.63
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.01,10-02-2019,16:00:00,0.00,23.6,11.1,81,1010.04,7.00,1006.55,27.2,100,29.04
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,10-02-2019,16:00:00,0.00,22.3,5.6,73,1009.71,10.00,1008.35,27.5,330,26.95
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,9.00,10-02-2019,16:00:00,0.00,26.1,0.0,83,1009.43,10.00,1008.54,29.2,000,33.83
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,2.60,10-02-2019,16:00:00,1.20,25.6,5.6,92,1010.13,8.00,1006.57,27.0,150,32.77
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,3.20,10-02-2019,16:00:00,0.00,24.3,0.0,71,1009.47,10.00,1009.04,30.0,000,30.31
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.01,10-02-2019,16:00:00,0.00,24.9,7.4,72,1009.13,10.00,1008.15,30.6,210,31.51
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,19.40,10-02-2019,16:00:00,0.00,23.9,11.1,77,1009.99,10.00,1009.18,28.2,180,29.57
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,2.70,10-02-2019,16:00:00,2.70,24.4,5.6,91,1010.37,14.00,1008.54,26.0,080,30.57
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.01,10-02-2019,16:00:00,0.00,21.7,9.3,66,1009.45,11.00,1008.70,28.7,170,25.96
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,10.60,10-02-2019,16:00:00,5.60,23.8,5.6,93,1009.83,10.00,1005.80,25.0,140,29.52
48570,SATUN,สตูล,สตูล,6.65000,100.08333,20.80,10-02-2019,16:00:00,0.40,23.1,0.0,77,1010.27,10.00,1009.59,27.5,000,28.26
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,115.40,10-02-2019,16:00:00,73.20,23.9,0.0,96,1009.40,10.00,1008.28,24.6,000,29.59
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.80,10-02-2019,16:00:00,0.80,23.6,3.7,83,1009.66,10.00,1006.73,26.8,290,29.10
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.00,10-02-2019,16:00:00,0.00,23.8,9.3,72,1009.03,10.00,1008.34,29.4,330,29.41
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,39.50,10-02-2019,16:00:00,0.00,23.4,13.0,58,1008.82,10.00,1004.76,32.6,230,28.73
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,0.00,10-02-2019,16:00:00,0.00,22.7,14.8,59,1008.60,10.00,1008.02,31.7,060,27.52
