WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall24Hr,Date,Time,MaximumTemperature,DewPoint,MeanSeaLevelPressure,StationPressure,AirTemperature,LandVisibility,Rainfall,VaporPressure,RelativeHumidity,WindDirection,WindSpeed
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.00,09-26-2019,19:00:00,33.8,26.8,1012.32,1007.40,29.3,8.00,0.00,35.21,86,000,0.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.00,09-26-2019,19:00:00,34.5,24.0,1011.88,1008.61,30.5,8.00,0.00,29.89,68,000,0.0
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,09-26-2019,19:00:00,33.5,24.9,1011.51,1010.41,30.2,10.00,0.00,31.56,74,000,0.0
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,09-26-2019,19:00:00,35.3,24.7,1011.11,1010.81,31.4,10.00,0.00,31.14,68,310,3.7
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,0.00,09-26-2019,19:00:00,35.7,23.4,1011.17,1010.48,30.8,10.00,0.00,28.81,65,300,3.7
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,09-26-2019,19:00:00,36.0,24.9,1011.77,1011.29,31.4,10.00,0.00,31.43,68,000,0.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.00,09-26-2019,19:00:00,34.3,23.8,1012.06,1010.66,31.0,10.00,0.00,29.48,66,060,11.1
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,0.00,09-26-2019,19:00:00,32.6,25.6,1011.11,1009.45,31.8,10.00,0.00,32.86,70,330,11.1
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.00,09-26-2019,19:00:00,34.7,24.8,1012.96,1004.98,29.5,10.00,0.00,31.28,76,000,0.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,09-26-2019,19:00:00,36.0,24.5,1010.96,1010.68,32.3,10.00,0.00,30.69,63,000,0.0
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,09-26-2019,19:00:00,34.2,25.8,1011.08,1007.97,30.0,10.00,0.00,33.17,78,000,0.0
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,11.20,09-26-2019,19:00:00,32.5,26.1,1010.96,1003.99,27.0,10.00,11.20,33.91,95,240,7.4
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.00,09-26-2019,19:00:00,34.2,25.8,1011.86,1006.30,30.7,10.00,0.00,33.17,75,000,0.0
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,0.00,09-26-2019,19:00:00,34.0,25.1,1012.38,1003.10,29.8,9.00,0.00,31.89,76,000,0.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.01,09-26-2019,19:00:00,33.6,25.6,1012.00,1010.74,30.4,8.00,0.00,32.84,76,000,0.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.00,09-26-2019,19:00:00,35.1,25.1,1011.00,1010.58,31.5,11.00,0.00,31.93,69,150,3.7
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.00,09-26-2019,19:00:00,33.0,23.1,1011.66,999.38,27.9,10.00,0.00,28.20,75,000,0.0
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,09-26-2019,19:00:00,32.4,24.1,1011.45,1010.74,30.0,7.00,0.00,30.03,71,000,0.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.01,09-26-2019,19:00:00,35.5,24.4,1011.50,1009.08,29.8,5.00,0.00,30.47,73,030,3.7
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.00,09-26-2019,19:00:00,33.4,25.2,1011.40,1010.89,30.0,12.00,0.00,32.01,75,000,0.0
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.00,09-26-2019,19:00:00,34.7,24.5,1011.21,1006.08,29.8,10.00,0.00,30.75,73,010,5.6
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.00,09-26-2019,19:00:00,36.0,24.2,1011.67,1011.26,28.8,7.00,0.00,30.18,76,000,0.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,8.90,09-26-2019,19:00:00,35.0,24.7,1012.09,1009.29,25.6,8.00,8.90,31.17,95,000,0.0
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,09-26-2019,19:00:00,34.2,22.7,1011.31,1010.53,30.3,6.00,0.00,27.57,64,000,0.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,0.01,09-26-2019,19:00:00,32.0,25.7,1011.74,1011.28,28.1,6.00,0.01,33.00,87,080,7.4
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.00,09-26-2019,19:00:00,32.7,25.5,1011.73,1011.05,28.1,7.00,0.00,32.72,86,060,7.4
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.40,09-26-2019,19:00:00,32.2,24.9,1010.33,1008.80,26.8,7.00,0.20,31.55,90,000,0.0
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,09-26-2019,19:00:00,32.8,23.0,1011.98,1011.06,28.0,10.00,0.00,28.12,74,360,5.6
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,8.50,09-26-2019,19:00:00,29.3,25.6,1011.81,1011.12,27.6,9.00,0.00,32.84,89,000,0.0
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,1.30,09-26-2019,19:00:00,31.3,25.1,1011.62,1010.82,27.5,9.00,0.00,31.80,87,000,0.0
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,26.20,09-26-2019,19:00:00,30.0,25.9,1011.34,1010.70,27.9,10.00,0.00,33.45,89,320,3.7
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,13.00,09-26-2019,19:00:00,30.8,26.1,1011.82,1011.41,28.1,10.00,0.00,33.86,89,000,0.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,16.10,09-26-2019,19:00:00,29.5,25.5,1013.29,1009.05,27.1,6.00,0.00,32.69,91,000,0.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,09-26-2019,19:00:00,33.5,24.1,1010.97,1009.35,27.0,10.00,0.00,30.02,84,000,0.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,09-26-2019,19:00:00,32.6,25.2,1011.03,1007.55,27.8,8.00,0.00,32.12,86,000,0.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.01,09-26-2019,19:00:00,32.2,25.7,1011.38,1010.02,28.0,8.00,0.00,33.08,88,000,0.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.00,09-26-2019,19:00:00,34.5,25.1,1010.06,1009.18,29.4,10.00,0.00,31.93,78,000,0.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,09-26-2019,19:00:00,32.6,23.6,1011.21,1007.65,28.0,10.00,0.00,29.19,77,100,5.6
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,3.20,09-26-2019,19:00:00,33.8,24.9,1010.59,1010.16,28.5,10.00,0.00,31.54,81,000,0.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,09-26-2019,19:00:00,33.1,24.8,1010.27,1009.27,28.0,8.00,0.00,31.39,83,090,3.7
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,09-26-2019,19:00:00,32.6,22.8,1011.38,1010.57,27.8,10.00,0.00,27.75,74,120,5.6
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,2.40,09-26-2019,19:00:00,33.4,24.0,1011.10,1009.29,28.2,10.00,0.00,29.85,78,000,0.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,15.50,09-26-2019,19:00:00,31.2,23.9,1011.58,1010.83,27.4,10.00,0.00,29.69,81,000,0.0
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.60,09-26-2019,19:00:00,34.1,23.4,1011.74,1007.72,26.8,10.00,0.00,28.84,82,000,0.0
48570,SATUN,สตูล,สตูล,6.65000,100.08333,10.90,09-26-2019,19:00:00,33.5,24.6,1010.97,1010.29,26.0,10.00,0.00,30.84,92,000,0.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,7.00,09-26-2019,19:00:00,32.8,25.2,1011.20,1010.08,27.2,10.00,0.00,32.05,89,000,0.0
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,11.80,09-26-2019,19:00:00,33.7,25.2,1011.42,1008.48,26.2,10.00,0.00,32.04,94,000,0.0
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.80,09-26-2019,19:00:00,33.0,25.2,1011.54,1010.85,26.8,8.00,0.00,32.10,91,000,0.0
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,5.30,09-26-2019,19:00:00,31.1,24.6,1012.40,1008.26,27.3,10.00,0.00,30.86,85,000,0.0
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,14.80,09-26-2019,19:00:00,29.9,23.9,1011.34,1010.75,27.5,10.00,0.00,29.60,81,000,0.0
