stationType,stationID,nameTH,nameEN,long,lat,areaTH,areaEN,LastUpdate
GROUND,79t,สถานีอุตุนิยมวิทยา จ.กาญจนบุรี,Kanchanaburi Meteorological Station,99.536118,14.022425,"ต.บ้านเหนือ อ.เมือง, กาญจนบุรี","Ban Nuea, Mueang, Kanchanaburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '10', 'unit': 'µg/m³'}, 'PM10': {'value': '22', 'unit': 'µg/m³'}, 'O3': {'value': '10', 'unit': 'ppb'}, 'CO': {'value': '0.70', 'unit': 'ppm'}, 'NO2': {'value': '7', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
GROUND,46t,ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาคที่4 ขอนแก่น,Hydrogeological Group Water Resources Regional Office4 khonkaen,102.835251,16.445329,"ต.ในเมือง, อ.เมือง, ขอนแก่น","Nai Mueang, Mueang, Khon Kaen","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '15', 'unit': 'µg/m³'}, 'PM10': {'value': '26', 'unit': 'µg/m³'}, 'O3': {'value': '19', 'unit': 'ppb'}, 'CO': {'value': '0.28', 'unit': 'ppm'}, 'NO2': {'value': '5', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '15'}}"
GROUND,60t,สำนักงานเทศบาลตำบลทุ่งสะเดา,Municipality Office Tungsadao,101.286359,13.588554,"ต.วังเย็น, อ.แปลงยาว, ฉะเชิงเทรา","Wang Yen, Plaeng Yao, Chachoengsao","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '9', 'unit': 'µg/m³'}, 'PM10': {'value': '27', 'unit': 'µg/m³'}, 'O3': {'value': '16', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '5', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,32t,สนามกีฬาเทศบาลแหลมฉบัง ,Laem Chabang Municipal Stadium,100.918596,13.119214,"ต.ทุ่งสุขลา อ.ศรีราชา, ชลบุรี","Thung Sukhla, Si Racha, Chon buri","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '16', 'unit': 'µg/m³'}, 'PM10': {'value': '27', 'unit': 'µg/m³'}, 'O3': {'value': '34', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '24', 'unit': 'ppb'}, 'SO2': {'value': '2', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '24'}}"
GROUND,33t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาหิน,Health Promotion Hospital Bankhaohin,101.098128,13.054551,"ต.บ่อวิน อ.ศรีราชา, ชลบุรี","Bo Win, Si Racha, Chon buri","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '15', 'unit': 'µg/m³'}, 'PM10': {'value': '52', 'unit': 'µg/m³'}, 'O3': {'value': '22', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '-', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '27'}}"
GROUND,34t,สำนักงานสิ่งแวดล้อมภาคที่ 13 ,"Environment Agency Section 13, Chonburi",100.977777,13.355065,"ต.บ้านสวน,อ.เมือง, ชลบุรี","Ban Suan, Mueang, Chon Buri","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '28', 'unit': 'µg/m³'}, 'O3': {'value': '32', 'unit': 'ppb'}, 'CO': {'value': '0.51', 'unit': 'ppm'}, 'NO2': {'value': '8', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '23'}}"
GROUND,76t,ศูนย์การศึกษานอกโรงเรียน,"Non-Formal Education Centre, Mea Sot",98.591312,16.750102,"ต.แม่ปะ อ.แม่สอด, ตาก","MaePa, MaeSot, Tak","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '9', 'unit': 'µg/m³'}, 'PM10': {'value': '17', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.20', 'unit': 'ppm'}, 'NO2': {'value': '4', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
GROUND,81t,อ่างเก็บน้ำประปา,Water reservoir,100.057778,13.831944,"ต.นครปฐม อ.เมืองนครปฐม, นครปฐม","Mueang, Nakhon Pathom","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '16', 'unit': 'µg/m³'}, 'PM10': {'value': '37', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.54', 'unit': 'ppm'}, 'NO2': {'value': '10', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '19'}}"
GROUND,47t,สถานีสูบน้ำประตูพลแสน,Municipal Waste Water Pumping Station,102.098301,14.979726,"ต.ในเมือง, อ.เมือง, นครราชสีมา","Nai Mueang, Mueang, Nakhon Ratchasima","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '14', 'unit': 'µg/m³'}, 'PM10': {'value': '22', 'unit': 'µg/m³'}, 'O3': {'value': '17', 'unit': 'ppb'}, 'CO': {'value': '0.46', 'unit': 'ppm'}, 'NO2': {'value': '11', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,41t,โครงการชลประทานนครสวรรค์,Nakhonsawan Irrigation Project ,100.110542,15.686254,"ต.ปากน้ำโพ, อ.เมือง, นครสวรรค์","Pak Nam Pho, Mueang, Nakhon Sawan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '15', 'unit': 'µg/m³'}, 'PM10': {'value': '26', 'unit': 'µg/m³'}, 'O3': {'value': '16', 'unit': 'ppb'}, 'CO': {'value': '0.41', 'unit': 'ppm'}, 'NO2': {'value': '8', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '15'}}"
GROUND,13t,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,EGAT,100.506319,13.807156,"ต.บางกรวย, อ.บางกรวย, นนทบุรี","Bang Krua, Bang Kruai, Nonthaburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '13', 'unit': 'µg/m³'}, 'PM10': {'value': '31', 'unit': 'µg/m³'}, 'O3': {'value': '13', 'unit': 'ppb'}, 'CO': {'value': '0.32', 'unit': 'ppm'}, 'NO2': {'value': '18', 'unit': 'ppb'}, 'SO2': {'value': '2', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,22t,มหาวิทยาลัยสุโขทัยธรรมาธิราช ,Sukhothai Thammathirat Open University,100.535599,13.90794,"ต.บางพูด, อ.ปากเกร็ด, นนทบุรี","Bang Phut, Pak Kret, Nonthaburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': 'N/A', 'unit': 'µg/m³'}, 'PM10': {'value': '30', 'unit': 'µg/m³'}, 'O3': {'value': '2', 'unit': 'ppb'}, 'CO': {'value': '0.63', 'unit': 'ppm'}, 'NO2': {'value': '3', 'unit': 'ppb'}, 'SO2': {'value': '3', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '15'}}"
GROUND,62t,ศาลากลางจังหวัดนราธิวาส ,"City Hall, Narathiwat",101.823005,6.426885,"ต.บางนาค อ.เมือง, นราธิวาส","Bang Nak, Mueang, Narathiwat","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '31', 'unit': 'µg/m³'}, 'PM10': {'value': '48', 'unit': 'µg/m³'}, 'O3': {'value': '26', 'unit': 'ppb'}, 'CO': {'value': '0.94', 'unit': 'ppm'}, 'NO2': {'value': '14', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '37'}}"
GROUND,67t,สำนักงานเทศบาลเมืองน่าน,"Municipality Office, Nan",100.776359,18.788878,"ต.ในเวียง อ.เมือง, น่าน","Nai Wiang, Mueang, Nan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '12', 'unit': 'µg/m³'}, 'PM10': {'value': '31', 'unit': 'µg/m³'}, 'O3': {'value': '21', 'unit': 'ppb'}, 'CO': {'value': '0.29', 'unit': 'ppm'}, 'NO2': {'value': '6', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,75t,โรงพยาบาลเฉลิมพระเกียรติ ,Chalermprakiet Hospital,101.025365,19.32238,"ต.ห้วยโก๋น อ.เฉลิมพระเกียรติ, น่าน","Huai Kon, Chaloem Phra Kiat, Nan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '7', 'unit': 'µg/m³'}, 'PM10': {'value': '19', 'unit': 'µg/m³'}, 'O3': {'value': '23', 'unit': 'ppb'}, 'CO': {'value': '0.21', 'unit': 'ppm'}, 'NO2': {'value': '2', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,20t,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต ,Bangkok University Rangsit Campus,100.605124,14.037512,"ต.คลองหนึ่ง,อ.คลองหลวง, ปทุมธานี","Khlong Nueng, Khlong Luang, Pathum Thani","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '20', 'unit': 'µg/m³'}, 'O3': {'value': '16', 'unit': 'ppb'}, 'CO': {'value': '0.59', 'unit': 'ppm'}, 'NO2': {'value': '8', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
GROUND,77t,ศาลาประชาคมบ้านบุยายใบ,Bu Yai Bai Hall Station,101.58696,13.934197,"ต.ท่าตูม อ.ศรีมหาโพธิ, ปราจีนบุรี","Tha Tum, SiMahaPhot, Prachin Buri","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '12', 'unit': 'µg/m³'}, 'PM10': {'value': '17', 'unit': 'µg/m³'}, 'O3': {'value': '23', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '4', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,21t,โรงเรียนอยุธยาวิทยาลัย,Ayutthaya Witthayalai School,100.565352,14.352225,"ต.ประตูชัย, อ.พระนครศรีอยุธยา, พระนครศรีอยุธยา","Pratu Chai, Phra Nakhon Si Ayutthaya","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '10', 'unit': 'µg/m³'}, 'PM10': {'value': '24', 'unit': 'µg/m³'}, 'O3': {'value': '-', 'unit': 'ppb'}, 'CO': {'value': '-', 'unit': 'ppm'}, 'NO2': {'value': '-', 'unit': 'ppb'}, 'SO2': {'value': '-', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '12'}}"
GROUND,70t,สนามกีฬากลางจังหวัดพะเยา,"Phayao Provincial, Phayao",99.5321,19.1215,"ต.บ้านต๋อม อ.เมือง, พะเยา","ฺBantom, Meuang, Phayao","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '8', 'unit': 'µg/m³'}, 'PM10': {'value': '17', 'unit': 'µg/m³'}, 'O3': {'value': 'N/A', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': 'N/A', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '9'}}"
GROUND,43t,ศูนย์บริการสาธารณสุขเทศบาลภูเก็ต,Municipal Health Center,98.391318,7.884508,"ต.ตลาดใหญ่ อ.เมือง, ภูเก็ต","Talat Yai, Mueang, Phuket","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '9', 'unit': 'µg/m³'}, 'PM10': {'value': '26', 'unit': 'µg/m³'}, 'O3': {'value': '13', 'unit': 'ppb'}, 'CO': {'value': '0.22', 'unit': 'ppm'}, 'NO2': {'value': '3', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '13'}}"
GROUND,63t,สนามโรงพิธีช้างเผือก ,White Elephant Park,101.2831,6.546197,"ต.สะเตง อ.เมือง, ยะลา","Sateng, Mueang, Yala","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '41', 'unit': 'µg/m³'}, 'PM10': {'value': '53', 'unit': 'µg/m³'}, 'O3': {'value': '35', 'unit': 'ppb'}, 'CO': {'value': '0.42', 'unit': 'ppm'}, 'NO2': {'value': '4', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '3', 'aqi': '63'}}"
GROUND,28t,สำนักงานสาธารณสุขอำเภอปลวกแดง,Pluakdaeng District Health Office,101.212844,12.97378,"ต.ปลวกแดง, อ.ปลวกแดง, ระยอง","Pluak Daeng, Pluak Daeng, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '10', 'unit': 'µg/m³'}, 'PM10': {'value': '47', 'unit': 'µg/m³'}, 'O3': {'value': '9', 'unit': 'ppb'}, 'CO': {'value': '-', 'unit': 'ppm'}, 'NO2': {'value': '9', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '24'}}"
GROUND,29t,โรงพยาบาลส่งเสริมสุขภาพตำบลมาบตาพุด ,Health Promotion Hospital Maptaput,101.166055,12.70862,"ต.มาบตาพุด อ.เมือง, ระยอง","Map Ta Phut, Meuang, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '10', 'unit': 'µg/m³'}, 'PM10': {'value': '29', 'unit': 'µg/m³'}, 'O3': {'value': '37', 'unit': 'ppb'}, 'CO': {'value': '0.24', 'unit': 'ppm'}, 'NO2': {'value': '5', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '28'}}"
GROUND,30t,สำนักงานเกษตรจังหวัดระยอง ,Agricultural Office,101.275875,12.671521,"ต.ท่าประดู่ อ.เมือง, ระยอง","Tha Pradu, Meuang, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '26', 'unit': 'µg/m³'}, 'O3': {'value': '20', 'unit': 'ppb'}, 'CO': {'value': '0.28', 'unit': 'ppm'}, 'NO2': {'value': '11', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,31t,ศูนย์วิจัยพืชไร่ระยอง ,"Field Crop Research Center, Rayong",101.13562,12.735114,"ต.ห้วยโป่ง อ.เมือง, ระยอง","Huai Pong, Meuang, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '12', 'unit': 'µg/m³'}, 'PM10': {'value': '39', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.24', 'unit': 'ppm'}, 'NO2': {'value': '2', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '20'}}"
GROUND,74t,ศูนย์ราชการจังหวัดระยอง ,"Government Complex, Rayong",101.180975,12.706325,"ต.เนินพระ อ.เมือง, ระยอง","Nern Pra, Meuang, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': 'N/A', 'unit': 'µg/m³'}, 'PM10': {'value': '25', 'unit': 'µg/m³'}, 'O3': {'value': '-', 'unit': 'ppb'}, 'CO': {'value': '0.35', 'unit': 'ppm'}, 'NO2': {'value': '11', 'unit': 'ppb'}, 'SO2': {'value': '2', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '13'}}"
MOBILE,m8,ค่ายสุรสิงหนาท,Khai Surasinghanat,101.32245,12.648576,"ต.ตะพง อ.เมือง, ระยอง","Taphong, Mueang, Rayong","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '10', 'unit': 'µg/m³'}, 'PM10': {'value': '-', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.87', 'unit': 'ppm'}, 'NO2': {'value': '7', 'unit': 'ppb'}, 'SO2': {'value': '6', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
GROUND,26t,สำนักงานสิ่งแวดล้อมภาคที่8,Environmental Office 8 ratchaburi,99.814873,13.532555,"ต.หน้าเมือง, อ.เมือง, ราชบุรี","Na Mueang, Mueang, Ratchaburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '22', 'unit': 'µg/m³'}, 'PM10': {'value': '30', 'unit': 'µg/m³'}, 'O3': {'value': '-', 'unit': 'ppb'}, 'CO': {'value': '-', 'unit': 'ppm'}, 'NO2': {'value': '2', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '22'}}"
GROUND,37t,สถานีอุตุนิยมวิทยาลำปาง,"Meteorological stations, Lampang",99.506447,18.278251,"ต.พระบาท อ.เมือง, ลำปาง","Phra Bat, Meuang, Lampang","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '15', 'unit': 'µg/m³'}, 'PM10': {'value': '40', 'unit': 'µg/m³'}, 'O3': {'value': '24', 'unit': 'ppb'}, 'CO': {'value': '0.18', 'unit': 'ppm'}, 'NO2': {'value': '2', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '20'}}"
GROUND,38t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ,"Health Promotion Hospital Sob Pad, Lampang",99.763986,18.250747,"ต.สบป้าด อ.แม่เมาะ, ลำปาง","Sop Pat, Mae Mo, Lampang","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '16', 'unit': 'µg/m³'}, 'O3': {'value': '20', 'unit': 'ppb'}, 'CO': {'value': '0.46', 'unit': 'ppm'}, 'NO2': {'value': '0', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,39t,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสี ,Health Promotion Hospital ,99.727046,18.419425,"ต.บ้านดง อ.แม่เมาะ, ลำปาง","Ban Dong, Mae Mo, Lampang","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '25', 'unit': 'µg/m³'}, 'O3': {'value': '25', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '3', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '18'}}"
GROUND,40t,การประปาส่วนภูมิภาคแม่เมาะ,Provincial Waterworks Authority Mae Moh,99.659873,18.282664,"ต.แม่เมาะ อ.แม่เมาะ, ลำปาง","Mae Mo, Mae Mo, Lampang","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '12', 'unit': 'µg/m³'}, 'PM10': {'value': '20', 'unit': 'µg/m³'}, 'O3': {'value': '23', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '3', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,68t,อุตุนิยมวิทยาลำพูน,"Meteorological Staions, Lamphun",99.03856,18.567179,"ต.บ้านกลาง อ.เมือง, ลำพูน","ฺBan Klang, Mueang, Lamphun","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '16', 'unit': 'µg/m³'}, 'PM10': {'value': '29', 'unit': 'µg/m³'}, 'O3': {'value': '26', 'unit': 'ppb'}, 'CO': {'value': '0.29', 'unit': 'ppm'}, 'NO2': {'value': '8', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '19'}}"
